,"(deg C) Mean Temperature (ERA5) at Badulla, 2007-01-01 to 2025-12-31"
"2010-07-18",24.6238
"2010-07-19",24.3432
"2010-07-20",24.7493
"2010-07-21",25.1154
"2010-07-22",25.1601
"2010-07-23",24.621
"2010-07-24",25.0022
"2010-07-25",25.526
"2010-07-26",25.3152
"2010-07-27",25.2455
"2010-07-28",25.198
"2010-07-29",25.3754
"2010-07-30",24.8582
"2010-07-31",25.1831
"2010-08-01",25.7962
"2010-08-02",25.6685
"2010-08-03",24.6064
"2010-08-04",24.9092
"2010-08-05",25.276
"2010-08-06",25.5015
"2010-08-07",25.5777
"2010-08-08",25.7835
"2010-08-09",25.4818
"2010-08-10",26.2566
"2010-08-11",25.8625
"2010-08-12",24.9137
"2010-08-13",25.2888
"2010-08-14",25.2733
"2010-08-15",24.1882
"2010-08-16",24.5807
"2010-08-17",24.4169
"2010-08-18",24.5105
"2010-08-19",24.3789
"2010-08-20",23.1311
"2010-08-21",21.8908
"2010-08-22",23.5824
"2010-08-23",24.4161
"2010-08-24",23.9142
"2010-08-25",24.2962
"2010-08-26",23.6584
"2010-08-27",23.9802
"2010-08-28",25.1064
"2010-08-29",23.7584
"2010-08-30",23.4048
"2010-08-31",23.5767
"2010-09-01",24.6628
"2010-09-02",25.0561
"2010-09-03",25.2956
"2010-09-04",24.8466
"2010-09-05",24.8756
"2010-09-06",25.3147
"2010-09-07",25.1125
"2010-09-08",25.1922
"2010-09-09",25.5981
"2010-09-10",24.8364
"2010-09-11",24.4488
"2010-09-12",24.5943
"2010-09-13",24.9943
"2010-09-14",24.5369
"2010-09-15",25.1933
"2010-09-16",25.4866
"2010-09-17",25.4828
"2010-09-18",24.6865
"2010-09-19",24.6053
"2010-09-20",24.3043
"2010-09-21",23.0164
"2010-09-22",23.6983
"2010-09-23",23.5593
"2010-09-24",22.9375
"2010-09-25",23.6628
"2010-09-26",23.3585
"2010-09-27",23.0905
"2010-09-28",22.5786
"2010-09-29",22.199
"2010-09-30",22.5335
"2010-10-01",23.0053
"2010-10-02",22.3375
"2010-10-03",22.6562
"2010-10-04",24.3558
"2010-10-05",24.3519
"2010-10-06",24.1567
"2010-10-07",23.916
"2010-10-08",24.4717
"2010-10-09",24.3579
"2010-10-10",23.8556
"2010-10-11",24.1719
"2010-10-12",23.5419
"2010-10-13",23.6118
"2010-10-14",23.4792
"2010-10-15",24.2415
"2010-10-16",23.7704
"2010-10-17",23.9062
"2010-10-18",24.5807
"2010-10-19",24.8924
"2010-10-20",25.2133
"2010-10-21",24.4984
"2010-10-22",23.8375
"2010-10-23",23.8608
"2010-10-24",24.9672
"2010-10-25",24.953
"2010-10-26",24.9303
"2010-10-27",23.4796
"2010-10-28",22.5714
"2010-10-29",23.0255
"2010-10-30",23.4556
"2010-10-31",23.2952
"2010-11-01",23.2971
"2010-11-02",23.6355
"2010-11-03",24.2562
"2010-11-04",22.6362
"2010-11-05",22.4204
"2010-11-06",22.3513
"2010-11-07",23.1553
"2010-11-08",23.4206
"2010-11-09",23.2679
"2010-11-10",23.1443
"2010-11-11",22.5798
"2010-11-12",23.7488
"2010-11-13",23.4896
"2010-11-14",23.3632
"2010-11-15",22.876
"2010-11-16",23.2288
"2010-11-17",22.0811
"2010-11-18",22.8295
"2010-11-19",22.3236
"2010-11-20",22.0995
"2010-11-21",21.4268
"2010-11-22",21.9839
"2010-11-23",22.0451
"2010-11-24",21.9355
"2010-11-25",22.3527
"2010-11-26",22.3217
"2010-11-27",22.789
"2010-11-28",21.9232
"2010-11-29",22.4227
"2010-11-30",21.7226
"2010-12-01",21.7123
"2010-12-02",21.829
"2010-12-03",21.0253
"2010-12-04",21.8616
"2010-12-05",20.8206
"2010-12-06",22.2095
"2010-12-07",21.7655
"2010-12-08",22.101
"2010-12-09",21.145
"2010-12-10",22.5195
"2010-12-11",22.6555
"2010-12-12",22.805
"2010-12-13",22.6125
"2010-12-14",22.8032
"2010-12-15",22.5594
"2010-12-16",22.2707
"2010-12-17",22.2191
"2010-12-18",22.0234
"2010-12-19",21.6864
"2010-12-20",21.9273
"2010-12-21",21.5146
"2010-12-22",20.715
"2010-12-23",20.7739
"2010-12-24",21.1002
"2010-12-25",20.9191
"2010-12-26",20.4869
"2010-12-27",20.5288
"2010-12-28",21.153
"2010-12-29",21.2082
"2010-12-30",20.7903
"2010-12-31",21.0505
"2011-01-01",21.7568
"2011-01-02",22.1733
"2011-01-03",21.3742
"2011-01-04",21.3637
"2011-01-05",21.3448
"2011-01-06",21.3406
"2011-01-07",21.6276
"2011-01-08",22.0719
"2011-01-09",19.3877
"2011-01-10",20.848
"2011-01-11",19.8388
"2011-01-12",18.1273
"2011-01-13",18.1867
"2011-01-14",20.5451
"2011-01-15",21.9339
"2011-01-16",22.224
"2011-01-17",22.6664
"2011-01-18",21.6899
"2011-01-19",21.0389
"2011-01-20",20.4544
"2011-01-21",20.6532
"2011-01-22",20.6282
"2011-01-23",21.0418
"2011-01-24",21.2436
"2011-01-25",21.1742
"2011-01-26",21.013
"2011-01-27",21.2176
"2011-01-28",21.3502
"2011-01-29",21.2305
"2011-01-30",21.7847
"2011-01-31",20.869
"2011-02-01",20.1459
"2011-02-02",19.7826
"2011-02-03",20.6786
"2011-02-04",20.7518
"2011-02-05",21.3346
"2011-02-06",21.6829
"2011-02-07",20.8158
"2011-02-08",21.5962
"2011-02-09",22.1135
"2011-02-10",21.3359
"2011-02-11",21.2871
"2011-02-12",21.1229
"2011-02-13",21.5568
"2011-02-14",22.7469
"2011-02-15",22.7102
"2011-02-16",23.3505
"2011-02-17",23.878
"2011-02-18",23.9346
"2011-02-19",23.3718
"2011-02-20",23.2489
"2011-02-21",22.9381
"2011-02-22",22.6919
"2011-02-23",22.4302
"2011-02-24",22.6445
"2011-02-25",22.4658
"2011-02-26",22.5404
"2011-02-27",22.2373
"2011-02-28",21.8838
"2011-03-01",21.2558
"2011-03-02",21.6013
"2011-03-03",21.6473
"2011-03-04",22.5026
"2011-03-05",22.3873
"2011-03-06",23.1381
"2011-03-07",22.601
"2011-03-08",22.2523
"2011-03-09",22.7142
"2011-03-10",22.5317
"2011-03-11",22.7268
"2011-03-12",23.0254
"2011-03-13",23.1699
"2011-03-14",23.0624
"2011-03-15",23.2157
"2011-03-16",22.9074
"2011-03-17",22.4859
"2011-03-18",22.5536
"2011-03-19",23.8239
"2011-03-20",23.6969
"2011-03-21",23.4426
"2011-03-22",24.0276
"2011-03-23",23.9733
"2011-03-24",23.3162
"2011-03-25",24.0099
"2011-03-26",24.2631
"2011-03-27",24.1124
"2011-03-28",24.0237
"2011-03-29",24.1773
"2011-03-30",23.6812
"2011-03-31",24.0803
"2011-04-01",24.4922
"2011-04-02",24.4988
"2011-04-03",24.7172
"2011-04-04",24.7194
"2011-04-05",24.4884
"2011-04-06",24.2766
"2011-04-07",23.8819
"2011-04-08",24.2281
"2011-04-09",23.9958
"2011-04-10",24.45
"2011-04-11",23.515
"2011-04-12",22.7296
"2011-04-13",23.0823
"2011-04-14",22.9779
"2011-04-15",23.6912
"2011-04-16",23.5923
"2011-04-17",23.4955
"2011-04-18",23.6457
"2011-04-19",23.407
"2011-04-20",23.2578
"2011-04-21",23.3382
"2011-04-22",23.3195
"2011-04-23",22.6859
"2011-04-24",23.6464
"2011-04-25",23.4122
"2011-04-26",24.1115
"2011-04-27",23.6629
"2011-04-28",23.098
"2011-04-29",25.1338
"2011-04-30",25.33
"2011-05-01",24.9793
"2011-05-02",24.3061
"2011-05-03",25.4026
"2011-05-04",25.3523
"2011-05-05",25.8895
"2011-05-06",26.0346
"2011-05-07",25.5025
"2011-05-08",25.2057
"2011-05-09",24.7855
"2011-05-10",25.0753
"2011-05-11",25.4065
"2011-05-12",25.2465
"2011-05-13",24.695
"2011-05-14",25.537
"2011-05-15",25.8058
"2011-05-16",26.0281
"2011-05-17",25.1913
"2011-05-18",24.5369
"2011-05-19",25.7129
"2011-05-20",26.2408
"2011-05-21",25.7608
"2011-05-22",25.6659
"2011-05-23",25.541
"2011-05-24",26.3549
"2011-05-25",25.8387
"2011-05-26",25.7931
"2011-05-27",25.5676
"2011-05-28",25.4083
"2011-05-29",25.3498
"2011-05-30",25.6657
"2011-05-31",25.5435
"2011-06-01",24.8453
"2011-06-02",24.565
"2011-06-03",26.3428
"2011-06-04",25.9125
"2011-06-05",26.2124
"2011-06-06",25.2397
"2011-06-07",25.4593
"2011-06-08",25.9387
"2011-06-09",25.9601
"2011-06-10",26.0763
"2011-06-11",26.3103
"2011-06-12",26.3631
"2011-06-13",26.1916
"2011-06-14",24.8989
"2011-06-15",25.4073
"2011-06-16",25.3963
"2011-06-17",25.7619
"2011-06-18",25.6414
"2011-06-19",25.4155
"2011-06-20",25.6524
"2011-06-21",25.4927
"2011-06-22",24.9128
"2011-06-23",25.2454
"2011-06-24",25.6048
"2011-06-25",25.7232
"2011-06-26",25.6152
"2011-06-27",25.672
"2011-06-28",25.2779
"2011-06-29",25.4117
"2011-06-30",26.0309
"2011-07-01",25.2079
"2011-07-02",25.4181
"2011-07-03",25.167
"2011-07-04",25.7733
"2011-07-05",25.5327
"2011-07-06",24.9138
"2011-07-07",25.7309
"2011-07-08",25.7317
"2011-07-09",24.9626
"2011-07-10",25.1122
"2011-07-11",24.9499
"2011-07-12",24.6042
"2011-07-13",24.8773
"2011-07-14",25.1314
"2011-07-15",25.8065
"2011-07-16",24.1873
"2011-07-17",24.8859
"2011-07-18",25.0631
"2011-07-19",25.6529
"2011-07-20",25.1811
"2011-07-21",25.3118
"2011-07-22",25.6062
"2011-07-23",25.2319
"2011-07-24",25.8383
"2011-07-25",24.9829
"2011-07-26",25.4325
"2011-07-27",25.3956
"2011-07-28",25.209
"2011-07-29",25.288
"2011-07-30",24.9902
"2011-07-31",25.0633
"2011-08-01",25.4065
"2011-08-02",25.4139
"2011-08-03",25.2977
"2011-08-04",25.9031
"2011-08-05",25.5081
"2011-08-06",24.5919
"2011-08-07",25.5129
"2011-08-08",25.782
"2011-08-09",25.662
"2011-08-10",25.3214
"2011-08-11",25.2154
"2011-08-12",25.4794
"2011-08-13",25.0545
"2011-08-14",25.2024
"2011-08-15",24.4528
"2011-08-16",24.1417
"2011-08-17",24.2526
"2011-08-18",24.5281
"2011-08-19",24.7995
"2011-08-20",25.3108
"2011-08-21",25.2567
"2011-08-22",24.9288
"2011-08-23",25.8397
"2011-08-24",24.7353
"2011-08-25",24.9673
"2011-08-26",25.3719
"2011-08-27",25.0713
"2011-08-28",25.1724
"2011-08-29",25.6655
"2011-08-30",25.3692
"2011-08-31",25.8751
"2011-09-01",25.1851
"2011-09-02",25.9139
"2011-09-03",25.1652
"2011-09-04",25.6735
"2011-09-05",25.5775
"2011-09-06",25.7408
"2011-09-07",25.5832
"2011-09-08",25.6406
"2011-09-09",25.4268
"2011-09-10",24.6273
"2011-09-11",24.9036
"2011-09-12",24.0966
"2011-09-13",24.149
"2011-09-14",24.3649
"2011-09-15",24.7523
"2011-09-16",25.0344
"2011-09-17",24.9746
"2011-09-18",25.1818
"2011-09-19",24.9315
"2011-09-20",24.848
"2011-09-21",24.7248
"2011-09-22",25.4033
"2011-09-23",25.2316
"2011-09-24",25.0846
"2011-09-25",25.4355
"2011-09-26",25.2203
"2011-09-27",25.5027
"2011-09-28",25.3661
"2011-09-29",25.5048
"2011-09-30",25.4038
"2011-10-01",25.512
"2011-10-02",25.5607
"2011-10-03",25.692
"2011-10-04",25.4839
"2011-10-05",25.2252
"2011-10-06",25.8849
"2011-10-07",26.1295
"2011-10-08",25.8178
"2011-10-09",25.4608
"2011-10-10",25.0102
"2011-10-11",24.0157
"2011-10-12",24.0033
"2011-10-13",24.7339
"2011-10-14",24.3194
"2011-10-15",24.2024
"2011-10-16",24.2527
"2011-10-17",24.0557
"2011-10-18",23.9831
"2011-10-19",23.4823
"2011-10-20",23.5376
"2011-10-21",23.5533
"2011-10-22",23.1572
"2011-10-23",22.6344
"2011-10-24",22.1522
"2011-10-25",22.5068
"2011-10-26",22.468
"2011-10-27",22.5838
"2011-10-28",22.1663
"2011-10-29",22.222
"2011-10-30",22.2842
"2011-10-31",22.74
"2011-11-01",22.2066
"2011-11-02",23.0229
"2011-11-03",22.8589
"2011-11-04",23.8491
"2011-11-05",23.2686
"2011-11-06",23.0525
"2011-11-07",22.593
"2011-11-08",22.4606
"2011-11-09",22.2735
"2011-11-10",22.3401
"2011-11-11",23.081
"2011-11-12",23.3312
"2011-11-13",23.3162
"2011-11-14",22.8375
"2011-11-15",22.7446
"2011-11-16",23.1712
"2011-11-17",23.4165
"2011-11-18",23.0306
"2011-11-19",22.9924
"2011-11-20",22.5011
"2011-11-21",21.7702
"2011-11-22",21.7319
"2011-11-23",21.5909
"2011-11-24",21.4625
"2011-11-25",20.9186
"2011-11-26",22.5984
"2011-11-27",22.5228
"2011-11-28",23.1496
"2011-11-29",23.46
"2011-11-30",22.2109
"2011-12-01",22.7759
"2011-12-02",22.7598
"2011-12-03",23.1858
"2011-12-04",23.1159
"2011-12-05",22.9237
"2011-12-06",22.7198
"2011-12-07",21.8169
"2011-12-08",21.8586
"2011-12-09",22.6775
"2011-12-10",23.1126
"2011-12-11",22.684
"2011-12-12",22.2584
"2011-12-13",21.9263
"2011-12-14",21.4992
"2011-12-15",20.8546
"2011-12-16",21.0055
"2011-12-17",21.7211
"2011-12-18",21.8911
"2011-12-19",21.6464
"2011-12-20",20.8113
"2011-12-21",20.912
"2011-12-22",20.9599
"2011-12-23",20.7396
"2011-12-24",21.5951
"2011-12-25",21.8696
"2011-12-26",21.1933
"2011-12-27",19.835
"2011-12-28",19.3668
"2011-12-29",21.9347
"2011-12-30",22.7969
"2011-12-31",22.0797
"2012-01-01",21.2288
"2012-01-02",22.1923
"2012-01-03",22.9589
"2012-01-04",22.8278
"2012-01-05",22.1052
"2012-01-06",21.5866
"2012-01-07",21.994
"2012-01-08",22.3166
"2012-01-09",22.4105
"2012-01-10",22.6268
"2012-01-11",22.2921
"2012-01-12",21.9904
"2012-01-13",21.5632
"2012-01-14",20.5782
"2012-01-15",19.4767
"2012-01-16",20.3035
"2012-01-17",20.6459
"2012-01-18",21.2907
"2012-01-19",21.8104
"2012-01-20",22.1466
"2012-01-21",21.605
"2012-01-22",21.3273
"2012-01-23",20.8818
"2012-01-24",20.3002
"2012-01-25",20.9493
"2012-01-26",21.5378
"2012-01-27",22.2366
"2012-01-28",21.9624
"2012-01-29",21.4521
"2012-01-30",21.1691
"2012-01-31",21.1153
"2012-02-01",21.1636
"2012-02-02",21.5921
"2012-02-03",22.1989
"2012-02-04",22.1222
"2012-02-05",21.7031
"2012-02-06",21.796
"2012-02-07",21.2592
"2012-02-08",22.3304
"2012-02-09",22.6918
"2012-02-10",23.0874
"2012-02-11",21.8956
"2012-02-12",22.1589
"2012-02-13",22.5184
"2012-02-14",21.5041
"2012-02-15",21.6832
"2012-02-16",22.2822
"2012-02-17",22.699
"2012-02-18",21.7712
"2012-02-19",21.6623
"2012-02-20",21.7996
"2012-02-21",21.2689
"2012-02-22",20.5217
"2012-02-23",20.9985
"2012-02-24",22.0206
"2012-02-25",22.1977
"2012-02-26",22.8285
"2012-02-27",22.5696
"2012-02-28",22.0618
"2012-02-29",23.2016
"2012-03-01",23.7163
"2012-03-02",23.8623
"2012-03-03",24.0472
"2012-03-04",24.1411
"2012-03-05",23.5465
"2012-03-06",23.6522
"2012-03-07",23.3136
"2012-03-08",23.5015
"2012-03-09",24.2528
"2012-03-10",23.5764
"2012-03-11",23.0273
"2012-03-12",23.6078
"2012-03-13",23.4365
"2012-03-14",23.8686
"2012-03-15",23.198
"2012-03-16",23.5927
"2012-03-17",23.6623
"2012-03-18",24.1926
"2012-03-19",24.1198
"2012-03-20",23.787
"2012-03-21",24.1349
"2012-03-22",24.3625
"2012-03-23",24.6424
"2012-03-24",24.1932
"2012-03-25",23.5582
"2012-03-26",24.1653
"2012-03-27",23.9543
"2012-03-28",23.3934
"2012-03-29",23.3286
"2012-03-30",23.9846
"2012-03-31",24.4197
"2012-04-01",23.954
"2012-04-02",23.2845
"2012-04-03",23.4053
"2012-04-04",23.194
"2012-04-05",24.5362
"2012-04-06",23.8883
"2012-04-07",24.2205
"2012-04-08",23.0596
"2012-04-09",22.5536
"2012-04-10",23.163
"2012-04-11",23.7745
"2012-04-12",23.3641
"2012-04-13",23.9058
"2012-04-14",23.2107
"2012-04-15",22.916
"2012-04-16",23.3848
"2012-04-17",23.7658
"2012-04-18",23.958
"2012-04-19",24.6043
"2012-04-20",22.7839
"2012-04-21",24.7153
"2012-04-22",23.515
"2012-04-23",23.6724
"2012-04-24",23.7757
"2012-04-25",23.6308
"2012-04-26",23.637
"2012-04-27",24.674
"2012-04-28",25.0397
"2012-04-29",25.3372
"2012-04-30",24.9316
"2012-05-01",24.8427
"2012-05-02",24.2814
"2012-05-03",24.022
"2012-05-04",24.3155
"2012-05-05",24.6618
"2012-05-06",25.5527
"2012-05-07",26.3604
"2012-05-08",26.1172
"2012-05-09",25.5503
"2012-05-10",25.6172
"2012-05-11",26.0602
"2012-05-12",25.7112
"2012-05-13",26.0314
"2012-05-14",26.3193
"2012-05-15",25.9874
"2012-05-16",25.5886
"2012-05-17",26.1586
"2012-05-18",27.0455
"2012-05-19",27.1571
"2012-05-20",27.0315
"2012-05-21",26.7917
"2012-05-22",26.9591
"2012-05-23",26.9343
"2012-05-24",26.8881
"2012-05-25",26.1984
"2012-05-26",25.5445
"2012-05-27",25.9676
"2012-05-28",26.3983
"2012-05-29",26.2885
"2012-05-30",26.0085
"2012-05-31",26.4825
"2012-06-01",26.7055
"2012-06-02",27.0412
"2012-06-03",26.4595
"2012-06-04",26.7242
"2012-06-05",26.5653
"2012-06-06",25.0144
"2012-06-07",25.7311
"2012-06-08",25.9572
"2012-06-09",25.8224
"2012-06-10",25.8472
"2012-06-11",25.0618
"2012-06-12",26.0919
"2012-06-13",25.3294
"2012-06-14",25.2683
"2012-06-15",25.9497
"2012-06-16",26.1069
"2012-06-17",25.28
"2012-06-18",24.9196
"2012-06-19",25.1142
"2012-06-20",25.0174
"2012-06-21",25.3515
"2012-06-22",25.8466
"2012-06-23",25.275
"2012-06-24",25.5686
"2012-06-25",25.1143
"2012-06-26",25.6569
"2012-06-27",25.457
"2012-06-28",24.9684
"2012-06-29",25.5962
"2012-06-30",25.5421
"2012-07-01",24.8747
"2012-07-02",23.5932
"2012-07-03",24.6619
"2012-07-04",25.0723
"2012-07-05",25.481
"2012-07-06",25.6205
"2012-07-07",25.4905
"2012-07-08",25.3258
"2012-07-09",24.2362
"2012-07-10",24.7807
"2012-07-11",25.3109
"2012-07-12",25.6486
"2012-07-13",25.6072
"2012-07-14",24.8613
"2012-07-15",24.5968
"2012-07-16",25.0086
"2012-07-17",25.1012
"2012-07-18",25.4772
"2012-07-19",25.011
"2012-07-20",25.7024
"2012-07-21",25.5107
"2012-07-22",25.1121
"2012-07-23",24.7361
"2012-07-24",24.9652
"2012-07-25",25.2061
"2012-07-26",25.4023
"2012-07-27",25.4951
"2012-07-28",25.5881
"2012-07-29",25.7614
"2012-07-30",25.8771
"2012-07-31",25.707
"2012-08-01",25.5051
"2012-08-02",25.4753
"2012-08-03",25.3567
"2012-08-04",25.5133
"2012-08-05",25.9613
"2012-08-06",25.5543
"2012-08-07",25.7734
"2012-08-08",25.5657
"2012-08-09",25.4966
"2012-08-10",25.2098
"2012-08-11",25.2569
"2012-08-12",25.4191
"2012-08-13",25.8787
"2012-08-14",25.4763
"2012-08-15",25.4454
"2012-08-16",25.3939
"2012-08-17",24.4094
"2012-08-18",24.8847
"2012-08-19",24.7559
"2012-08-20",24.9333
"2012-08-21",24.8541
"2012-08-22",25.4829
"2012-08-23",25.7399
"2012-08-24",24.4037
"2012-08-25",24.5585
"2012-08-26",25.0854
"2012-08-27",24.5146
"2012-08-28",24.4761
"2012-08-29",24.1804
"2012-08-30",24.7512
"2012-08-31",25.6015
"2012-09-01",25.743
"2012-09-02",25.4423
"2012-09-03",25.4665
"2012-09-04",24.3803
"2012-09-05",25.6423
"2012-09-06",25.9984
"2012-09-07",24.8764
"2012-09-08",25.8044
"2012-09-09",25.1613
"2012-09-10",25.1182
"2012-09-11",25.5296
"2012-09-12",25.7196
"2012-09-13",25.8593
"2012-09-14",25.9109
"2012-09-15",26.231
"2012-09-16",25.1889
"2012-09-17",25.5951
"2012-09-18",25.29
"2012-09-19",25.6443
"2012-09-20",24.805
"2012-09-21",25.0957
"2012-09-22",24.0307
"2012-09-23",24.531
"2012-09-24",24.2512
"2012-09-25",24.3787
"2012-09-26",24.6079
"2012-09-27",24.0948
"2012-09-28",25.3311
"2012-09-29",25.0612
"2012-09-30",24.9313
"2012-10-01",25.3534
"2012-10-02",25.5271
"2012-10-03",25.7248
"2012-10-04",25.7867
"2012-10-05",26.4384
"2012-10-06",26.3698
"2012-10-07",25.3821
"2012-10-08",24.5646
"2012-10-09",24.1609
"2012-10-10",23.697
"2012-10-11",24.2006
"2012-10-12",23.8956
"2012-10-13",23.8434
"2012-10-14",23.033
"2012-10-15",22.484
"2012-10-16",22.7729
"2012-10-17",21.9929
"2012-10-18",22.1684
"2012-10-19",22.3647
"2012-10-20",22.8668
"2012-10-21",22.8863
"2012-10-22",22.1901
"2012-10-23",21.7341
"2012-10-24",22.7034
"2012-10-25",23.0211
"2012-10-26",23.813
"2012-10-27",23.7023
"2012-10-28",22.5713
"2012-10-29",21.147
"2012-10-30",21.9902
"2012-10-31",22.6723
"2012-11-01",21.5934
"2012-11-02",23.5993
"2012-11-03",23.3533
"2012-11-04",23.5422
"2012-11-05",22.3906
"2012-11-06",22.4076
"2012-11-07",22.6358
"2012-11-08",22.3852
"2012-11-09",22.6621
"2012-11-10",22.7078
"2012-11-11",21.6101
"2012-11-12",22.5402
"2012-11-13",22.6586
"2012-11-14",23.0338
"2012-11-15",21.6881
"2012-11-16",22.2327
"2012-11-17",23.1408
"2012-11-18",23.6553
"2012-11-19",23.7877
"2012-11-20",23.5613
"2012-11-21",24.0002
"2012-11-22",24.0341
"2012-11-23",23.7651
"2012-11-24",23.3325
"2012-11-25",22.7942
"2012-11-26",22.5948
"2012-11-27",22.0103
"2012-11-28",21.9027
"2012-11-29",21.9506
"2012-11-30",21.7227
"2012-12-01",21.8227
"2012-12-02",22.1077
"2012-12-03",23.3969
"2012-12-04",23.0692
"2012-12-05",23.1223
"2012-12-06",22.0342
"2012-12-07",22.1466
"2012-12-08",22.0917
"2012-12-09",22.0197
"2012-12-10",21.6514
"2012-12-11",21.8392
"2012-12-12",22.0675
"2012-12-13",21.4296
"2012-12-14",21.5371
"2012-12-15",21.0014
"2012-12-16",21.2165
"2012-12-17",20.5432
"2012-12-18",20.457
"2012-12-19",21.1494
"2012-12-20",21.9743
"2012-12-21",21.7197
"2012-12-22",20.6248
"2012-12-23",21.2915
"2012-12-24",22.1645
"2012-12-25",22.2895
"2012-12-26",22.3608
"2012-12-27",22.3169
"2012-12-28",23.1677
"2012-12-29",23.2751
"2012-12-30",23.2989
"2012-12-31",22.5005
"2013-01-01",22.3043
"2013-01-02",22.6276
"2013-01-03",21.1233
"2013-01-04",20.1574
"2013-01-05",21.6272
"2013-01-06",21.9994
"2013-01-07",21.2038
"2013-01-08",22.7943
"2013-01-09",22.666
"2013-01-10",21.0414
"2013-01-11",21.2202
"2013-01-12",21.0026
"2013-01-13",19.9576
"2013-01-14",20.5456
"2013-01-15",20.4568
"2013-01-16",20.569
"2013-01-17",20.9937
"2013-01-18",20.8489
"2013-01-19",21.7335
"2013-01-20",22.2378
"2013-01-21",21.5865
"2013-01-22",22.0565
"2013-01-23",21.299
"2013-01-24",21.1084
"2013-01-25",21.11
"2013-01-26",22.0083
"2013-01-27",21.2472
"2013-01-28",21.4259
"2013-01-29",20.8749
"2013-01-30",20.599
"2013-01-31",21.0228
"2013-02-01",21.7363
"2013-02-02",22.2212
"2013-02-03",22.2132
"2013-02-04",21.4205
"2013-02-05",22.03
"2013-02-06",21.9042
"2013-02-07",22.3507
"2013-02-08",22.5697
"2013-02-09",22.5258
"2013-02-10",22.3376
"2013-02-11",20.5397
"2013-02-12",21.075
"2013-02-13",21.7176
"2013-02-14",22.0283
"2013-02-15",22.8412
"2013-02-16",22.975
"2013-02-17",23.3885
"2013-02-18",22.9867
"2013-02-19",22.5259
"2013-02-20",22.8245
"2013-02-21",22.4771
"2013-02-22",21.828
"2013-02-23",21.7746
"2013-02-24",22.1247
"2013-02-25",22.2404
"2013-02-26",22.0998
"2013-02-27",22.1512
"2013-02-28",22.6696
"2013-03-01",22.7464
"2013-03-02",22.8029
"2013-03-03",22.5419
"2013-03-04",21.5765
"2013-03-05",23.4484
"2013-03-06",23.3747
"2013-03-07",23.0456
"2013-03-08",22.5451
"2013-03-09",22.4952
"2013-03-10",23.9163
"2013-03-11",23.9501
"2013-03-12",23.9655
"2013-03-13",23.7485
"2013-03-14",23.4865
"2013-03-15",22.6896
"2013-03-16",23.7038
"2013-03-17",23.9095
"2013-03-18",23.4321
"2013-03-19",23.6824
"2013-03-20",23.8665
"2013-03-21",23.5023
"2013-03-22",22.9998
"2013-03-23",23.5471
"2013-03-24",22.8833
"2013-03-25",22.7489
"2013-03-26",23.34
"2013-03-27",23.8066
"2013-03-28",24.6874
"2013-03-29",24.3421
"2013-03-30",24.978
"2013-03-31",25.0449
"2013-04-01",24.7081
"2013-04-02",24.5868
"2013-04-03",24.3823
"2013-04-04",24.3137
"2013-04-05",25.5226
"2013-04-06",25.5371
"2013-04-07",25.748
"2013-04-08",25.7022
"2013-04-09",25.5854
"2013-04-10",23.942
"2013-04-11",24.3034
"2013-04-12",24.1606
"2013-04-13",23.8242
"2013-04-14",24.4549
"2013-04-15",23.9749
"2013-04-16",25.2025
"2013-04-17",25.4808
"2013-04-18",25.5167
"2013-04-19",25.393
"2013-04-20",25.5943
"2013-04-21",25.4874
"2013-04-22",25.1013
"2013-04-23",24.1891
"2013-04-24",24.9822
"2013-04-25",24.1934
"2013-04-26",24.3512
"2013-04-27",24.6997
"2013-04-28",24.7442
"2013-04-29",25.1507
"2013-04-30",25.2046
"2013-05-01",24.5187
"2013-05-02",25.0175
"2013-05-03",24.0978
"2013-05-04",25.2289
"2013-05-05",24.8899
"2013-05-06",24.2701
"2013-05-07",24.4794
"2013-05-08",25.1218
"2013-05-09",25.6722
"2013-05-10",25.6919
"2013-05-11",26.0822
"2013-05-12",26.0523
"2013-05-13",24.0546
"2013-05-14",25.7258
"2013-05-15",25.2455
"2013-05-16",25.6931
"2013-05-17",26.1612
"2013-05-18",25.9432
"2013-05-19",25.6709
"2013-05-20",24.0231
"2013-05-21",24.8717
"2013-05-22",25.4362
"2013-05-23",25.4311
"2013-05-24",25.93
"2013-05-25",25.3078
"2013-05-26",25.5052
"2013-05-27",25.8027
"2013-05-28",25.0034
"2013-05-29",25.1797
"2013-05-30",25.2081
"2013-05-31",23.9993
"2013-06-01",23.8455
"2013-06-02",24.0431
"2013-06-03",23.8963
"2013-06-04",24.7477
"2013-06-05",24.5252
"2013-06-06",25.1315
"2013-06-07",25.1921
"2013-06-08",22.4477
"2013-06-09",24.3311
"2013-06-10",25.2516
"2013-06-11",24.676
"2013-06-12",23.8372
"2013-06-13",23.9697
"2013-06-14",25.292
"2013-06-15",24.7451
"2013-06-16",24.5709
"2013-06-17",23.5998
"2013-06-18",24.2772
"2013-06-19",24.6817
"2013-06-20",24.6322
"2013-06-21",25.3
"2013-06-22",24.1162
"2013-06-23",23.6806
"2013-06-24",24.4354
"2013-06-25",23.9463
"2013-06-26",24.2824
"2013-06-27",24.897
"2013-06-28",24.506
"2013-06-29",24.4834
"2013-06-30",24.6881
"2013-07-01",24.2626
"2013-07-02",23.9841
