,"(deg C) Mean Temperature (ERA5) at Badulla, 2007-01-01 to 2025-12-31"
"2013-07-03",24.2263
"2013-07-04",24.768
"2013-07-05",24.7485
"2013-07-06",23.9386
"2013-07-07",23.8859
"2013-07-08",24.4303
"2013-07-09",23.7316
"2013-07-10",23.466
"2013-07-11",23.8662
"2013-07-12",24.8211
"2013-07-13",24.9752
"2013-07-14",25.1112
"2013-07-15",24.5424
"2013-07-16",24.5294
"2013-07-17",24.5961
"2013-07-18",24.2852
"2013-07-19",25.0626
"2013-07-20",24.9945
"2013-07-21",24.9106
"2013-07-22",24.1977
"2013-07-23",23.8643
"2013-07-24",23.7869
"2013-07-25",23.9605
"2013-07-26",23.7244
"2013-07-27",24.9348
"2013-07-28",25.2894
"2013-07-29",25.2259
"2013-07-30",25.006
"2013-07-31",25.2099
"2013-08-01",25.4344
"2013-08-02",24.6042
"2013-08-03",25.0725
"2013-08-04",23.5408
"2013-08-05",22.9653
"2013-08-06",23.9705
"2013-08-07",24.6854
"2013-08-08",24.2958
"2013-08-09",23.9514
"2013-08-10",24.0768
"2013-08-11",24.3221
"2013-08-12",24.4063
"2013-08-13",24.2047
"2013-08-14",24.3258
"2013-08-15",24.4522
"2013-08-16",24.8082
"2013-08-17",24.9927
"2013-08-18",25.0775
"2013-08-19",24.5721
"2013-08-20",24.937
"2013-08-21",24.5865
"2013-08-22",24.6948
"2013-08-23",24.8797
"2013-08-24",24.8969
"2013-08-25",24.9774
"2013-08-26",25.1776
"2013-08-27",25.7319
"2013-08-28",24.3222
"2013-08-29",23.9202
"2013-08-30",25.3907
"2013-08-31",24.4607
"2013-09-01",24.2414
"2013-09-02",23.656
"2013-09-03",23.6179
"2013-09-04",23.7196
"2013-09-05",22.9582
"2013-09-06",21.8704
"2013-09-07",22.0735
"2013-09-08",23.4102
"2013-09-09",23.3019
"2013-09-10",23.4284
"2013-09-11",23.4404
"2013-09-12",22.9276
"2013-09-13",23.5997
"2013-09-14",24.2133
"2013-09-15",24.5451
"2013-09-16",24.4932
"2013-09-17",24.147
"2013-09-18",23.4869
"2013-09-19",24.6895
"2013-09-20",24.985
"2013-09-21",24.6316
"2013-09-22",24.5691
"2013-09-23",24.3558
"2013-09-24",23.9831
"2013-09-25",24.8466
"2013-09-26",25.0286
"2013-09-27",25.2261
"2013-09-28",24.6554
"2013-09-29",24.2593
"2013-09-30",24.4849
"2013-10-01",24.5522
"2013-10-02",24.6915
"2013-10-03",25.1344
"2013-10-04",25.2853
"2013-10-05",24.4823
"2013-10-06",24.1921
"2013-10-07",24.9239
"2013-10-08",24.7857
"2013-10-09",24.4217
"2013-10-10",24.6065
"2013-10-11",24.7399
"2013-10-12",24.8657
"2013-10-13",24.9468
"2013-10-14",25.4673
"2013-10-15",25.4434
"2013-10-16",24.6555
"2013-10-17",23.2913
"2013-10-18",22.3668
"2013-10-19",22.3692
"2013-10-20",22.2245
"2013-10-21",23.2643
"2013-10-22",23.7652
"2013-10-23",23.9734
"2013-10-24",24.5534
"2013-10-25",24.1153
"2013-10-26",24.2644
"2013-10-27",24.2537
"2013-10-28",24.1296
"2013-10-29",23.7941
"2013-10-30",23.0945
"2013-10-31",22.261
"2013-11-01",23.3534
"2013-11-02",22.795
"2013-11-03",23.1753
"2013-11-04",23.1109
"2013-11-05",22.8827
"2013-11-06",22.9364
"2013-11-07",22.4471
"2013-11-08",23.0248
"2013-11-09",23.169
"2013-11-10",23.4323
"2013-11-11",22.6198
"2013-11-12",22.701
"2013-11-13",22.6685
"2013-11-14",22.5024
"2013-11-15",22.4262
"2013-11-16",23.1508
"2013-11-17",23.1504
"2013-11-18",22.6246
"2013-11-19",22.3335
"2013-11-20",22.9406
"2013-11-21",23.4984
"2013-11-22",23.4078
"2013-11-23",22.7981
"2013-11-24",22.2885
"2013-11-25",22.5031
"2013-11-26",22.7911
"2013-11-27",22.5572
"2013-11-28",21.9104
"2013-11-29",22.0158
"2013-11-30",22.2704
"2013-12-01",21.3312
"2013-12-02",21.4691
"2013-12-03",21.2728
"2013-12-04",21.361
"2013-12-05",20.7575
"2013-12-06",22.1246
"2013-12-07",22.596
"2013-12-08",22.562
"2013-12-09",22.424
"2013-12-10",21.8721
"2013-12-11",22.3007
"2013-12-12",23.2432
"2013-12-13",22.4545
"2013-12-14",21.9607
"2013-12-15",21.2873
"2013-12-16",20.604
"2013-12-17",20.4519
"2013-12-18",21.5698
"2013-12-19",21.233
"2013-12-20",21.7639
"2013-12-21",21.7614
"2013-12-22",20.4936
"2013-12-23",21.5107
"2013-12-24",21.4165
"2013-12-25",20.344
"2013-12-26",20.5467
"2013-12-27",21.0227
"2013-12-28",21.0132
"2013-12-29",21.046
"2013-12-30",21.0041
"2013-12-31",21.1735
"2014-01-01",21.0706
"2014-01-02",21.2657
"2014-01-03",21.6778
"2014-01-04",20.5464
"2014-01-05",21.6276
"2014-01-06",21.823
"2014-01-07",22.4564
"2014-01-08",22.7614
"2014-01-09",21.9539
"2014-01-10",21.7383
"2014-01-11",22.174
"2014-01-12",21.3169
"2014-01-13",22.326
"2014-01-14",22.2826
"2014-01-15",21.3209
"2014-01-16",21.1336
"2014-01-17",21.4574
"2014-01-18",21.5915
"2014-01-19",21.1424
"2014-01-20",21.069
"2014-01-21",21.6757
"2014-01-22",21.8245
"2014-01-23",21.9805
"2014-01-24",21.2201
"2014-01-25",20.5923
"2014-01-26",20.645
"2014-01-27",20.494
"2014-01-28",20.5662
"2014-01-29",21.2814
"2014-01-30",21.753
"2014-01-31",22.0526
"2014-02-01",22.466
"2014-02-02",21.7613
"2014-02-03",21.5943
"2014-02-04",21.1729
"2014-02-05",20.8831
"2014-02-06",20.2505
"2014-02-07",20.1339
"2014-02-08",20.1667
"2014-02-09",20.6873
"2014-02-10",20.3583
"2014-02-11",20.3589
"2014-02-12",20.5981
"2014-02-13",21.4584
"2014-02-14",22.3856
"2014-02-15",22.9175
"2014-02-16",23.2822
"2014-02-17",23.3788
"2014-02-18",22.8044
"2014-02-19",22.7304
"2014-02-20",21.9309
"2014-02-21",22.407
"2014-02-22",22.5068
"2014-02-23",21.9839
"2014-02-24",22.594
"2014-02-25",22.2693
"2014-02-26",22.1269
"2014-02-27",21.5836
"2014-02-28",22.6194
"2014-03-01",22.6196
"2014-03-02",22.8199
"2014-03-03",22.6785
"2014-03-04",23.1423
"2014-03-05",22.9843
"2014-03-06",23.1259
"2014-03-07",21.6804
"2014-03-08",22.5439
"2014-03-09",22.4486
"2014-03-10",22.4492
"2014-03-11",21.7426
"2014-03-12",21.9927
"2014-03-13",22.1121
"2014-03-14",21.6025
"2014-03-15",22.0583
"2014-03-16",23.0112
"2014-03-17",23.4067
"2014-03-18",22.711
"2014-03-19",22.7715
"2014-03-20",23.4522
"2014-03-21",24.343
"2014-03-22",24.2918
"2014-03-23",24.1005
"2014-03-24",23.4212
"2014-03-25",23.5772
"2014-03-26",23.9235
"2014-03-27",23.0937
"2014-03-28",23.7979
"2014-03-29",23.7541
"2014-03-30",23.8637
"2014-03-31",24.0811
"2014-04-01",24.6388
"2014-04-02",25.2447
"2014-04-03",25.2427
"2014-04-04",24.7791
"2014-04-05",23.6102
"2014-04-06",24.2378
"2014-04-07",24.1659
"2014-04-08",23.4313
"2014-04-09",24.9495
"2014-04-10",24.4368
"2014-04-11",25.2572
"2014-04-12",25.6308
"2014-04-13",24.9482
"2014-04-14",25.3726
"2014-04-15",25.4679
"2014-04-16",24.9641
"2014-04-17",24.6713
"2014-04-18",25.071
"2014-04-19",25.4635
"2014-04-20",26.0316
"2014-04-21",25.5034
"2014-04-22",24.2787
"2014-04-23",24.8548
"2014-04-24",24.4678
"2014-04-25",25.703
"2014-04-26",26.1999
"2014-04-27",25.566
"2014-04-28",24.075
"2014-04-29",22.9861
"2014-04-30",23.4426
"2014-05-01",23.8982
"2014-05-02",23.3859
"2014-05-03",23.324
"2014-05-04",23.7874
"2014-05-05",23.2379
"2014-05-06",23.775
"2014-05-07",23.8139
"2014-05-08",24.2703
"2014-05-09",23.989
"2014-05-10",24.6251
"2014-05-11",24.7683
"2014-05-12",24.559
"2014-05-13",24.9368
"2014-05-14",25.242
"2014-05-15",25.1934
"2014-05-16",25.1464
"2014-05-17",24.3542
"2014-05-18",24.9848
"2014-05-19",25.3501
"2014-05-20",25.2891
"2014-05-21",24.5109
"2014-05-22",25.5815
"2014-05-23",26.1766
"2014-05-24",26.2572
"2014-05-25",25.6388
"2014-05-26",26.2936
"2014-05-27",26.1881
"2014-05-28",25.2925
"2014-05-29",24.9798
"2014-05-30",25.8026
"2014-05-31",26.2127
"2014-06-01",26.2943
"2014-06-02",25.3128
"2014-06-03",23.672
"2014-06-04",25.1818
"2014-06-05",25.4279
"2014-06-06",25.5904
"2014-06-07",26.3138
"2014-06-08",25.51
"2014-06-09",25.2357
"2014-06-10",25.3756
"2014-06-11",25.4837
"2014-06-12",24.8289
"2014-06-13",25.0986
"2014-06-14",26.0356
"2014-06-15",25.7233
"2014-06-16",25.4721
"2014-06-17",25.3175
"2014-06-18",25.575
"2014-06-19",25.5978
"2014-06-20",25.7333
"2014-06-21",25.6412
"2014-06-22",25.5895
"2014-06-23",25.6981
"2014-06-24",25.534
"2014-06-25",25.0705
"2014-06-26",25.3997
"2014-06-27",25.9122
"2014-06-28",25.6239
"2014-06-29",25.7391
"2014-06-30",24.9355
"2014-07-01",25.0613
"2014-07-02",25.4556
"2014-07-03",25.6313
"2014-07-04",25.8935
"2014-07-05",25.2899
"2014-07-06",25.4158
"2014-07-07",25.6123
"2014-07-08",25.4291
"2014-07-09",25.2522
"2014-07-10",23.8648
"2014-07-11",24.9147
"2014-07-12",25.0299
"2014-07-13",25.0867
"2014-07-14",24.6585
"2014-07-15",25.0986
"2014-07-16",25.1219
"2014-07-17",25.2141
"2014-07-18",25.6237
"2014-07-19",25.3293
"2014-07-20",25.3264
"2014-07-21",25.6244
"2014-07-22",25.4201
"2014-07-23",25.6132
"2014-07-24",25.6861
"2014-07-25",25.8376
"2014-07-26",25.709
"2014-07-27",24.7766
"2014-07-28",24.786
"2014-07-29",25.1683
"2014-07-30",24.7956
"2014-07-31",25.4878
"2014-08-01",24.6689
"2014-08-02",24.9112
"2014-08-03",24.7992
"2014-08-04",24.755
"2014-08-05",24.7473
"2014-08-06",24.9307
"2014-08-07",25.5932
"2014-08-08",24.4811
"2014-08-09",25.1126
"2014-08-10",25.0532
"2014-08-11",24.3094
"2014-08-12",24.587
"2014-08-13",24.4122
"2014-08-14",24.953
"2014-08-15",25.0173
"2014-08-16",24.484
"2014-08-17",23.9785
"2014-08-18",23.8254
"2014-08-19",23.7113
"2014-08-20",24.0662
"2014-08-21",23.4512
"2014-08-22",22.6259
"2014-08-23",23.4786
"2014-08-24",24.0012
"2014-08-25",24.1256
"2014-08-26",23.9367
"2014-08-27",23.6337
"2014-08-28",24.3481
"2014-08-29",25.1174
"2014-08-30",24.9375
"2014-08-31",25.0519
"2014-09-01",25.1706
"2014-09-02",24.1376
"2014-09-03",23.6139
"2014-09-04",24.0173
"2014-09-05",24.4989
"2014-09-06",24.9257
"2014-09-07",24.5793
"2014-09-08",24.7993
"2014-09-09",24.5439
"2014-09-10",24.3612
"2014-09-11",24.7594
"2014-09-12",24.6276
"2014-09-13",24.7254
"2014-09-14",24.7019
"2014-09-15",24.9052
"2014-09-16",24.7639
"2014-09-17",24.9874
"2014-09-18",24.7198
"2014-09-19",25.0075
"2014-09-20",24.7765
"2014-09-21",25.7797
"2014-09-22",26.1625
"2014-09-23",25.5404
"2014-09-24",25.3739
"2014-09-25",24.0372
"2014-09-26",23.2884
"2014-09-27",22.8666
"2014-09-28",23.7172
"2014-09-29",23.843
"2014-09-30",22.7931
"2014-10-01",22.9033
"2014-10-02",22.6461
"2014-10-03",23.6002
"2014-10-04",23.775
"2014-10-05",24.6096
"2014-10-06",24.4098
"2014-10-07",23.8688
"2014-10-08",24.003
"2014-10-09",24.1027
"2014-10-10",24.0824
"2014-10-11",24.2711
"2014-10-12",24.2239
"2014-10-13",24.7857
"2014-10-14",24.2573
"2014-10-15",23.2377
"2014-10-16",22.6063
"2014-10-17",22.7056
"2014-10-18",22.1399
"2014-10-19",23.1904
"2014-10-20",22.99
"2014-10-21",22.7255
"2014-10-22",23.0586
"2014-10-23",22.8614
"2014-10-24",22.8903
"2014-10-25",23.3874
"2014-10-26",23.0893
"2014-10-27",22.8415
"2014-10-28",23.0791
"2014-10-29",22.858
"2014-10-30",22.1895
"2014-10-31",21.9231
"2014-11-01",22.8994
"2014-11-02",22.2614
"2014-11-03",22.2807
"2014-11-04",21.5893
"2014-11-05",22.8689
"2014-11-06",23.0436
"2014-11-07",22.7503
"2014-11-08",23.2854
"2014-11-09",23.3247
"2014-11-10",23.0793
"2014-11-11",22.64
"2014-11-12",22.9633
"2014-11-13",22.532
"2014-11-14",22.604
"2014-11-15",22.8926
"2014-11-16",21.9636
"2014-11-17",22.1146
"2014-11-18",21.8932
"2014-11-19",20.9275
"2014-11-20",21.9477
"2014-11-21",22.062
"2014-11-22",21.6183
"2014-11-23",21.6057
"2014-11-24",21.395
"2014-11-25",20.7452
"2014-11-26",20.6052
"2014-11-27",22.0312
"2014-11-28",22.5101
"2014-11-29",22.1647
"2014-11-30",22.4206
"2014-12-01",23.0483
"2014-12-02",22.9273
"2014-12-03",21.8326
"2014-12-04",21.8858
"2014-12-05",21.5923
"2014-12-06",22.0244
"2014-12-07",22.9182
"2014-12-08",22.372
"2014-12-09",22.8329
"2014-12-10",22.1956
"2014-12-11",22.7547
"2014-12-12",22.3153
"2014-12-13",22.511
"2014-12-14",22.8439
"2014-12-15",23.2553
"2014-12-16",22.8375
"2014-12-17",21.4882
"2014-12-18",22.0699
"2014-12-19",21.6464
"2014-12-20",20.4071
"2014-12-21",21.8165
"2014-12-22",20.7347
"2014-12-23",20.9323
"2014-12-24",21.0648
"2014-12-25",20.5749
"2014-12-26",20.1108
"2014-12-27",20.7295
"2014-12-28",21.5902
"2014-12-29",22.2827
"2014-12-30",22.0611
"2014-12-31",23.4449
"2015-01-01",23.1652
"2015-01-02",22.8359
"2015-01-03",23.4335
"2015-01-04",23.1328
"2015-01-05",22.7882
"2015-01-06",21.5197
"2015-01-07",21.9368
"2015-01-08",21.8107
"2015-01-09",21.3704
"2015-01-10",20.5887
"2015-01-11",20.4553
"2015-01-12",19.8944
"2015-01-13",20.6629
"2015-01-14",21.588
"2015-01-15",21.884
"2015-01-16",22.4585
"2015-01-17",22.3712
"2015-01-18",22.0489
"2015-01-19",21.6112
"2015-01-20",21.6034
"2015-01-21",21.3921
"2015-01-22",21.6393
"2015-01-23",22.1659
"2015-01-24",21.7018
"2015-01-25",21.0837
"2015-01-26",21.3941
"2015-01-27",22.0456
"2015-01-28",21.9615
"2015-01-29",21.7501
"2015-01-30",22.2055
"2015-01-31",21.9715
"2015-02-01",22.2064
"2015-02-02",21.7308
"2015-02-03",20.7803
"2015-02-04",21.7921
"2015-02-05",22.1405
"2015-02-06",21.7567
"2015-02-07",22.2855
"2015-02-08",22.39
"2015-02-09",21.4862
"2015-02-10",21.5568
"2015-02-11",21.9825
"2015-02-12",22.4718
"2015-02-13",22.2059
"2015-02-14",22.068
"2015-02-15",20.678
"2015-02-16",19.9634
"2015-02-17",19.6609
"2015-02-18",20.1623
"2015-02-19",20.4493
"2015-02-20",20.8925
"2015-02-21",21.7848
"2015-02-22",21.7299
"2015-02-23",21.3566
"2015-02-24",22.2694
"2015-02-25",22.9883
"2015-02-26",22.7265
"2015-02-27",22.115
"2015-02-28",22.6318
"2015-03-01",22.9094
"2015-03-02",23.0599
"2015-03-03",23.1317
"2015-03-04",22.3509
"2015-03-05",23.3285
"2015-03-06",23.2512
"2015-03-07",22.8734
"2015-03-08",22.7361
"2015-03-09",22.2064
"2015-03-10",22.2017
"2015-03-11",22.0958
"2015-03-12",22.7202
"2015-03-13",21.9634
"2015-03-14",22.0132
"2015-03-15",22.9761
"2015-03-16",23.5332
"2015-03-17",23.1041
"2015-03-18",22.6385
"2015-03-19",22.65
"2015-03-20",23.0169
"2015-03-21",23.1453
"2015-03-22",23.6978
"2015-03-23",23.9742
"2015-03-24",23.3762
"2015-03-25",23.4906
"2015-03-26",23.2033
"2015-03-27",23.1234
"2015-03-28",23.3187
"2015-03-29",23.8323
"2015-03-30",23.9495
"2015-03-31",23.9294
"2015-04-01",23.523
"2015-04-02",23.6446
"2015-04-03",24.3064
"2015-04-04",25.1583
"2015-04-05",25.1263
"2015-04-06",25.126
"2015-04-07",23.8391
"2015-04-08",23.0982
"2015-04-09",24.2742
"2015-04-10",23.7692
"2015-04-11",23.8706
"2015-04-12",23.7977
"2015-04-13",21.5439
"2015-04-14",23.6691
"2015-04-15",23.3848
"2015-04-16",23.4055
"2015-04-17",24.2129
"2015-04-18",24.5117
"2015-04-19",23.9812
"2015-04-20",23.4114
"2015-04-21",23.2511
"2015-04-22",24.7694
"2015-04-23",24.1511
"2015-04-24",24.5678
"2015-04-25",23.4632
"2015-04-26",23.9372
"2015-04-27",24.4781
"2015-04-28",24.4153
"2015-04-29",23.4392
"2015-04-30",23.813
"2015-05-01",24.7129
"2015-05-02",25.7606
"2015-05-03",25.1529
"2015-05-04",24.2361
"2015-05-05",24.0613
"2015-05-06",23.8084
"2015-05-07",23.9294
"2015-05-08",24.4408
"2015-05-09",23.723
"2015-05-10",24.0355
"2015-05-11",23.8861
"2015-05-12",24.3065
"2015-05-13",24.3754
"2015-05-14",24.2328
"2015-05-15",25.2789
"2015-05-16",24.6254
"2015-05-17",24.1051
"2015-05-18",24.5059
"2015-05-19",24.9559
"2015-05-20",25.4274
"2015-05-21",25.6486
"2015-05-22",25.6164
"2015-05-23",24.8407
"2015-05-24",25.5339
"2015-05-25",25.5032
"2015-05-26",25.9439
"2015-05-27",26.0264
"2015-05-28",26.0761
"2015-05-29",25.9975
"2015-05-30",26.0043
"2015-05-31",25.4282
"2015-06-01",24.9885
"2015-06-02",25.4972
"2015-06-03",26.4957
"2015-06-04",25.029
"2015-06-05",23.9941
"2015-06-06",25.3269
"2015-06-07",25.8565
"2015-06-08",25.5844
"2015-06-09",25.3847
"2015-06-10",26.0829
"2015-06-11",25.8153
"2015-06-12",25.0577
"2015-06-13",25.5665
"2015-06-14",26.119
"2015-06-15",25.2924
"2015-06-16",24.7634
"2015-06-17",24.8646
"2015-06-18",24.8726
"2015-06-19",24.8385
"2015-06-20",25.9177
"2015-06-21",25.5832
"2015-06-22",26.1038
"2015-06-23",26.5133
"2015-06-24",26.1636
"2015-06-25",26.4267
"2015-06-26",26.0451
"2015-06-27",25.1305
"2015-06-28",25.2286
"2015-06-29",24.5679
"2015-06-30",25.1591
"2015-07-01",25.7949
"2015-07-02",26.1207
"2015-07-03",26.4212
"2015-07-04",26.1624
"2015-07-05",25.8776
"2015-07-06",25.4606
"2015-07-07",25.5424
"2015-07-08",25.6079
"2015-07-09",26.0075
"2015-07-10",25.9744
"2015-07-11",25.477
"2015-07-12",25.8668
"2015-07-13",26.3095
"2015-07-14",26.0769
"2015-07-15",25.9306
"2015-07-16",25.5962
"2015-07-17",24.6689
"2015-07-18",24.7717
"2015-07-19",24.9935
"2015-07-20",25.094
"2015-07-21",25.4903
"2015-07-22",25.1688
"2015-07-23",24.4396
"2015-07-24",24.9686
"2015-07-25",24.9253
"2015-07-26",24.8674
"2015-07-27",25.2172
"2015-07-28",25.5684
"2015-07-29",25.7724
"2015-07-30",25.5146
"2015-07-31",25.459
"2015-08-01",25.6135
"2015-08-02",26.1391
"2015-08-03",25.61
"2015-08-04",25.5637
"2015-08-05",25.3326
"2015-08-06",25.788
"2015-08-07",25.8741
"2015-08-08",25.759
"2015-08-09",25.7349
"2015-08-10",25.435
"2015-08-11",25.3657
"2015-08-12",25.4658
"2015-08-13",26.4701
"2015-08-14",26.1299
"2015-08-15",24.9198
"2015-08-16",23.5779
"2015-08-17",24.0385
"2015-08-18",24.6763
"2015-08-19",25.1757
"2015-08-20",25.009
"2015-08-21",25.2507
"2015-08-22",25.7808
"2015-08-23",25.8581
"2015-08-24",25.3269
"2015-08-25",25.2306
"2015-08-26",25.6681
"2015-08-27",25.512
"2015-08-28",24.6256
"2015-08-29",25.8467
"2015-08-30",26.0333
"2015-08-31",26.2753
"2015-09-01",26.6482
"2015-09-02",26.1985
"2015-09-03",25.0036
"2015-09-04",24.4265
"2015-09-05",24.1909
"2015-09-06",24.6151
"2015-09-07",22.8839
"2015-09-08",23.8661
"2015-09-09",24.371
"2015-09-10",23.7715
"2015-09-11",23.7027
"2015-09-12",24.5128
"2015-09-13",25.144
"2015-09-14",25.2931
"2015-09-15",25.5139
"2015-09-16",24.7881
"2015-09-17",25.7837
"2015-09-18",26.0885
"2015-09-19",25.731
"2015-09-20",25.7629
"2015-09-21",25.9535
"2015-09-22",25.921
"2015-09-23",25.0726
"2015-09-24",24.1177
"2015-09-25",24.3017
"2015-09-26",23.4927
"2015-09-27",23.8134
"2015-09-28",23.7834
"2015-09-29",23.3702
"2015-09-30",23.0993
"2015-10-01",24.3927
"2015-10-02",24.188
"2015-10-03",24.6094
"2015-10-04",24.3515
"2015-10-05",23.6569
"2015-10-06",24.6139
"2015-10-07",24.8591
"2015-10-08",24.7972
"2015-10-09",23.3111
"2015-10-10",24.7949
"2015-10-11",24.8333
"2015-10-12",24.5642
"2015-10-13",24.0434
"2015-10-14",23.4126
"2015-10-15",23.5118
"2015-10-16",23.3617
"2015-10-17",23.2429
"2015-10-18",23.4422
"2015-10-19",23.8068
"2015-10-20",23.4445
"2015-10-21",23.8037
"2015-10-22",24.0367
"2015-10-23",23.5855
"2015-10-24",22.5416
"2015-10-25",21.2754
"2015-10-26",21.8024
"2015-10-27",21.3945
"2015-10-28",22.2622
"2015-10-29",22.18
"2015-10-30",22.9985
"2015-10-31",23.4218
"2015-11-01",23.195
"2015-11-02",22.7716
"2015-11-03",22.4633
"2015-11-04",23.1837
"2015-11-05",22.5611
"2015-11-06",22.4887
"2015-11-07",22.8999
"2015-11-08",22.8874
"2015-11-09",22.9982
"2015-11-10",24.1045
"2015-11-11",23.483
"2015-11-12",23.4904
"2015-11-13",22.4528
"2015-11-14",22.0412
"2015-11-15",22.0435
"2015-11-16",23.1555
"2015-11-17",23.6701
"2015-11-18",24.1974
"2015-11-19",23.298
"2015-11-20",23.4833
"2015-11-21",22.2523
"2015-11-22",22.9982
"2015-11-23",23.1667
"2015-11-24",23.0771
"2015-11-25",23.3508
"2015-11-26",23.2409
"2015-11-27",23.3026
"2015-11-28",22.0636
"2015-11-29",22.276
"2015-11-30",22.5995
"2015-12-01",22.8214
"2015-12-02",23.2321
"2015-12-03",23.7144
"2015-12-04",22.6916
"2015-12-05",23.0642
"2015-12-06",22.9596
"2015-12-07",23.0283
"2015-12-08",22.1657
"2015-12-09",23.1127
"2015-12-10",22.4594
"2015-12-11",22.7515
"2015-12-12",23.0804
"2015-12-13",23.861
"2015-12-14",22.8094
"2015-12-15",23.6864
"2015-12-16",22.6147
"2015-12-17",22.5157
"2015-12-18",22.5258
"2015-12-19",21.703
"2015-12-20",22.93
"2015-12-21",22.4132
"2015-12-22",22.1189
"2015-12-23",22.2063
"2015-12-24",21.9499
"2015-12-25",22.3625
"2015-12-26",22.5751
"2015-12-27",21.7671
"2015-12-28",22.3468
"2015-12-29",22.0946
"2015-12-30",22.3948
"2015-12-31",22.5802
"2016-01-01",22.0017
"2016-01-02",21.7393
"2016-01-03",22.8039
"2016-01-04",23.1324
"2016-01-05",22.992
"2016-01-06",22.1369
"2016-01-07",22.0789
"2016-01-08",21.9694
"2016-01-09",22.5953
"2016-01-10",22.6217
"2016-01-11",21.9645
"2016-01-12",21.7665
"2016-01-13",21.9173
"2016-01-14",20.8108
"2016-01-15",21.5341
"2016-01-16",22.3517
"2016-01-17",22.147
"2016-01-18",21.9598
"2016-01-19",22.6451
"2016-01-20",23.3554
"2016-01-21",23.2827
"2016-01-22",23.3232
"2016-01-23",22.7512
"2016-01-24",22.9414
"2016-01-25",22.9029
"2016-01-26",22.8438
"2016-01-27",21.7283
"2016-01-28",21.8481
"2016-01-29",21.0323
"2016-01-30",21.209
"2016-01-31",21.4819
"2016-02-01",22.0146
"2016-02-02",21.2076
"2016-02-03",21.2523
"2016-02-04",21.7389
"2016-02-05",22.2649
"2016-02-06",23.1788
"2016-02-07",23.3141
"2016-02-08",23.7521
"2016-02-09",23.8777
"2016-02-10",23.2191
"2016-02-11",23.1578
"2016-02-12",22.6956
"2016-02-13",22.7948
"2016-02-14",23.2165
"2016-02-15",22.3905
"2016-02-16",22.5449
"2016-02-17",22.7632
"2016-02-18",22.5924
"2016-02-19",23.7158
"2016-02-20",23.1459
"2016-02-21",23.5279
"2016-02-22",22.8759
"2016-02-23",22.5749
"2016-02-24",23.827
"2016-02-25",22.9524
"2016-02-26",23.4011
"2016-02-27",23.1463
"2016-02-28",23.3816
"2016-02-29",23.5921
"2016-03-01",23.3562
"2016-03-02",23.4654
"2016-03-03",23.8329
"2016-03-04",24.163
"2016-03-05",24.2257
"2016-03-06",24.425
"2016-03-07",24.0179
"2016-03-08",24.5019
"2016-03-09",24.7615
"2016-03-10",24.8829
"2016-03-11",24.9047
"2016-03-12",25.406
"2016-03-13",25.2688
"2016-03-14",24.9771
"2016-03-15",25.2262
"2016-03-16",25.6842
"2016-03-17",25.3904
"2016-03-18",24.9099
"2016-03-19",25.0411
"2016-03-20",25.4998
"2016-03-21",24.8025
"2016-03-22",25.9998
"2016-03-23",25.9543
"2016-03-24",25.2526
"2016-03-25",25.107
"2016-03-26",25.3834
"2016-03-27",25.3975
"2016-03-28",23.4257
"2016-03-29",24.3454
"2016-03-30",23.819
"2016-03-31",24.5787
"2016-04-01",24.2404
"2016-04-02",24.6895
"2016-04-03",25.3455
"2016-04-04",25.1528
"2016-04-05",26.2611
"2016-04-06",25.1785
"2016-04-07",25.319
"2016-04-08",26.1188
"2016-04-09",26.0748
"2016-04-10",25.6634
"2016-04-11",26.0342
"2016-04-12",26.5067
"2016-04-13",27.1077
"2016-04-14",26.7652
"2016-04-15",26.7008
"2016-04-16",26.301
"2016-04-17",25.962
"2016-04-18",26.8116
"2016-04-19",24.7527
"2016-04-20",25.2477
"2016-04-21",26.2341
"2016-04-22",26.8021
"2016-04-23",27.2462
"2016-04-24",27.5153
"2016-04-25",27.7399
"2016-04-26",25.6892
"2016-04-27",25.8239
"2016-04-28",26.17
"2016-04-29",26.3708
"2016-04-30",24.627
"2016-05-01",25.2375
"2016-05-02",25.8839
"2016-05-03",26.5135
"2016-05-04",26.4909
"2016-05-05",26.1798
"2016-05-06",25.2705
"2016-05-07",25.0909
"2016-05-08",24.8794
"2016-05-09",24.6186
"2016-05-10",24.3813
"2016-05-11",24.1868
"2016-05-12",23.6674
"2016-05-13",24.0969
"2016-05-14",23.5525
"2016-05-15",21.3779
"2016-05-16",22.9269
"2016-05-17",23.4158
"2016-05-18",25.352
"2016-05-19",25.3476
"2016-05-20",25.1772
"2016-05-21",25.8602
"2016-05-22",26.5032
"2016-05-23",26.3693
"2016-05-24",25.8213
"2016-05-25",25.4094
"2016-05-26",26.1507
"2016-05-27",25.0104
"2016-05-28",24.6995
"2016-05-29",24.7039
"2016-05-30",25.0937
"2016-05-31",25.0806
"2016-06-01",25.2261
"2016-06-02",25.8216
"2016-06-03",25.5873
"2016-06-04",25.4503
"2016-06-05",25.7488
"2016-06-06",25.5572
"2016-06-07",25.7541
"2016-06-08",24.9047
"2016-06-09",25.3856
"2016-06-10",25.3097
"2016-06-11",25.8371
"2016-06-12",25.8327
"2016-06-13",25.527
"2016-06-14",25.714
"2016-06-15",25.3985
"2016-06-16",25.1488
"2016-06-17",25.0543
"2016-06-18",24.6068
