,"(deg C) Mean Temperature (ERA5) at Hambantota, 2007-01-01 to 2025-12-31"
"2009-12-04",25.5807
"2009-12-05",25.0547
"2009-12-06",25.2463
"2009-12-07",25.4356
"2009-12-08",25.2091
"2009-12-09",25.6732
"2009-12-10",25.2151
"2009-12-11",25.7416
"2009-12-12",25.3589
"2009-12-13",24.7462
"2009-12-14",25.5991
"2009-12-15",25.1666
"2009-12-16",24.9068
"2009-12-17",25.3097
"2009-12-18",26.0851
"2009-12-19",25.9802
"2009-12-20",25.5676
"2009-12-21",24.7721
"2009-12-22",24.4683
"2009-12-23",24.2384
"2009-12-24",24.8546
"2009-12-25",24.6112
"2009-12-26",24.9754
"2009-12-27",24.6113
"2009-12-28",24.6589
"2009-12-29",24.7354
"2009-12-30",24.9474
"2009-12-31",25.0114
"2010-01-01",25.4703
"2010-01-02",25.4799
"2010-01-03",24.7709
"2010-01-04",24.2608
"2010-01-05",24.1986
"2010-01-06",24.2046
"2010-01-07",25.0144
"2010-01-08",25.3079
"2010-01-09",25.274
"2010-01-10",25.8504
"2010-01-11",25.5626
"2010-01-12",25.3866
"2010-01-13",25.3964
"2010-01-14",25.4805
"2010-01-15",25.1933
"2010-01-16",24.9905
"2010-01-17",25.0252
"2010-01-18",24.9884
"2010-01-19",24.6098
"2010-01-20",25.0291
"2010-01-21",24.8747
"2010-01-22",24.8455
"2010-01-23",24.8798
"2010-01-24",24.9854
"2010-01-25",24.8679
"2010-01-26",25.2497
"2010-01-27",25.2031
"2010-01-28",25.6307
"2010-01-29",25.6677
"2010-01-30",24.4007
"2010-01-31",25.1252
"2010-02-01",25.0822
"2010-02-02",25.4475
"2010-02-03",25.5423
"2010-02-04",25.7321
"2010-02-05",25.7974
"2010-02-06",25.7333
"2010-02-07",25.4352
"2010-02-08",25.2299
"2010-02-09",25.3589
"2010-02-10",25.852
"2010-02-11",25.6126
"2010-02-12",26.074
"2010-02-13",26.2432
"2010-02-14",25.7875
"2010-02-15",25.4682
"2010-02-16",25.0913
"2010-02-17",26.2816
"2010-02-18",26.5503
"2010-02-19",26.1462
"2010-02-20",26.6873
"2010-02-21",26.4886
"2010-02-22",26.8202
"2010-02-23",25.6724
"2010-02-24",25.6211
"2010-02-25",26.4036
"2010-02-26",27.0221
"2010-02-27",26.1347
"2010-02-28",26.0995
"2010-03-01",26.3521
"2010-03-02",26.1461
"2010-03-03",26.5855
"2010-03-04",26.7189
"2010-03-05",26.3906
"2010-03-06",26.4722
"2010-03-07",28.1767
"2010-03-08",27.7806
"2010-03-09",27.416
"2010-03-10",27.2933
"2010-03-11",27.7906
"2010-03-12",27.8541
"2010-03-13",28.0619
"2010-03-14",27.337
"2010-03-15",27.6528
"2010-03-16",27.244
"2010-03-17",27.2061
"2010-03-18",26.4733
"2010-03-19",27.3129
"2010-03-20",28.0245
"2010-03-21",27.5433
"2010-03-22",27.4662
"2010-03-23",27.3356
"2010-03-24",26.3119
"2010-03-25",27.483
"2010-03-26",27.7416
"2010-03-27",26.1388
"2010-03-28",26.9622
"2010-03-29",26.7001
"2010-03-30",26.6693
"2010-03-31",26.6693
"2010-04-01",27.8997
"2010-04-02",28.4051
"2010-04-03",27.9388
"2010-04-04",26.8145
"2010-04-05",26.2282
"2010-04-06",26.5718
"2010-04-07",26.782
"2010-04-08",27.1832
"2010-04-09",26.8647
"2010-04-10",26.6123
"2010-04-11",27.5517
"2010-04-12",27.6811
"2010-04-13",28.0438
"2010-04-14",25.6649
"2010-04-15",27.7428
"2010-04-16",27.1423
"2010-04-17",26.3197
"2010-04-18",26.9526
"2010-04-19",27.269
"2010-04-20",28.0661
"2010-04-21",27.4004
"2010-04-22",27.6103
"2010-04-23",26.4753
"2010-04-24",26.1341
"2010-04-25",27.1644
"2010-04-26",26.3798
"2010-04-27",26.6302
"2010-04-28",26.7864
"2010-04-29",26.7703
"2010-04-30",26.7885
"2010-05-01",27.3575
"2010-05-02",27.5792
"2010-05-03",27.2671
"2010-05-04",27.7912
"2010-05-05",28.0426
"2010-05-06",27.7632
"2010-05-07",27.225
"2010-05-08",26.7693
"2010-05-09",26.5567
"2010-05-10",27.8019
"2010-05-11",27.8384
"2010-05-12",28.034
"2010-05-13",28.3234
"2010-05-14",27.0858
"2010-05-15",27.3993
"2010-05-16",27.3278
"2010-05-17",26.1664
"2010-05-18",26.5162
"2010-05-19",26.7576
"2010-05-20",25.6417
"2010-05-21",26.0511
"2010-05-22",27.1263
"2010-05-23",27.0803
"2010-05-24",27.1246
"2010-05-25",27.2053
"2010-05-26",27.9905
"2010-05-27",28.0833
"2010-05-28",27.6931
"2010-05-29",28.0691
"2010-05-30",27.9467
"2010-05-31",27.9582
"2010-06-01",28.3889
"2010-06-02",28.3924
"2010-06-03",28.4231
"2010-06-04",28.3051
"2010-06-05",27.4455
"2010-06-06",26.8734
"2010-06-07",27.0103
"2010-06-08",27.1054
"2010-06-09",26.9799
"2010-06-10",25.9778
"2010-06-11",25.8256
"2010-06-12",26.2223
"2010-06-13",26.4388
"2010-06-14",26.8663
"2010-06-15",27.2774
"2010-06-16",27.0342
"2010-06-17",27.0529
"2010-06-18",26.3546
"2010-06-19",26.9233
"2010-06-20",26.6893
"2010-06-21",27.138
"2010-06-22",27.5991
"2010-06-23",27.0956
"2010-06-24",27.177
"2010-06-25",28.06
"2010-06-26",28.4849
"2010-06-27",28.0531
"2010-06-28",26.9698
"2010-06-29",27.2451
"2010-06-30",27.4497
"2010-07-01",26.0578
"2010-07-02",26.9248
"2010-07-03",27.3866
"2010-07-04",27.2271
"2010-07-05",26.9821
"2010-07-06",27.4206
"2010-07-07",27.6543
"2010-07-08",26.7863
"2010-07-09",26.577
"2010-07-10",26.1486
"2010-07-11",26.8851
"2010-07-12",26.1271
"2010-07-13",26.1099
"2010-07-14",26.612
"2010-07-15",26.7461
"2010-07-16",26.8342
"2010-07-17",27.0667
"2010-07-18",27.0821
"2010-07-19",26.4905
"2010-07-20",26.7638
"2010-07-21",27.7116
"2010-07-22",27.5174
"2010-07-23",27.1336
"2010-07-24",27.5276
"2010-07-25",28.0001
"2010-07-26",28.1759
"2010-07-27",27.6896
"2010-07-28",27.5265
"2010-07-29",28.0453
"2010-07-30",27.4177
"2010-07-31",28.0142
"2010-08-01",28.4346
"2010-08-02",28.2679
"2010-08-03",26.9554
"2010-08-04",27.7141
"2010-08-05",27.9274
"2010-08-06",27.6999
"2010-08-07",27.7486
"2010-08-08",27.8926
"2010-08-09",27.8355
"2010-08-10",28.4572
"2010-08-11",28.1439
"2010-08-12",26.9995
"2010-08-13",27.1089
"2010-08-14",27.2834
"2010-08-15",26.8256
"2010-08-16",26.5199
"2010-08-17",27.5051
"2010-08-18",27.4042
"2010-08-19",26.9145
"2010-08-20",25.986
"2010-08-21",25.2578
"2010-08-22",26.8648
"2010-08-23",27.2516
"2010-08-24",26.573
"2010-08-25",27.2676
"2010-08-26",26.6188
"2010-08-27",27.3074
"2010-08-28",27.2502
"2010-08-29",25.5862
"2010-08-30",26.0201
"2010-08-31",26.9564
"2010-09-01",27.5594
"2010-09-02",27.334
"2010-09-03",27.456
"2010-09-04",27.1699
"2010-09-05",27.4352
"2010-09-06",27.4864
"2010-09-07",27.5669
"2010-09-08",27.64
"2010-09-09",27.5637
"2010-09-10",27.0178
"2010-09-11",26.5335
"2010-09-12",26.9199
"2010-09-13",27.3039
"2010-09-14",26.8747
"2010-09-15",27.1995
"2010-09-16",27.4093
"2010-09-17",27.7689
"2010-09-18",26.5437
"2010-09-19",26.5856
"2010-09-20",26.9387
"2010-09-21",25.8818
"2010-09-22",26.1903
"2010-09-23",26.0711
"2010-09-24",25.2818
"2010-09-25",25.7794
"2010-09-26",26.4188
"2010-09-27",25.9285
"2010-09-28",25.0033
"2010-09-29",23.9608
"2010-09-30",24.9491
"2010-10-01",25.4702
"2010-10-02",25.1294
"2010-10-03",25.3925
"2010-10-04",26.9882
"2010-10-05",27.3219
"2010-10-06",27.2682
"2010-10-07",26.59
"2010-10-08",26.6114
"2010-10-09",26.6029
"2010-10-10",26.7778
"2010-10-11",26.8035
"2010-10-12",26.6948
"2010-10-13",27.1416
"2010-10-14",26.9542
"2010-10-15",27.2839
"2010-10-16",26.9228
"2010-10-17",26.7331
"2010-10-18",26.8863
"2010-10-19",27.4533
"2010-10-20",27.4128
"2010-10-21",27.0908
"2010-10-22",27.1243
"2010-10-23",27.1646
"2010-10-24",27.4437
"2010-10-25",27.1646
"2010-10-26",27.2283
"2010-10-27",26.2357
"2010-10-28",24.8195
"2010-10-29",25.3551
"2010-10-30",26.4412
"2010-10-31",25.9755
"2010-11-01",26.1458
"2010-11-02",26.3128
"2010-11-03",26.9596
"2010-11-04",25.4634
"2010-11-05",24.3649
"2010-11-06",25.6614
"2010-11-07",26.153
"2010-11-08",26.602
"2010-11-09",26.1065
"2010-11-10",25.2625
"2010-11-11",24.244
"2010-11-12",26.2308
"2010-11-13",25.715
"2010-11-14",25.5065
"2010-11-15",24.9481
"2010-11-16",25.2108
"2010-11-17",24.5524
"2010-11-18",25.2794
"2010-11-19",25.0971
"2010-11-20",24.7533
"2010-11-21",24.236
"2010-11-22",24.6036
"2010-11-23",24.1132
"2010-11-24",24.7338
"2010-11-25",24.9553
"2010-11-26",24.6672
"2010-11-27",25.4303
"2010-11-28",24.447
"2010-11-29",25.29
"2010-11-30",24.6854
"2010-12-01",24.4513
"2010-12-02",24.4413
"2010-12-03",24.0995
"2010-12-04",24.5773
"2010-12-05",24.6755
"2010-12-06",24.9564
"2010-12-07",23.9427
"2010-12-08",24.6962
"2010-12-09",23.24
"2010-12-10",24.9311
"2010-12-11",25.3784
"2010-12-12",25.3493
"2010-12-13",24.6858
"2010-12-14",25.0494
"2010-12-15",25.2775
"2010-12-16",25.004
"2010-12-17",25.0973
"2010-12-18",25.0544
"2010-12-19",25.0915
"2010-12-20",24.8305
"2010-12-21",24.1993
"2010-12-22",23.9725
"2010-12-23",23.3573
"2010-12-24",23.2169
"2010-12-25",24.0809
"2010-12-26",24.2169
"2010-12-27",24.4178
"2010-12-28",24.7129
"2010-12-29",24.6365
"2010-12-30",23.9494
"2010-12-31",24.0701
"2011-01-01",24.685
"2011-01-02",24.6029
"2011-01-03",24.9041
"2011-01-04",24.3493
"2011-01-05",24.5824
"2011-01-06",24.959
"2011-01-07",24.3046
"2011-01-08",24.5906
"2011-01-09",22.3877
"2011-01-10",23.6537
"2011-01-11",22.7146
"2011-01-12",20.9668
"2011-01-13",21.9625
"2011-01-14",24.2994
"2011-01-15",24.2761
"2011-01-16",24.6847
"2011-01-17",25.2088
"2011-01-18",24.6548
"2011-01-19",23.9669
"2011-01-20",23.6291
"2011-01-21",23.9735
"2011-01-22",23.8049
"2011-01-23",24.1323
"2011-01-24",24.8947
"2011-01-25",24.9483
"2011-01-26",24.6052
"2011-01-27",24.523
"2011-01-28",24.4946
"2011-01-29",24.4575
"2011-01-30",24.8717
"2011-01-31",23.948
"2011-02-01",23.1874
"2011-02-02",23.1702
"2011-02-03",24.4178
"2011-02-04",24.5316
"2011-02-05",25.0447
"2011-02-06",24.8097
"2011-02-07",24.1663
"2011-02-08",24.7169
"2011-02-09",25.0124
"2011-02-10",24.1886
"2011-02-11",24.8415
"2011-02-12",25.1233
"2011-02-13",25.1401
"2011-02-14",25.7378
"2011-02-15",25.4286
"2011-02-16",25.8544
"2011-02-17",26.3026
"2011-02-18",25.9503
"2011-02-19",25.6818
"2011-02-20",25.7377
"2011-02-21",25.1453
"2011-02-22",25.2729
"2011-02-23",25.3755
"2011-02-24",25.4389
"2011-02-25",24.8451
"2011-02-26",25.0124
"2011-02-27",25.1079
"2011-02-28",24.8581
"2011-03-01",24.7631
"2011-03-02",24.9828
"2011-03-03",24.3496
"2011-03-04",25.1338
"2011-03-05",25.0158
"2011-03-06",25.9822
"2011-03-07",25.7547
"2011-03-08",25.1738
"2011-03-09",25.6319
"2011-03-10",25.5045
"2011-03-11",25.5194
"2011-03-12",25.9133
"2011-03-13",25.662
"2011-03-14",25.6617
"2011-03-15",26.0195
"2011-03-16",25.7568
"2011-03-17",25.9814
"2011-03-18",25.9394
"2011-03-19",26.5395
"2011-03-20",25.5189
"2011-03-21",25.8397
"2011-03-22",25.752
"2011-03-23",25.5331
"2011-03-24",25.5788
"2011-03-25",26.0379
"2011-03-26",26.1059
"2011-03-27",26.2203
"2011-03-28",26.131
"2011-03-29",25.8724
"2011-03-30",25.1683
"2011-03-31",25.6403
"2011-04-01",26.3543
"2011-04-02",26.3936
"2011-04-03",26.2346
"2011-04-04",25.9648
"2011-04-05",25.7174
"2011-04-06",25.917
"2011-04-07",25.7549
"2011-04-08",26.1691
"2011-04-09",25.783
"2011-04-10",26.6608
"2011-04-11",25.8233
"2011-04-12",24.8815
"2011-04-13",25.289
"2011-04-14",25.27
"2011-04-15",25.8555
"2011-04-16",25.5971
"2011-04-17",25.4822
"2011-04-18",25.4749
"2011-04-19",25.4055
"2011-04-20",25.6336
"2011-04-21",25.6231
"2011-04-22",25.908
"2011-04-23",24.9128
"2011-04-24",25.8263
"2011-04-25",25.3635
"2011-04-26",26.4799
"2011-04-27",26.124
"2011-04-28",25.4027
"2011-04-29",27.5147
"2011-04-30",27.1685
"2011-05-01",26.9642
"2011-05-02",26.8085
"2011-05-03",27.7377
"2011-05-04",27.8698
"2011-05-05",27.9892
"2011-05-06",28.0589
"2011-05-07",27.9635
"2011-05-08",27.5916
"2011-05-09",26.6833
"2011-05-10",26.8658
"2011-05-11",27.2137
"2011-05-12",27.0947
"2011-05-13",27.1395
"2011-05-14",27.2327
"2011-05-15",27.0771
"2011-05-16",27.3597
"2011-05-17",26.4668
"2011-05-18",26.1811
"2011-05-19",26.6356
"2011-05-20",27.1329
"2011-05-21",27.3299
"2011-05-22",27.4293
"2011-05-23",27.5303
"2011-05-24",27.5645
"2011-05-25",27.1873
"2011-05-26",27.1773
"2011-05-27",26.8747
"2011-05-28",26.8584
"2011-05-29",27.2735
"2011-05-30",27.3891
"2011-05-31",27.0702
"2011-06-01",26.7942
"2011-06-02",27.0624
"2011-06-03",27.7442
"2011-06-04",27.234
"2011-06-05",27.9437
"2011-06-06",26.678
"2011-06-07",26.8155
"2011-06-08",27.2385
"2011-06-09",27.0778
"2011-06-10",27.3207
"2011-06-11",27.384
"2011-06-12",27.2344
"2011-06-13",27.2017
"2011-06-14",26.414
"2011-06-15",27.19
"2011-06-16",27.3995
"2011-06-17",28.0424
"2011-06-18",28.1046
"2011-06-19",27.9438
"2011-06-20",27.619
"2011-06-21",27.7981
"2011-06-22",27.402
"2011-06-23",27.3678
"2011-06-24",27.9875
"2011-06-25",27.8355
"2011-06-26",27.8734
"2011-06-27",27.9175
"2011-06-28",27.8518
"2011-06-29",27.4342
"2011-06-30",27.9262
"2011-07-01",27.514
"2011-07-02",27.6315
"2011-07-03",27.5949
"2011-07-04",27.9438
"2011-07-05",27.0573
"2011-07-06",27.024
"2011-07-07",28.1936
"2011-07-08",27.6298
"2011-07-09",27.491
"2011-07-10",27.7565
"2011-07-11",27.2214
"2011-07-12",26.8219
"2011-07-13",26.9352
"2011-07-14",27.0154
"2011-07-15",27.5274
"2011-07-16",25.9008
"2011-07-17",26.142
"2011-07-18",26.5041
"2011-07-19",27.3498
"2011-07-20",26.6018
"2011-07-21",26.8967
"2011-07-22",27.1233
"2011-07-23",26.7918
"2011-07-24",27.3686
"2011-07-25",26.7983
"2011-07-26",26.6028
"2011-07-27",27.1238
"2011-07-28",27.1306
"2011-07-29",26.9246
"2011-07-30",26.8578
"2011-07-31",27.4663
"2011-08-01",27.8931
"2011-08-02",27.343
"2011-08-03",26.6334
"2011-08-04",26.757
"2011-08-05",26.6281
"2011-08-06",26.5741
"2011-08-07",27.8271
"2011-08-08",27.528
"2011-08-09",27.4906
"2011-08-10",27.1445
"2011-08-11",27.7224
"2011-08-12",27.6396
"2011-08-13",27.2458
"2011-08-14",27.8723
"2011-08-15",26.4617
"2011-08-16",26.4985
"2011-08-17",26.327
"2011-08-18",27.4208
"2011-08-19",27.2182
"2011-08-20",27.878
"2011-08-21",27.2189
"2011-08-22",25.9965
"2011-08-23",26.4648
"2011-08-24",25.2191
"2011-08-25",26.1246
"2011-08-26",27.4308
"2011-08-27",27.8208
"2011-08-28",27.4228
"2011-08-29",27.6666
"2011-08-30",26.8483
"2011-08-31",26.8619
"2011-09-01",27.1685
"2011-09-02",27.1696
"2011-09-03",27.153
"2011-09-04",27.7858
"2011-09-05",27.2518
"2011-09-06",27.1784
"2011-09-07",27.3446
"2011-09-08",27.4332
"2011-09-09",26.9627
"2011-09-10",25.9649
"2011-09-11",26.6506
"2011-09-12",24.9739
"2011-09-13",25.7625
"2011-09-14",26.1782
"2011-09-15",26.5133
"2011-09-16",26.9723
"2011-09-17",27.0039
"2011-09-18",27.221
"2011-09-19",27.1714
"2011-09-20",27.2381
"2011-09-21",26.8112
"2011-09-22",27.3708
"2011-09-23",27.3724
"2011-09-24",27.1729
"2011-09-25",27.5165
"2011-09-26",27.2998
"2011-09-27",27.4351
"2011-09-28",27.504
"2011-09-29",27.7757
"2011-09-30",27.5351
"2011-10-01",27.4796
"2011-10-02",27.7513
"2011-10-03",28.0591
"2011-10-04",27.3797
"2011-10-05",27.5921
"2011-10-06",27.9456
"2011-10-07",28.2433
"2011-10-08",28.1383
"2011-10-09",27.8553
"2011-10-10",27.5482
"2011-10-11",26.8676
"2011-10-12",26.5973
"2011-10-13",27.3222
"2011-10-14",27.3023
"2011-10-15",27.1387
"2011-10-16",27.2569
"2011-10-17",27.0291
"2011-10-18",26.8447
"2011-10-19",26.3839
"2011-10-20",25.901
"2011-10-21",25.8592
"2011-10-22",25.3094
"2011-10-23",25.2757
"2011-10-24",25.1544
"2011-10-25",24.9949
"2011-10-26",25.1118
"2011-10-27",25.2897
"2011-10-28",25.2543
"2011-10-29",24.8361
"2011-10-30",24.5875
"2011-10-31",25.2187
"2011-11-01",24.5109
"2011-11-02",25.4052
"2011-11-03",25.1949
"2011-11-04",26.5908
"2011-11-05",25.6542
"2011-11-06",25.4593
"2011-11-07",25.0015
"2011-11-08",24.74
"2011-11-09",25.2118
"2011-11-10",25.2284
"2011-11-11",25.6032
"2011-11-12",25.6312
"2011-11-13",25.7701
"2011-11-14",25.7666
"2011-11-15",25.8009
"2011-11-16",26.1826
"2011-11-17",26.1321
"2011-11-18",25.9208
"2011-11-19",26.0594
"2011-11-20",25.8715
"2011-11-21",25.0571
"2011-11-22",25.5926
"2011-11-23",25.2318
"2011-11-24",24.4509
"2011-11-25",24.006
"2011-11-26",25.0825
"2011-11-27",24.8205
"2011-11-28",25.5348
"2011-11-29",25.9615
"2011-11-30",24.6536
"2011-12-01",25.2467
"2011-12-02",25.4425
"2011-12-03",25.607
"2011-12-04",25.2992
"2011-12-05",25.7037
"2011-12-06",25.7202
"2011-12-07",25.6231
"2011-12-08",25.187
"2011-12-09",25.5386
"2011-12-10",26.0217
"2011-12-11",25.338
"2011-12-12",24.9967
"2011-12-13",25.2585
"2011-12-14",24.4046
"2011-12-15",23.7506
"2011-12-16",24.2623
"2011-12-17",25.2752
"2011-12-18",25.2143
"2011-12-19",24.4956
"2011-12-20",23.7121
"2011-12-21",24.1684
"2011-12-22",24.2228
"2011-12-23",23.6186
"2011-12-24",24.9122
"2011-12-25",25.2534
"2011-12-26",25.1947
"2011-12-27",23.6354
"2011-12-28",23.0617
"2011-12-29",24.1941
"2011-12-30",24.9689
"2011-12-31",23.961
"2012-01-01",23.2804
"2012-01-02",24.1251
"2012-01-03",25.4145
"2012-01-04",25.3215
"2012-01-05",24.6979
"2012-01-06",24.0791
"2012-01-07",24.979
"2012-01-08",25.6661
"2012-01-09",25.1472
"2012-01-10",25.5273
"2012-01-11",25.0601
"2012-01-12",24.9989
"2012-01-13",24.7885
"2012-01-14",24.7591
"2012-01-15",24.0239
"2012-01-16",24.3004
"2012-01-17",24.4271
"2012-01-18",24.6789
"2012-01-19",24.8936
"2012-01-20",25.177
"2012-01-21",24.9809
"2012-01-22",24.8262
"2012-01-23",24.8872
"2012-01-24",24.6943
"2012-01-25",25.22
"2012-01-26",25.4484
"2012-01-27",25.7971
"2012-01-28",25.551
"2012-01-29",25.1343
"2012-01-30",24.9116
"2012-01-31",25.0236
"2012-02-01",24.8808
"2012-02-02",25.5212
"2012-02-03",26.2932
"2012-02-04",25.8093
"2012-02-05",25.088
"2012-02-06",25.1008
"2012-02-07",25.0221
"2012-02-08",25.4163
"2012-02-09",25.3716
"2012-02-10",25.4804
"2012-02-11",25.4596
"2012-02-12",25.7514
"2012-02-13",26.1488
"2012-02-14",24.7017
"2012-02-15",24.9501
"2012-02-16",25.2539
"2012-02-17",25.8084
"2012-02-18",25.7353
"2012-02-19",25.447
"2012-02-20",25.7382
"2012-02-21",25.6016
"2012-02-22",24.9105
"2012-02-23",25.4829
"2012-02-24",26.181
"2012-02-25",26.5312
"2012-02-26",27.079
"2012-02-27",26.1203
"2012-02-28",24.9298
"2012-02-29",26.132
"2012-03-01",26.8749
"2012-03-02",27.1218
"2012-03-03",27.1869
"2012-03-04",26.8275
"2012-03-05",26.3956
"2012-03-06",27.4142
"2012-03-07",25.6793
"2012-03-08",26.7717
"2012-03-09",26.9666
"2012-03-10",26.2919
"2012-03-11",25.9171
"2012-03-12",26.4523
"2012-03-13",26.2241
"2012-03-14",26.4571
"2012-03-15",25.9672
"2012-03-16",26.1084
"2012-03-17",25.5074
"2012-03-18",26.6152
"2012-03-19",26.1364
"2012-03-20",26.1814
"2012-03-21",26.1259
"2012-03-22",26.2449
"2012-03-23",26.7685
"2012-03-24",26.5081
"2012-03-25",26.3184
"2012-03-26",26.4109
"2012-03-27",26.5257
"2012-03-28",26.6239
"2012-03-29",25.4403
"2012-03-30",26.4636
"2012-03-31",26.212
"2012-04-01",25.8558
"2012-04-02",25.0183
"2012-04-03",25.5443
"2012-04-04",25.5768
"2012-04-05",26.7983
"2012-04-06",26.4382
"2012-04-07",26.6033
"2012-04-08",25.4936
"2012-04-09",24.8753
"2012-04-10",25.3408
"2012-04-11",26.311
"2012-04-12",25.2585
"2012-04-13",25.8599
"2012-04-14",25.4895
"2012-04-15",25.0378
"2012-04-16",25.9624
"2012-04-17",26.0596
"2012-04-18",26.1688
"2012-04-19",26.8183
"2012-04-20",25.4672
"2012-04-21",25.9946
"2012-04-22",25.813
"2012-04-23",25.5984
"2012-04-24",25.591
"2012-04-25",26.1423
"2012-04-26",26.2707
"2012-04-27",26.6874
"2012-04-28",27.3249
"2012-04-29",27.2581
"2012-04-30",26.7597
"2012-05-01",27.0845
"2012-05-02",26.9266
"2012-05-03",26.9656
"2012-05-04",27.4326
"2012-05-05",27.7411
"2012-05-06",28.1567
"2012-05-07",28.4714
"2012-05-08",27.989
"2012-05-09",27.8534
"2012-05-10",27.7719
"2012-05-11",28.1767
"2012-05-12",27.4614
"2012-05-13",28.3141
"2012-05-14",28.1051
"2012-05-15",28.0742
"2012-05-16",27.7854
"2012-05-17",27.9989
"2012-05-18",28.9561
"2012-05-19",29.0747
"2012-05-20",28.7511
"2012-05-21",28.0792
"2012-05-22",28.1178
"2012-05-23",28.2874
"2012-05-24",28.0355
"2012-05-25",27.2617
"2012-05-26",26.9449
"2012-05-27",27.2705
"2012-05-28",27.5468
"2012-05-29",27.4334
"2012-05-30",27.6189
"2012-05-31",27.7546
"2012-06-01",28.333
"2012-06-02",28.319
"2012-06-03",27.732
"2012-06-04",27.8414
"2012-06-05",27.5381
"2012-06-06",26.6173
"2012-06-07",27.8527
"2012-06-08",28.4703
"2012-06-09",28.3584
"2012-06-10",28.2351
"2012-06-11",28.0041
"2012-06-12",27.3577
"2012-06-13",26.1629
"2012-06-14",26.2494
"2012-06-15",27.8534
"2012-06-16",28.0069
"2012-06-17",27.7951
"2012-06-18",27.6438
"2012-06-19",27.2148
"2012-06-20",26.9733
"2012-06-21",26.7345
"2012-06-22",27.5159
"2012-06-23",26.659
"2012-06-24",26.6081
"2012-06-25",26.0482
"2012-06-26",26.7521
"2012-06-27",26.773
"2012-06-28",26.7899
"2012-06-29",27.7008
"2012-06-30",27.1711
"2012-07-01",26.6425
"2012-07-02",26.0032
"2012-07-03",26.9516
"2012-07-04",27.0348
"2012-07-05",27.551
"2012-07-06",27.1346
"2012-07-07",27.076
"2012-07-08",26.8331
"2012-07-09",26.0654
"2012-07-10",26.8231
"2012-07-11",28.0291
"2012-07-12",28.0137
"2012-07-13",27.8542
"2012-07-14",27.3577
"2012-07-15",27.2725
"2012-07-16",27.3494
"2012-07-17",26.991
"2012-07-18",27.4847
"2012-07-19",27.8029
"2012-07-20",28.2531
"2012-07-21",27.8568
"2012-07-22",27.9086
"2012-07-23",27.4705
"2012-07-24",27.5341
"2012-07-25",27.7045
"2012-07-26",28.1375
"2012-07-27",28.296
"2012-07-28",28.0146
"2012-07-29",27.7977
"2012-07-30",28.1541
"2012-07-31",28.099
"2012-08-01",27.5359
"2012-08-02",27.4113
"2012-08-03",27.7725
"2012-08-04",27.8719
"2012-08-05",27.5575
"2012-08-06",27.2804
"2012-08-07",26.5663
"2012-08-08",27.4309
"2012-08-09",27.858
"2012-08-10",27.0235
"2012-08-11",26.5362
"2012-08-12",26.7313
"2012-08-13",27.3166
"2012-08-14",27.4866
"2012-08-15",27.5005
"2012-08-16",27.1453
"2012-08-17",27.2982
"2012-08-18",27.3911
"2012-08-19",27.5404
"2012-08-20",27.2777
"2012-08-21",26.2112
"2012-08-22",26.7841
"2012-08-23",27.1495
"2012-08-24",26.0099
"2012-08-25",26.194
"2012-08-26",27.3944
"2012-08-27",26.7692
"2012-08-28",26.8097
"2012-08-29",25.5111
"2012-08-30",25.6175
"2012-08-31",26.6156
"2012-09-01",26.8526
"2012-09-02",26.6669
"2012-09-03",26.5251
"2012-09-04",25.6665
"2012-09-05",27.6565
"2012-09-06",26.879
"2012-09-07",26.3785
"2012-09-08",27.2749
"2012-09-09",27.3757
"2012-09-10",26.9741
"2012-09-11",27.6101
"2012-09-12",27.2765
"2012-09-13",27.327
"2012-09-14",27.5782
"2012-09-15",27.8408
"2012-09-16",27.1179
"2012-09-17",26.9972
"2012-09-18",26.2309
"2012-09-19",27.1202
"2012-09-20",26.404
"2012-09-21",26.7292
"2012-09-22",25.754
"2012-09-23",25.8553
"2012-09-24",25.8651
"2012-09-25",27.0534
"2012-09-26",27.6844
"2012-09-27",27.4492
"2012-09-28",28.001
"2012-09-29",27.6739
"2012-09-30",27.6124
"2012-10-01",27.5025
"2012-10-02",27.4701
"2012-10-03",27.313
"2012-10-04",27.2714
"2012-10-05",27.6755
"2012-10-06",27.6133
"2012-10-07",27.1601
"2012-10-08",26.6441
"2012-10-09",26.0198
"2012-10-10",25.8854
"2012-10-11",26.4094
"2012-10-12",26.0619
"2012-10-13",26.0063
"2012-10-14",25.0178
"2012-10-15",24.8759
"2012-10-16",24.9704
"2012-10-17",24.6246
"2012-10-18",24.8962
"2012-10-19",25.3094
"2012-10-20",25.4179
"2012-10-21",25.2754
"2012-10-22",24.7525
"2012-10-23",24.8288
"2012-10-24",25.2574
"2012-10-25",25.6261
"2012-10-26",25.7481
"2012-10-27",26.051
"2012-10-28",24.7381
"2012-10-29",24.1201
"2012-10-30",24.9362
"2012-10-31",25.0943
"2012-11-01",23.9776
"2012-11-02",26.1325
"2012-11-03",25.5609
"2012-11-04",26.1993
"2012-11-05",25.6859
"2012-11-06",24.8475
"2012-11-07",24.9738
"2012-11-08",24.4591
"2012-11-09",25.318
"2012-11-10",25.1182
"2012-11-11",24.3428
"2012-11-12",24.943
"2012-11-13",25.0162
"2012-11-14",25.6573
"2012-11-15",24.9679
"2012-11-16",24.3452
"2012-11-17",25.9839
"2012-11-18",26.4732
