,"(deg C) Mean Temperature (ERA5) at Hambantota, 2007-01-01 to 2025-12-31"
"2012-11-19",26.2843
"2012-11-20",25.621
"2012-11-21",25.9454
"2012-11-22",26.2791
"2012-11-23",25.9019
"2012-11-24",25.3747
"2012-11-25",25.314
"2012-11-26",25.5702
"2012-11-27",25.119
"2012-11-28",25.7987
"2012-11-29",25.1543
"2012-11-30",24.7837
"2012-12-01",25.4532
"2012-12-02",25.3687
"2012-12-03",25.8082
"2012-12-04",25.5992
"2012-12-05",25.7717
"2012-12-06",24.895
"2012-12-07",25.1362
"2012-12-08",24.4909
"2012-12-09",24.5272
"2012-12-10",24.3773
"2012-12-11",24.5201
"2012-12-12",25.0779
"2012-12-13",24.7181
"2012-12-14",24.6461
"2012-12-15",23.8397
"2012-12-16",24.3672
"2012-12-17",23.6417
"2012-12-18",23.7131
"2012-12-19",23.7175
"2012-12-20",24.8903
"2012-12-21",24.7087
"2012-12-22",23.8231
"2012-12-23",24.8006
"2012-12-24",25.2793
"2012-12-25",25.5694
"2012-12-26",25.4133
"2012-12-27",25.3662
"2012-12-28",25.6377
"2012-12-29",26.2315
"2012-12-30",25.6817
"2012-12-31",25.7255
"2013-01-01",25.5602
"2013-01-02",25.3332
"2013-01-03",24.3389
"2013-01-04",23.0205
"2013-01-05",24.8463
"2013-01-06",25.1793
"2013-01-07",23.5825
"2013-01-08",25.2627
"2013-01-09",25.3065
"2013-01-10",24.1022
"2013-01-11",24.3647
"2013-01-12",24.6452
"2013-01-13",23.9389
"2013-01-14",24.232
"2013-01-15",24.0971
"2013-01-16",24.1887
"2013-01-17",24.0309
"2013-01-18",24.3811
"2013-01-19",25.1736
"2013-01-20",25.2587
"2013-01-21",25.366
"2013-01-22",25.3583
"2013-01-23",24.6443
"2013-01-24",24.4813
"2013-01-25",24.5222
"2013-01-26",25.1375
"2013-01-27",25.044
"2013-01-28",25.3454
"2013-01-29",24.9484
"2013-01-30",24.1418
"2013-01-31",24.7356
"2013-02-01",25.2618
"2013-02-02",25.5493
"2013-02-03",25.4695
"2013-02-04",24.6517
"2013-02-05",25.4761
"2013-02-06",24.815
"2013-02-07",24.7396
"2013-02-08",25.1301
"2013-02-09",25.3973
"2013-02-10",25.6704
"2013-02-11",24.0263
"2013-02-12",24.2176
"2013-02-13",24.5384
"2013-02-14",24.9959
"2013-02-15",25.6127
"2013-02-16",26.1031
"2013-02-17",25.8427
"2013-02-18",25.5941
"2013-02-19",24.9492
"2013-02-20",25.8046
"2013-02-21",25.621
"2013-02-22",25.368
"2013-02-23",25.4457
"2013-02-24",25.8701
"2013-02-25",25.9921
"2013-02-26",25.6061
"2013-02-27",25.6782
"2013-02-28",25.9683
"2013-03-01",26.2992
"2013-03-02",26.3137
"2013-03-03",25.6581
"2013-03-04",24.7331
"2013-03-05",26.4088
"2013-03-06",26.2131
"2013-03-07",26.0943
"2013-03-08",25.446
"2013-03-09",25.3309
"2013-03-10",26.7346
"2013-03-11",26.5407
"2013-03-12",26.4965
"2013-03-13",26.4138
"2013-03-14",26.0414
"2013-03-15",25.5727
"2013-03-16",26.7048
"2013-03-17",26.7516
"2013-03-18",26.462
"2013-03-19",26.613
"2013-03-20",26.8862
"2013-03-21",26.1441
"2013-03-22",26.488
"2013-03-23",26.2084
"2013-03-24",25.4482
"2013-03-25",25.1797
"2013-03-26",25.5277
"2013-03-27",26.2745
"2013-03-28",26.8479
"2013-03-29",26.6677
"2013-03-30",27.1265
"2013-03-31",27.5517
"2013-04-01",27.2361
"2013-04-02",27.3512
"2013-04-03",27.0816
"2013-04-04",26.3287
"2013-04-05",27.3027
"2013-04-06",28.1378
"2013-04-07",27.7525
"2013-04-08",27.9184
"2013-04-09",27.2546
"2013-04-10",25.9131
"2013-04-11",27.1624
"2013-04-12",26.9607
"2013-04-13",26.4587
"2013-04-14",27.3332
"2013-04-15",26.4595
"2013-04-16",27.964
"2013-04-17",28.1975
"2013-04-18",27.9768
"2013-04-19",28.3306
"2013-04-20",28.2138
"2013-04-21",28.217
"2013-04-22",27.5176
"2013-04-23",27.246
"2013-04-24",27.5024
"2013-04-25",26.4835
"2013-04-26",26.5876
"2013-04-27",26.8021
"2013-04-28",26.8999
"2013-04-29",27.6441
"2013-04-30",26.6673
"2013-05-01",26.2275
"2013-05-02",26.9926
"2013-05-03",26.3239
"2013-05-04",26.7263
"2013-05-05",26.7534
"2013-05-06",25.995
"2013-05-07",27.0268
"2013-05-08",27.7298
"2013-05-09",28.3924
"2013-05-10",28.34
"2013-05-11",28.5024
"2013-05-12",28.2199
"2013-05-13",26.2769
"2013-05-14",27.8683
"2013-05-15",27.947
"2013-05-16",28.294
"2013-05-17",28.4868
"2013-05-18",28.1729
"2013-05-19",27.13
"2013-05-20",25.3406
"2013-05-21",26.6663
"2013-05-22",27.4488
"2013-05-23",27.5387
"2013-05-24",27.8406
"2013-05-25",27.5669
"2013-05-26",28.1052
"2013-05-27",28.0812
"2013-05-28",27.5074
"2013-05-29",27.2683
"2013-05-30",26.778
"2013-05-31",25.4515
"2013-06-01",25.8169
"2013-06-02",26.3438
"2013-06-03",26.5846
"2013-06-04",27.0175
"2013-06-05",26.7391
"2013-06-06",27.2948
"2013-06-07",27.4842
"2013-06-08",24.4035
"2013-06-09",26.6336
"2013-06-10",27.2948
"2013-06-11",26.8534
"2013-06-12",26.1588
"2013-06-13",26.2472
"2013-06-14",27.4463
"2013-06-15",26.5926
"2013-06-16",26.8575
"2013-06-17",25.912
"2013-06-18",26.5243
"2013-06-19",26.7845
"2013-06-20",27.1217
"2013-06-21",27.3819
"2013-06-22",27.1107
"2013-06-23",26.8095
"2013-06-24",27.1717
"2013-06-25",26.0688
"2013-06-26",26.5638
"2013-06-27",27.1424
"2013-06-28",26.3533
"2013-06-29",26.233
"2013-06-30",26.6706
"2013-07-01",26.8705
"2013-07-02",26.4741
"2013-07-03",27.0969
"2013-07-04",27.0145
"2013-07-05",27.0986
"2013-07-06",26.9065
"2013-07-07",26.5477
"2013-07-08",26.8669
"2013-07-09",26.5467
"2013-07-10",26.3053
"2013-07-11",26.9692
"2013-07-12",27.4964
"2013-07-13",27.6784
"2013-07-14",27.496
"2013-07-15",26.8574
"2013-07-16",26.4156
"2013-07-17",26.869
"2013-07-18",26.3468
"2013-07-19",27.143
"2013-07-20",27.2014
"2013-07-21",27.3915
"2013-07-22",26.1229
"2013-07-23",25.5269
"2013-07-24",25.5259
"2013-07-25",25.7621
"2013-07-26",25.4042
"2013-07-27",27.2339
"2013-07-28",27.5238
"2013-07-29",27.482
"2013-07-30",27.7389
"2013-07-31",27.6784
"2013-08-01",27.8155
"2013-08-02",27.0348
"2013-08-03",27.5664
"2013-08-04",26.5406
"2013-08-05",26.6302
"2013-08-06",27.0459
"2013-08-07",27.4195
"2013-08-08",27.1295
"2013-08-09",26.9401
"2013-08-10",26.7118
"2013-08-11",26.8576
"2013-08-12",26.7096
"2013-08-13",26.7529
"2013-08-14",26.7398
"2013-08-15",26.9959
"2013-08-16",26.6767
"2013-08-17",26.7707
"2013-08-18",27.0041
"2013-08-19",26.7071
"2013-08-20",27.0872
"2013-08-21",26.7034
"2013-08-22",27.1542
"2013-08-23",27.391
"2013-08-24",27.35
"2013-08-25",27.4942
"2013-08-26",27.4684
"2013-08-27",27.6125
"2013-08-28",27.2183
"2013-08-29",26.546
"2013-08-30",27.0261
"2013-08-31",26.8075
"2013-09-01",26.1795
"2013-09-02",26.1878
"2013-09-03",26.4825
"2013-09-04",26.5984
"2013-09-05",25.7851
"2013-09-06",25.0524
"2013-09-07",25.4083
"2013-09-08",25.9716
"2013-09-09",26.4434
"2013-09-10",26.0161
"2013-09-11",25.5097
"2013-09-12",25.3862
"2013-09-13",26.5008
"2013-09-14",26.491
"2013-09-15",26.8655
"2013-09-16",26.3987
"2013-09-17",26.2147
"2013-09-18",25.8475
"2013-09-19",27.521
"2013-09-20",27.4311
"2013-09-21",27.648
"2013-09-22",27.1798
"2013-09-23",27.1265
"2013-09-24",27.1192
"2013-09-25",27.1116
"2013-09-26",27.3766
"2013-09-27",27.4539
"2013-09-28",27.3912
"2013-09-29",27.4055
"2013-09-30",27.5051
"2013-10-01",26.9106
"2013-10-02",26.8521
"2013-10-03",26.4442
"2013-10-04",26.3169
"2013-10-05",26.335
"2013-10-06",26.6793
"2013-10-07",27.0957
"2013-10-08",26.8338
"2013-10-09",26.8025
"2013-10-10",26.3968
"2013-10-11",26.9789
"2013-10-12",26.5375
"2013-10-13",26.9333
"2013-10-14",27.6359
"2013-10-15",27.7064
"2013-10-16",27.3347
"2013-10-17",25.4328
"2013-10-18",25.0641
"2013-10-19",24.6872
"2013-10-20",25.4032
"2013-10-21",25.8941
"2013-10-22",26.0334
"2013-10-23",26.5549
"2013-10-24",26.2243
"2013-10-25",25.9249
"2013-10-26",26.4221
"2013-10-27",25.9779
"2013-10-28",26.2563
"2013-10-29",25.6108
"2013-10-30",25.1681
"2013-10-31",24.6882
"2013-11-01",25.6317
"2013-11-02",25.2377
"2013-11-03",25.5493
"2013-11-04",25.5245
"2013-11-05",25.6039
"2013-11-06",25.6858
"2013-11-07",25.0989
"2013-11-08",25.8964
"2013-11-09",26.242
"2013-11-10",26.3229
"2013-11-11",25.8542
"2013-11-12",25.6319
"2013-11-13",25.686
"2013-11-14",25.6537
"2013-11-15",25.7413
"2013-11-16",26.5809
"2013-11-17",25.8331
"2013-11-18",25.6008
"2013-11-19",25.1381
"2013-11-20",24.9351
"2013-11-21",25.5832
"2013-11-22",25.5538
"2013-11-23",24.9847
"2013-11-24",25.0466
"2013-11-25",25.3379
"2013-11-26",25.1485
"2013-11-27",25.1598
"2013-11-28",25.2042
"2013-11-29",25.5445
"2013-11-30",25.1267
"2013-12-01",24.323
"2013-12-02",24.8632
"2013-12-03",24.9148
"2013-12-04",24.5189
"2013-12-05",24.4116
"2013-12-06",25.4291
"2013-12-07",25.5222
"2013-12-08",25.4634
"2013-12-09",25.6476
"2013-12-10",24.9821
"2013-12-11",24.6154
"2013-12-12",25.442
"2013-12-13",25.2462
"2013-12-14",25.0774
"2013-12-15",23.8849
"2013-12-16",24.069
"2013-12-17",24.6006
"2013-12-18",25.5394
"2013-12-19",24.8929
"2013-12-20",25.3252
"2013-12-21",25.0274
"2013-12-22",24.9381
"2013-12-23",25.5423
"2013-12-24",25.4802
"2013-12-25",24.7578
"2013-12-26",24.5019
"2013-12-27",24.7353
"2013-12-28",24.6143
"2013-12-29",25.0011
"2013-12-30",25.0444
"2013-12-31",25.1746
"2014-01-01",25.2423
"2014-01-02",25.1467
"2014-01-03",25.4645
"2014-01-04",25.0817
"2014-01-05",25.4603
"2014-01-06",25.5544
"2014-01-07",25.5434
"2014-01-08",25.8124
"2014-01-09",25.7444
"2014-01-10",25.3858
"2014-01-11",25.7859
"2014-01-12",24.5767
"2014-01-13",26.1136
"2014-01-14",25.7954
"2014-01-15",24.5548
"2014-01-16",24.4747
"2014-01-17",24.9496
"2014-01-18",25.0737
"2014-01-19",24.9175
"2014-01-20",24.9989
"2014-01-21",25.4876
"2014-01-22",25.6856
"2014-01-23",25.6829
"2014-01-24",25.5855
"2014-01-25",25.0744
"2014-01-26",25.3626
"2014-01-27",24.9949
"2014-01-28",24.6226
"2014-01-29",25.2638
"2014-01-30",25.5669
"2014-01-31",25.9949
"2014-02-01",26.2255
"2014-02-02",25.8146
"2014-02-03",25.3856
"2014-02-04",25.2246
"2014-02-05",25.2511
"2014-02-06",24.9036
"2014-02-07",24.7408
"2014-02-08",24.8841
"2014-02-09",25.2733
"2014-02-10",24.9518
"2014-02-11",24.917
"2014-02-12",24.9152
"2014-02-13",25.6598
"2014-02-14",26.4799
"2014-02-15",26.9995
"2014-02-16",27.0854
"2014-02-17",26.9726
"2014-02-18",26.8903
"2014-02-19",27.2497
"2014-02-20",26.1761
"2014-02-21",26.2262
"2014-02-22",26.8303
"2014-02-23",25.8403
"2014-02-24",26.7348
"2014-02-25",26.5764
"2014-02-26",26.3363
"2014-02-27",25.6135
"2014-02-28",26.5935
"2014-03-01",27.249
"2014-03-02",27.3061
"2014-03-03",27.0522
"2014-03-04",27.6269
"2014-03-05",27.7454
"2014-03-06",27.135
"2014-03-07",25.5054
"2014-03-08",26.7402
"2014-03-09",26.9134
"2014-03-10",27.0728
"2014-03-11",26.8433
"2014-03-12",26.8837
"2014-03-13",26.8785
"2014-03-14",26.6853
"2014-03-15",27.0998
"2014-03-16",27.9406
"2014-03-17",27.8293
"2014-03-18",26.6563
"2014-03-19",26.4781
"2014-03-20",27.6002
"2014-03-21",28.15
"2014-03-22",28.2141
"2014-03-23",28.1737
"2014-03-24",28.032
"2014-03-25",28.5064
"2014-03-26",28.8835
"2014-03-27",27.7629
"2014-03-28",27.9577
"2014-03-29",28.3287
"2014-03-30",27.6776
"2014-03-31",27.5929
"2014-04-01",27.9237
"2014-04-02",28.1967
"2014-04-03",27.9705
"2014-04-04",26.8901
"2014-04-05",26.2754
"2014-04-06",26.7302
"2014-04-07",26.6713
"2014-04-08",26.2418
"2014-04-09",27.7141
"2014-04-10",27.2899
"2014-04-11",27.613
"2014-04-12",27.9432
"2014-04-13",27.4907
"2014-04-14",26.7997
"2014-04-15",27.5261
"2014-04-16",26.8791
"2014-04-17",27.0953
"2014-04-18",27.0971
"2014-04-19",27.1008
"2014-04-20",27.7149
"2014-04-21",27.1109
"2014-04-22",26.4484
"2014-04-23",26.9496
"2014-04-24",26.8088
"2014-04-25",27.693
"2014-04-26",28.0102
"2014-04-27",27.0984
"2014-04-28",26.3892
"2014-04-29",25.1026
"2014-04-30",26.259
"2014-05-01",27.0862
"2014-05-02",26.1601
"2014-05-03",25.9744
"2014-05-04",26.1881
"2014-05-05",25.6042
"2014-05-06",25.9476
"2014-05-07",25.9888
"2014-05-08",26.783
"2014-05-09",26.6732
"2014-05-10",26.9142
"2014-05-11",27.4999
"2014-05-12",27.3965
"2014-05-13",27.694
"2014-05-14",27.7573
"2014-05-15",28.1346
"2014-05-16",28.5208
"2014-05-17",27.8775
"2014-05-18",28.2696
"2014-05-19",28.3579
"2014-05-20",27.5671
"2014-05-21",26.9239
"2014-05-22",28.4325
"2014-05-23",28.9589
"2014-05-24",28.4875
"2014-05-25",28.3482
"2014-05-26",28.6146
"2014-05-27",28.0189
"2014-05-28",27.0231
"2014-05-29",27.9152
"2014-05-30",28.0061
"2014-05-31",28.3407
"2014-06-01",28.4933
"2014-06-02",27.0236
"2014-06-03",26.1803
"2014-06-04",28.0068
"2014-06-05",28.4722
"2014-06-06",28.5841
"2014-06-07",29.1971
"2014-06-08",27.8664
"2014-06-09",28.526
"2014-06-10",28.499
"2014-06-11",28.3351
"2014-06-12",27.0687
"2014-06-13",28.2108
"2014-06-14",28.7803
"2014-06-15",28.6973
"2014-06-16",28.6027
"2014-06-17",28.6355
"2014-06-18",28.5981
"2014-06-19",28.1
"2014-06-20",28.3041
"2014-06-21",28.2703
"2014-06-22",28.6363
"2014-06-23",28.5176
"2014-06-24",27.9525
"2014-06-25",27.8051
"2014-06-26",28.0814
"2014-06-27",27.9223
"2014-06-28",27.1402
"2014-06-29",27.1785
"2014-06-30",26.3693
"2014-07-01",26.4094
"2014-07-02",27.4852
"2014-07-03",28.2469
"2014-07-04",28.2588
"2014-07-05",27.6963
"2014-07-06",27.4638
"2014-07-07",27.6654
"2014-07-08",27.7782
"2014-07-09",27.3939
"2014-07-10",26.3119
"2014-07-11",27.9662
"2014-07-12",28.0222
"2014-07-13",28.3098
"2014-07-14",27.3661
"2014-07-15",27.8547
"2014-07-16",27.9483
"2014-07-17",28.0237
"2014-07-18",28.0909
"2014-07-19",27.9197
"2014-07-20",28.0016
"2014-07-21",28.4698
"2014-07-22",27.9907
"2014-07-23",28.1354
"2014-07-24",27.8617
"2014-07-25",28.7246
"2014-07-26",28.1981
"2014-07-27",26.9731
"2014-07-28",27.5449
"2014-07-29",27.8207
"2014-07-30",27.6627
"2014-07-31",27.7117
"2014-08-01",26.9801
"2014-08-02",27.3898
"2014-08-03",27.3109
"2014-08-04",27.3787
"2014-08-05",26.9601
"2014-08-06",27.4784
"2014-08-07",27.9785
"2014-08-08",26.4378
"2014-08-09",27.3105
"2014-08-10",26.9702
"2014-08-11",26.3068
"2014-08-12",26.6945
"2014-08-13",26.5399
"2014-08-14",26.8195
"2014-08-15",26.7309
"2014-08-16",26.8351
"2014-08-17",26.1606
"2014-08-18",26.106
"2014-08-19",26.6215
"2014-08-20",27.2378
"2014-08-21",26.1552
"2014-08-22",24.9398
"2014-08-23",25.7166
"2014-08-24",26.8891
"2014-08-25",27.1607
"2014-08-26",27.3753
"2014-08-27",27.5416
"2014-08-28",27.8758
"2014-08-29",27.774
"2014-08-30",27.6467
"2014-08-31",28.2005
"2014-09-01",27.3463
"2014-09-02",26.479
"2014-09-03",26.205
"2014-09-04",26.7873
"2014-09-05",26.5444
"2014-09-06",26.9673
"2014-09-07",26.5786
"2014-09-08",27.0729
"2014-09-09",27.1374
"2014-09-10",26.3155
"2014-09-11",27.2061
"2014-09-12",26.8478
"2014-09-13",26.9323
"2014-09-14",26.6171
"2014-09-15",26.877
"2014-09-16",27.0488
"2014-09-17",27.081
"2014-09-18",27.1096
"2014-09-19",27.4509
"2014-09-20",27.7552
"2014-09-21",27.9509
"2014-09-22",28.0631
"2014-09-23",27.4043
"2014-09-24",26.6554
"2014-09-25",25.6066
"2014-09-26",25.7049
"2014-09-27",26.3651
"2014-09-28",26.5138
"2014-09-29",26.4909
"2014-09-30",26.15
"2014-10-01",25.5417
"2014-10-02",25.0379
"2014-10-03",25.728
"2014-10-04",26.2175
"2014-10-05",26.8438
"2014-10-06",26.7084
"2014-10-07",25.9212
"2014-10-08",26.0754
"2014-10-09",26.2599
"2014-10-10",26.4757
"2014-10-11",27.0611
"2014-10-12",26.7039
"2014-10-13",26.677
"2014-10-14",26.4758
"2014-10-15",25.6918
"2014-10-16",25.1696
"2014-10-17",24.9512
"2014-10-18",24.45
"2014-10-19",25.6883
"2014-10-20",25.6915
"2014-10-21",25.2079
"2014-10-22",25.7334
"2014-10-23",25.7253
"2014-10-24",25.4723
"2014-10-25",25.6551
"2014-10-26",25.8104
"2014-10-27",25.1013
"2014-10-28",25.2974
"2014-10-29",24.9232
"2014-10-30",24.5402
"2014-10-31",24.9608
"2014-11-01",25.684
"2014-11-02",25.0724
"2014-11-03",24.8343
"2014-11-04",24.3919
"2014-11-05",25.5434
"2014-11-06",25.8952
"2014-11-07",25.6535
"2014-11-08",25.7978
"2014-11-09",25.7952
"2014-11-10",25.6746
"2014-11-11",25.2544
"2014-11-12",25.1834
"2014-11-13",25.0515
"2014-11-14",25.0128
"2014-11-15",25.3752
"2014-11-16",24.8574
"2014-11-17",24.9517
"2014-11-18",25.1344
"2014-11-19",24.2175
"2014-11-20",24.7932
"2014-11-21",24.8279
"2014-11-22",24.4427
"2014-11-23",24.3216
"2014-11-24",24.1448
"2014-11-25",23.6659
"2014-11-26",23.7311
"2014-11-27",24.5888
"2014-11-28",25.3605
"2014-11-29",25.1938
"2014-11-30",25.547
"2014-12-01",25.6201
"2014-12-02",25.3244
"2014-12-03",24.9902
"2014-12-04",25.0201
"2014-12-05",24.7209
"2014-12-06",25.0761
"2014-12-07",25.7586
"2014-12-08",25.0226
"2014-12-09",25.4238
"2014-12-10",24.7567
"2014-12-11",25.2548
"2014-12-12",24.9808
"2014-12-13",25.3937
"2014-12-14",25.9459
"2014-12-15",25.7595
"2014-12-16",25.8025
"2014-12-17",24.5934
"2014-12-18",24.8787
"2014-12-19",24.4835
"2014-12-20",23.4956
"2014-12-21",25.22
"2014-12-22",23.966
"2014-12-23",23.8162
"2014-12-24",23.8088
"2014-12-25",23.2023
"2014-12-26",23.481
"2014-12-27",24.2796
"2014-12-28",23.9285
"2014-12-29",25.1808
"2014-12-30",24.7856
"2014-12-31",25.7796
"2015-01-01",25.6931
"2015-01-02",25.2582
"2015-01-03",25.8459
"2015-01-04",25.8873
"2015-01-05",25.7973
"2015-01-06",24.5068
"2015-01-07",24.8869
"2015-01-08",25.0593
"2015-01-09",24.9789
"2015-01-10",24.4915
"2015-01-11",24.3128
"2015-01-12",24.1549
"2015-01-13",24.3339
"2015-01-14",24.6884
"2015-01-15",24.8564
"2015-01-16",25.4754
"2015-01-17",25.3553
"2015-01-18",25.4545
"2015-01-19",25.2531
"2015-01-20",25.0732
"2015-01-21",24.5945
"2015-01-22",24.4177
"2015-01-23",25.1014
"2015-01-24",24.9081
"2015-01-25",24.3572
"2015-01-26",24.9704
"2015-01-27",25.3536
"2015-01-28",25.3307
"2015-01-29",24.8822
"2015-01-30",24.7923
"2015-01-31",25.5236
"2015-02-01",26.0185
"2015-02-02",25.5266
"2015-02-03",24.5857
"2015-02-04",25.4104
"2015-02-05",25.6306
"2015-02-06",25.2648
"2015-02-07",25.6746
"2015-02-08",25.9652
"2015-02-09",25.0039
"2015-02-10",24.6932
"2015-02-11",25.168
"2015-02-12",25.4714
"2015-02-13",24.9784
"2015-02-14",25.229
"2015-02-15",24.3639
"2015-02-16",23.8606
"2015-02-17",23.5412
"2015-02-18",23.9519
"2015-02-19",24.2257
"2015-02-20",24.7339
"2015-02-21",25.62
"2015-02-22",25.3831
"2015-02-23",25.1086
"2015-02-24",25.6415
"2015-02-25",26.6646
"2015-02-26",25.9033
"2015-02-27",25.0705
"2015-02-28",25.0832
"2015-03-01",25.4953
"2015-03-02",26.0272
"2015-03-03",26.2069
"2015-03-04",25.0926
"2015-03-05",26.173
"2015-03-06",26.4989
"2015-03-07",26.2617
"2015-03-08",26.2335
"2015-03-09",25.8287
"2015-03-10",25.712
"2015-03-11",26.1797
"2015-03-12",26.3425
"2015-03-13",24.4817
"2015-03-14",24.2214
"2015-03-15",25.8956
"2015-03-16",26.4121
"2015-03-17",26.2558
"2015-03-18",25.6208
"2015-03-19",25.4779
"2015-03-20",26.0963
"2015-03-21",26.4328
"2015-03-22",26.6731
"2015-03-23",26.6781
"2015-03-24",26.3066
"2015-03-25",26.416
"2015-03-26",26.2645
"2015-03-27",26.0641
"2015-03-28",26.2493
"2015-03-29",26.6563
"2015-03-30",26.6215
"2015-03-31",26.2073
"2015-04-01",25.4088
"2015-04-02",26.2347
"2015-04-03",26.5138
"2015-04-04",27.2835
"2015-04-05",27.7448
"2015-04-06",26.8316
"2015-04-07",26.116
"2015-04-08",25.7857
"2015-04-09",26.8448
"2015-04-10",26.2218
"2015-04-11",26.0766
"2015-04-12",25.9377
"2015-04-13",24.1699
"2015-04-14",26.3264
"2015-04-15",25.9882
"2015-04-16",26.2892
"2015-04-17",26.4406
"2015-04-18",26.4427
"2015-04-19",26.5629
"2015-04-20",25.5004
"2015-04-21",24.8507
"2015-04-22",27.1448
"2015-04-23",26.7635
"2015-04-24",26.7728
"2015-04-25",25.9163
"2015-04-26",26.3051
"2015-04-27",26.705
"2015-04-28",26.8028
"2015-04-29",25.4205
"2015-04-30",25.6714
"2015-05-01",26.6464
"2015-05-02",27.6465
"2015-05-03",27.0459
"2015-05-04",26.3807
"2015-05-05",26.4671
"2015-05-06",26.3414
"2015-05-07",26.4498
"2015-05-08",26.9161
"2015-05-09",25.8319
"2015-05-10",26.1633
"2015-05-11",26.5156
"2015-05-12",27.0953
"2015-05-13",27.2927
"2015-05-14",27.1419
"2015-05-15",27.4154
"2015-05-16",27.1168
"2015-05-17",26.7107
"2015-05-18",26.6245
"2015-05-19",26.7832
"2015-05-20",27.2299
"2015-05-21",27.3325
"2015-05-22",27.7525
"2015-05-23",27.1587
"2015-05-24",27.887
"2015-05-25",28.2342
"2015-05-26",28.304
"2015-05-27",28.4345
"2015-05-28",28.4312
"2015-05-29",28.1783
"2015-05-30",27.8083
"2015-05-31",27.2895
"2015-06-01",27.1664
"2015-06-02",27.926
"2015-06-03",28.646
"2015-06-04",26.8161
"2015-06-05",25.981
"2015-06-06",27.5223
"2015-06-07",27.8373
"2015-06-08",27.4855
"2015-06-09",27.7585
"2015-06-10",28.0892
"2015-06-11",27.6685
"2015-06-12",27.4106
"2015-06-13",27.91
"2015-06-14",28.5265
"2015-06-15",27.5286
"2015-06-16",27.1093
"2015-06-17",27.2488
"2015-06-18",27.2772
"2015-06-19",27.8437
"2015-06-20",28.3118
"2015-06-21",27.736
"2015-06-22",28.2502
"2015-06-23",28.4496
"2015-06-24",28.0638
"2015-06-25",28.6388
"2015-06-26",28.3523
"2015-06-27",27.3669
"2015-06-28",26.6529
"2015-06-29",26.4904
"2015-06-30",27.2929
"2015-07-01",27.7169
"2015-07-02",28.1222
"2015-07-03",28.2957
"2015-07-04",27.9641
"2015-07-05",27.8186
"2015-07-06",28.2467
"2015-07-07",28.3509
"2015-07-08",28.0934
"2015-07-09",28.5006
"2015-07-10",27.8526
"2015-07-11",27.4637
"2015-07-12",28.3333
"2015-07-13",28.6894
"2015-07-14",28.1193
"2015-07-15",27.7022
"2015-07-16",27.5987
"2015-07-17",26.9503
"2015-07-18",27.4148
"2015-07-19",27.7809
"2015-07-20",27.9001
"2015-07-21",27.188
"2015-07-22",27.0696
"2015-07-23",26.9833
"2015-07-24",27.9039
"2015-07-25",27.1428
"2015-07-26",27.038
"2015-07-27",27.6579
"2015-07-28",27.7084
"2015-07-29",27.7959
"2015-07-30",27.6273
"2015-07-31",27.4326
"2015-08-01",27.5854
"2015-08-02",27.9336
"2015-08-03",27.0698
"2015-08-04",26.8273
"2015-08-05",26.8423
"2015-08-06",27.9729
"2015-08-07",28.0812
"2015-08-08",27.9132
"2015-08-09",27.6821
"2015-08-10",27.5732
"2015-08-11",27.8992
"2015-08-12",28.1207
"2015-08-13",28.8556
"2015-08-14",28.741
"2015-08-15",27.5432
"2015-08-16",26.2591
"2015-08-17",26.3917
"2015-08-18",26.0497
"2015-08-19",27.5566
"2015-08-20",27.447
"2015-08-21",27.836
"2015-08-22",28.1303
"2015-08-23",28.0444
"2015-08-24",27.3945
"2015-08-25",27.0578
"2015-08-26",27.3427
"2015-08-27",26.8035
"2015-08-28",25.9309
"2015-08-29",27.2348
"2015-08-30",26.9745
"2015-08-31",27.4562
"2015-09-01",27.4317
"2015-09-02",27.7397
"2015-09-03",26.2808
"2015-09-04",26.4043
"2015-09-05",26.3165
"2015-09-06",27.1385
"2015-09-07",25.8845
"2015-09-08",26.5425
"2015-09-09",27.5313
"2015-09-10",26.656
"2015-09-11",26.4755
"2015-09-12",27.6652
"2015-09-13",27.684
"2015-09-14",27.4875
"2015-09-15",27.0775
"2015-09-16",27.2039
"2015-09-17",27.5476
"2015-09-18",27.372
"2015-09-19",27.4575
"2015-09-20",27.7834
"2015-09-21",27.587
"2015-09-22",28.239
"2015-09-23",27.4608
"2015-09-24",26.0931
"2015-09-25",25.9513
"2015-09-26",25.1057
"2015-09-27",25.6944
"2015-09-28",25.8995
"2015-09-29",24.8246
"2015-09-30",24.7759
"2015-10-01",26.6213
"2015-10-02",26.3961
"2015-10-03",27.0884
"2015-10-04",26.9384
"2015-10-05",26.007
"2015-10-06",27.1852
"2015-10-07",27.0732
"2015-10-08",27.2564
"2015-10-09",25.9365
"2015-10-10",26.9738
"2015-10-11",27.4282
"2015-10-12",26.7712
"2015-10-13",26.2213
"2015-10-14",26.2149
"2015-10-15",26.0488
"2015-10-16",25.8368
"2015-10-17",25.6755
"2015-10-18",25.6545
"2015-10-19",26.1066
"2015-10-20",25.6363
"2015-10-21",25.7908
"2015-10-22",26.3951
"2015-10-23",26.0664
"2015-10-24",24.9137
"2015-10-25",24.0528
"2015-10-26",25.0301
"2015-10-27",24.8965
"2015-10-28",25.1811
"2015-10-29",25.3283
"2015-10-30",25.5646
"2015-10-31",25.6477
"2015-11-01",25.3205
"2015-11-02",25.2309
"2015-11-03",25.477
