,"(deg C) Mean Temperature (ERA5) at Vavuniya, 2007-01-01 to 2025-12-31"
"2010-04-05",28.2295
"2010-04-06",28.9052
"2010-04-07",28.6298
"2010-04-08",29.3776
"2010-04-09",30.1524
"2010-04-10",30.6918
"2010-04-11",31.431
"2010-04-12",31.454
"2010-04-13",31.2739
"2010-04-14",30.025
"2010-04-15",31.4217
"2010-04-16",28.7684
"2010-04-17",27.6553
"2010-04-18",28.8927
"2010-04-19",29.6645
"2010-04-20",30.5883
"2010-04-21",30.6819
"2010-04-22",30.3197
"2010-04-23",28.9695
"2010-04-24",28.1661
"2010-04-25",29.6721
"2010-04-26",28.1132
"2010-04-27",28.5867
"2010-04-28",28.7859
"2010-04-29",29.1142
"2010-04-30",27.7925
"2010-05-01",27.9044
"2010-05-02",29.8661
"2010-05-03",28.7396
"2010-05-04",29.4563
"2010-05-05",29.3281
"2010-05-06",29.9677
"2010-05-07",29.2656
"2010-05-08",29.0529
"2010-05-09",28.8618
"2010-05-10",29.9577
"2010-05-11",30.3563
"2010-05-12",30.4774
"2010-05-13",30.8031
"2010-05-14",29.9534
"2010-05-15",30.52
"2010-05-16",30.2761
"2010-05-17",29.8652
"2010-05-18",28.8914
"2010-05-19",29.1752
"2010-05-20",28.414
"2010-05-21",28.2424
"2010-05-22",29.6149
"2010-05-23",29.5017
"2010-05-24",29.6708
"2010-05-25",30.0838
"2010-05-26",30.6386
"2010-05-27",30.4364
"2010-05-28",30.1454
"2010-05-29",30.3795
"2010-05-30",30.4317
"2010-05-31",30.4006
"2010-06-01",31.3291
"2010-06-02",31.3346
"2010-06-03",31.3522
"2010-06-04",31.0493
"2010-06-05",30.6922
"2010-06-06",29.7352
"2010-06-07",28.8112
"2010-06-08",29.175
"2010-06-09",29.7104
"2010-06-10",29.694
"2010-06-11",29.6151
"2010-06-12",29.5082
"2010-06-13",28.2632
"2010-06-14",29.6833
"2010-06-15",30.4077
"2010-06-16",30.0531
"2010-06-17",29.7771
"2010-06-18",29.4919
"2010-06-19",30.3153
"2010-06-20",29.7599
"2010-06-21",30.1235
"2010-06-22",30.3361
"2010-06-23",29.6496
"2010-06-24",30.1631
"2010-06-25",30.7998
"2010-06-26",30.61
"2010-06-27",30.9753
"2010-06-28",29.9366
"2010-06-29",30.0311
"2010-06-30",29.5331
"2010-07-01",29.2334
"2010-07-02",29.8523
"2010-07-03",30.2859
"2010-07-04",30.0862
"2010-07-05",29.759
"2010-07-06",29.0786
"2010-07-07",29.7486
"2010-07-08",28.4441
"2010-07-09",28.4247
"2010-07-10",28.9755
"2010-07-11",29.3379
"2010-07-12",29.0204
"2010-07-13",29.0704
"2010-07-14",28.7421
"2010-07-15",29.3731
"2010-07-16",29.4303
"2010-07-17",29.6293
"2010-07-18",29.3905
"2010-07-19",28.9529
"2010-07-20",29.0628
"2010-07-21",29.2256
"2010-07-22",29.4738
"2010-07-23",29.5451
"2010-07-24",30.1434
"2010-07-25",29.8805
"2010-07-26",30.0072
"2010-07-27",29.6774
"2010-07-28",29.6584
"2010-07-29",29.1192
"2010-07-30",28.8859
"2010-07-31",29.7084
"2010-08-01",30.5868
"2010-08-02",29.9314
"2010-08-03",29.3697
"2010-08-04",29.0362
"2010-08-05",29.6308
"2010-08-06",30.2159
"2010-08-07",30.2018
"2010-08-08",29.7545
"2010-08-09",30.0188
"2010-08-10",31.0625
"2010-08-11",30.5578
"2010-08-12",29.6843
"2010-08-13",29.9682
"2010-08-14",29.796
"2010-08-15",28.1683
"2010-08-16",27.7089
"2010-08-17",29.0539
"2010-08-18",29.2491
"2010-08-19",28.8241
"2010-08-20",26.9162
"2010-08-21",24.5147
"2010-08-22",27.3482
"2010-08-23",27.4322
"2010-08-24",27.5586
"2010-08-25",28.3611
"2010-08-26",27.8372
"2010-08-27",28.3227
"2010-08-28",28.2252
"2010-08-29",27.5577
"2010-08-30",27.31
"2010-08-31",28.3079
"2010-09-01",28.9018
"2010-09-02",29.5588
"2010-09-03",29.0656
"2010-09-04",28.8146
"2010-09-05",28.8201
"2010-09-06",29.1791
"2010-09-07",29.3267
"2010-09-08",29.2199
"2010-09-09",29.5081
"2010-09-10",28.6417
"2010-09-11",27.022
"2010-09-12",27.7281
"2010-09-13",28.2011
"2010-09-14",27.6299
"2010-09-15",28.8238
"2010-09-16",29.085
"2010-09-17",29.4578
"2010-09-18",28.8397
"2010-09-19",28.928
"2010-09-20",28.1942
"2010-09-21",27.024
"2010-09-22",27.8715
"2010-09-23",27.7191
"2010-09-24",27.0951
"2010-09-25",28.2201
"2010-09-26",27.3521
"2010-09-27",27.2957
"2010-09-28",26.2418
"2010-09-29",26.0166
"2010-09-30",25.8226
"2010-10-01",26.3863
"2010-10-02",26.2353
"2010-10-03",26.6023
"2010-10-04",28.127
"2010-10-05",28.0532
"2010-10-06",28.1748
"2010-10-07",28.2314
"2010-10-08",27.9683
"2010-10-09",27.9624
"2010-10-10",27.975
"2010-10-11",28.2405
"2010-10-12",28.0667
"2010-10-13",27.9456
"2010-10-14",28.114
"2010-10-15",28.3772
"2010-10-16",28.5115
"2010-10-17",28.3546
"2010-10-18",28.1081
"2010-10-19",28.497
"2010-10-20",28.0089
"2010-10-21",27.8237
"2010-10-22",28.2669
"2010-10-23",28.3365
"2010-10-24",28.7055
"2010-10-25",28.8864
"2010-10-26",28.7225
"2010-10-27",27.6707
"2010-10-28",25.8216
"2010-10-29",25.8727
"2010-10-30",26.507
"2010-10-31",26.8176
"2010-11-01",27.2799
"2010-11-02",27.2287
"2010-11-03",27.8103
"2010-11-04",26.1482
"2010-11-05",25.8782
"2010-11-06",25.3533
"2010-11-07",26.9771
"2010-11-08",27.4244
"2010-11-09",26.9116
"2010-11-10",26.5024
"2010-11-11",25.7611
"2010-11-12",27.1247
"2010-11-13",27.1988
"2010-11-14",27.481
"2010-11-15",26.7846
"2010-11-16",26.0138
"2010-11-17",25.8657
"2010-11-18",26.426
"2010-11-19",25.9741
"2010-11-20",25.5189
"2010-11-21",24.9237
"2010-11-22",26.0789
"2010-11-23",25.461
"2010-11-24",24.9047
"2010-11-25",24.8545
"2010-11-26",24.9228
"2010-11-27",25.6171
"2010-11-28",25.2567
"2010-11-29",26.1679
"2010-11-30",25.0335
"2010-12-01",24.6329
"2010-12-02",24.7158
"2010-12-03",24.2323
"2010-12-04",24.6277
"2010-12-05",23.0963
"2010-12-06",23.6052
"2010-12-07",24.8261
"2010-12-08",24.9652
"2010-12-09",25.7307
"2010-12-10",26.8825
"2010-12-11",26.9944
"2010-12-12",26.126
"2010-12-13",26.4351
"2010-12-14",26.2354
"2010-12-15",25.8071
"2010-12-16",25.7099
"2010-12-17",25.7113
"2010-12-18",25.4896
"2010-12-19",25.2505
"2010-12-20",25.328
"2010-12-21",24.6911
"2010-12-22",24.5341
"2010-12-23",24.8992
"2010-12-24",24.0213
"2010-12-25",24.5087
"2010-12-26",24.3912
"2010-12-27",23.9773
"2010-12-28",23.9139
"2010-12-29",24.5496
"2010-12-30",24.1647
"2010-12-31",24.0637
"2011-01-01",24.721
"2011-01-02",25.2863
"2011-01-03",24.9824
"2011-01-04",24.6757
"2011-01-05",23.6107
"2011-01-06",24.7369
"2011-01-07",24.8149
"2011-01-08",25.1849
"2011-01-09",23.9475
"2011-01-10",24.3215
"2011-01-11",24.551
"2011-01-12",23.5218
"2011-01-13",22.4872
"2011-01-14",23.5161
"2011-01-15",24.954
"2011-01-16",24.8657
"2011-01-17",25.4729
"2011-01-18",24.589
"2011-01-19",23.7651
"2011-01-20",23.9336
"2011-01-21",24.7121
"2011-01-22",24.5985
"2011-01-23",24.5881
"2011-01-24",24.8274
"2011-01-25",25.3887
"2011-01-26",24.8288
"2011-01-27",25.2742
"2011-01-28",25.1431
"2011-01-29",24.9138
"2011-01-30",24.8285
"2011-01-31",24.3561
"2011-02-01",24.162
"2011-02-02",23.1628
"2011-02-03",23.3779
"2011-02-04",23.5056
"2011-02-05",24.1055
"2011-02-06",24.8336
"2011-02-07",24.0677
"2011-02-08",25.189
"2011-02-09",24.6872
"2011-02-10",24.3086
"2011-02-11",24.8355
"2011-02-12",24.7143
"2011-02-13",24.5237
"2011-02-14",25.2752
"2011-02-15",25.4908
"2011-02-16",26.2086
"2011-02-17",26.2697
"2011-02-18",26.53
"2011-02-19",27.3281
"2011-02-20",27.3641
"2011-02-21",26.5565
"2011-02-22",26.4967
"2011-02-23",26.5713
"2011-02-24",26.0791
"2011-02-25",25.4028
"2011-02-26",25.183
"2011-02-27",25.8533
"2011-02-28",25.9315
"2011-03-01",26.0646
"2011-03-02",26.1785
"2011-03-03",26.1375
"2011-03-04",26.2513
"2011-03-05",26.2905
"2011-03-06",26.6473
"2011-03-07",25.9689
"2011-03-08",26.3406
"2011-03-09",26.5426
"2011-03-10",26.2507
"2011-03-11",26.6705
"2011-03-12",27.1467
"2011-03-13",27.2359
"2011-03-14",26.7984
"2011-03-15",27.2425
"2011-03-16",27.3561
"2011-03-17",26.9562
"2011-03-18",26.8563
"2011-03-19",27.7913
"2011-03-20",27.8911
"2011-03-21",27.5923
"2011-03-22",27.8294
"2011-03-23",28.5324
"2011-03-24",28.3737
"2011-03-25",28.3802
"2011-03-26",28.5566
"2011-03-27",28.9507
"2011-03-28",28.8466
"2011-03-29",28.9481
"2011-03-30",28.5744
"2011-03-31",28.6717
"2011-04-01",29.1264
"2011-04-02",29.6728
"2011-04-03",28.7999
"2011-04-04",29.0178
"2011-04-05",29.3977
"2011-04-06",28.7525
"2011-04-07",28.3845
"2011-04-08",28.2252
"2011-04-09",28.5396
"2011-04-10",27.9777
"2011-04-11",28.4074
"2011-04-12",27.1375
"2011-04-13",27.8146
"2011-04-14",27.1076
"2011-04-15",28.8716
"2011-04-16",28.1218
"2011-04-17",26.9853
"2011-04-18",26.9664
"2011-04-19",27.2299
"2011-04-20",27.0313
"2011-04-21",26.7258
"2011-04-22",26.6918
"2011-04-23",25.715
"2011-04-24",27.496
"2011-04-25",26.5525
"2011-04-26",27.0186
"2011-04-27",27.3656
"2011-04-28",27.3445
"2011-04-29",29.5737
"2011-04-30",29.2734
"2011-05-01",29.0978
"2011-05-02",28.529
"2011-05-03",29.334
"2011-05-04",29.4421
"2011-05-05",29.9407
"2011-05-06",30.0335
"2011-05-07",29.9811
"2011-05-08",29.5482
"2011-05-09",29.0649
"2011-05-10",29.2121
"2011-05-11",29.224
"2011-05-12",29.2358
"2011-05-13",28.7154
"2011-05-14",28.9444
"2011-05-15",29.5082
"2011-05-16",29.8703
"2011-05-17",28.6014
"2011-05-18",29.0058
"2011-05-19",29.5007
"2011-05-20",29.719
"2011-05-21",29.6242
"2011-05-22",29.6717
"2011-05-23",30.263
"2011-05-24",30.4422
"2011-05-25",30.5026
"2011-05-26",30.1449
"2011-05-27",29.9788
"2011-05-28",30.0326
"2011-05-29",30.0922
"2011-05-30",29.6845
"2011-05-31",29.4724
"2011-06-01",28.6116
"2011-06-02",28.7921
"2011-06-03",29.6645
"2011-06-04",29.8989
"2011-06-05",30.3092
"2011-06-06",29.6435
"2011-06-07",29.7864
"2011-06-08",30.2194
"2011-06-09",29.7512
"2011-06-10",30.1098
"2011-06-11",29.9202
"2011-06-12",29.5966
"2011-06-13",30.0716
"2011-06-14",29.4528
"2011-06-15",30.2161
"2011-06-16",30.4275
"2011-06-17",30.59
"2011-06-18",30.2366
"2011-06-19",30.0458
"2011-06-20",30.2707
"2011-06-21",30.5066
"2011-06-22",29.9033
"2011-06-23",30.1018
"2011-06-24",30.5418
"2011-06-25",30.1695
"2011-06-26",30.4446
"2011-06-27",30.5381
"2011-06-28",30.2464
"2011-06-29",30.113
"2011-06-30",29.9149
"2011-07-01",29.8215
"2011-07-02",30.0014
"2011-07-03",29.5538
"2011-07-04",30.2264
"2011-07-05",28.0197
"2011-07-06",29.0401
"2011-07-07",29.4888
"2011-07-08",29.8921
"2011-07-09",28.7266
"2011-07-10",29.1607
"2011-07-11",29.2039
"2011-07-12",28.8757
"2011-07-13",29.0371
"2011-07-14",29.5803
"2011-07-15",29.3274
"2011-07-16",27.7496
"2011-07-17",29.104
"2011-07-18",29.1001
"2011-07-19",29.8101
"2011-07-20",29.6988
"2011-07-21",29.384
"2011-07-22",29.6424
"2011-07-23",29.5322
"2011-07-24",30.0467
"2011-07-25",28.7397
"2011-07-26",29.5492
"2011-07-27",29.5237
"2011-07-28",29.511
"2011-07-29",28.9001
"2011-07-30",29.4881
"2011-07-31",29.6313
"2011-08-01",29.8694
"2011-08-02",29.8373
"2011-08-03",28.8713
"2011-08-04",29.5126
"2011-08-05",29.0711
"2011-08-06",29.2405
"2011-08-07",29.9831
"2011-08-08",29.5586
"2011-08-09",29.6944
"2011-08-10",29.7813
"2011-08-11",29.9578
"2011-08-12",28.8635
"2011-08-13",29.4212
"2011-08-14",28.9122
"2011-08-15",28.2891
"2011-08-16",28.1157
"2011-08-17",27.2337
"2011-08-18",28.7034
"2011-08-19",29.1214
"2011-08-20",29.3923
"2011-08-21",29.2289
"2011-08-22",28.3942
"2011-08-23",28.9146
"2011-08-24",28.2103
"2011-08-25",28.7723
"2011-08-26",28.8895
"2011-08-27",29.1042
"2011-08-28",29.3969
"2011-08-29",29.4232
"2011-08-30",29.3727
"2011-08-31",29.305
"2011-09-01",29.6402
"2011-09-02",29.2003
"2011-09-03",29.4464
"2011-09-04",29.7489
"2011-09-05",29.3143
"2011-09-06",29.4718
"2011-09-07",29.8862
"2011-09-08",29.9212
"2011-09-09",29.8038
"2011-09-10",28.3209
"2011-09-11",28.8511
"2011-09-12",27.8065
"2011-09-13",28.72
"2011-09-14",29.0739
"2011-09-15",29.3651
"2011-09-16",29.326
"2011-09-17",29.344
"2011-09-18",29.2826
"2011-09-19",29.5124
"2011-09-20",29.3192
"2011-09-21",29.0971
"2011-09-22",29.9514
"2011-09-23",30.0128
"2011-09-24",29.6864
"2011-09-25",29.8187
"2011-09-26",29.6201
"2011-09-27",29.7324
"2011-09-28",29.7139
"2011-09-29",29.0628
"2011-09-30",29.0593
"2011-10-01",29.1783
"2011-10-02",29.3612
"2011-10-03",30.0175
"2011-10-04",29.1078
"2011-10-05",29.2834
"2011-10-06",29.4956
"2011-10-07",28.7982
"2011-10-08",29.4256
"2011-10-09",29.4753
"2011-10-10",29.0847
"2011-10-11",27.4011
"2011-10-12",27.3636
"2011-10-13",27.871
"2011-10-14",27.807
"2011-10-15",28.2021
"2011-10-16",27.8707
"2011-10-17",27.9894
"2011-10-18",27.9929
"2011-10-19",28.2584
"2011-10-20",27.7124
"2011-10-21",28.2563
"2011-10-22",27.2053
"2011-10-23",26.2689
"2011-10-24",25.9905
"2011-10-25",25.4748
"2011-10-26",25.6925
"2011-10-27",26.1899
"2011-10-28",25.6053
"2011-10-29",25.3821
"2011-10-30",25.8377
"2011-10-31",25.6874
"2011-11-01",25.7559
"2011-11-02",26.0685
"2011-11-03",25.7582
"2011-11-04",26.89
"2011-11-05",27.1261
"2011-11-06",26.5813
"2011-11-07",26.1141
"2011-11-08",26.0874
"2011-11-09",25.4987
"2011-11-10",25.5611
"2011-11-11",26.19
"2011-11-12",26.4667
"2011-11-13",26.8693
"2011-11-14",26.7929
"2011-11-15",26.7101
"2011-11-16",25.5543
"2011-11-17",26.7557
"2011-11-18",25.9842
"2011-11-19",26.0824
"2011-11-20",24.926
"2011-11-21",25.0409
"2011-11-22",26.0803
"2011-11-23",25.0968
"2011-11-24",24.8
"2011-11-25",24.7467
"2011-11-26",25.6443
"2011-11-27",25.8592
"2011-11-28",25.9348
"2011-11-29",26.6652
"2011-11-30",26.1214
"2011-12-01",26.0092
"2011-12-02",26.2081
"2011-12-03",25.8732
"2011-12-04",25.5549
"2011-12-05",26.0641
"2011-12-06",26.1291
"2011-12-07",25.4701
"2011-12-08",25.4586
"2011-12-09",26.6263
"2011-12-10",26.736
"2011-12-11",25.762
"2011-12-12",25.4454
"2011-12-13",25.3009
"2011-12-14",25.9973
"2011-12-15",25.4307
"2011-12-16",25.883
"2011-12-17",25.7709
"2011-12-18",25.1345
"2011-12-19",24.83
"2011-12-20",24.4358
"2011-12-21",25.1379
"2011-12-22",25.1386
"2011-12-23",24.3708
"2011-12-24",25.347
"2011-12-25",25.031
"2011-12-26",24.0317
"2011-12-27",22.8119
"2011-12-28",23.4895
"2011-12-29",25.2051
"2011-12-30",25.6359
"2011-12-31",25.1435
"2012-01-01",25.4434
"2012-01-02",25.9791
"2012-01-03",26.6055
"2012-01-04",26.3585
"2012-01-05",26.2087
"2012-01-06",26.3238
"2012-01-07",25.5066
"2012-01-08",25.8907
"2012-01-09",26.1332
"2012-01-10",25.7462
"2012-01-11",25.2943
"2012-01-12",25.2203
"2012-01-13",25.3824
"2012-01-14",24.5389
"2012-01-15",23.7469
"2012-01-16",23.4991
"2012-01-17",23.4603
"2012-01-18",23.9866
"2012-01-19",24.2698
"2012-01-20",24.45
"2012-01-21",24.5698
"2012-01-22",24.2313
"2012-01-23",24.4994
"2012-01-24",24.0938
"2012-01-25",24.035
"2012-01-26",24.856
"2012-01-27",25.4026
"2012-01-28",25.2972
"2012-01-29",24.5766
"2012-01-30",24.3988
"2012-01-31",24.6574
"2012-02-01",25.1281
"2012-02-02",25.3481
"2012-02-03",26.1304
"2012-02-04",26.003
"2012-02-05",26.1136
"2012-02-06",25.6684
"2012-02-07",25.8332
"2012-02-08",25.0173
"2012-02-09",26.3645
"2012-02-10",26.7887
"2012-02-11",25.9908
"2012-02-12",26.1413
"2012-02-13",26.335
"2012-02-14",26.3799
"2012-02-15",26.4219
"2012-02-16",26.9612
"2012-02-17",26.326
"2012-02-18",25.7704
"2012-02-19",26.1345
"2012-02-20",25.9117
"2012-02-21",25.8355
"2012-02-22",24.9924
"2012-02-23",25.0432
"2012-02-24",26.1821
"2012-02-25",26.2363
"2012-02-26",26.563
"2012-02-27",27.2268
"2012-02-28",27.02
"2012-02-29",27.9713
"2012-03-01",28.7888
"2012-03-02",29.0832
"2012-03-03",28.5388
"2012-03-04",28.5286
"2012-03-05",28.3257
"2012-03-06",27.2055
"2012-03-07",27.2475
"2012-03-08",28.4458
"2012-03-09",28.7517
"2012-03-10",28.0561
"2012-03-11",26.7389
"2012-03-12",26.166
"2012-03-13",27.2521
"2012-03-14",27.7908
"2012-03-15",27.6137
"2012-03-16",27.8472
"2012-03-17",28.2069
"2012-03-18",28.206
"2012-03-19",28.8157
"2012-03-20",29.0132
"2012-03-21",28.4259
"2012-03-22",28.3275
"2012-03-23",28.114
"2012-03-24",27.3795
"2012-03-25",27.0892
"2012-03-26",27.5604
"2012-03-27",28.2059
"2012-03-28",27.6194
"2012-03-29",27.4942
"2012-03-30",28.2391
"2012-03-31",29.0394
"2012-04-01",27.9952
"2012-04-02",27.7337
"2012-04-03",28.2246
"2012-04-04",27.9864
"2012-04-05",29.3926
"2012-04-06",29.204
"2012-04-07",29.4893
"2012-04-08",27.7319
"2012-04-09",27.5605
"2012-04-10",27.9575
"2012-04-11",28.5522
"2012-04-12",28.1713
"2012-04-13",29.6989
"2012-04-14",28.0463
"2012-04-15",27.2672
"2012-04-16",27.9003
"2012-04-17",29.0581
"2012-04-18",29.7203
"2012-04-19",29.6966
"2012-04-20",27.8813
"2012-04-21",29.2502
"2012-04-22",27.2902
"2012-04-23",27.0425
"2012-04-24",26.6453
"2012-04-25",27.7024
"2012-04-26",27.7338
"2012-04-27",28.7576
"2012-04-28",29.5583
"2012-04-29",29.0423
"2012-04-30",29.1979
"2012-05-01",28.948
"2012-05-02",29.008
"2012-05-03",29.146
"2012-05-04",29.4882
"2012-05-05",29.5802
"2012-05-06",30.2177
"2012-05-07",29.9128
"2012-05-08",29.5804
"2012-05-09",29.6319
"2012-05-10",29.3806
"2012-05-11",29.5414
"2012-05-12",29.6366
"2012-05-13",29.7728
"2012-05-14",30.0775
"2012-05-15",29.8944
"2012-05-16",30.0241
"2012-05-17",30.1035
"2012-05-18",30.8708
"2012-05-19",31.1186
"2012-05-20",31.0026
"2012-05-21",30.8891
"2012-05-22",30.7275
"2012-05-23",30.73
"2012-05-24",30.585
"2012-05-25",30.2173
"2012-05-26",29.6336
"2012-05-27",29.9546
"2012-05-28",30.6231
"2012-05-29",30.4835
"2012-05-30",30.2743
"2012-05-31",30.0983
"2012-06-01",30.7861
"2012-06-02",31.0417
"2012-06-03",30.7581
"2012-06-04",30.8399
"2012-06-05",30.8521
"2012-06-06",30.1694
"2012-06-07",30.4917
"2012-06-08",30.8306
"2012-06-09",30.5881
"2012-06-10",30.4646
"2012-06-11",30.1632
"2012-06-12",30.007
"2012-06-13",29.0402
"2012-06-14",29.1912
"2012-06-15",30.1771
"2012-06-16",30.3389
"2012-06-17",29.4007
"2012-06-18",29.0126
"2012-06-19",29.1933
"2012-06-20",29.4391
"2012-06-21",29.4425
"2012-06-22",29.9515
"2012-06-23",29.5694
"2012-06-24",29.8228
"2012-06-25",29.4447
"2012-06-26",29.3621
"2012-06-27",29.1021
"2012-06-28",29.0426
"2012-06-29",29.8798
"2012-06-30",30.0959
"2012-07-01",29.3519
"2012-07-02",29.3137
"2012-07-03",30.0594
"2012-07-04",30.2947
"2012-07-05",30.2223
"2012-07-06",30.2588
"2012-07-07",30.096
"2012-07-08",30.1041
"2012-07-09",28.9758
"2012-07-10",29.4792
"2012-07-11",30.3859
"2012-07-12",30.6105
"2012-07-13",29.7491
"2012-07-14",28.2019
"2012-07-15",27.6755
"2012-07-16",28.2155
"2012-07-17",28.6944
"2012-07-18",28.9079
"2012-07-19",29.222
"2012-07-20",29.8863
"2012-07-21",29.9345
"2012-07-22",29.8207
"2012-07-23",29.5793
"2012-07-24",29.6208
"2012-07-25",29.7248
"2012-07-26",29.9482
"2012-07-27",30.0382
"2012-07-28",29.7775
"2012-07-29",29.9181
"2012-07-30",30.0776
"2012-07-31",29.643
"2012-08-01",29.7551
"2012-08-02",29.7601
"2012-08-03",29.349
"2012-08-04",29.8316
"2012-08-05",30.3226
"2012-08-06",29.8488
"2012-08-07",29.6958
"2012-08-08",29.6521
"2012-08-09",29.3462
"2012-08-10",29.2882
"2012-08-11",29.4481
"2012-08-12",29.7362
"2012-08-13",30.1074
"2012-08-14",30.0796
"2012-08-15",29.4467
"2012-08-16",28.8862
"2012-08-17",28.0321
"2012-08-18",29.6962
"2012-08-19",29.6949
"2012-08-20",29.3274
"2012-08-21",29.6222
"2012-08-22",29.7997
"2012-08-23",29.981
"2012-08-24",29.4947
"2012-08-25",29.8216
"2012-08-26",29.9676
"2012-08-27",29.7339
"2012-08-28",29.823
"2012-08-29",28.8791
"2012-08-30",28.8648
"2012-08-31",29.4578
"2012-09-01",29.8303
"2012-09-02",30.1904
"2012-09-03",30.0315
"2012-09-04",29.1178
"2012-09-05",30.356
"2012-09-06",29.8334
"2012-09-07",29.3059
"2012-09-08",29.0848
"2012-09-09",29.7002
"2012-09-10",30.0357
"2012-09-11",30.4225
"2012-09-12",30.3767
"2012-09-13",30.3187
"2012-09-14",30.0271
"2012-09-15",30.0558
"2012-09-16",30.0453
"2012-09-17",30.3903
"2012-09-18",29.6306
"2012-09-19",29.6572
"2012-09-20",29.4007
"2012-09-21",30.0619
"2012-09-22",29.0754
"2012-09-23",29.4453
"2012-09-24",29.3697
"2012-09-25",30.1854
"2012-09-26",29.9307
"2012-09-27",28.6334
"2012-09-28",28.2686
"2012-09-29",28.9815
"2012-09-30",29.2545
"2012-10-01",29.3985
"2012-10-02",29.5942
"2012-10-03",29.5893
"2012-10-04",29.6167
"2012-10-05",29.9774
"2012-10-06",29.9703
"2012-10-07",30.0735
"2012-10-08",29.1758
"2012-10-09",27.8805
"2012-10-10",27.1085
"2012-10-11",27.9576
"2012-10-12",27.1102
"2012-10-13",26.6872
"2012-10-14",26.1046
"2012-10-15",26.2108
"2012-10-16",25.2757
"2012-10-17",25.5372
"2012-10-18",25.9275
"2012-10-19",25.4749
"2012-10-20",26.1956
"2012-10-21",26.4437
"2012-10-22",25.5034
"2012-10-23",25.4102
"2012-10-24",26.4198
"2012-10-25",27.0193
"2012-10-26",27.1988
"2012-10-27",26.4003
"2012-10-28",25.4252
"2012-10-29",24.2749
"2012-10-30",24.5884
"2012-10-31",25.7852
"2012-11-01",24.9778
"2012-11-02",27.2161
"2012-11-03",27.3369
"2012-11-04",27.6881
"2012-11-05",27.1558
"2012-11-06",26.2592
"2012-11-07",26.4094
"2012-11-08",26.1306
"2012-11-09",26.3915
"2012-11-10",26.5822
"2012-11-11",26.298
"2012-11-12",26.5519
"2012-11-13",26.1481
"2012-11-14",25.8596
"2012-11-15",25.894
"2012-11-16",25.9378
"2012-11-17",25.7193
"2012-11-18",25.6284
"2012-11-19",25.7735
"2012-11-20",26.1616
"2012-11-21",26.536
"2012-11-22",27.239
"2012-11-23",26.6706
"2012-11-24",27.072
"2012-11-25",25.1021
"2012-11-26",24.8149
"2012-11-27",25.1881
"2012-11-28",25.7669
"2012-11-29",24.9964
"2012-11-30",24.4468
"2012-12-01",24.5304
"2012-12-02",25.4819
"2012-12-03",25.4832
"2012-12-04",26.2617
"2012-12-05",26.8553
"2012-12-06",25.9989
"2012-12-07",26.7302
"2012-12-08",26.2723
"2012-12-09",25.1086
"2012-12-10",25.1067
"2012-12-11",25.2642
"2012-12-12",25.0289
"2012-12-13",25.0979
"2012-12-14",25.861
"2012-12-15",24.7699
"2012-12-16",25.8074
"2012-12-17",25.0901
"2012-12-18",25.0498
"2012-12-19",24.4687
"2012-12-20",25.3641
"2012-12-21",25.3454
"2012-12-22",24.6356
"2012-12-23",25.2869
"2012-12-24",25.2057
"2012-12-25",24.999
"2012-12-26",25.0951
"2012-12-27",24.7728
"2012-12-28",25.8237
"2012-12-29",26.4942
"2012-12-30",26.4547
"2012-12-31",26.388
"2013-01-01",26.1306
"2013-01-02",25.8344
"2013-01-03",25.2236
"2013-01-04",25.7318
"2013-01-05",26.1709
"2013-01-06",25.706
"2013-01-07",24.6483
"2013-01-08",24.6328
"2013-01-09",24.8022
"2013-01-10",24.8401
"2013-01-11",25.3371
"2013-01-12",24.1966
"2013-01-13",23.1864
"2013-01-14",23.7991
"2013-01-15",24.7663
"2013-01-16",24.9062
"2013-01-17",24.1523
"2013-01-18",23.8722
"2013-01-19",24.7812
"2013-01-20",25.5836
"2013-01-21",25.2721
"2013-01-22",25.4588
"2013-01-23",24.7119
"2013-01-24",25.4268
"2013-01-25",25.5859
"2013-01-26",25.3583
"2013-01-27",25.4305
"2013-01-28",24.9239
"2013-01-29",24.4893
"2013-01-30",24.7353
"2013-01-31",24.6299
"2013-02-01",25.5347
"2013-02-02",25.5968
"2013-02-03",25.3682
"2013-02-04",24.6244
"2013-02-05",25.6216
"2013-02-06",25.7546
"2013-02-07",26.2962
"2013-02-08",26.5009
"2013-02-09",26.6654
"2013-02-10",26.4943
"2013-02-11",24.5729
"2013-02-12",25.1559
"2013-02-13",25.2718
"2013-02-14",25.0537
"2013-02-15",25.737
"2013-02-16",26.6666
"2013-02-17",27.1354
"2013-02-18",26.5915
"2013-02-19",26.1121
"2013-02-20",26.2523
"2013-02-21",25.5541
"2013-02-22",25.5317
"2013-02-23",25.2974
"2013-02-24",25.4811
"2013-02-25",25.4287
"2013-02-26",25.073
"2013-02-27",25.681
"2013-02-28",26.1445
"2013-03-01",26.1676
"2013-03-02",26.3488
"2013-03-03",26.3906
"2013-03-04",25.1796
"2013-03-05",26.3546
"2013-03-06",27.2436
"2013-03-07",26.9155
"2013-03-08",26.287
"2013-03-09",27.0157
"2013-03-10",27.7537
"2013-03-11",27.8114
"2013-03-12",27.5224
"2013-03-13",27.7391
"2013-03-14",27.3743
"2013-03-15",26.7425
"2013-03-16",27.7253
"2013-03-17",27.1243
"2013-03-18",26.8284
"2013-03-19",27.6309
"2013-03-20",27.6107
