,"(deg C) Mean Temperature (ERA5) at Vavuniya, 2007-01-01 to 2025-12-31"
"2013-03-21",26.8905
"2013-03-22",26.3886
"2013-03-23",27.8334
"2013-03-24",27.2256
"2013-03-25",27.3714
"2013-03-26",28.1497
"2013-03-27",29.2878
"2013-03-28",29.0052
"2013-03-29",28.8426
"2013-03-30",29.7192
"2013-03-31",30.1819
"2013-04-01",29.8956
"2013-04-02",28.925
"2013-04-03",28.3465
"2013-04-04",29.8609
"2013-04-05",30.6212
"2013-04-06",29.1123
"2013-04-07",30.6948
"2013-04-08",30.5722
"2013-04-09",30.728
"2013-04-10",28.792
"2013-04-11",29.0204
"2013-04-12",29.5912
"2013-04-13",28.2936
"2013-04-14",29.3374
"2013-04-15",29.2427
"2013-04-16",30.3263
"2013-04-17",30.3832
"2013-04-18",30.4248
"2013-04-19",31.0856
"2013-04-20",30.4288
"2013-04-21",29.938
"2013-04-22",29.2607
"2013-04-23",28.4328
"2013-04-24",28.9633
"2013-04-25",28.708
"2013-04-26",28.912
"2013-04-27",29.7671
"2013-04-28",30.3556
"2013-04-29",30.3231
"2013-04-30",29.9365
"2013-05-01",28.7866
"2013-05-02",29.418
"2013-05-03",28.3891
"2013-05-04",29.949
"2013-05-05",29.053
"2013-05-06",28.6176
"2013-05-07",28.8806
"2013-05-08",29.6623
"2013-05-09",30.505
"2013-05-10",30.7521
"2013-05-11",30.9439
"2013-05-12",30.8041
"2013-05-13",28.2457
"2013-05-14",29.9811
"2013-05-15",30.1291
"2013-05-16",30.1054
"2013-05-17",30.6627
"2013-05-18",30.818
"2013-05-19",30.4387
"2013-05-20",29.2002
"2013-05-21",29.7438
"2013-05-22",30.037
"2013-05-23",30.3709
"2013-05-24",30.4657
"2013-05-25",29.9372
"2013-05-26",30.1998
"2013-05-27",30.417
"2013-05-28",30.3708
"2013-05-29",30.2695
"2013-05-30",29.7416
"2013-05-31",28.2826
"2013-06-01",28.1994
"2013-06-02",29.1099
"2013-06-03",29.4186
"2013-06-04",30.207
"2013-06-05",29.5861
"2013-06-06",29.6276
"2013-06-07",30.0938
"2013-06-08",28.1486
"2013-06-09",30.3291
"2013-06-10",30.537
"2013-06-11",29.976
"2013-06-12",29.2462
"2013-06-13",29.5513
"2013-06-14",30.6276
"2013-06-15",30.1061
"2013-06-16",29.3761
"2013-06-17",28.8442
"2013-06-18",29.6762
"2013-06-19",29.9651
"2013-06-20",30.3249
"2013-06-21",30.0038
"2013-06-22",28.656
"2013-06-23",28.528
"2013-06-24",29.6174
"2013-06-25",29.1141
"2013-06-26",29.0658
"2013-06-27",29.7644
"2013-06-28",28.7654
"2013-06-29",29.3247
"2013-06-30",29.3841
"2013-07-01",29.0674
"2013-07-02",29.4822
"2013-07-03",29.8915
"2013-07-04",29.8592
"2013-07-05",29.4781
"2013-07-06",29.0269
"2013-07-07",28.8142
"2013-07-08",29.1758
"2013-07-09",28.8757
"2013-07-10",28.463
"2013-07-11",28.6478
"2013-07-12",29.6135
"2013-07-13",29.7865
"2013-07-14",29.7906
"2013-07-15",29.5605
"2013-07-16",28.5805
"2013-07-17",29.1089
"2013-07-18",28.6786
"2013-07-19",28.9617
"2013-07-20",29.0367
"2013-07-21",28.8958
"2013-07-22",28.6046
"2013-07-23",28.8082
"2013-07-24",28.059
"2013-07-25",28.6167
"2013-07-26",27.8646
"2013-07-27",29.3941
"2013-07-28",30.2255
"2013-07-29",30.1423
"2013-07-30",29.6475
"2013-07-31",29.8379
"2013-08-01",30.053
"2013-08-02",29.8473
"2013-08-03",30.204
"2013-08-04",27.3751
"2013-08-05",28.4831
"2013-08-06",28.6191
"2013-08-07",29.2458
"2013-08-08",28.8289
"2013-08-09",27.7786
"2013-08-10",27.2533
"2013-08-11",27.622
"2013-08-12",27.621
"2013-08-13",27.9387
"2013-08-14",27.4969
"2013-08-15",28.2192
"2013-08-16",28.4083
"2013-08-17",28.7132
"2013-08-18",28.5571
"2013-08-19",28.6655
"2013-08-20",28.973
"2013-08-21",29.1121
"2013-08-22",29.2405
"2013-08-23",29.3818
"2013-08-24",29.7542
"2013-08-25",29.775
"2013-08-26",29.6566
"2013-08-27",29.6811
"2013-08-28",28.8602
"2013-08-29",28.141
"2013-08-30",29.5987
"2013-08-31",28.4516
"2013-09-01",29.2104
"2013-09-02",28.6934
"2013-09-03",28.7742
"2013-09-04",28.2598
"2013-09-05",28.0589
"2013-09-06",26.3726
"2013-09-07",25.4783
"2013-09-08",27.6836
"2013-09-09",27.2279
"2013-09-10",27.8976
"2013-09-11",28.0521
"2013-09-12",26.6133
"2013-09-13",27.6687
"2013-09-14",28.7826
"2013-09-15",28.5352
"2013-09-16",28.3939
"2013-09-17",28.27
"2013-09-18",28.4869
"2013-09-19",29.4422
"2013-09-20",29.9164
"2013-09-21",29.6507
"2013-09-22",29.5028
"2013-09-23",29.5566
"2013-09-24",29.3556
"2013-09-25",29.4016
"2013-09-26",29.3518
"2013-09-27",29.803
"2013-09-28",29.4824
"2013-09-29",29.1591
"2013-09-30",29.5826
"2013-10-01",29.6335
"2013-10-02",29.5906
"2013-10-03",29.2726
"2013-10-04",29.658
"2013-10-05",29.3843
"2013-10-06",29.3336
"2013-10-07",29.5807
"2013-10-08",29.342
"2013-10-09",28.9157
"2013-10-10",28.9096
"2013-10-11",29.7623
"2013-10-12",29.7136
"2013-10-13",29.7974
"2013-10-14",30.2914
"2013-10-15",30.2995
"2013-10-16",28.8776
"2013-10-17",27.8241
"2013-10-18",26.6156
"2013-10-19",26.0121
"2013-10-20",25.5309
"2013-10-21",27.2595
"2013-10-22",28.2126
"2013-10-23",28.1869
"2013-10-24",28.2842
"2013-10-25",28.4604
"2013-10-26",28.3607
"2013-10-27",28.6147
"2013-10-28",28.5261
"2013-10-29",28.5771
"2013-10-30",27.6418
"2013-10-31",26.7914
"2013-11-01",27.676
"2013-11-02",26.8293
"2013-11-03",27.1957
"2013-11-04",27.0587
"2013-11-05",27.0792
"2013-11-06",26.2865
"2013-11-07",26.6751
"2013-11-08",26.5648
"2013-11-09",26.2001
"2013-11-10",26.3382
"2013-11-11",25.9849
"2013-11-12",26.8806
"2013-11-13",26.8075
"2013-11-14",26.5527
"2013-11-15",25.678
"2013-11-16",26.0558
"2013-11-17",26.9386
"2013-11-18",26.1107
"2013-11-19",25.6609
"2013-11-20",26.721
"2013-11-21",27.1703
"2013-11-22",27.6874
"2013-11-23",26.8959
"2013-11-24",25.719
"2013-11-25",26.4997
"2013-11-26",26.4732
"2013-11-27",25.6485
"2013-11-28",25.8374
"2013-11-29",26.3261
"2013-11-30",25.8195
"2013-12-01",25.0355
"2013-12-02",24.2799
"2013-12-03",24.4403
"2013-12-04",24.5958
"2013-12-05",24.7204
"2013-12-06",25.6791
"2013-12-07",25.6069
"2013-12-08",25.7161
"2013-12-09",25.6458
"2013-12-10",25.2689
"2013-12-11",25.7472
"2013-12-12",25.6561
"2013-12-13",26.1327
"2013-12-14",25.7362
"2013-12-15",25.5708
"2013-12-16",24.5587
"2013-12-17",24.6488
"2013-12-18",25.4269
"2013-12-19",25.1461
"2013-12-20",25.5018
"2013-12-21",25.1998
"2013-12-22",25.4739
"2013-12-23",25.7846
"2013-12-24",25.5504
"2013-12-25",25.3775
"2013-12-26",24.516
"2013-12-27",24.7918
"2013-12-28",24.8602
"2013-12-29",24.6826
"2013-12-30",24.9017
"2013-12-31",25.2701
"2014-01-01",25.4029
"2014-01-02",25.8112
"2014-01-03",24.9621
"2014-01-04",22.8102
"2014-01-05",23.625
"2014-01-06",24.0952
"2014-01-07",24.4579
"2014-01-08",25.5992
"2014-01-09",24.9951
"2014-01-10",24.5893
"2014-01-11",24.9052
"2014-01-12",25.1013
"2014-01-13",24.6211
"2014-01-14",25.1831
"2014-01-15",24.3124
"2014-01-16",25.0348
"2014-01-17",24.5848
"2014-01-18",24.7721
"2014-01-19",24.7668
"2014-01-20",24.7899
"2014-01-21",24.8194
"2014-01-22",25.0935
"2014-01-23",25.0739
"2014-01-24",24.8751
"2014-01-25",24.6001
"2014-01-26",24.677
"2014-01-27",24.7211
"2014-01-28",24.6284
"2014-01-29",24.9683
"2014-01-30",25.1158
"2014-01-31",25.6363
"2014-02-01",26.0355
"2014-02-02",25.9844
"2014-02-03",25.1394
"2014-02-04",24.3583
"2014-02-05",23.6851
"2014-02-06",24.1865
"2014-02-07",24.5079
"2014-02-08",24.8482
"2014-02-09",24.3398
"2014-02-10",24.1984
"2014-02-11",24.516
"2014-02-12",24.7039
"2014-02-13",25.7184
"2014-02-14",26.1953
"2014-02-15",26.8578
"2014-02-16",27.3513
"2014-02-17",27.5759
"2014-02-18",27.4724
"2014-02-19",26.2281
"2014-02-20",26.2327
"2014-02-21",26.8815
"2014-02-22",26.5534
"2014-02-23",25.9071
"2014-02-24",27.0444
"2014-02-25",27.1754
"2014-02-26",26.7299
"2014-02-27",25.7716
"2014-02-28",27.2812
"2014-03-01",26.9512
"2014-03-02",27.2874
"2014-03-03",27.3942
"2014-03-04",27.6058
"2014-03-05",27.4976
"2014-03-06",27.5825
"2014-03-07",27.7818
"2014-03-08",28.1057
"2014-03-09",27.0285
"2014-03-10",27.5225
"2014-03-11",27.3314
"2014-03-12",27.0598
"2014-03-13",27.1367
"2014-03-14",26.994
"2014-03-15",27.2814
"2014-03-16",27.9191
"2014-03-17",28.6996
"2014-03-18",29.1015
"2014-03-19",27.4613
"2014-03-20",28.9904
"2014-03-21",29.3393
"2014-03-22",29.383
"2014-03-23",29.201
"2014-03-24",28.7012
"2014-03-25",29.1804
"2014-03-26",28.7384
"2014-03-27",28.5111
"2014-03-28",28.6173
"2014-03-29",28.4862
"2014-03-30",28.6256
"2014-03-31",29.1973
"2014-04-01",29.9504
"2014-04-02",30.6674
"2014-04-03",30.0673
"2014-04-04",30.041
"2014-04-05",29.081
"2014-04-06",28.6787
"2014-04-07",29.0215
"2014-04-08",28.0718
"2014-04-09",29.1688
"2014-04-10",29.3021
"2014-04-11",29.4084
"2014-04-12",30.2219
"2014-04-13",28.8274
"2014-04-14",30.1137
"2014-04-15",29.4631
"2014-04-16",29.0436
"2014-04-17",28.9701
"2014-04-18",29.3845
"2014-04-19",30.0112
"2014-04-20",30.3768
"2014-04-21",30.0956
"2014-04-22",28.2568
"2014-04-23",28.3581
"2014-04-24",28.3548
"2014-04-25",29.6485
"2014-04-26",30.4412
"2014-04-27",29.6294
"2014-04-28",28.8164
"2014-04-29",27.1616
"2014-04-30",26.9831
"2014-05-01",27.6797
"2014-05-02",27.6674
"2014-05-03",27.1168
"2014-05-04",26.8748
"2014-05-05",26.0188
"2014-05-06",27.5505
"2014-05-07",27.3963
"2014-05-08",27.6555
"2014-05-09",28.0742
"2014-05-10",29.3217
"2014-05-11",29.6173
"2014-05-12",29.5503
"2014-05-13",29.3721
"2014-05-14",29.7986
"2014-05-15",29.7445
"2014-05-16",29.8699
"2014-05-17",29.2931
"2014-05-18",29.4011
"2014-05-19",29.6008
"2014-05-20",29.668
"2014-05-21",29.5287
"2014-05-22",30.0953
"2014-05-23",30.5372
"2014-05-24",30.4575
"2014-05-25",29.9823
"2014-05-26",30.3075
"2014-05-27",30.4659
"2014-05-28",29.6294
"2014-05-29",29.8178
"2014-05-30",30.4627
"2014-05-31",30.9696
"2014-06-01",31.0858
"2014-06-02",29.7842
"2014-06-03",28.7551
"2014-06-04",30.1546
"2014-06-05",30.5413
"2014-06-06",30.7927
"2014-06-07",31.555
"2014-06-08",30.801
"2014-06-09",30.6513
"2014-06-10",30.7751
"2014-06-11",30.7265
"2014-06-12",30.2979
"2014-06-13",30.3062
"2014-06-14",31.1353
"2014-06-15",31.5135
"2014-06-16",31.0648
"2014-06-17",30.8229
"2014-06-18",30.8526
"2014-06-19",30.6457
"2014-06-20",30.711
"2014-06-21",30.813
"2014-06-22",30.6211
"2014-06-23",30.6895
"2014-06-24",30.5913
"2014-06-25",30.2904
"2014-06-26",30.2124
"2014-06-27",30.3285
"2014-06-28",29.7949
"2014-06-29",29.8655
"2014-06-30",28.7437
"2014-07-01",29.7099
"2014-07-02",30.7358
"2014-07-03",30.7597
"2014-07-04",31.1457
"2014-07-05",30.491
"2014-07-06",29.4545
"2014-07-07",30.0028
"2014-07-08",30.2171
"2014-07-09",29.8058
"2014-07-10",29.1452
"2014-07-11",29.753
"2014-07-12",30.227
"2014-07-13",29.9254
"2014-07-14",29.8391
"2014-07-15",29.9265
"2014-07-16",30.153
"2014-07-17",30.195
"2014-07-18",30.3386
"2014-07-19",30.2606
"2014-07-20",30.237
"2014-07-21",30.0536
"2014-07-22",30.1091
"2014-07-23",30.3712
"2014-07-24",30.6042
"2014-07-25",30.6467
"2014-07-26",30.4275
"2014-07-27",29.7537
"2014-07-28",30.0436
"2014-07-29",30.3463
"2014-07-30",29.774
"2014-07-31",30.3037
"2014-08-01",29.6811
"2014-08-02",29.7067
"2014-08-03",29.9712
"2014-08-04",30.067
"2014-08-05",30.1951
"2014-08-06",29.8725
"2014-08-07",29.804
"2014-08-08",29.4681
"2014-08-09",29.4593
"2014-08-10",29.1053
"2014-08-11",28.757
"2014-08-12",29.2571
"2014-08-13",29.1163
"2014-08-14",29.5782
"2014-08-15",29.3785
"2014-08-16",29.0482
"2014-08-17",27.4797
"2014-08-18",27.5222
"2014-08-19",28.2259
"2014-08-20",28.8003
"2014-08-21",28.0462
"2014-08-22",26.6536
"2014-08-23",28.1891
"2014-08-24",28.7384
"2014-08-25",28.8946
"2014-08-26",28.9318
"2014-08-27",28.9573
"2014-08-28",28.8933
"2014-08-29",29.3988
"2014-08-30",29.6958
"2014-08-31",29.9495
"2014-09-01",29.5997
"2014-09-02",28.7945
"2014-09-03",27.9962
"2014-09-04",28.8874
"2014-09-05",29.1766
"2014-09-06",29.5931
"2014-09-07",29.8921
"2014-09-08",29.6327
"2014-09-09",30.0301
"2014-09-10",30.0569
"2014-09-11",30.1091
"2014-09-12",29.832
"2014-09-13",29.9498
"2014-09-14",29.5025
"2014-09-15",29.5602
"2014-09-16",29.6298
"2014-09-17",29.8973
"2014-09-18",29.5439
"2014-09-19",29.9806
"2014-09-20",30.1297
"2014-09-21",30.5151
"2014-09-22",30.0713
"2014-09-23",30.3969
"2014-09-24",29.4413
"2014-09-25",27.3972
"2014-09-26",26.9283
"2014-09-27",27.3724
"2014-09-28",27.4467
"2014-09-29",27.4802
"2014-09-30",26.2583
"2014-10-01",26.9655
"2014-10-02",27.0437
"2014-10-03",28.3166
"2014-10-04",28.5565
"2014-10-05",28.8402
"2014-10-06",28.8702
"2014-10-07",28.0599
"2014-10-08",27.981
"2014-10-09",27.6108
"2014-10-10",28.28
"2014-10-11",28.4391
"2014-10-12",28.9094
"2014-10-13",29.0707
"2014-10-14",28.314
"2014-10-15",26.9785
"2014-10-16",26.5561
"2014-10-17",25.8987
"2014-10-18",25.2418
"2014-10-19",25.7721
"2014-10-20",26.3103
"2014-10-21",26.0784
"2014-10-22",26.9286
"2014-10-23",25.9524
"2014-10-24",26.9722
"2014-10-25",26.8975
"2014-10-26",26.9628
"2014-10-27",27.0693
"2014-10-28",27.2367
"2014-10-29",26.626
"2014-10-30",25.6076
"2014-10-31",25.1711
"2014-11-01",26.4565
"2014-11-02",25.8771
"2014-11-03",24.5173
"2014-11-04",24.7669
"2014-11-05",26.8407
"2014-11-06",25.9687
"2014-11-07",25.6784
"2014-11-08",26.6255
"2014-11-09",26.6836
"2014-11-10",26.9944
"2014-11-11",26.7141
"2014-11-12",25.8719
"2014-11-13",26.2395
"2014-11-14",26.3166
"2014-11-15",26.8794
"2014-11-16",26.1001
"2014-11-17",25.7703
"2014-11-18",25.098
"2014-11-19",24.8042
"2014-11-20",25.1965
"2014-11-21",24.8851
"2014-11-22",24.6736
"2014-11-23",26.3188
"2014-11-24",25.4028
"2014-11-25",24.6343
"2014-11-26",24.7094
"2014-11-27",24.8286
"2014-11-28",24.4624
"2014-11-29",23.9331
"2014-11-30",24.9614
"2014-12-01",25.8587
"2014-12-02",25.7009
"2014-12-03",25.0346
"2014-12-04",25.2412
"2014-12-05",25.4538
"2014-12-06",25.4935
"2014-12-07",25.9372
"2014-12-08",25.2221
"2014-12-09",25.9891
"2014-12-10",25.3901
"2014-12-11",26.5272
"2014-12-12",25.9929
"2014-12-13",26.2172
"2014-12-14",26.5777
"2014-12-15",26.4857
"2014-12-16",25.8184
"2014-12-17",24.5738
"2014-12-18",25.6976
"2014-12-19",25.2423
"2014-12-20",23.2541
"2014-12-21",24.4163
"2014-12-22",23.9233
"2014-12-23",24.8226
"2014-12-24",25.0584
"2014-12-25",24.7048
"2014-12-26",23.4632
"2014-12-27",23.7777
"2014-12-28",24.7534
"2014-12-29",24.3165
"2014-12-30",25.1723
"2014-12-31",26.7252
"2015-01-01",26.7595
"2015-01-02",26.2065
"2015-01-03",26.8796
"2015-01-04",26.6911
"2015-01-05",26.332
"2015-01-06",25.3312
"2015-01-07",25.0164
"2015-01-08",25.0303
"2015-01-09",25.298
"2015-01-10",24.625
"2015-01-11",24.7032
"2015-01-12",24.5913
"2015-01-13",25.0146
"2015-01-14",24.5187
"2015-01-15",25.1773
"2015-01-16",25.7227
"2015-01-17",25.8071
"2015-01-18",25.5629
"2015-01-19",24.3093
"2015-01-20",25.1258
"2015-01-21",24.6296
"2015-01-22",25.0544
"2015-01-23",25.6302
"2015-01-24",25.9436
"2015-01-25",25.2503
"2015-01-26",24.6761
"2015-01-27",25.6903
"2015-01-28",25.5823
"2015-01-29",25.6998
"2015-01-30",25.5717
"2015-01-31",24.9336
"2015-02-01",25.9827
"2015-02-02",25.8694
"2015-02-03",24.6517
"2015-02-04",25.0353
"2015-02-05",25.0842
"2015-02-06",25.4312
"2015-02-07",25.2151
"2015-02-08",25.6871
"2015-02-09",24.9587
"2015-02-10",25.5684
"2015-02-11",25.3141
"2015-02-12",25.8832
"2015-02-13",25.9644
"2015-02-14",25.4866
"2015-02-15",24.5011
"2015-02-16",24.6705
"2015-02-17",24.1292
"2015-02-18",24.1318
"2015-02-19",24.4446
"2015-02-20",25.5093
"2015-02-21",25.6782
"2015-02-22",25.8781
"2015-02-23",26.6237
"2015-02-24",25.6923
"2015-02-25",26.1951
"2015-02-26",26.2646
"2015-02-27",26.1052
"2015-02-28",27.2261
"2015-03-01",27.4131
"2015-03-02",27.1069
"2015-03-03",27.4842
"2015-03-04",26.6006
"2015-03-05",27.8027
"2015-03-06",27.5401
"2015-03-07",27.2683
"2015-03-08",27.3444
"2015-03-09",26.5508
"2015-03-10",26.1785
"2015-03-11",26.7888
"2015-03-12",26.9814
"2015-03-13",27.1341
"2015-03-14",26.0322
"2015-03-15",26.5747
"2015-03-16",27.246
"2015-03-17",26.5253
"2015-03-18",26.3733
"2015-03-19",26.516
"2015-03-20",27.3572
"2015-03-21",27.279
"2015-03-22",27.6014
"2015-03-23",27.9546
"2015-03-24",27.725
"2015-03-25",28.0902
"2015-03-26",28.4472
"2015-03-27",27.4777
"2015-03-28",28.1788
"2015-03-29",28.2767
"2015-03-30",28.5178
"2015-03-31",28.5496
"2015-04-01",28.2088
"2015-04-02",28.0457
"2015-04-03",29.2937
"2015-04-04",30.0495
"2015-04-05",30.0912
"2015-04-06",30.2185
"2015-04-07",28.3878
"2015-04-08",27.874
"2015-04-09",28.7583
"2015-04-10",29.0164
"2015-04-11",29.3284
"2015-04-12",28.3867
"2015-04-13",25.4824
"2015-04-14",27.7141
"2015-04-15",27.5447
"2015-04-16",27.2234
"2015-04-17",28.2963
"2015-04-18",28.3616
"2015-04-19",29.2714
"2015-04-20",28.2178
"2015-04-21",27.4047
"2015-04-22",29.1627
"2015-04-23",29.0207
"2015-04-24",28.6886
"2015-04-25",27.8477
"2015-04-26",28.0303
"2015-04-27",28.0011
"2015-04-28",28.6028
"2015-04-29",28.1643
"2015-04-30",28.7405
"2015-05-01",29.4461
"2015-05-02",29.9436
"2015-05-03",30.1384
"2015-05-04",28.5911
"2015-05-05",28.0778
"2015-05-06",28.0989
"2015-05-07",27.9063
"2015-05-08",28.2402
"2015-05-09",27.5904
"2015-05-10",27.3487
"2015-05-11",25.9179
"2015-05-12",27.5972
"2015-05-13",27.4449
"2015-05-14",28.058
"2015-05-15",28.4469
"2015-05-16",27.6912
"2015-05-17",26.9877
"2015-05-18",27.6356
"2015-05-19",28.3777
"2015-05-20",29.4484
"2015-05-21",29.5404
"2015-05-22",29.5201
"2015-05-23",29.1436
"2015-05-24",29.5609
"2015-05-25",29.5159
"2015-05-26",29.7536
"2015-05-27",29.2881
"2015-05-28",29.4321
"2015-05-29",29.9319
"2015-05-30",29.717
"2015-05-31",29.1831
"2015-06-01",28.7785
"2015-06-02",29.5285
"2015-06-03",29.4353
"2015-06-04",28.1813
"2015-06-05",27.8212
"2015-06-06",29.0608
"2015-06-07",29.7539
"2015-06-08",29.3646
"2015-06-09",29.6933
"2015-06-10",30.0334
"2015-06-11",29.2397
"2015-06-12",29.2303
"2015-06-13",29.752
"2015-06-14",30.1077
"2015-06-15",30.0625
"2015-06-16",29.4084
"2015-06-17",29.5499
"2015-06-18",29.4313
"2015-06-19",29.6681
"2015-06-20",30.2307
"2015-06-21",29.8836
"2015-06-22",30.1266
"2015-06-23",29.7974
"2015-06-24",29.9348
"2015-06-25",30.0163
"2015-06-26",30.4967
"2015-06-27",29.4258
"2015-06-28",29.8761
"2015-06-29",28.6958
"2015-06-30",29.2492
"2015-07-01",29.7887
"2015-07-02",30.141
"2015-07-03",30.372
"2015-07-04",30.294
"2015-07-05",30.2995
"2015-07-06",30.0818
"2015-07-07",29.9746
"2015-07-08",29.8034
"2015-07-09",30.0845
"2015-07-10",29.9658
"2015-07-11",29.576
"2015-07-12",30.0003
"2015-07-13",30.7947
"2015-07-14",30.456
"2015-07-15",30.3663
"2015-07-16",30.3793
"2015-07-17",29.7987
"2015-07-18",30.1482
"2015-07-19",29.6561
"2015-07-20",29.9233
"2015-07-21",29.5944
"2015-07-22",28.5203
"2015-07-23",28.8767
"2015-07-24",29.8086
"2015-07-25",29.6353
"2015-07-26",28.9681
"2015-07-27",29.4188
"2015-07-28",29.5164
"2015-07-29",29.2313
"2015-07-30",29.1456
"2015-07-31",29.4898
"2015-08-01",29.8662
"2015-08-02",30.0205
"2015-08-03",29.2761
"2015-08-04",29.4036
"2015-08-05",29.5466
"2015-08-06",30.3793
"2015-08-07",30.2065
"2015-08-08",29.8416
"2015-08-09",30.3977
"2015-08-10",29.9194
"2015-08-11",29.9474
"2015-08-12",30.0619
"2015-08-13",30.8631
"2015-08-14",30.6682
"2015-08-15",28.8958
"2015-08-16",26.6545
"2015-08-17",27.8877
"2015-08-18",28.1167
"2015-08-19",29.222
"2015-08-20",29.2483
"2015-08-21",29.1158
"2015-08-22",29.059
"2015-08-23",29.1869
"2015-08-24",29.6565
"2015-08-25",29.6851
"2015-08-26",29.4703
"2015-08-27",29.5316
"2015-08-28",29.1431
"2015-08-29",29.7943
"2015-08-30",29.6233
"2015-08-31",29.9873
"2015-09-01",30.3417
"2015-09-02",30.2832
"2015-09-03",28.3247
"2015-09-04",27.5634
"2015-09-05",27.4717
"2015-09-06",28.5967
"2015-09-07",27.1833
"2015-09-08",28.0101
"2015-09-09",28.6126
"2015-09-10",27.3174
"2015-09-11",27.5408
"2015-09-12",28.977
"2015-09-13",29.3772
"2015-09-14",29.3386
"2015-09-15",29.2446
"2015-09-16",29.4925
"2015-09-17",29.9871
"2015-09-18",29.5977
"2015-09-19",29.4849
"2015-09-20",29.3694
"2015-09-21",29.5087
"2015-09-22",29.5749
"2015-09-23",29.6001
"2015-09-24",28.3526
"2015-09-25",28.7437
"2015-09-26",28.6531
"2015-09-27",28.0468
"2015-09-28",27.3092
"2015-09-29",26.7802
"2015-09-30",26.5629
"2015-10-01",27.5798
"2015-10-02",28.5875
"2015-10-03",29.092
"2015-10-04",28.5688
"2015-10-05",26.9369
"2015-10-06",28.3163
"2015-10-07",28.6681
"2015-10-08",28.7738
"2015-10-09",27.8228
"2015-10-10",28.4392
"2015-10-11",28.9082
"2015-10-12",27.7682
"2015-10-13",27.4944
"2015-10-14",26.8725
"2015-10-15",27.5055
"2015-10-16",27.8325
"2015-10-17",27.6191
"2015-10-18",26.8546
"2015-10-19",27.954
"2015-10-20",27.5176
"2015-10-21",27.7915
"2015-10-22",28.0161
"2015-10-23",26.9182
"2015-10-24",26.2009
"2015-10-25",26.3245
"2015-10-26",25.0901
"2015-10-27",25.0651
"2015-10-28",25.4338
"2015-10-29",25.4553
"2015-10-30",26.115
"2015-10-31",26.5448
"2015-11-01",26.732
"2015-11-02",26.1863
"2015-11-03",26.7627
"2015-11-04",27.0722
"2015-11-05",26.1473
"2015-11-06",25.6118
"2015-11-07",25.8644
"2015-11-08",25.4579
"2015-11-09",26.9716
"2015-11-10",27.8862
"2015-11-11",27.2474
"2015-11-12",26.9478
"2015-11-13",25.4477
"2015-11-14",24.6364
"2015-11-15",24.9663
"2015-11-16",26.423
"2015-11-17",27.0778
"2015-11-18",27.1099
"2015-11-19",26.7973
"2015-11-20",27.0637
"2015-11-21",25.78
"2015-11-22",26.42
"2015-11-23",26.3315
"2015-11-24",26.7449
"2015-11-25",26.6754
"2015-11-26",26.4732
"2015-11-27",26.2425
"2015-11-28",25.1168
"2015-11-29",25.7081
"2015-11-30",25.4904
"2015-12-01",25.784
"2015-12-02",26.1841
"2015-12-03",26.0925
"2015-12-04",25.6489
"2015-12-05",25.7908
"2015-12-06",26.3109
"2015-12-07",25.8051
"2015-12-08",24.7624
"2015-12-09",26.4342
"2015-12-10",26.0362
"2015-12-11",26.1018
"2015-12-12",26.6759
"2015-12-13",27.1703
"2015-12-14",25.7796
"2015-12-15",26.7319
"2015-12-16",26.0033
"2015-12-17",26.544
"2015-12-18",26.1829
"2015-12-19",25.4725
"2015-12-20",26.7911
"2015-12-21",26.1905
"2015-12-22",26.0547
"2015-12-23",26.244
"2015-12-24",25.8412
"2015-12-25",26.3033
"2015-12-26",26.5644
"2015-12-27",25.4084
"2015-12-28",25.8312
"2015-12-29",25.444
"2015-12-30",26.4949
"2015-12-31",26.3081
"2016-01-01",25.7294
"2016-01-02",24.8039
"2016-01-03",26.1572
"2016-01-04",26.2362
"2016-01-05",25.8248
"2016-01-06",25.309
"2016-01-07",25.8359
"2016-01-08",25.6072
"2016-01-09",25.8575
"2016-01-10",25.8756
"2016-01-11",25.4307
"2016-01-12",24.9655
"2016-01-13",25.2339
"2016-01-14",24.0292
"2016-01-15",24.9044
"2016-01-16",25.0916
"2016-01-17",24.6815
"2016-01-18",25.2721
"2016-01-19",25.9252
"2016-01-20",26.5057
"2016-01-21",26.7282
"2016-01-22",26.4233
"2016-01-23",25.8772
"2016-01-24",26.2081
"2016-01-25",26.7161
"2016-01-26",26.4471
"2016-01-27",25.0505
"2016-01-28",24.9403
"2016-01-29",24.7941
"2016-01-30",25.294
"2016-01-31",25.6724
"2016-02-01",25.5617
"2016-02-02",25.3798
"2016-02-03",25.3746
"2016-02-04",25.1758
"2016-02-05",25.837
"2016-02-06",26.8442
"2016-02-07",26.9435
"2016-02-08",27.1656
"2016-02-09",27.1458
"2016-02-10",26.4997
"2016-02-11",26.3014
"2016-02-12",25.705
"2016-02-13",25.8517
"2016-02-14",26.6326
"2016-02-15",26.336
"2016-02-16",27.161
"2016-02-17",26.6091
"2016-02-18",26.9227
"2016-02-19",27.315
"2016-02-20",27.1056
"2016-02-21",27.7328
"2016-02-22",27.2278
"2016-02-23",26.4997
"2016-02-24",27.9093
"2016-02-25",27.6802
"2016-02-26",28.1302
"2016-02-27",27.8708
"2016-02-28",27.5874
"2016-02-29",27.7175
"2016-03-01",27.9796
"2016-03-02",27.6865
"2016-03-03",27.9091
"2016-03-04",27.7109
"2016-03-05",27.688
