,"(deg C) Mean Temperature (ERA5) at Kalutara, 2007-01-01 to 2025-12-31"
"2009-12-03",26.0163
"2009-12-04",26.4083
"2009-12-05",26.3428
"2009-12-06",26.6633
"2009-12-07",25.9304
"2009-12-08",26.12
"2009-12-09",26.1143
"2009-12-10",25.9785
"2009-12-11",26.4413
"2009-12-12",25.8648
"2009-12-13",25.7399
"2009-12-14",25.9984
"2009-12-15",25.8825
"2009-12-16",25.788
"2009-12-17",26.5561
"2009-12-18",26.8049
"2009-12-19",26.6704
"2009-12-20",26.9593
"2009-12-21",26.3957
"2009-12-22",25.8144
"2009-12-23",25.4747
"2009-12-24",25.6295
"2009-12-25",25.2337
"2009-12-26",25.6737
"2009-12-27",25.2749
"2009-12-28",25.4781
"2009-12-29",25.5311
"2009-12-30",25.5796
"2009-12-31",25.6025
"2010-01-01",26.3763
"2010-01-02",26.4078
"2010-01-03",26.1245
"2010-01-04",25.1021
"2010-01-05",24.2449
"2010-01-06",24.8047
"2010-01-07",25.6279
"2010-01-08",25.9644
"2010-01-09",26.6325
"2010-01-10",27.0302
"2010-01-11",26.7178
"2010-01-12",26.1876
"2010-01-13",26.3669
"2010-01-14",26.1697
"2010-01-15",26.3624
"2010-01-16",26.3706
"2010-01-17",26.3508
"2010-01-18",26.2607
"2010-01-19",26.1545
"2010-01-20",26.7088
"2010-01-21",26.4503
"2010-01-22",26.2227
"2010-01-23",26.0897
"2010-01-24",26.5499
"2010-01-25",26.9583
"2010-01-26",27.1404
"2010-01-27",27.0915
"2010-01-28",27.6628
"2010-01-29",27.6527
"2010-01-30",25.7639
"2010-01-31",26.5446
"2010-02-01",26.0077
"2010-02-02",26.5334
"2010-02-03",26.9434
"2010-02-04",27.0637
"2010-02-05",27.2056
"2010-02-06",27.4288
"2010-02-07",26.95
"2010-02-08",27.1456
"2010-02-09",26.8289
"2010-02-10",27.6456
"2010-02-11",26.9552
"2010-02-12",26.9136
"2010-02-13",27.1891
"2010-02-14",27.3641
"2010-02-15",27.7258
"2010-02-16",27.0492
"2010-02-17",27.6472
"2010-02-18",27.2848
"2010-02-19",27.6933
"2010-02-20",27.4185
"2010-02-21",27.9383
"2010-02-22",27.8519
"2010-02-23",27.5074
"2010-02-24",26.6775
"2010-02-25",27.3824
"2010-02-26",27.858
"2010-02-27",27.4449
"2010-02-28",27.524
"2010-03-01",27.8102
"2010-03-02",27.6735
"2010-03-03",27.939
"2010-03-04",27.5804
"2010-03-05",27.1035
"2010-03-06",27.6709
"2010-03-07",28.9315
"2010-03-08",28.7072
"2010-03-09",28.8986
"2010-03-10",28.6592
"2010-03-11",28.9852
"2010-03-12",28.3272
"2010-03-13",28.2528
"2010-03-14",28.1957
"2010-03-15",28.148
"2010-03-16",27.6522
"2010-03-17",28.2777
"2010-03-18",27.2299
"2010-03-19",28.2842
"2010-03-20",28.986
"2010-03-21",28.5469
"2010-03-22",28.5381
"2010-03-23",28.2045
"2010-03-24",27.6147
"2010-03-25",29.2621
"2010-03-26",28.3306
"2010-03-27",26.499
"2010-03-28",28.0313
"2010-03-29",27.981
"2010-03-30",27.3959
"2010-03-31",27.3133
"2010-04-01",28.2096
"2010-04-02",28.7878
"2010-04-03",28.6195
"2010-04-04",27.097
"2010-04-05",26.5155
"2010-04-06",26.9451
"2010-04-07",27.0915
"2010-04-08",27.9432
"2010-04-09",27.6025
"2010-04-10",27.3172
"2010-04-11",28.1879
"2010-04-12",28.3657
"2010-04-13",28.5201
"2010-04-14",26.1596
"2010-04-15",28.178
"2010-04-16",27.6124
"2010-04-17",26.8709
"2010-04-18",27.583
"2010-04-19",27.7473
"2010-04-20",28.698
"2010-04-21",27.8322
"2010-04-22",27.8157
"2010-04-23",26.8497
"2010-04-24",26.1325
"2010-04-25",27.7337
"2010-04-26",27.0359
"2010-04-27",27.3108
"2010-04-28",27.4167
"2010-04-29",27.6531
"2010-04-30",27.328
"2010-05-01",28.219
"2010-05-02",28.6009
"2010-05-03",28.0764
"2010-05-04",28.2983
"2010-05-05",28.3563
"2010-05-06",28.5855
"2010-05-07",27.9741
"2010-05-08",27.3769
"2010-05-09",26.8818
"2010-05-10",28.4594
"2010-05-11",28.3479
"2010-05-12",28.449
"2010-05-13",28.454
"2010-05-14",27.0802
"2010-05-15",27.8545
"2010-05-16",27.4663
"2010-05-17",26.3582
"2010-05-18",26.6087
"2010-05-19",26.9734
"2010-05-20",26.1676
"2010-05-21",26.2608
"2010-05-22",27.1339
"2010-05-23",27.1199
"2010-05-24",27.1369
"2010-05-25",27.3296
"2010-05-26",27.922
"2010-05-27",28.1435
"2010-05-28",27.5691
"2010-05-29",27.6667
"2010-05-30",27.6205
"2010-05-31",27.727
"2010-06-01",28.1379
"2010-06-02",28.1768
"2010-06-03",28.1304
"2010-06-04",27.9891
"2010-06-05",27.2956
"2010-06-06",26.6767
"2010-06-07",26.8033
"2010-06-08",26.9852
"2010-06-09",26.8532
"2010-06-10",26.6232
"2010-06-11",26.4171
"2010-06-12",26.9235
"2010-06-13",26.2947
"2010-06-14",26.6477
"2010-06-15",27.2002
"2010-06-16",27.1926
"2010-06-17",26.938
"2010-06-18",26.5439
"2010-06-19",27.1218
"2010-06-20",26.9992
"2010-06-21",27.2192
"2010-06-22",27.4184
"2010-06-23",26.7133
"2010-06-24",27.1568
"2010-06-25",27.7078
"2010-06-26",27.5705
"2010-06-27",27.392
"2010-06-28",26.2435
"2010-06-29",27.0203
"2010-06-30",26.9383
"2010-07-01",25.9296
"2010-07-02",26.7144
"2010-07-03",26.758
"2010-07-04",26.6654
"2010-07-05",26.2452
"2010-07-06",26.7491
"2010-07-07",26.9847
"2010-07-08",26.3628
"2010-07-09",26.6262
"2010-07-10",26.441
"2010-07-11",26.8196
"2010-07-12",26.0513
"2010-07-13",26.0691
"2010-07-14",26.02
"2010-07-15",26.1389
"2010-07-16",25.9357
"2010-07-17",26.3138
"2010-07-18",26.2537
"2010-07-19",26.1833
"2010-07-20",26.3004
"2010-07-21",26.7915
"2010-07-22",26.8294
"2010-07-23",26.5174
"2010-07-24",26.8244
"2010-07-25",26.82
"2010-07-26",26.9843
"2010-07-27",26.5906
"2010-07-28",26.6864
"2010-07-29",26.6836
"2010-07-30",26.4164
"2010-07-31",26.5818
"2010-08-01",26.9679
"2010-08-02",26.9122
"2010-08-03",25.9231
"2010-08-04",26.7127
"2010-08-05",26.786
"2010-08-06",26.8157
"2010-08-07",26.8597
"2010-08-08",26.8621
"2010-08-09",26.6736
"2010-08-10",27.4011
"2010-08-11",27.092
"2010-08-12",25.8553
"2010-08-13",26.2889
"2010-08-14",26.735
"2010-08-15",25.9441
"2010-08-16",26.2111
"2010-08-17",26.693
"2010-08-18",26.5156
"2010-08-19",26.0543
"2010-08-20",25.7744
"2010-08-21",25.1369
"2010-08-22",26.1382
"2010-08-23",26.5518
"2010-08-24",26.2107
"2010-08-25",26.3686
"2010-08-26",25.8958
"2010-08-27",26.5315
"2010-08-28",26.2792
"2010-08-29",24.9647
"2010-08-30",25.25
"2010-08-31",26.0947
"2010-09-01",26.3659
"2010-09-02",26.2972
"2010-09-03",26.5213
"2010-09-04",26.4072
"2010-09-05",26.7181
"2010-09-06",26.5685
"2010-09-07",26.7264
"2010-09-08",26.6189
"2010-09-09",26.7696
"2010-09-10",25.907
"2010-09-11",26.5803
"2010-09-12",26.827
"2010-09-13",26.5503
"2010-09-14",26.4001
"2010-09-15",26.6023
"2010-09-16",26.751
"2010-09-17",27.1561
"2010-09-18",25.8226
"2010-09-19",25.8495
"2010-09-20",26.3913
"2010-09-21",25.6365
"2010-09-22",26.0804
"2010-09-23",25.6551
"2010-09-24",24.8359
"2010-09-25",26.0378
"2010-09-26",26.311
"2010-09-27",26.181
"2010-09-28",25.0461
"2010-09-29",24.2495
"2010-09-30",25.4064
"2010-10-01",25.7255
"2010-10-02",24.975
"2010-10-03",25.2808
"2010-10-04",27.2679
"2010-10-05",26.9737
"2010-10-06",26.8943
"2010-10-07",26.6643
"2010-10-08",26.5269
"2010-10-09",26.6613
"2010-10-10",26.9663
"2010-10-11",26.8773
"2010-10-12",26.7187
"2010-10-13",26.9278
"2010-10-14",26.8596
"2010-10-15",27.097
"2010-10-16",26.5101
"2010-10-17",26.1809
"2010-10-18",26.301
"2010-10-19",26.8263
"2010-10-20",26.4649
"2010-10-21",26.5326
"2010-10-22",26.6687
"2010-10-23",26.7461
"2010-10-24",26.8003
"2010-10-25",26.5574
"2010-10-26",26.5836
"2010-10-27",26.0018
"2010-10-28",25.2461
"2010-10-29",25.7884
"2010-10-30",26.512
"2010-10-31",25.9907
"2010-11-01",26.5019
"2010-11-02",26.6955
"2010-11-03",27.2546
"2010-11-04",25.6708
"2010-11-05",25.1206
"2010-11-06",25.6042
"2010-11-07",26.3354
"2010-11-08",27.0167
"2010-11-09",26.2778
"2010-11-10",25.8333
"2010-11-11",24.9152
"2010-11-12",26.7498
"2010-11-13",26.4755
"2010-11-14",26.2097
"2010-11-15",26.1056
"2010-11-16",25.7659
"2010-11-17",25.2305
"2010-11-18",26.1147
"2010-11-19",25.8093
"2010-11-20",25.4058
"2010-11-21",24.766
"2010-11-22",25.2942
"2010-11-23",24.9552
"2010-11-24",25.278
"2010-11-25",25.4681
"2010-11-26",25.118
"2010-11-27",25.7016
"2010-11-28",25.3092
"2010-11-29",25.6773
"2010-11-30",25.4059
"2010-12-01",24.9343
"2010-12-02",25.092
"2010-12-03",24.5493
"2010-12-04",24.7775
"2010-12-05",24.9959
"2010-12-06",25.3077
"2010-12-07",24.3799
"2010-12-08",24.9394
"2010-12-09",23.9695
"2010-12-10",25.4984
"2010-12-11",25.9635
"2010-12-12",26.2927
"2010-12-13",25.5501
"2010-12-14",25.9372
"2010-12-15",26.3399
"2010-12-16",25.5125
"2010-12-17",26.0648
"2010-12-18",26.1956
"2010-12-19",26.2147
"2010-12-20",25.7601
"2010-12-21",25.5639
"2010-12-22",24.3638
"2010-12-23",24.1009
"2010-12-24",23.2678
"2010-12-25",24.4491
"2010-12-26",24.9262
"2010-12-27",24.8784
"2010-12-28",25.0558
"2010-12-29",25.3082
"2010-12-30",24.7294
"2010-12-31",25.004
"2011-01-01",25.2067
"2011-01-02",25.2687
"2011-01-03",25.4903
"2011-01-04",25.1904
"2011-01-05",25.0031
"2011-01-06",25.4005
"2011-01-07",24.9857
"2011-01-08",25.26
"2011-01-09",23.3335
"2011-01-10",24.2793
"2011-01-11",24.2198
"2011-01-12",22.6733
"2011-01-13",21.206
"2011-01-14",24.0682
"2011-01-15",25.0612
"2011-01-16",25.6831
"2011-01-17",26.036
"2011-01-18",25.7152
"2011-01-19",25.3086
"2011-01-20",25.2136
"2011-01-21",24.9351
"2011-01-22",25.5869
"2011-01-23",25.5159
"2011-01-24",25.9716
"2011-01-25",25.9771
"2011-01-26",25.4023
"2011-01-27",25.4793
"2011-01-28",25.5192
"2011-01-29",25.7991
"2011-01-30",25.8271
"2011-01-31",25.0369
"2011-02-01",24.3339
"2011-02-02",23.6434
"2011-02-03",24.0189
"2011-02-04",24.2013
"2011-02-05",25.037
"2011-02-06",25.3975
"2011-02-07",24.6458
"2011-02-08",25.654
"2011-02-09",26.1564
"2011-02-10",25.5254
"2011-02-11",26.0463
"2011-02-12",26.2287
"2011-02-13",26.482
"2011-02-14",26.6286
"2011-02-15",26.5442
"2011-02-16",26.698
"2011-02-17",27.1445
"2011-02-18",27.1749
"2011-02-19",26.6776
"2011-02-20",26.7192
"2011-02-21",25.9049
"2011-02-22",26.2894
"2011-02-23",26.7523
"2011-02-24",26.6557
"2011-02-25",26.3038
"2011-02-26",26.2738
"2011-02-27",26.3768
"2011-02-28",26.5565
"2011-03-01",26.5429
"2011-03-02",26.9992
"2011-03-03",26.1418
"2011-03-04",26.2188
"2011-03-05",25.7938
"2011-03-06",26.6396
"2011-03-07",26.4491
"2011-03-08",26.0459
"2011-03-09",26.6934
"2011-03-10",26.6018
"2011-03-11",26.3569
"2011-03-12",26.8288
"2011-03-13",27.0277
"2011-03-14",26.9066
"2011-03-15",27.4003
"2011-03-16",27.4658
"2011-03-17",27.7381
"2011-03-18",27.6327
"2011-03-19",27.8805
"2011-03-20",27.2125
"2011-03-21",27.1908
"2011-03-22",27.2359
"2011-03-23",26.9598
"2011-03-24",26.6654
"2011-03-25",27.0671
"2011-03-26",26.931
"2011-03-27",27.3748
"2011-03-28",26.9985
"2011-03-29",26.9469
"2011-03-30",26.7985
"2011-03-31",27.1928
"2011-04-01",27.6292
"2011-04-02",27.6567
"2011-04-03",27.5193
"2011-04-04",26.9481
"2011-04-05",26.6978
"2011-04-06",27.2281
"2011-04-07",27.3244
"2011-04-08",27.3975
"2011-04-09",26.8599
"2011-04-10",27.455
"2011-04-11",26.6342
"2011-04-12",25.462
"2011-04-13",26.3991
"2011-04-14",26.1731
"2011-04-15",27.1212
"2011-04-16",26.6282
"2011-04-17",26.3983
"2011-04-18",26.1504
"2011-04-19",26.1982
"2011-04-20",26.2063
"2011-04-21",26.7674
"2011-04-22",26.4583
"2011-04-23",25.3654
"2011-04-24",26.9518
"2011-04-25",26.0089
"2011-04-26",26.9074
"2011-04-27",26.7383
"2011-04-28",25.9493
"2011-04-29",27.9441
"2011-04-30",27.4507
"2011-05-01",27.1777
"2011-05-02",27.0992
"2011-05-03",27.8169
"2011-05-04",27.9562
"2011-05-05",27.8242
"2011-05-06",28.0053
"2011-05-07",28.0167
"2011-05-08",27.9731
"2011-05-09",26.9874
"2011-05-10",27.039
"2011-05-11",27.5333
"2011-05-12",27.3726
"2011-05-13",27.5581
"2011-05-14",27.6615
"2011-05-15",27.4199
"2011-05-16",27.8709
"2011-05-17",27.001
"2011-05-18",27.1765
"2011-05-19",27.7107
"2011-05-20",27.8032
"2011-05-21",27.4769
"2011-05-22",27.6623
"2011-05-23",27.6604
"2011-05-24",27.6555
"2011-05-25",27.2494
"2011-05-26",27.1594
"2011-05-27",26.9206
"2011-05-28",26.8412
"2011-05-29",27.039
"2011-05-30",26.9521
"2011-05-31",26.747
"2011-06-01",26.3513
"2011-06-02",27.4279
"2011-06-03",27.425
"2011-06-04",26.9102
"2011-06-05",27.3747
"2011-06-06",26.1813
"2011-06-07",26.6965
"2011-06-08",27.0931
"2011-06-09",26.7051
"2011-06-10",27.2591
"2011-06-11",27.3627
"2011-06-12",27.4236
"2011-06-13",26.7332
"2011-06-14",26.0723
"2011-06-15",26.6403
"2011-06-16",26.8643
"2011-06-17",27.4685
"2011-06-18",27.7508
"2011-06-19",27.4268
"2011-06-20",27.2208
"2011-06-21",27.3487
"2011-06-22",27.2877
"2011-06-23",27.1118
"2011-06-24",27.3182
"2011-06-25",27.1668
"2011-06-26",27.4015
"2011-06-27",27.1366
"2011-06-28",27.0695
"2011-06-29",27.0131
"2011-06-30",26.9509
"2011-07-01",26.5206
"2011-07-02",26.9596
"2011-07-03",26.8122
"2011-07-04",27.0716
"2011-07-05",26.187
"2011-07-06",26.5299
"2011-07-07",27.1153
"2011-07-08",26.7532
"2011-07-09",26.6443
"2011-07-10",26.8146
"2011-07-11",26.4503
"2011-07-12",26.303
"2011-07-13",26.2453
"2011-07-14",26.5319
"2011-07-15",26.7786
"2011-07-16",25.2046
"2011-07-17",25.6038
"2011-07-18",25.9421
"2011-07-19",26.7084
"2011-07-20",26.4536
"2011-07-21",26.6065
"2011-07-22",26.6679
"2011-07-23",26.3052
"2011-07-24",26.5713
"2011-07-25",26.1743
"2011-07-26",25.9998
"2011-07-27",26.2855
"2011-07-28",26.6931
"2011-07-29",26.6441
"2011-07-30",26.4944
"2011-07-31",26.9094
"2011-08-01",27.139
"2011-08-02",27.0029
"2011-08-03",26.1042
"2011-08-04",26.3758
"2011-08-05",26.0361
"2011-08-06",25.9157
"2011-08-07",26.9618
"2011-08-08",26.689
"2011-08-09",26.7255
"2011-08-10",26.4593
"2011-08-11",26.7916
"2011-08-12",26.7803
"2011-08-13",26.6442
"2011-08-14",26.9269
"2011-08-15",26.0765
"2011-08-16",26.1322
"2011-08-17",26.0844
"2011-08-18",26.7755
"2011-08-19",26.7551
"2011-08-20",26.8832
"2011-08-21",27.0221
"2011-08-22",25.5715
"2011-08-23",26.2531
"2011-08-24",25.4543
"2011-08-25",26.1629
"2011-08-26",27.1458
"2011-08-27",27.1999
"2011-08-28",26.9572
"2011-08-29",27.3419
"2011-08-30",26.1692
"2011-08-31",26.3545
"2011-09-01",26.7003
"2011-09-02",26.6009
"2011-09-03",26.4603
"2011-09-04",27.1067
"2011-09-05",26.6265
"2011-09-06",26.7008
"2011-09-07",26.6656
"2011-09-08",27.0268
"2011-09-09",26.4138
"2011-09-10",25.5065
"2011-09-11",26.1452
"2011-09-12",25.4326
"2011-09-13",25.7011
"2011-09-14",26.2462
"2011-09-15",26.0904
"2011-09-16",26.6416
"2011-09-17",26.772
"2011-09-18",26.818
"2011-09-19",26.8388
"2011-09-20",26.8281
"2011-09-21",26.4001
"2011-09-22",26.9033
"2011-09-23",27.2489
"2011-09-24",26.8724
"2011-09-25",26.9728
"2011-09-26",26.8744
"2011-09-27",26.964
"2011-09-28",26.9156
"2011-09-29",26.9628
"2011-09-30",26.9453
"2011-10-01",27.0439
"2011-10-02",26.9842
"2011-10-03",27.2961
"2011-10-04",26.899
"2011-10-05",27.3035
"2011-10-06",27.0834
"2011-10-07",27.0423
"2011-10-08",27.3889
"2011-10-09",27.2163
"2011-10-10",26.9697
"2011-10-11",26.38
"2011-10-12",25.9424
"2011-10-13",27.1505
"2011-10-14",27.0951
"2011-10-15",27.0528
"2011-10-16",27.0884
"2011-10-17",26.7807
"2011-10-18",27.0361
"2011-10-19",26.6737
"2011-10-20",26.3341
"2011-10-21",26.3068
"2011-10-22",25.8778
"2011-10-23",25.6614
"2011-10-24",25.328
"2011-10-25",25.5066
"2011-10-26",25.9885
"2011-10-27",25.6045
"2011-10-28",25.8614
"2011-10-29",25.6989
"2011-10-30",25.5326
"2011-10-31",26.0379
"2011-11-01",25.1477
"2011-11-02",25.8308
"2011-11-03",25.4727
"2011-11-04",26.8137
"2011-11-05",26.6768
"2011-11-06",26.2736
"2011-11-07",25.7516
"2011-11-08",26.2396
"2011-11-09",26.4245
"2011-11-10",26.0295
"2011-11-11",26.5686
"2011-11-12",26.893
"2011-11-13",26.9904
"2011-11-14",26.8968
"2011-11-15",27.0046
"2011-11-16",26.7826
"2011-11-17",26.8099
"2011-11-18",26.5337
"2011-11-19",26.7009
"2011-11-20",26.0172
"2011-11-21",25.3938
"2011-11-22",26.561
"2011-11-23",26.2368
"2011-11-24",25.5952
"2011-11-25",25.079
"2011-11-26",25.8001
"2011-11-27",25.1757
"2011-11-28",26.1023
"2011-11-29",26.737
"2011-11-30",25.8356
"2011-12-01",26.4282
"2011-12-02",26.2595
"2011-12-03",26.5949
"2011-12-04",26.6363
"2011-12-05",26.8118
"2011-12-06",26.981
"2011-12-07",26.5586
"2011-12-08",26.1725
"2011-12-09",26.5316
"2011-12-10",26.5608
"2011-12-11",26.0889
"2011-12-12",25.5459
"2011-12-13",26.1502
"2011-12-14",25.4547
"2011-12-15",25.1141
"2011-12-16",25.9359
"2011-12-17",26.53
"2011-12-18",26.2901
"2011-12-19",25.301
"2011-12-20",24.7932
"2011-12-21",25.3214
"2011-12-22",24.9595
"2011-12-23",24.4569
"2011-12-24",25.8356
"2011-12-25",25.6364
"2011-12-26",24.966
"2011-12-27",23.4878
"2011-12-28",24.2737
"2011-12-29",25.8895
"2011-12-30",25.8531
"2011-12-31",25.8743
"2012-01-01",25.0476
"2012-01-02",25.3278
"2012-01-03",26.6652
"2012-01-04",26.683
"2012-01-05",25.7541
"2012-01-06",25.3648
"2012-01-07",26.0046
"2012-01-08",26.1592
"2012-01-09",26.1018
"2012-01-10",26.1679
"2012-01-11",26.1355
"2012-01-12",26.0115
"2012-01-13",26.1774
"2012-01-14",25.554
"2012-01-15",24.6573
"2012-01-16",25.0558
"2012-01-17",25.1154
"2012-01-18",25.4276
"2012-01-19",25.7804
"2012-01-20",26.3607
"2012-01-21",25.9512
"2012-01-22",25.8499
"2012-01-23",26.3684
"2012-01-24",25.8681
"2012-01-25",26.3126
"2012-01-26",26.8231
"2012-01-27",26.7259
"2012-01-28",27.0459
"2012-01-29",26.5424
"2012-01-30",26.4905
"2012-01-31",26.606
"2012-02-01",27.2145
"2012-02-02",27.5143
"2012-02-03",27.9891
"2012-02-04",27.6866
"2012-02-05",26.5005
"2012-02-06",25.9927
"2012-02-07",26.0296
"2012-02-08",26.7759
"2012-02-09",26.6176
"2012-02-10",26.235
"2012-02-11",26.9889
"2012-02-12",27.077
"2012-02-13",27.3122
"2012-02-14",25.5657
"2012-02-15",25.4804
"2012-02-16",26.02
"2012-02-17",25.8682
"2012-02-18",26.5537
"2012-02-19",26.3367
"2012-02-20",26.3384
"2012-02-21",26.1346
"2012-02-22",25.5581
"2012-02-23",26.0052
"2012-02-24",26.3204
"2012-02-25",27.0026
"2012-02-26",26.7281
"2012-02-27",26.0996
"2012-02-28",25.7216
"2012-02-29",27.0507
"2012-03-01",27.0261
"2012-03-02",27.4209
"2012-03-03",27.3966
"2012-03-04",27.1263
"2012-03-05",27.0293
"2012-03-06",27.3875
"2012-03-07",26.9076
"2012-03-08",27.0072
"2012-03-09",27.2228
"2012-03-10",26.7588
"2012-03-11",26.4087
"2012-03-12",26.8614
"2012-03-13",26.6678
"2012-03-14",27.1259
"2012-03-15",26.3062
"2012-03-16",26.3421
"2012-03-17",26.2075
"2012-03-18",27.1923
"2012-03-19",27.08
"2012-03-20",26.8756
"2012-03-21",26.549
"2012-03-22",26.4404
"2012-03-23",27.2188
"2012-03-24",27.0645
"2012-03-25",26.8853
"2012-03-26",26.9085
"2012-03-27",27.1124
"2012-03-28",26.501
"2012-03-29",26.0317
"2012-03-30",27.2351
"2012-03-31",27.4387
"2012-04-01",26.8677
"2012-04-02",26.5196
"2012-04-03",26.6733
"2012-04-04",26.7566
"2012-04-05",27.6848
"2012-04-06",28.0478
"2012-04-07",27.8473
"2012-04-08",26.5872
"2012-04-09",26.1832
"2012-04-10",26.3491
"2012-04-11",27.3132
"2012-04-12",26.276
"2012-04-13",26.8416
"2012-04-14",26.3955
"2012-04-15",25.7696
"2012-04-16",26.4716
"2012-04-17",26.8489
"2012-04-18",26.8594
"2012-04-19",27.3616
"2012-04-20",26.4171
"2012-04-21",27.1295
"2012-04-22",26.2219
"2012-04-23",25.8387
"2012-04-24",25.6691
"2012-04-25",26.4485
"2012-04-26",26.4868
"2012-04-27",27.2731
"2012-04-28",27.799
"2012-04-29",27.3312
"2012-04-30",27.1659
"2012-05-01",27.8554
"2012-05-02",27.3293
"2012-05-03",27.6425
"2012-05-04",27.9789
"2012-05-05",28.0264
"2012-05-06",28.0331
"2012-05-07",28.2561
"2012-05-08",28.1114
"2012-05-09",27.9529
"2012-05-10",27.8583
"2012-05-11",28.1371
"2012-05-12",27.463
"2012-05-13",28.1419
"2012-05-14",28.1203
"2012-05-15",27.8545
"2012-05-16",27.9641
"2012-05-17",27.9283
"2012-05-18",28.7025
"2012-05-19",28.3061
"2012-05-20",28.0404
"2012-05-21",27.5276
"2012-05-22",27.7711
"2012-05-23",27.797
"2012-05-24",27.4472
"2012-05-25",26.5753
"2012-05-26",26.3401
"2012-05-27",26.7034
"2012-05-28",27.1056
"2012-05-29",27.2227
"2012-05-30",27.2962
"2012-05-31",27.43
"2012-06-01",27.6665
"2012-06-02",27.8533
"2012-06-03",27.0735
"2012-06-04",27.2591
"2012-06-05",27.1195
"2012-06-06",26.3209
"2012-06-07",27.1432
"2012-06-08",27.8259
"2012-06-09",27.844
"2012-06-10",27.6755
"2012-06-11",27.3548
"2012-06-12",26.8715
"2012-06-13",25.7121
"2012-06-14",26.0023
"2012-06-15",27.3282
"2012-06-16",27.3885
"2012-06-17",27.1161
"2012-06-18",26.9308
"2012-06-19",26.9603
"2012-06-20",26.7286
"2012-06-21",26.4826
"2012-06-22",26.8637
"2012-06-23",26.2521
"2012-06-24",26.4697
"2012-06-25",25.9926
"2012-06-26",26.3727
"2012-06-27",26.3165
"2012-06-28",25.9532
"2012-06-29",26.7796
"2012-06-30",26.4596
"2012-07-01",25.8567
"2012-07-02",25.4941
"2012-07-03",26.8432
"2012-07-04",26.7636
"2012-07-05",26.8627
"2012-07-06",26.6063
"2012-07-07",26.4426
"2012-07-08",26.3341
"2012-07-09",25.4688
"2012-07-10",26.2302
"2012-07-11",27.0059
"2012-07-12",27.3269
"2012-07-13",26.9657
"2012-07-14",26.5142
"2012-07-15",26.626
"2012-07-16",26.8198
"2012-07-17",26.7223
"2012-07-18",26.8308
"2012-07-19",27.1695
"2012-07-20",27.3957
"2012-07-21",26.9723
"2012-07-22",27.1042
"2012-07-23",26.5409
"2012-07-24",26.6696
"2012-07-25",26.7372
"2012-07-26",27.1991
"2012-07-27",27.1862
"2012-07-28",27.0616
"2012-07-29",26.8635
"2012-07-30",27.175
"2012-07-31",27.1887
"2012-08-01",26.8622
"2012-08-02",26.8457
"2012-08-03",27.1158
"2012-08-04",27.1283
"2012-08-05",26.9366
"2012-08-06",26.5054
"2012-08-07",26.4943
"2012-08-08",26.7712
"2012-08-09",26.9265
"2012-08-10",26.3622
"2012-08-11",25.8694
"2012-08-12",26.0532
"2012-08-13",26.7315
"2012-08-14",26.8376
"2012-08-15",26.6134
"2012-08-16",26.2004
"2012-08-17",26.1472
"2012-08-18",26.8599
"2012-08-19",26.9463
"2012-08-20",26.7918
"2012-08-21",25.7179
"2012-08-22",26.4258
"2012-08-23",26.5021
"2012-08-24",25.7019
"2012-08-25",25.8772
"2012-08-26",26.9078
"2012-08-27",26.708
"2012-08-28",26.727
"2012-08-29",25.0901
"2012-08-30",25.485
"2012-08-31",26.3187
"2012-09-01",26.5953
"2012-09-02",26.5365
"2012-09-03",26.1995
"2012-09-04",25.3591
"2012-09-05",27.0546
"2012-09-06",26.4144
"2012-09-07",25.8464
"2012-09-08",26.7566
"2012-09-09",26.6263
"2012-09-10",26.4932
"2012-09-11",26.871
"2012-09-12",27.0272
"2012-09-13",26.8535
"2012-09-14",26.9158
"2012-09-15",26.997
"2012-09-16",26.7402
"2012-09-17",26.5451
"2012-09-18",26.1626
"2012-09-19",26.838
"2012-09-20",26.2208
"2012-09-21",26.9348
"2012-09-22",25.7179
"2012-09-23",26.1152
"2012-09-24",25.5045
"2012-09-25",26.8991
"2012-09-26",27.3878
"2012-09-27",26.9372
"2012-09-28",27.4796
"2012-09-29",27.5354
"2012-09-30",27.213
"2012-10-01",26.9351
"2012-10-02",27.0746
"2012-10-03",27.0899
"2012-10-04",26.9942
"2012-10-05",27.058
"2012-10-06",27.2459
"2012-10-07",26.5272
"2012-10-08",26.697
"2012-10-09",26.1567
"2012-10-10",26.367
"2012-10-11",27.0194
"2012-10-12",26.7126
"2012-10-13",26.9166
"2012-10-14",26.1511
"2012-10-15",25.178
"2012-10-16",25.7324
"2012-10-17",25.0535
"2012-10-18",25.6127
"2012-10-19",25.5132
"2012-10-20",25.8864
"2012-10-21",26.1188
"2012-10-22",25.4842
"2012-10-23",25.5319
"2012-10-24",25.9988
"2012-10-25",26.1673
"2012-10-26",26.6535
"2012-10-27",26.7559
"2012-10-28",25.5924
"2012-10-29",24.6126
"2012-10-30",25.4922
"2012-10-31",25.6382
"2012-11-01",24.3991
"2012-11-02",26.5684
"2012-11-03",26.3199
"2012-11-04",26.7816
"2012-11-05",26.5136
"2012-11-06",26.1125
"2012-11-07",25.7204
"2012-11-08",25.2093
"2012-11-09",26.0311
"2012-11-10",25.6594
"2012-11-11",25.66
"2012-11-12",26.3141
"2012-11-13",26.2787
"2012-11-14",26.4315
"2012-11-15",25.3221
"2012-11-16",24.9468
"2012-11-17",26.7625
