,"(deg C) Mean Temperature (ERA5) at Kalutara, 2007-01-01 to 2025-12-31"
"2012-11-18",26.8654
"2012-11-19",27.0016
"2012-11-20",26.9412
"2012-11-21",27.2367
"2012-11-22",27.4486
"2012-11-23",26.706
"2012-11-24",25.7582
"2012-11-25",25.9523
"2012-11-26",26.1892
"2012-11-27",25.6981
"2012-11-28",26.3575
"2012-11-29",26.2129
"2012-11-30",25.6244
"2012-12-01",25.7857
"2012-12-02",25.6268
"2012-12-03",26.2946
"2012-12-04",26.4674
"2012-12-05",26.5559
"2012-12-06",26.1052
"2012-12-07",26.0882
"2012-12-08",25.9661
"2012-12-09",26.2461
"2012-12-10",26.5517
"2012-12-11",26.4628
"2012-12-12",26.3492
"2012-12-13",26.1118
"2012-12-14",26.2895
"2012-12-15",25.2938
"2012-12-16",25.45
"2012-12-17",24.5485
"2012-12-18",24.7912
"2012-12-19",25.3287
"2012-12-20",25.7628
"2012-12-21",25.6172
"2012-12-22",24.6826
"2012-12-23",25.6613
"2012-12-24",26.3742
"2012-12-25",26.1712
"2012-12-26",26.2169
"2012-12-27",25.7617
"2012-12-28",25.9832
"2012-12-29",26.7102
"2012-12-30",26.2588
"2012-12-31",26.4278
"2013-01-01",26.6569
"2013-01-02",26.4742
"2013-01-03",25.118
"2013-01-04",24.5771
"2013-01-05",25.8767
"2013-01-06",26.3412
"2013-01-07",23.8935
"2013-01-08",25.8257
"2013-01-09",26.3125
"2013-01-10",25.1847
"2013-01-11",25.9771
"2013-01-12",25.6662
"2013-01-13",24.8694
"2013-01-14",25.4586
"2013-01-15",25.6117
"2013-01-16",25.8145
"2013-01-17",25.8841
"2013-01-18",25.9376
"2013-01-19",26.2334
"2013-01-20",26.7938
"2013-01-21",27.0772
"2013-01-22",26.8777
"2013-01-23",26.1162
"2013-01-24",25.7384
"2013-01-25",26.1649
"2013-01-26",26.8704
"2013-01-27",27.2055
"2013-01-28",27.3162
"2013-01-29",26.888
"2013-01-30",26.7659
"2013-01-31",27.1213
"2013-02-01",27.5373
"2013-02-02",27.7828
"2013-02-03",27.7956
"2013-02-04",26.8333
"2013-02-05",27.6173
"2013-02-06",25.8729
"2013-02-07",26.3707
"2013-02-08",26.4619
"2013-02-09",26.4174
"2013-02-10",26.8233
"2013-02-11",25.6162
"2013-02-12",25.4506
"2013-02-13",25.8011
"2013-02-14",25.786
"2013-02-15",26.7556
"2013-02-16",27.0458
"2013-02-17",26.8761
"2013-02-18",26.8011
"2013-02-19",25.701
"2013-02-20",26.7725
"2013-02-21",26.9288
"2013-02-22",26.861
"2013-02-23",26.5825
"2013-02-24",26.956
"2013-02-25",26.9553
"2013-02-26",26.8027
"2013-02-27",26.7974
"2013-02-28",27.1958
"2013-03-01",27.47
"2013-03-02",27.5222
"2013-03-03",27.4335
"2013-03-04",24.9866
"2013-03-05",27.1815
"2013-03-06",27.0772
"2013-03-07",27.2183
"2013-03-08",26.5268
"2013-03-09",26.5386
"2013-03-10",28.2038
"2013-03-11",27.6268
"2013-03-12",27.6392
"2013-03-13",27.5939
"2013-03-14",27.2839
"2013-03-15",26.7621
"2013-03-16",27.3765
"2013-03-17",27.252
"2013-03-18",27.4723
"2013-03-19",27.1131
"2013-03-20",27.9683
"2013-03-21",27.3908
"2013-03-22",27.4951
"2013-03-23",27.318
"2013-03-24",26.5879
"2013-03-25",25.9882
"2013-03-26",26.7042
"2013-03-27",27.396
"2013-03-28",27.6368
"2013-03-29",27.298
"2013-03-30",28.164
"2013-03-31",28.151
"2013-04-01",28.0247
"2013-04-02",28.0886
"2013-04-03",28.1981
"2013-04-04",27.5414
"2013-04-05",27.7176
"2013-04-06",28.4268
"2013-04-07",28.5785
"2013-04-08",28.6724
"2013-04-09",28.2856
"2013-04-10",26.6653
"2013-04-11",27.8174
"2013-04-12",27.976
"2013-04-13",27.2905
"2013-04-14",28.0162
"2013-04-15",26.8898
"2013-04-16",28.4731
"2013-04-17",28.6558
"2013-04-18",28.4698
"2013-04-19",28.883
"2013-04-20",28.6956
"2013-04-21",28.7817
"2013-04-22",28.159
"2013-04-23",27.361
"2013-04-24",27.8027
"2013-04-25",27.1729
"2013-04-26",27.303
"2013-04-27",27.4113
"2013-04-28",27.749
"2013-04-29",28.1104
"2013-04-30",27.4029
"2013-05-01",26.8765
"2013-05-02",27.7783
"2013-05-03",26.3959
"2013-05-04",26.9389
"2013-05-05",26.8506
"2013-05-06",26.3023
"2013-05-07",27.2683
"2013-05-08",28.2845
"2013-05-09",28.6882
"2013-05-10",28.7409
"2013-05-11",28.5235
"2013-05-12",27.9536
"2013-05-13",26.1099
"2013-05-14",27.5681
"2013-05-15",27.87
"2013-05-16",28.088
"2013-05-17",28.1431
"2013-05-18",28.0303
"2013-05-19",27.2401
"2013-05-20",25.7438
"2013-05-21",26.7312
"2013-05-22",27.6274
"2013-05-23",27.4511
"2013-05-24",27.4131
"2013-05-25",26.9292
"2013-05-26",27.5617
"2013-05-27",27.588
"2013-05-28",27.2802
"2013-05-29",27.0629
"2013-05-30",26.5589
"2013-05-31",25.2943
"2013-06-01",25.3854
"2013-06-02",26.0058
"2013-06-03",26.6887
"2013-06-04",27.1415
"2013-06-05",26.6532
"2013-06-06",26.9017
"2013-06-07",26.8179
"2013-06-08",24.6951
"2013-06-09",26.865
"2013-06-10",27.0733
"2013-06-11",26.2156
"2013-06-12",25.9051
"2013-06-13",25.9849
"2013-06-14",26.7518
"2013-06-15",26.2991
"2013-06-16",26.1509
"2013-06-17",25.3568
"2013-06-18",25.9005
"2013-06-19",26.1517
"2013-06-20",26.588
"2013-06-21",26.5908
"2013-06-22",26.8504
"2013-06-23",26.6696
"2013-06-24",26.692
"2013-06-25",25.5824
"2013-06-26",26.1389
"2013-06-27",26.5086
"2013-06-28",25.9611
"2013-06-29",25.8047
"2013-06-30",26.0337
"2013-07-01",26.2253
"2013-07-02",26.0584
"2013-07-03",26.6796
"2013-07-04",26.676
"2013-07-05",26.6688
"2013-07-06",26.772
"2013-07-07",26.4606
"2013-07-08",26.2447
"2013-07-09",25.8885
"2013-07-10",25.5122
"2013-07-11",26.3963
"2013-07-12",26.5059
"2013-07-13",26.731
"2013-07-14",26.7969
"2013-07-15",26.5602
"2013-07-16",25.8937
"2013-07-17",26.1841
"2013-07-18",25.643
"2013-07-19",26.4698
"2013-07-20",26.3938
"2013-07-21",26.5296
"2013-07-22",25.4293
"2013-07-23",25.1859
"2013-07-24",25.2237
"2013-07-25",25.5706
"2013-07-26",24.9631
"2013-07-27",26.7042
"2013-07-28",26.9691
"2013-07-29",26.961
"2013-07-30",27.007
"2013-07-31",27.1474
"2013-08-01",26.9825
"2013-08-02",26.2368
"2013-08-03",26.6667
"2013-08-04",25.6623
"2013-08-05",25.9477
"2013-08-06",26.2204
"2013-08-07",26.4648
"2013-08-08",26.3094
"2013-08-09",26.2302
"2013-08-10",25.9735
"2013-08-11",26.101
"2013-08-12",26.0435
"2013-08-13",26.1298
"2013-08-14",25.9189
"2013-08-15",26.2206
"2013-08-16",26.3072
"2013-08-17",26.2927
"2013-08-18",26.3495
"2013-08-19",26.4572
"2013-08-20",26.5576
"2013-08-21",26.288
"2013-08-22",26.3909
"2013-08-23",26.6493
"2013-08-24",26.7945
"2013-08-25",26.7107
"2013-08-26",26.4493
"2013-08-27",26.5601
"2013-08-28",26.4293
"2013-08-29",26.0103
"2013-08-30",26.5946
"2013-08-31",26.8131
"2013-09-01",26.1928
"2013-09-02",26.0573
"2013-09-03",26.2151
"2013-09-04",26.3864
"2013-09-05",25.0273
"2013-09-06",24.2644
"2013-09-07",25.1053
"2013-09-08",25.6938
"2013-09-09",26.1053
"2013-09-10",25.9282
"2013-09-11",25.3215
"2013-09-12",24.9805
"2013-09-13",25.8325
"2013-09-14",26.085
"2013-09-15",26.7016
"2013-09-16",25.911
"2013-09-17",25.7326
"2013-09-18",25.8639
"2013-09-19",26.9737
"2013-09-20",26.8424
"2013-09-21",27.2885
"2013-09-22",26.7782
"2013-09-23",26.4737
"2013-09-24",26.5815
"2013-09-25",26.5621
"2013-09-26",26.6819
"2013-09-27",26.8784
"2013-09-28",26.8503
"2013-09-29",26.9594
"2013-09-30",26.7486
"2013-10-01",26.4927
"2013-10-02",26.6472
"2013-10-03",26.494
"2013-10-04",25.9369
"2013-10-05",26.2042
"2013-10-06",26.5554
"2013-10-07",26.6916
"2013-10-08",26.891
"2013-10-09",26.3802
"2013-10-10",25.9079
"2013-10-11",26.7939
"2013-10-12",26.6345
"2013-10-13",26.4616
"2013-10-14",27.0955
"2013-10-15",27.0394
"2013-10-16",26.6242
"2013-10-17",25.3318
"2013-10-18",25.3166
"2013-10-19",24.8383
"2013-10-20",25.8212
"2013-10-21",26.1562
"2013-10-22",26.2196
"2013-10-23",26.7767
"2013-10-24",26.3018
"2013-10-25",26.4993
"2013-10-26",26.8836
"2013-10-27",26.405
"2013-10-28",26.4405
"2013-10-29",26.1488
"2013-10-30",25.7957
"2013-10-31",25.181
"2013-11-01",25.9555
"2013-11-02",25.7146
"2013-11-03",26.0473
"2013-11-04",26.3311
"2013-11-05",25.9725
"2013-11-06",25.8744
"2013-11-07",25.9512
"2013-11-08",26.6831
"2013-11-09",26.2744
"2013-11-10",26.1428
"2013-11-11",26.4338
"2013-11-12",26.1818
"2013-11-13",25.5648
"2013-11-14",26.1412
"2013-11-15",26.1674
"2013-11-16",26.4622
"2013-11-17",26.4111
"2013-11-18",26.0562
"2013-11-19",25.8216
"2013-11-20",26.504
"2013-11-21",26.7473
"2013-11-22",26.5081
"2013-11-23",25.8343
"2013-11-24",25.5888
"2013-11-25",26.2599
"2013-11-26",26.2125
"2013-11-27",26.2427
"2013-11-28",26.0524
"2013-11-29",26.1151
"2013-11-30",26.2606
"2013-12-01",25.046
"2013-12-02",25.4786
"2013-12-03",25.636
"2013-12-04",25.5061
"2013-12-05",25.1175
"2013-12-06",25.7821
"2013-12-07",26.1019
"2013-12-08",25.9752
"2013-12-09",25.9983
"2013-12-10",25.7591
"2013-12-11",26.0479
"2013-12-12",26.1103
"2013-12-13",25.6009
"2013-12-14",25.9297
"2013-12-15",24.9905
"2013-12-16",25.1301
"2013-12-17",25.231
"2013-12-18",26.4617
"2013-12-19",25.7164
"2013-12-20",26.3636
"2013-12-21",26.1614
"2013-12-22",26.2805
"2013-12-23",25.7736
"2013-12-24",26.3325
"2013-12-25",25.6847
"2013-12-26",25.611
"2013-12-27",26.0129
"2013-12-28",25.6826
"2013-12-29",26.3186
"2013-12-30",26.3372
"2013-12-31",26.7629
"2014-01-01",26.5869
"2014-01-02",26.7859
"2014-01-03",26.7694
"2014-01-04",25.6425
"2014-01-05",25.7404
"2014-01-06",25.9421
"2014-01-07",26.4186
"2014-01-08",27.0527
"2014-01-09",26.4922
"2014-01-10",26.7295
"2014-01-11",26.5802
"2014-01-12",26.1835
"2014-01-13",26.6531
"2014-01-14",26.9254
"2014-01-15",25.5698
"2014-01-16",26.3461
"2014-01-17",26.5123
"2014-01-18",26.4799
"2014-01-19",26.8021
"2014-01-20",26.9528
"2014-01-21",27.441
"2014-01-22",27.2534
"2014-01-23",27.3057
"2014-01-24",27.2114
"2014-01-25",26.8235
"2014-01-26",26.9105
"2014-01-27",26.9352
"2014-01-28",26.4612
"2014-01-29",25.8725
"2014-01-30",26.8089
"2014-01-31",27.4587
"2014-02-01",27.8553
"2014-02-02",27.9111
"2014-02-03",27.4656
"2014-02-04",26.869
"2014-02-05",26.9768
"2014-02-06",26.8743
"2014-02-07",26.6667
"2014-02-08",26.5278
"2014-02-09",26.3874
"2014-02-10",26.1108
"2014-02-11",26.2035
"2014-02-12",26.4467
"2014-02-13",26.9344
"2014-02-14",27.7362
"2014-02-15",28.1717
"2014-02-16",28.085
"2014-02-17",28.4368
"2014-02-18",28.254
"2014-02-19",28.6484
"2014-02-20",27.1812
"2014-02-21",27.6466
"2014-02-22",28.2073
"2014-02-23",27.3278
"2014-02-24",28.5323
"2014-02-25",28.9521
"2014-02-26",28.5529
"2014-02-27",27.4305
"2014-02-28",28.2038
"2014-03-01",28.588
"2014-03-02",28.6353
"2014-03-03",28.5743
"2014-03-04",28.9648
"2014-03-05",28.0669
"2014-03-06",27.8878
"2014-03-07",26.9265
"2014-03-08",28.0848
"2014-03-09",28.1224
"2014-03-10",28.3035
"2014-03-11",28.568
"2014-03-12",28.3828
"2014-03-13",28.7768
"2014-03-14",28.2752
"2014-03-15",28.3538
"2014-03-16",28.7976
"2014-03-17",28.4772
"2014-03-18",27.3193
"2014-03-19",27.2522
"2014-03-20",27.4949
"2014-03-21",28.0509
"2014-03-22",28.2343
"2014-03-23",28.4636
"2014-03-24",28.245
"2014-03-25",28.7862
"2014-03-26",29.0167
"2014-03-27",28.4674
"2014-03-28",28.9303
"2014-03-29",29.4008
"2014-03-30",29.0134
"2014-03-31",28.6555
"2014-04-01",28.6232
"2014-04-02",28.2381
"2014-04-03",28.6897
"2014-04-04",27.4249
"2014-04-05",26.7581
"2014-04-06",27.127
"2014-04-07",27.1261
"2014-04-08",26.91
"2014-04-09",27.8444
"2014-04-10",27.0055
"2014-04-11",27.1967
"2014-04-12",27.7011
"2014-04-13",27.2405
"2014-04-14",26.9022
"2014-04-15",27.4689
"2014-04-16",26.6294
"2014-04-17",26.8574
"2014-04-18",27.6937
"2014-04-19",27.6822
"2014-04-20",28.1688
"2014-04-21",27.488
"2014-04-22",26.4654
"2014-04-23",27.0637
"2014-04-24",26.6043
"2014-04-25",27.8306
"2014-04-26",28.1239
"2014-04-27",27.052
"2014-04-28",26.7567
"2014-04-29",25.5378
"2014-04-30",26.4767
"2014-05-01",27.3894
"2014-05-02",26.7136
"2014-05-03",26.4548
"2014-05-04",26.615
"2014-05-05",25.7073
"2014-05-06",26.3076
"2014-05-07",26.4124
"2014-05-08",27.1403
"2014-05-09",27.1468
"2014-05-10",27.6832
"2014-05-11",28.3255
"2014-05-12",27.6291
"2014-05-13",28.1201
"2014-05-14",27.9098
"2014-05-15",28.4598
"2014-05-16",28.7322
"2014-05-17",28.0135
"2014-05-18",28.3071
"2014-05-19",28.3722
"2014-05-20",27.6434
"2014-05-21",27.0142
"2014-05-22",28.0622
"2014-05-23",28.4191
"2014-05-24",27.9354
"2014-05-25",27.6468
"2014-05-26",28.1355
"2014-05-27",27.6756
"2014-05-28",26.8139
"2014-05-29",27.3371
"2014-05-30",27.4382
"2014-05-31",27.6708
"2014-06-01",27.601
"2014-06-02",26.3908
"2014-06-03",25.7833
"2014-06-04",27.4516
"2014-06-05",27.6824
"2014-06-06",27.7714
"2014-06-07",28.28
"2014-06-08",27.5237
"2014-06-09",27.6872
"2014-06-10",27.4437
"2014-06-11",27.2331
"2014-06-12",26.3018
"2014-06-13",27.4157
"2014-06-14",28.0991
"2014-06-15",27.8416
"2014-06-16",27.7069
"2014-06-17",27.9663
"2014-06-18",27.8368
"2014-06-19",27.0585
"2014-06-20",27.4091
"2014-06-21",27.4692
"2014-06-22",27.6101
"2014-06-23",27.7157
"2014-06-24",27.466
"2014-06-25",27.231
"2014-06-26",27.197
"2014-06-27",27.0131
"2014-06-28",26.8759
"2014-06-29",26.9471
"2014-06-30",25.7406
"2014-07-01",25.8862
"2014-07-02",27.1814
"2014-07-03",27.4773
"2014-07-04",27.3171
"2014-07-05",26.9185
"2014-07-06",26.915
"2014-07-07",27.2035
"2014-07-08",27.2503
"2014-07-09",26.735
"2014-07-10",26.1384
"2014-07-11",27.0748
"2014-07-12",27.1386
"2014-07-13",27.4483
"2014-07-14",26.5906
"2014-07-15",26.9397
"2014-07-16",26.9329
"2014-07-17",27.0419
"2014-07-18",27.0015
"2014-07-19",26.9189
"2014-07-20",27.1613
"2014-07-21",27.3219
"2014-07-22",27.0135
"2014-07-23",26.8433
"2014-07-24",26.9488
"2014-07-25",27.4967
"2014-07-26",27.0162
"2014-07-27",25.9707
"2014-07-28",26.6014
"2014-07-29",27.0334
"2014-07-30",26.7608
"2014-07-31",26.5115
"2014-08-01",25.6649
"2014-08-02",26.1828
"2014-08-03",26.1474
"2014-08-04",26.2567
"2014-08-05",26.0446
"2014-08-06",26.6553
"2014-08-07",26.9175
"2014-08-08",25.6557
"2014-08-09",26.4394
"2014-08-10",26.1507
"2014-08-11",25.5367
"2014-08-12",26.0444
"2014-08-13",26.0254
"2014-08-14",26.1857
"2014-08-15",25.9669
"2014-08-16",26.0759
"2014-08-17",25.2379
"2014-08-18",25.4973
"2014-08-19",26.001
"2014-08-20",26.4554
"2014-08-21",25.6073
"2014-08-22",24.6183
"2014-08-23",26.0583
"2014-08-24",26.6941
"2014-08-25",26.9372
"2014-08-26",26.798
"2014-08-27",27.0268
"2014-08-28",27.3171
"2014-08-29",27.0248
"2014-08-30",26.9303
"2014-08-31",27.3649
"2014-09-01",26.4017
"2014-09-02",25.5088
"2014-09-03",25.333
"2014-09-04",25.9483
"2014-09-05",26.0641
"2014-09-06",26.6233
"2014-09-07",26.0489
"2014-09-08",26.7476
"2014-09-09",26.4159
"2014-09-10",25.8725
"2014-09-11",26.6284
"2014-09-12",26.458
"2014-09-13",26.408
"2014-09-14",26.2381
"2014-09-15",26.5388
"2014-09-16",26.7592
"2014-09-17",26.4445
"2014-09-18",26.8789
"2014-09-19",26.9071
"2014-09-20",27.0529
"2014-09-21",26.893
"2014-09-22",27.0133
"2014-09-23",26.4599
"2014-09-24",25.9796
"2014-09-25",25.3844
"2014-09-26",25.491
"2014-09-27",26.5613
"2014-09-28",26.5924
"2014-09-29",26.6258
"2014-09-30",25.8141
"2014-10-01",25.741
"2014-10-02",25.7058
"2014-10-03",26.0099
"2014-10-04",26.4217
"2014-10-05",27.1612
"2014-10-06",26.6224
"2014-10-07",25.8292
"2014-10-08",25.8899
"2014-10-09",26.2515
"2014-10-10",26.3802
"2014-10-11",27.2074
"2014-10-12",26.5195
"2014-10-13",26.8766
"2014-10-14",27.0739
"2014-10-15",26.2453
"2014-10-16",25.4599
"2014-10-17",25.261
"2014-10-18",24.7023
"2014-10-19",25.9712
"2014-10-20",26.2029
"2014-10-21",25.8619
"2014-10-22",26.2696
"2014-10-23",25.9947
"2014-10-24",26.5189
"2014-10-25",26.4367
"2014-10-26",26.655
"2014-10-27",25.8825
"2014-10-28",25.7213
"2014-10-29",25.9111
"2014-10-30",24.9852
"2014-10-31",25.2479
"2014-11-01",26.129
"2014-11-02",25.0822
"2014-11-03",25.0283
"2014-11-04",24.6311
"2014-11-05",26.0886
"2014-11-06",26.5607
"2014-11-07",26.4119
"2014-11-08",26.7818
"2014-11-09",26.6438
"2014-11-10",26.6476
"2014-11-11",26.2656
"2014-11-12",26.1577
"2014-11-13",26.1546
"2014-11-14",25.9774
"2014-11-15",26.4091
"2014-11-16",25.6167
"2014-11-17",25.9367
"2014-11-18",25.579
"2014-11-19",25.1496
"2014-11-20",25.8074
"2014-11-21",25.5037
"2014-11-22",25.0892
"2014-11-23",25.5115
"2014-11-24",25.2887
"2014-11-25",24.4386
"2014-11-26",24.5634
"2014-11-27",25.2062
"2014-11-28",25.8162
"2014-11-29",25.1573
"2014-11-30",24.9699
"2014-12-01",25.8975
"2014-12-02",25.9077
"2014-12-03",25.8686
"2014-12-04",25.9888
"2014-12-05",26.4073
"2014-12-06",26.069
"2014-12-07",26.417
"2014-12-08",25.7991
"2014-12-09",26.272
"2014-12-10",25.5804
"2014-12-11",25.8931
"2014-12-12",25.8961
"2014-12-13",26.0591
"2014-12-14",26.7619
"2014-12-15",26.6346
"2014-12-16",26.0557
"2014-12-17",25.5216
"2014-12-18",25.7622
"2014-12-19",25.7593
"2014-12-20",23.4946
"2014-12-21",25.4974
"2014-12-22",24.1981
"2014-12-23",24.1878
"2014-12-24",24.5741
"2014-12-25",23.977
"2014-12-26",24.0695
"2014-12-27",24.5104
"2014-12-28",24.5868
"2014-12-29",25.7429
"2014-12-30",25.6308
"2014-12-31",26.5503
"2015-01-01",26.344
"2015-01-02",25.9023
"2015-01-03",26.3731
"2015-01-04",26.892
"2015-01-05",26.768
"2015-01-06",26.0333
"2015-01-07",25.9866
"2015-01-08",26.1309
"2015-01-09",26.0079
"2015-01-10",25.7966
"2015-01-11",25.6015
"2015-01-12",25.3212
"2015-01-13",25.5378
"2015-01-14",26.3039
"2015-01-15",26.4755
"2015-01-16",27.1817
"2015-01-17",26.904
"2015-01-18",27.6382
"2015-01-19",27.0877
"2015-01-20",26.7567
"2015-01-21",26.8408
"2015-01-22",26.456
"2015-01-23",27.2851
"2015-01-24",26.7008
"2015-01-25",26.3104
"2015-01-26",26.8791
"2015-01-27",27.2689
"2015-01-28",27.3723
"2015-01-29",26.1742
"2015-01-30",26.0571
"2015-01-31",27.0053
"2015-02-01",27.1087
"2015-02-02",27.0628
"2015-02-03",25.763
"2015-02-04",26.7001
"2015-02-05",26.8139
"2015-02-06",26.1525
"2015-02-07",27.1678
"2015-02-08",27.5478
"2015-02-09",26.1261
"2015-02-10",25.8188
"2015-02-11",26.1904
"2015-02-12",26.7205
"2015-02-13",26.1651
"2015-02-14",26.494
"2015-02-15",26.0063
"2015-02-16",26.1959
"2015-02-17",25.3007
"2015-02-18",25.1623
"2015-02-19",25.3896
"2015-02-20",26.4797
"2015-02-21",27.8049
"2015-02-22",27.4839
"2015-02-23",27.1119
"2015-02-24",27.1158
"2015-02-25",27.6966
"2015-02-26",27.1488
"2015-02-27",26.3859
"2015-02-28",26.7304
"2015-03-01",27.4112
"2015-03-02",27.235
"2015-03-03",27.1844
"2015-03-04",26.3753
"2015-03-05",27.733
"2015-03-06",28.1476
"2015-03-07",28.1352
"2015-03-08",28.4102
"2015-03-09",27.4071
"2015-03-10",27.6059
"2015-03-11",27.6516
"2015-03-12",27.9239
"2015-03-13",26.485
"2015-03-14",25.624
"2015-03-15",27.098
"2015-03-16",27.8427
"2015-03-17",27.5568
"2015-03-18",27.0779
"2015-03-19",27.478
"2015-03-20",27.7521
"2015-03-21",27.9349
"2015-03-22",28.0621
"2015-03-23",28.4379
"2015-03-24",28.336
"2015-03-25",28.6099
"2015-03-26",28.3549
"2015-03-27",27.3091
"2015-03-28",26.9357
"2015-03-29",26.9089
"2015-03-30",27.4944
"2015-03-31",27.0002
"2015-04-01",26.3672
"2015-04-02",27.0735
"2015-04-03",27.6242
"2015-04-04",28.0915
"2015-04-05",28.5156
"2015-04-06",27.7936
"2015-04-07",26.6008
"2015-04-08",26.3435
"2015-04-09",27.7388
"2015-04-10",27.0973
"2015-04-11",27.2087
"2015-04-12",27.0253
"2015-04-13",25.5037
"2015-04-14",27.1938
"2015-04-15",27.1327
"2015-04-16",27.6016
"2015-04-17",27.701
"2015-04-18",27.6816
"2015-04-19",27.4663
"2015-04-20",26.2897
"2015-04-21",25.6933
"2015-04-22",27.9672
"2015-04-23",27.759
"2015-04-24",27.4232
"2015-04-25",26.6682
"2015-04-26",27.36
"2015-04-27",27.5531
"2015-04-28",27.4932
"2015-04-29",26.6253
"2015-04-30",26.7817
"2015-05-01",27.5296
"2015-05-02",28.4252
"2015-05-03",27.7707
"2015-05-04",27.1861
"2015-05-05",27.1757
"2015-05-06",27.2181
"2015-05-07",27.424
"2015-05-08",27.3352
"2015-05-09",26.2377
"2015-05-10",26.6417
"2015-05-11",26.4483
"2015-05-12",27.4642
"2015-05-13",27.6049
"2015-05-14",27.5483
"2015-05-15",28.153
"2015-05-16",27.4163
"2015-05-17",26.8457
"2015-05-18",27.2064
"2015-05-19",26.9379
"2015-05-20",28.002
"2015-05-21",27.4489
"2015-05-22",28.1992
"2015-05-23",27.363
"2015-05-24",27.8643
"2015-05-25",28.3022
"2015-05-26",28.0676
"2015-05-27",28.5754
"2015-05-28",28.5174
"2015-05-29",28.2599
"2015-05-30",27.9651
"2015-05-31",27.3283
"2015-06-01",26.9766
"2015-06-02",27.8023
"2015-06-03",28.1162
"2015-06-04",26.7704
"2015-06-05",26.3055
"2015-06-06",27.8692
"2015-06-07",28.203
"2015-06-08",27.6324
"2015-06-09",27.7891
"2015-06-10",27.9918
"2015-06-11",27.1353
"2015-06-12",27.0102
"2015-06-13",27.6932
"2015-06-14",28.0129
"2015-06-15",26.9934
"2015-06-16",26.6195
"2015-06-17",26.6668
"2015-06-18",26.772
"2015-06-19",27.5064
"2015-06-20",27.9295
"2015-06-21",27.7236
"2015-06-22",27.9315
"2015-06-23",28.1175
"2015-06-24",27.9303
"2015-06-25",28.068
"2015-06-26",27.3403
"2015-06-27",26.7436
"2015-06-28",26.0781
"2015-06-29",26.0073
"2015-06-30",26.7589
"2015-07-01",27.3723
"2015-07-02",27.6464
"2015-07-03",27.7281
"2015-07-04",27.3629
"2015-07-05",27.5415
"2015-07-06",27.6273
"2015-07-07",27.6576
"2015-07-08",27.6647
"2015-07-09",27.7079
"2015-07-10",27.1126
"2015-07-11",26.8603
"2015-07-12",27.7862
"2015-07-13",27.8704
"2015-07-14",27.641
"2015-07-15",27.4946
"2015-07-16",27.4143
"2015-07-17",26.6191
"2015-07-18",27.278
"2015-07-19",26.9578
"2015-07-20",26.9301
"2015-07-21",26.7112
"2015-07-22",26.481
"2015-07-23",26.66
"2015-07-24",27.203
"2015-07-25",26.7269
"2015-07-26",26.4114
"2015-07-27",26.8493
"2015-07-28",26.9
"2015-07-29",27.2053
"2015-07-30",27.2201
"2015-07-31",27.1683
"2015-08-01",27.2816
"2015-08-02",27.1862
"2015-08-03",26.8827
"2015-08-04",26.6292
"2015-08-05",26.4274
"2015-08-06",27.4767
"2015-08-07",27.6427
"2015-08-08",27.4157
"2015-08-09",27.1291
"2015-08-10",27.1114
"2015-08-11",27.3267
"2015-08-12",27.3206
"2015-08-13",27.7837
"2015-08-14",27.57
"2015-08-15",26.7793
"2015-08-16",25.9449
"2015-08-17",26.4293
"2015-08-18",26.6056
"2015-08-19",27.5846
"2015-08-20",27.3863
"2015-08-21",27.5953
"2015-08-22",27.6137
"2015-08-23",27.5666
"2015-08-24",26.7326
"2015-08-25",26.8419
"2015-08-26",27.1482
"2015-08-27",26.8187
"2015-08-28",26.0211
"2015-08-29",27.1247
"2015-08-30",26.807
"2015-08-31",27.3267
"2015-09-01",27.4073
"2015-09-02",27.6415
"2015-09-03",26.3347
"2015-09-04",26.2529
"2015-09-05",26.6044
"2015-09-06",27.212
"2015-09-07",25.7248
"2015-09-08",26.4893
"2015-09-09",27.1117
"2015-09-10",25.9662
"2015-09-11",26.0601
"2015-09-12",27.0799
"2015-09-13",27.3021
"2015-09-14",27.1563
"2015-09-15",26.6932
"2015-09-16",26.9037
"2015-09-17",26.9093
"2015-09-18",27.0368
"2015-09-19",27.0324
"2015-09-20",27.2166
"2015-09-21",27.3268
"2015-09-22",27.7633
"2015-09-23",26.9506
"2015-09-24",26.2909
"2015-09-25",26.1851
"2015-09-26",25.526
"2015-09-27",25.8993
"2015-09-28",25.8734
"2015-09-29",25.1713
"2015-09-30",25.2347
"2015-10-01",27.1717
"2015-10-02",27.2631
"2015-10-03",27.4332
"2015-10-04",26.8345
"2015-10-05",25.9135
"2015-10-06",27.1349
"2015-10-07",26.9898
"2015-10-08",27.2317
"2015-10-09",25.8279
"2015-10-10",26.9047
"2015-10-11",27.3604
"2015-10-12",26.966
"2015-10-13",26.4694
"2015-10-14",26.3033
"2015-10-15",26.5034
"2015-10-16",26.4266
"2015-10-17",26.3623
"2015-10-18",26.0666
"2015-10-19",26.4816
"2015-10-20",26.3102
"2015-10-21",26.423
"2015-10-22",26.6875
"2015-10-23",26.5429
"2015-10-24",25.6974
"2015-10-25",24.7761
"2015-10-26",25.5767
"2015-10-27",24.7538
"2015-10-28",25.9204
"2015-10-29",26.108
"2015-10-30",26.2617
"2015-10-31",26.4291
"2015-11-01",26.0364
"2015-11-02",25.8081
"2015-11-03",26.0395
"2015-11-04",26.3067
