,"(deg C) Mean Temperature (ERA5) at Ratnapura, 2007-01-01 to 2025-12-31"
"2012-11-19",24.7733
"2012-11-20",24.4795
"2012-11-21",24.6956
"2012-11-22",24.9499
"2012-11-23",24.5423
"2012-11-24",23.8813
"2012-11-25",23.7313
"2012-11-26",24.0443
"2012-11-27",23.5079
"2012-11-28",24.0991
"2012-11-29",23.7713
"2012-11-30",23.4332
"2012-12-01",23.6217
"2012-12-02",23.5126
"2012-12-03",24.3021
"2012-12-04",24.4708
"2012-12-05",24.4076
"2012-12-06",23.851
"2012-12-07",23.932
"2012-12-08",23.288
"2012-12-09",23.602
"2012-12-10",23.7144
"2012-12-11",23.6028
"2012-12-12",23.6882
"2012-12-13",23.2081
"2012-12-14",23.3245
"2012-12-15",22.7264
"2012-12-16",23.3168
"2012-12-17",22.4317
"2012-12-18",22.5734
"2012-12-19",22.9029
"2012-12-20",23.5918
"2012-12-21",23.5168
"2012-12-22",22.6841
"2012-12-23",23.5854
"2012-12-24",24.1918
"2012-12-25",23.971
"2012-12-26",23.9969
"2012-12-27",23.7819
"2012-12-28",24.1315
"2012-12-29",24.78
"2012-12-30",24.1948
"2012-12-31",24.1306
"2013-01-01",24.1534
"2013-01-02",24.0674
"2013-01-03",22.8674
"2013-01-04",21.743
"2013-01-05",23.314
"2013-01-06",23.9402
"2013-01-07",22.1152
"2013-01-08",23.8636
"2013-01-09",24.2316
"2013-01-10",22.6514
"2013-01-11",23.3769
"2013-01-12",23.2029
"2013-01-13",22.8495
"2013-01-14",23.1204
"2013-01-15",22.6138
"2013-01-16",22.8175
"2013-01-17",22.858
"2013-01-18",23.3958
"2013-01-19",23.8632
"2013-01-20",24.0902
"2013-01-21",24.1482
"2013-01-22",24.1029
"2013-01-23",23.4745
"2013-01-24",23.1866
"2013-01-25",23.6367
"2013-01-26",23.8476
"2013-01-27",23.9027
"2013-01-28",24.3616
"2013-01-29",23.7993
"2013-01-30",23.3112
"2013-01-31",23.6765
"2013-02-01",24.2564
"2013-02-02",24.5942
"2013-02-03",24.3907
"2013-02-04",23.3904
"2013-02-05",24.3171
"2013-02-06",23.3857
"2013-02-07",23.5958
"2013-02-08",23.9854
"2013-02-09",23.8813
"2013-02-10",24.0766
"2013-02-11",22.9546
"2013-02-12",23.1393
"2013-02-13",23.6521
"2013-02-14",23.6934
"2013-02-15",24.581
"2013-02-16",24.6079
"2013-02-17",24.6688
"2013-02-18",24.2192
"2013-02-19",23.2992
"2013-02-20",24.1933
"2013-02-21",24.1288
"2013-02-22",24.0072
"2013-02-23",23.8406
"2013-02-24",24.2653
"2013-02-25",24.2339
"2013-02-26",24.1114
"2013-02-27",24.0067
"2013-02-28",24.2417
"2013-03-01",24.4129
"2013-03-02",24.5952
"2013-03-03",24.2783
"2013-03-04",23.1492
"2013-03-05",25.0323
"2013-03-06",24.8153
"2013-03-07",24.8006
"2013-03-08",23.9137
"2013-03-09",23.8127
"2013-03-10",25.4684
"2013-03-11",25.0668
"2013-03-12",25.0877
"2013-03-13",25.0437
"2013-03-14",24.7681
"2013-03-15",24.1575
"2013-03-16",25.0499
"2013-03-17",24.786
"2013-03-18",24.7878
"2013-03-19",24.6418
"2013-03-20",25.1239
"2013-03-21",24.7054
"2013-03-22",24.7959
"2013-03-23",24.6731
"2013-03-24",24.1321
"2013-03-25",23.5854
"2013-03-26",23.9309
"2013-03-27",24.7513
"2013-03-28",25.451
"2013-03-29",25.0051
"2013-03-30",25.7228
"2013-03-31",25.6887
"2013-04-01",25.3565
"2013-04-02",25.4843
"2013-04-03",25.381
"2013-04-04",24.6258
"2013-04-05",25.1023
"2013-04-06",25.7342
"2013-04-07",25.7296
"2013-04-08",25.9411
"2013-04-09",25.7967
"2013-04-10",24.1688
"2013-04-11",24.9799
"2013-04-12",25.1944
"2013-04-13",24.7438
"2013-04-14",25.492
"2013-04-15",24.4535
"2013-04-16",25.7353
"2013-04-17",25.7794
"2013-04-18",25.6344
"2013-04-19",25.9953
"2013-04-20",25.7937
"2013-04-21",25.9183
"2013-04-22",25.5146
"2013-04-23",24.7641
"2013-04-24",25.4958
"2013-04-25",24.7502
"2013-04-26",24.75
"2013-04-27",24.8669
"2013-04-28",24.9182
"2013-04-29",25.5355
"2013-04-30",25.0341
"2013-05-01",24.579
"2013-05-02",25.3637
"2013-05-03",24.123
"2013-05-04",25.0001
"2013-05-05",24.9247
"2013-05-06",24.1651
"2013-05-07",25.0342
"2013-05-08",25.5524
"2013-05-09",25.894
"2013-05-10",25.8802
"2013-05-11",25.8881
"2013-05-12",25.6321
"2013-05-13",23.4861
"2013-05-14",25.0683
"2013-05-15",25.0815
"2013-05-16",25.5628
"2013-05-17",25.9057
"2013-05-18",25.6887
"2013-05-19",25.1271
"2013-05-20",23.4461
"2013-05-21",24.4724
"2013-05-22",24.9513
"2013-05-23",24.9117
"2013-05-24",25.1053
"2013-05-25",24.4259
"2013-05-26",24.8816
"2013-05-27",25.1686
"2013-05-28",24.3577
"2013-05-29",24.294
"2013-05-30",24.0936
"2013-05-31",22.8892
"2013-06-01",23.0178
"2013-06-02",23.347
"2013-06-03",23.7991
"2013-06-04",24.4297
"2013-06-05",23.9285
"2013-06-06",24.3789
"2013-06-07",24.3777
"2013-06-08",21.8632
"2013-06-09",24.0773
"2013-06-10",24.4185
"2013-06-11",23.6575
"2013-06-12",23.2019
"2013-06-13",23.3357
"2013-06-14",24.274
"2013-06-15",23.7807
"2013-06-16",23.6419
"2013-06-17",22.9523
"2013-06-18",23.4222
"2013-06-19",23.667
"2013-06-20",23.8418
"2013-06-21",24.1211
"2013-06-22",24.137
"2013-06-23",23.8185
"2013-06-24",24.0037
"2013-06-25",23.2362
"2013-06-26",23.6439
"2013-06-27",24.3314
"2013-06-28",23.6137
"2013-06-29",23.5423
"2013-06-30",23.7317
"2013-07-01",23.6071
"2013-07-02",23.3498
"2013-07-03",23.7913
"2013-07-04",23.9387
"2013-07-05",23.9981
"2013-07-06",23.8898
"2013-07-07",23.4336
"2013-07-08",23.5718
"2013-07-09",23.2727
"2013-07-10",22.9085
"2013-07-11",23.6861
"2013-07-12",24.0279
"2013-07-13",24.3606
"2013-07-14",24.2012
"2013-07-15",23.584
"2013-07-16",23.4399
"2013-07-17",23.5853
"2013-07-18",23.0375
"2013-07-19",23.9199
"2013-07-20",24.0065
"2013-07-21",23.9941
"2013-07-22",22.9346
"2013-07-23",22.5709
"2013-07-24",22.603
"2013-07-25",23.037
"2013-07-26",22.4309
"2013-07-27",24.302
"2013-07-28",24.4507
"2013-07-29",24.2053
"2013-07-30",24.1969
"2013-07-31",24.2969
"2013-08-01",24.5451
"2013-08-02",23.6677
"2013-08-03",24.1743
"2013-08-04",22.9719
"2013-08-05",22.8992
"2013-08-06",23.4244
"2013-08-07",23.6555
"2013-08-08",23.3955
"2013-08-09",23.2015
"2013-08-10",23.1141
"2013-08-11",23.3369
"2013-08-12",23.1916
"2013-08-13",23.2269
"2013-08-14",23.2199
"2013-08-15",23.5785
"2013-08-16",23.7484
"2013-08-17",23.7696
"2013-08-18",23.9268
"2013-08-19",23.7158
"2013-08-20",23.8953
"2013-08-21",23.6782
"2013-08-22",23.6904
"2013-08-23",23.9868
"2013-08-24",23.8712
"2013-08-25",23.9312
"2013-08-26",23.8358
"2013-08-27",24.2328
"2013-08-28",23.9436
"2013-08-29",23.7094
"2013-08-30",24.7656
"2013-08-31",24.8168
"2013-09-01",24.1611
"2013-09-02",23.8279
"2013-09-03",23.8525
"2013-09-04",23.7642
"2013-09-05",22.5253
"2013-09-06",21.6128
"2013-09-07",22.1749
"2013-09-08",23.0339
"2013-09-09",23.3141
"2013-09-10",23.1389
"2013-09-11",22.7892
"2013-09-12",22.4079
"2013-09-13",23.2765
"2013-09-14",23.5139
"2013-09-15",23.9454
"2013-09-16",23.5158
"2013-09-17",23.096
"2013-09-18",23.2624
"2013-09-19",24.3139
"2013-09-20",24.3043
"2013-09-21",24.409
"2013-09-22",24.1261
"2013-09-23",23.8151
"2013-09-24",23.6384
"2013-09-25",23.9172
"2013-09-26",24.0578
"2013-09-27",24.0767
"2013-09-28",23.9481
"2013-09-29",23.9239
"2013-09-30",23.8821
"2013-10-01",23.6558
"2013-10-02",23.6717
"2013-10-03",24.0192
"2013-10-04",23.8689
"2013-10-05",23.5969
"2013-10-06",23.4497
"2013-10-07",23.9383
"2013-10-08",23.942
"2013-10-09",23.4913
"2013-10-10",23.3455
"2013-10-11",23.8925
"2013-10-12",23.7989
"2013-10-13",23.7895
"2013-10-14",24.4102
"2013-10-15",24.3156
"2013-10-16",24.1208
"2013-10-17",23.0886
"2013-10-18",22.9612
"2013-10-19",22.3733
"2013-10-20",22.963
"2013-10-21",23.4622
"2013-10-22",23.6916
"2013-10-23",23.9833
"2013-10-24",24.1838
"2013-10-25",24.1584
"2013-10-26",24.3943
"2013-10-27",24.1673
"2013-10-28",24.0678
"2013-10-29",23.7722
"2013-10-30",23.5075
"2013-10-31",22.808
"2013-11-01",23.7019
"2013-11-02",23.5829
"2013-11-03",24.1177
"2013-11-04",23.9751
"2013-11-05",23.7364
"2013-11-06",23.647
"2013-11-07",23.4865
"2013-11-08",24.2987
"2013-11-09",24.0739
"2013-11-10",23.9175
"2013-11-11",24.0944
"2013-11-12",23.7591
"2013-11-13",23.3676
"2013-11-14",23.4787
"2013-11-15",23.7321
"2013-11-16",24.2816
"2013-11-17",23.9391
"2013-11-18",23.6765
"2013-11-19",23.3618
"2013-11-20",23.7522
"2013-11-21",24.1832
"2013-11-22",24.0379
"2013-11-23",23.5923
"2013-11-24",23.3399
"2013-11-25",23.7704
"2013-11-26",23.677
"2013-11-27",23.6551
"2013-11-28",23.295
"2013-11-29",23.3245
"2013-11-30",23.5687
"2013-12-01",22.7546
"2013-12-02",23.2178
"2013-12-03",23.3761
"2013-12-04",23.182
"2013-12-05",22.8244
"2013-12-06",23.4785
"2013-12-07",23.7287
"2013-12-08",23.6388
"2013-12-09",23.6517
"2013-12-10",23.243
"2013-12-11",23.3152
"2013-12-12",23.891
"2013-12-13",23.3983
"2013-12-14",23.5974
"2013-12-15",22.6946
"2013-12-16",22.6843
"2013-12-17",23.1305
"2013-12-18",24.2257
"2013-12-19",23.4983
"2013-12-20",24.0426
"2013-12-21",23.6983
"2013-12-22",23.7616
"2013-12-23",23.5428
"2013-12-24",24.2057
"2013-12-25",23.3131
"2013-12-26",23.1235
"2013-12-27",23.3284
"2013-12-28",23.0245
"2013-12-29",23.6009
"2013-12-30",23.5653
"2013-12-31",24.0671
"2014-01-01",23.734
"2014-01-02",23.9025
"2014-01-03",24.0517
"2014-01-04",23.0797
"2014-01-05",23.3696
"2014-01-06",23.4326
"2014-01-07",24.1161
"2014-01-08",24.7351
"2014-01-09",24.1038
"2014-01-10",23.8121
"2014-01-11",23.8625
"2014-01-12",23.4362
"2014-01-13",24.3634
"2014-01-14",24.347
"2014-01-15",23.1471
"2014-01-16",23.5289
"2014-01-17",23.568
"2014-01-18",23.5121
"2014-01-19",23.5097
"2014-01-20",23.5841
"2014-01-21",24.0882
"2014-01-22",24.1055
"2014-01-23",24.0534
"2014-01-24",24.1477
"2014-01-25",23.532
"2014-01-26",23.4156
"2014-01-27",23.4032
"2014-01-28",23.1747
"2014-01-29",23.3881
"2014-01-30",23.9547
"2014-01-31",24.5181
"2014-02-01",24.8741
"2014-02-02",24.5475
"2014-02-03",23.964
"2014-02-04",23.1902
"2014-02-05",23.7006
"2014-02-06",23.2041
"2014-02-07",22.6421
"2014-02-08",22.6029
"2014-02-09",22.8258
"2014-02-10",22.7404
"2014-02-11",22.9585
"2014-02-12",22.9828
"2014-02-13",23.5874
"2014-02-14",24.5616
"2014-02-15",25.1654
"2014-02-16",25.2021
"2014-02-17",25.4165
"2014-02-18",24.9577
"2014-02-19",25.4721
"2014-02-20",24.4137
"2014-02-21",24.3049
"2014-02-22",24.8767
"2014-02-23",23.9125
"2014-02-24",25.0419
"2014-02-25",25.0002
"2014-02-26",24.9637
"2014-02-27",24.0371
"2014-02-28",25.0059
"2014-03-01",25.5407
"2014-03-02",25.5196
"2014-03-03",25.1407
"2014-03-04",25.8007
"2014-03-05",25.1177
"2014-03-06",24.9346
"2014-03-07",23.8491
"2014-03-08",24.8432
"2014-03-09",24.9367
"2014-03-10",25.0629
"2014-03-11",24.8835
"2014-03-12",24.8553
"2014-03-13",25.2766
"2014-03-14",24.6791
"2014-03-15",24.826
"2014-03-16",25.4237
"2014-03-17",25.5569
"2014-03-18",24.7895
"2014-03-19",24.5231
"2014-03-20",25.0607
"2014-03-21",25.5595
"2014-03-22",25.6783
"2014-03-23",25.5577
"2014-03-24",25.3148
"2014-03-25",25.6285
"2014-03-26",26.0918
"2014-03-27",25.3387
"2014-03-28",25.8132
"2014-03-29",26.3268
"2014-03-30",25.8171
"2014-03-31",25.4125
"2014-04-01",24.9925
"2014-04-02",25.2493
"2014-04-03",25.893
"2014-04-04",24.9113
"2014-04-05",24.3785
"2014-04-06",24.6898
"2014-04-07",24.6652
"2014-04-08",23.9946
"2014-04-09",24.9116
"2014-04-10",24.0818
"2014-04-11",24.4635
"2014-04-12",25.0388
"2014-04-13",24.5714
"2014-04-14",24.4546
"2014-04-15",24.8778
"2014-04-16",24.0288
"2014-04-17",24.0759
"2014-04-18",24.5549
"2014-04-19",24.6433
"2014-04-20",25.4539
"2014-04-21",24.8967
"2014-04-22",24.22
"2014-04-23",24.6198
"2014-04-24",24.3032
"2014-04-25",25.1851
"2014-04-26",25.5447
"2014-04-27",24.9149
"2014-04-28",24.2025
"2014-04-29",23.2241
"2014-04-30",24.1923
"2014-05-01",24.7737
"2014-05-02",24.2551
"2014-05-03",24.063
"2014-05-04",24.5393
"2014-05-05",23.9184
"2014-05-06",24.2034
"2014-05-07",24.3536
"2014-05-08",25.0103
"2014-05-09",24.7987
"2014-05-10",25.2516
"2014-05-11",25.5963
"2014-05-12",25.1414
"2014-05-13",25.5154
"2014-05-14",25.5773
"2014-05-15",25.7061
"2014-05-16",25.7754
"2014-05-17",25.0469
"2014-05-18",25.4595
"2014-05-19",25.6521
"2014-05-20",25.3081
"2014-05-21",24.3514
"2014-05-22",25.6998
"2014-05-23",25.9921
"2014-05-24",25.7583
"2014-05-25",25.2821
"2014-05-26",25.7689
"2014-05-27",25.5752
"2014-05-28",24.731
"2014-05-29",25.0212
"2014-05-30",25.101
"2014-05-31",25.4493
"2014-06-01",25.4162
"2014-06-02",24.0197
"2014-06-03",22.9681
"2014-06-04",24.7407
"2014-06-05",25.0002
"2014-06-06",25.1774
"2014-06-07",25.6194
"2014-06-08",24.8181
"2014-06-09",24.9652
"2014-06-10",24.7965
"2014-06-11",24.619
"2014-06-12",23.6497
"2014-06-13",24.677
"2014-06-14",25.2718
"2014-06-15",25.051
"2014-06-16",24.8782
"2014-06-17",24.8667
"2014-06-18",24.9685
"2014-06-19",24.6219
"2014-06-20",24.7764
"2014-06-21",24.7631
"2014-06-22",24.7435
"2014-06-23",24.7861
"2014-06-24",24.4555
"2014-06-25",24.208
"2014-06-26",24.3839
"2014-06-27",24.6392
"2014-06-28",24.3778
"2014-06-29",24.2287
"2014-06-30",23.1211
"2014-07-01",23.3105
"2014-07-02",24.2676
"2014-07-03",24.5658
"2014-07-04",24.57
"2014-07-05",24.1161
"2014-07-06",24.1418
"2014-07-07",24.2646
"2014-07-08",24.3895
"2014-07-09",24.0955
"2014-07-10",23.2445
"2014-07-11",24.1974
"2014-07-12",24.4882
"2014-07-13",24.7126
"2014-07-14",23.9351
"2014-07-15",24.2811
"2014-07-16",24.3447
"2014-07-17",24.5617
"2014-07-18",24.5793
"2014-07-19",24.3608
"2014-07-20",24.3297
"2014-07-21",24.656
"2014-07-22",24.3703
"2014-07-23",24.4188
"2014-07-24",24.3528
"2014-07-25",24.9561
"2014-07-26",24.53
"2014-07-27",23.386
"2014-07-28",24.0002
"2014-07-29",24.0637
"2014-07-30",23.893
"2014-07-31",23.9224
"2014-08-01",23.2528
"2014-08-02",23.7521
"2014-08-03",23.614
"2014-08-04",23.6829
"2014-08-05",23.5857
"2014-08-06",24.0403
"2014-08-07",24.5017
"2014-08-08",23.0935
"2014-08-09",23.8289
"2014-08-10",23.7009
"2014-08-11",22.9332
"2014-08-12",23.4882
"2014-08-13",23.283
"2014-08-14",23.7429
"2014-08-15",23.6481
"2014-08-16",23.5233
"2014-08-17",22.9377
"2014-08-18",23.3012
"2014-08-19",23.8861
"2014-08-20",24.3563
"2014-08-21",23.2329
"2014-08-22",22.1602
"2014-08-23",23.4696
"2014-08-24",24.1618
"2014-08-25",24.415
"2014-08-26",24.1122
"2014-08-27",24.0346
"2014-08-28",24.3408
"2014-08-29",24.4542
"2014-08-30",24.2856
"2014-08-31",24.607
"2014-09-01",24.1568
"2014-09-02",23.3522
"2014-09-03",23.1483
"2014-09-04",23.6685
"2014-09-05",23.6855
"2014-09-06",24.1018
"2014-09-07",23.6966
"2014-09-08",24.0259
"2014-09-09",23.7432
"2014-09-10",23.4318
"2014-09-11",23.9029
"2014-09-12",23.7984
"2014-09-13",23.9058
"2014-09-14",23.6057
"2014-09-15",23.7627
"2014-09-16",23.8882
"2014-09-17",23.7883
"2014-09-18",23.9344
"2014-09-19",24.067
"2014-09-20",24.0116
"2014-09-21",24.3076
"2014-09-22",24.8227
"2014-09-23",24.4026
"2014-09-24",23.8874
"2014-09-25",23.3268
"2014-09-26",23.201
"2014-09-27",24.1521
"2014-09-28",24.3745
"2014-09-29",24.3926
"2014-09-30",23.5358
"2014-10-01",23.4301
"2014-10-02",23.3972
"2014-10-03",23.991
"2014-10-04",24.1237
"2014-10-05",24.8135
"2014-10-06",24.3754
"2014-10-07",23.5659
"2014-10-08",23.6
"2014-10-09",23.9673
"2014-10-10",23.8516
"2014-10-11",24.4615
"2014-10-12",24.0324
"2014-10-13",24.5191
"2014-10-14",24.8053
"2014-10-15",23.9514
"2014-10-16",23.3355
"2014-10-17",23.259
"2014-10-18",22.5565
"2014-10-19",23.8762
"2014-10-20",24.0147
"2014-10-21",23.5371
"2014-10-22",23.9795
"2014-10-23",23.7727
"2014-10-24",23.9671
"2014-10-25",24.1016
"2014-10-26",24.1809
"2014-10-27",23.3616
"2014-10-28",23.4829
"2014-10-29",23.5764
"2014-10-30",22.679
"2014-10-31",22.9978
"2014-11-01",23.6538
"2014-11-02",22.8608
"2014-11-03",22.7443
"2014-11-04",22.2139
"2014-11-05",23.6154
"2014-11-06",24.0118
"2014-11-07",23.6184
"2014-11-08",23.9425
"2014-11-09",23.8885
"2014-11-10",24.0762
"2014-11-11",23.6269
"2014-11-12",23.7899
"2014-11-13",23.8616
"2014-11-14",23.5476
"2014-11-15",23.8971
"2014-11-16",23.189
"2014-11-17",23.4669
"2014-11-18",23.3285
"2014-11-19",22.9073
"2014-11-20",23.6806
"2014-11-21",23.3661
"2014-11-22",22.8718
"2014-11-23",23.2194
"2014-11-24",22.8509
"2014-11-25",22.3393
"2014-11-26",22.3958
"2014-11-27",23.1516
"2014-11-28",23.7584
"2014-11-29",23.0625
"2014-11-30",23.1067
"2014-12-01",23.9171
"2014-12-02",23.8398
"2014-12-03",23.6626
"2014-12-04",23.7703
"2014-12-05",23.7828
"2014-12-06",23.7407
"2014-12-07",24.2042
"2014-12-08",23.5579
"2014-12-09",24.0515
"2014-12-10",23.422
"2014-12-11",23.61
"2014-12-12",23.4999
"2014-12-13",23.6804
"2014-12-14",24.3567
"2014-12-15",24.4126
"2014-12-16",23.8161
"2014-12-17",23.2901
"2014-12-18",23.8477
"2014-12-19",23.5305
"2014-12-20",21.6903
"2014-12-21",23.4262
"2014-12-22",22.3378
"2014-12-23",22.4142
"2014-12-24",22.6172
"2014-12-25",21.7409
"2014-12-26",21.8775
"2014-12-27",22.553
"2014-12-28",22.3036
"2014-12-29",23.2095
"2014-12-30",22.9091
"2014-12-31",24.3863
"2015-01-01",23.9704
"2015-01-02",23.5681
"2015-01-03",24.5132
"2015-01-04",24.5284
"2015-01-05",24.4716
"2015-01-06",23.3091
"2015-01-07",23.4031
"2015-01-08",23.6211
"2015-01-09",23.2552
"2015-01-10",22.978
"2015-01-11",22.8432
"2015-01-12",22.4906
"2015-01-13",22.6882
"2015-01-14",23.4864
"2015-01-15",23.5092
"2015-01-16",24.179
"2015-01-17",23.8844
"2015-01-18",24.4522
"2015-01-19",23.9696
"2015-01-20",23.2972
"2015-01-21",23.3003
"2015-01-22",23.1511
"2015-01-23",24.054
"2015-01-24",23.5512
"2015-01-25",22.8986
"2015-01-26",23.6965
"2015-01-27",24.1582
"2015-01-28",24.0215
"2015-01-29",23.5829
"2015-01-30",23.5574
"2015-01-31",24.2761
"2015-02-01",24.6127
"2015-02-02",24.2264
"2015-02-03",23.1438
"2015-02-04",23.9168
"2015-02-05",24.2491
"2015-02-06",23.6244
"2015-02-07",24.2579
"2015-02-08",24.5215
"2015-02-09",23.5677
"2015-02-10",23.1779
"2015-02-11",23.656
"2015-02-12",24.2034
"2015-02-13",23.5935
"2015-02-14",23.7631
"2015-02-15",22.8954
"2015-02-16",22.371
"2015-02-17",21.6709
"2015-02-18",21.9844
"2015-02-19",22.271
"2015-02-20",23.1471
"2015-02-21",24.2294
"2015-02-22",23.9216
"2015-02-23",23.676
"2015-02-24",24.0318
"2015-02-25",24.9224
"2015-02-26",24.2456
"2015-02-27",23.4166
"2015-02-28",23.8763
"2015-03-01",24.4459
"2015-03-02",24.4637
"2015-03-03",24.372
"2015-03-04",23.3756
"2015-03-05",24.6719
"2015-03-06",24.7815
"2015-03-07",24.7777
"2015-03-08",24.7057
"2015-03-09",23.9573
"2015-03-10",24.0626
"2015-03-11",24.1437
"2015-03-12",24.5303
"2015-03-13",23.5547
"2015-03-14",23.1045
"2015-03-15",24.4517
"2015-03-16",25.0952
"2015-03-17",24.9152
"2015-03-18",24.365
"2015-03-19",24.4593
"2015-03-20",24.652
"2015-03-21",24.784
"2015-03-22",25.0963
"2015-03-23",25.2743
"2015-03-24",24.9636
"2015-03-25",24.9145
"2015-03-26",24.7739
"2015-03-27",24.4439
"2015-03-28",24.4671
"2015-03-29",24.6262
"2015-03-30",24.8563
"2015-03-31",24.5228
"2015-04-01",23.9992
"2015-04-02",24.4447
"2015-04-03",24.9455
"2015-04-04",25.4093
"2015-04-05",25.9756
"2015-04-06",25.2811
"2015-04-07",24.2752
"2015-04-08",23.8561
"2015-04-09",25.3291
"2015-04-10",24.4373
"2015-04-11",24.3381
"2015-04-12",24.3558
"2015-04-13",22.7021
"2015-04-14",24.6884
"2015-04-15",24.534
"2015-04-16",24.8571
"2015-04-17",25.2954
"2015-04-18",25.1294
"2015-04-19",24.989
"2015-04-20",24.1561
"2015-04-21",23.46
"2015-04-22",25.4449
"2015-04-23",24.8759
"2015-04-24",24.9244
"2015-04-25",24.0885
"2015-04-26",24.9569
"2015-04-27",25.2928
"2015-04-28",25.0078
"2015-04-29",23.9099
"2015-04-30",24.1652
"2015-05-01",24.9821
"2015-05-02",25.9308
"2015-05-03",25.5001
"2015-05-04",24.8323
"2015-05-05",24.8295
"2015-05-06",24.6864
"2015-05-07",24.9004
"2015-05-08",25.1602
"2015-05-09",23.9702
"2015-05-10",24.6919
"2015-05-11",24.405
"2015-05-12",25.3658
"2015-05-13",25.54
"2015-05-14",25.167
"2015-05-15",25.7749
"2015-05-16",25.0646
"2015-05-17",24.4404
"2015-05-18",24.5254
"2015-05-19",24.7321
"2015-05-20",25.377
"2015-05-21",25.186
"2015-05-22",25.711
"2015-05-23",24.7466
"2015-05-24",25.4161
"2015-05-25",25.7029
"2015-05-26",25.6791
"2015-05-27",25.9661
"2015-05-28",25.975
"2015-05-29",25.8872
"2015-05-30",25.8546
"2015-05-31",25.1969
"2015-06-01",24.5572
"2015-06-02",25.4758
"2015-06-03",26.2256
"2015-06-04",24.7127
"2015-06-05",23.7887
"2015-06-06",25.3385
"2015-06-07",25.7913
"2015-06-08",25.3002
"2015-06-09",25.184
"2015-06-10",25.5273
"2015-06-11",25.0383
"2015-06-12",24.5398
"2015-06-13",25.0941
"2015-06-14",25.5452
"2015-06-15",24.6027
"2015-06-16",24.0138
"2015-06-17",24.2496
"2015-06-18",24.1526
"2015-06-19",24.6201
"2015-06-20",25.3932
"2015-06-21",25.002
"2015-06-22",25.5637
"2015-06-23",25.838
"2015-06-24",25.4604
"2015-06-25",25.6679
"2015-06-26",24.9194
"2015-06-27",24.3262
"2015-06-28",23.9772
"2015-06-29",23.6365
"2015-06-30",24.5061
"2015-07-01",24.8736
"2015-07-02",25.2253
"2015-07-03",25.4108
"2015-07-04",24.9419
"2015-07-05",24.735
"2015-07-06",24.594
"2015-07-07",24.7357
"2015-07-08",24.6481
"2015-07-09",24.8936
"2015-07-10",24.5025
"2015-07-11",24.1661
"2015-07-12",25.0178
"2015-07-13",25.1412
"2015-07-14",24.7922
"2015-07-15",24.728
"2015-07-16",24.707
"2015-07-17",23.8544
"2015-07-18",24.5211
"2015-07-19",24.3291
"2015-07-20",24.2192
"2015-07-21",24.1754
"2015-07-22",24.0946
"2015-07-23",24.1907
"2015-07-24",24.6142
"2015-07-25",24.204
"2015-07-26",23.8181
"2015-07-27",24.2792
"2015-07-28",24.3589
"2015-07-29",24.5339
"2015-07-30",24.5615
"2015-07-31",24.4173
"2015-08-01",24.5167
"2015-08-02",24.9421
"2015-08-03",24.2154
"2015-08-04",24.0764
"2015-08-05",23.933
"2015-08-06",24.7441
"2015-08-07",24.7473
"2015-08-08",24.6984
"2015-08-09",24.4445
"2015-08-10",24.3728
"2015-08-11",24.4514
"2015-08-12",24.6032
"2015-08-13",25.2589
"2015-08-14",25.1561
"2015-08-15",24.1432
"2015-08-16",23.3713
"2015-08-17",24.3059
"2015-08-18",24.4973
"2015-08-19",25.2335
"2015-08-20",25.0536
"2015-08-21",25.0363
"2015-08-22",25.2552
"2015-08-23",25.1893
"2015-08-24",24.3952
"2015-08-25",24.275
"2015-08-26",24.7206
"2015-08-27",24.2086
"2015-08-28",23.2714
"2015-08-29",24.717
"2015-08-30",24.6626
"2015-08-31",25.0431
"2015-09-01",25.337
"2015-09-02",25.3233
"2015-09-03",24.2785
"2015-09-04",24.1692
"2015-09-05",24.5888
"2015-09-06",25.0405
"2015-09-07",23.2948
"2015-09-08",24.1513
"2015-09-09",24.5115
"2015-09-10",23.6928
"2015-09-11",23.5123
"2015-09-12",24.5831
"2015-09-13",24.8281
"2015-09-14",24.575
"2015-09-15",24.3613
"2015-09-16",24.2084
"2015-09-17",24.5665
"2015-09-18",24.6843
"2015-09-19",24.4646
"2015-09-20",24.7344
"2015-09-21",24.9868
"2015-09-22",25.3984
"2015-09-23",25.0691
"2015-09-24",24.0364
"2015-09-25",24.0797
"2015-09-26",23.2534
"2015-09-27",23.63
"2015-09-28",23.7613
"2015-09-29",23.1931
"2015-09-30",23.098
"2015-10-01",24.9661
"2015-10-02",24.8604
"2015-10-03",24.99
"2015-10-04",24.3438
"2015-10-05",23.4542
"2015-10-06",24.765
"2015-10-07",24.8621
"2015-10-08",24.9829
"2015-10-09",23.24
"2015-10-10",24.7284
"2015-10-11",25.0639
"2015-10-12",24.8546
"2015-10-13",24.424
"2015-10-14",23.9889
"2015-10-15",24.2117
"2015-10-16",24.1943
"2015-10-17",24.0804
"2015-10-18",23.9418
"2015-10-19",24.3787
"2015-10-20",24.1447
"2015-10-21",24.0712
"2015-10-22",24.5252
"2015-10-23",24.431
"2015-10-24",23.5871
"2015-10-25",22.5739
"2015-10-26",23.1471
"2015-10-27",22.6597
"2015-10-28",23.7086
"2015-10-29",23.8957
"2015-10-30",24.1413
"2015-10-31",24.4255
"2015-11-01",24.0309
"2015-11-02",23.6348
"2015-11-03",23.6883
"2015-11-04",24.137
"2015-11-05",23.4701
