,"(deg C) Mean Temperature (ERA5) at Ratnapura, 2007-01-01 to 2025-12-31"
"2009-12-04",23.9567
"2009-12-05",23.6386
"2009-12-06",23.9538
"2009-12-07",23.9968
"2009-12-08",23.9305
"2009-12-09",23.9
"2009-12-10",23.5631
"2009-12-11",24.2858
"2009-12-12",23.8232
"2009-12-13",23.4479
"2009-12-14",23.9959
"2009-12-15",23.8707
"2009-12-16",23.6081
"2009-12-17",24.1568
"2009-12-18",24.607
"2009-12-19",24.4701
"2009-12-20",24.4264
"2009-12-21",24.0419
"2009-12-22",23.4422
"2009-12-23",23.2919
"2009-12-24",23.5629
"2009-12-25",23.1207
"2009-12-26",23.4692
"2009-12-27",23.0825
"2009-12-28",23.2595
"2009-12-29",23.2557
"2009-12-30",23.4488
"2009-12-31",23.2443
"2010-01-01",24.1134
"2010-01-02",24.093
"2010-01-03",23.5923
"2010-01-04",22.8601
"2010-01-05",22.2833
"2010-01-06",22.3574
"2010-01-07",23.1603
"2010-01-08",23.7869
"2010-01-09",24.3747
"2010-01-10",24.6394
"2010-01-11",24.2623
"2010-01-12",23.8628
"2010-01-13",24.0339
"2010-01-14",23.8684
"2010-01-15",23.594
"2010-01-16",23.7158
"2010-01-17",23.7137
"2010-01-18",23.5745
"2010-01-19",23.2485
"2010-01-20",23.5996
"2010-01-21",23.4478
"2010-01-22",23.4105
"2010-01-23",23.2261
"2010-01-24",23.3378
"2010-01-25",23.6291
"2010-01-26",23.8224
"2010-01-27",23.9162
"2010-01-28",24.1938
"2010-01-29",24.3338
"2010-01-30",23.3171
"2010-01-31",24.0647
"2010-02-01",23.7247
"2010-02-02",24.2576
"2010-02-03",24.458
"2010-02-04",24.6506
"2010-02-05",24.589
"2010-02-06",24.4503
"2010-02-07",23.9598
"2010-02-08",24.0492
"2010-02-09",24.1103
"2010-02-10",24.6646
"2010-02-11",24.1758
"2010-02-12",24.4747
"2010-02-13",24.6023
"2010-02-14",24.4723
"2010-02-15",24.2961
"2010-02-16",23.6747
"2010-02-17",24.9834
"2010-02-18",24.9136
"2010-02-19",25.0557
"2010-02-20",24.8877
"2010-02-21",25.2424
"2010-02-22",25.288
"2010-02-23",24.2844
"2010-02-24",23.8787
"2010-02-25",24.7324
"2010-02-26",25.1885
"2010-02-27",24.4583
"2010-02-28",24.3632
"2010-03-01",24.641
"2010-03-02",24.516
"2010-03-03",24.9534
"2010-03-04",24.5491
"2010-03-05",24.0547
"2010-03-06",24.288
"2010-03-07",26.0777
"2010-03-08",26.0586
"2010-03-09",25.6923
"2010-03-10",25.2179
"2010-03-11",25.764
"2010-03-12",25.6575
"2010-03-13",25.8809
"2010-03-14",25.4883
"2010-03-15",25.4505
"2010-03-16",24.9451
"2010-03-17",25.1869
"2010-03-18",24.1476
"2010-03-19",25.2177
"2010-03-20",25.8127
"2010-03-21",25.4148
"2010-03-22",25.587
"2010-03-23",25.3521
"2010-03-24",24.6039
"2010-03-25",25.9519
"2010-03-26",25.7159
"2010-03-27",23.5549
"2010-03-28",25.1703
"2010-03-29",24.7894
"2010-03-30",24.4384
"2010-03-31",24.5755
"2010-04-01",25.815
"2010-04-02",26.1568
"2010-04-03",25.7192
"2010-04-04",24.7077
"2010-04-05",23.9562
"2010-04-06",24.5962
"2010-04-07",24.8811
"2010-04-08",25.4997
"2010-04-09",25.0993
"2010-04-10",25.0575
"2010-04-11",25.9613
"2010-04-12",25.974
"2010-04-13",26.24
"2010-04-14",23.6778
"2010-04-15",25.6161
"2010-04-16",25.0919
"2010-04-17",24.29
"2010-04-18",25.0875
"2010-04-19",25.4019
"2010-04-20",26.3508
"2010-04-21",25.7714
"2010-04-22",25.6352
"2010-04-23",24.306
"2010-04-24",23.9629
"2010-04-25",25.5581
"2010-04-26",24.6605
"2010-04-27",24.7694
"2010-04-28",24.935
"2010-04-29",25.2279
"2010-04-30",25.0246
"2010-05-01",25.9855
"2010-05-02",26.2811
"2010-05-03",25.7152
"2010-05-04",25.9829
"2010-05-05",26.0514
"2010-05-06",26.1104
"2010-05-07",25.7687
"2010-05-08",25.1926
"2010-05-09",24.846
"2010-05-10",25.9454
"2010-05-11",25.7678
"2010-05-12",26.3661
"2010-05-13",26.326
"2010-05-14",24.8791
"2010-05-15",25.5944
"2010-05-16",25.2447
"2010-05-17",23.8808
"2010-05-18",24.0897
"2010-05-19",24.3337
"2010-05-20",23.5985
"2010-05-21",23.9711
"2010-05-22",24.9748
"2010-05-23",24.9447
"2010-05-24",24.7535
"2010-05-25",24.9474
"2010-05-26",25.3084
"2010-05-27",25.4897
"2010-05-28",25.2316
"2010-05-29",25.4724
"2010-05-30",25.4086
"2010-05-31",25.269
"2010-06-01",25.8592
"2010-06-02",25.7613
"2010-06-03",25.9424
"2010-06-04",25.6901
"2010-06-05",24.8973
"2010-06-06",23.9942
"2010-06-07",24.0396
"2010-06-08",24.1194
"2010-06-09",24.2247
"2010-06-10",23.8575
"2010-06-11",23.5738
"2010-06-12",24.3645
"2010-06-13",24.0862
"2010-06-14",24.3351
"2010-06-15",24.9792
"2010-06-16",24.8688
"2010-06-17",24.9124
"2010-06-18",24.3579
"2010-06-19",24.9569
"2010-06-20",24.6107
"2010-06-21",24.9198
"2010-06-22",24.9937
"2010-06-23",24.2173
"2010-06-24",24.381
"2010-06-25",24.9492
"2010-06-26",25.2514
"2010-06-27",25.1019
"2010-06-28",24.025
"2010-06-29",24.3931
"2010-06-30",24.3776
"2010-07-01",23.3229
"2010-07-02",24.1545
"2010-07-03",24.4162
"2010-07-04",24.2935
"2010-07-05",23.9324
"2010-07-06",24.3549
"2010-07-07",24.7772
"2010-07-08",24.1188
"2010-07-09",24.4139
"2010-07-10",24.1663
"2010-07-11",24.4619
"2010-07-12",23.7845
"2010-07-13",23.3562
"2010-07-14",23.4166
"2010-07-15",23.6076
"2010-07-16",23.2898
"2010-07-17",23.7464
"2010-07-18",23.5505
"2010-07-19",23.6138
"2010-07-20",23.8527
"2010-07-21",24.4185
"2010-07-22",24.2882
"2010-07-23",23.8112
"2010-07-24",24.2492
"2010-07-25",24.4379
"2010-07-26",24.7295
"2010-07-27",24.3086
"2010-07-28",24.2755
"2010-07-29",24.4899
"2010-07-30",24.0192
"2010-07-31",24.3613
"2010-08-01",24.8302
"2010-08-02",24.5837
"2010-08-03",23.4016
"2010-08-04",24.2398
"2010-08-05",24.3239
"2010-08-06",24.3092
"2010-08-07",24.2357
"2010-08-08",24.3294
"2010-08-09",24.3078
"2010-08-10",25.0713
"2010-08-11",24.5841
"2010-08-12",23.2789
"2010-08-13",23.7246
"2010-08-14",24.2486
"2010-08-15",23.2606
"2010-08-16",23.5448
"2010-08-17",24.0371
"2010-08-18",23.8578
"2010-08-19",23.8131
"2010-08-20",23.2635
"2010-08-21",22.2058
"2010-08-22",23.4237
"2010-08-23",23.8503
"2010-08-24",23.2373
"2010-08-25",23.5863
"2010-08-26",23.108
"2010-08-27",23.803
"2010-08-28",24.1197
"2010-08-29",22.6034
"2010-08-30",22.6108
"2010-08-31",23.3913
"2010-09-01",23.9848
"2010-09-02",23.8656
"2010-09-03",23.8932
"2010-09-04",23.6785
"2010-09-05",24.1396
"2010-09-06",24.1544
"2010-09-07",24.0445
"2010-09-08",24.1465
"2010-09-09",24.4445
"2010-09-10",23.7155
"2010-09-11",23.9796
"2010-09-12",24.1975
"2010-09-13",23.9592
"2010-09-14",23.7408
"2010-09-15",24.1125
"2010-09-16",24.1623
"2010-09-17",24.3505
"2010-09-18",23.292
"2010-09-19",23.2914
"2010-09-20",23.8756
"2010-09-21",23.3357
"2010-09-22",23.8296
"2010-09-23",23.5052
"2010-09-24",22.4633
"2010-09-25",23.374
"2010-09-26",24.1306
"2010-09-27",23.9261
"2010-09-28",22.8091
"2010-09-29",22.0626
"2010-09-30",22.975
"2010-10-01",23.589
"2010-10-02",22.7316
"2010-10-03",22.9427
"2010-10-04",24.6769
"2010-10-05",24.3896
"2010-10-06",24.2314
"2010-10-07",23.9528
"2010-10-08",24.06
"2010-10-09",23.9703
"2010-10-10",24.0716
"2010-10-11",24.1705
"2010-10-12",23.878
"2010-10-13",24.0978
"2010-10-14",23.8417
"2010-10-15",24.1469
"2010-10-16",23.5528
"2010-10-17",23.3961
"2010-10-18",23.7637
"2010-10-19",24.3704
"2010-10-20",24.1424
"2010-10-21",23.7487
"2010-10-22",23.5662
"2010-10-23",23.5009
"2010-10-24",24.2252
"2010-10-25",23.9506
"2010-10-26",23.9432
"2010-10-27",23.5079
"2010-10-28",22.9884
"2010-10-29",23.7302
"2010-10-30",24.269
"2010-10-31",23.7535
"2010-11-01",23.7812
"2010-11-02",23.9595
"2010-11-03",24.8738
"2010-11-04",23.4602
"2010-11-05",22.5491
"2010-11-06",22.9553
"2010-11-07",23.4073
"2010-11-08",24.1919
"2010-11-09",24.0566
"2010-11-10",23.7465
"2010-11-11",22.4972
"2010-11-12",24.4401
"2010-11-13",24.1194
"2010-11-14",23.9385
"2010-11-15",23.4429
"2010-11-16",23.5333
"2010-11-17",22.8843
"2010-11-18",23.6084
"2010-11-19",23.5139
"2010-11-20",23.098
"2010-11-21",22.5168
"2010-11-22",23.2029
"2010-11-23",22.6406
"2010-11-24",23.1383
"2010-11-25",23.2429
"2010-11-26",22.9803
"2010-11-27",23.4726
"2010-11-28",22.9826
"2010-11-29",23.6425
"2010-11-30",23.1128
"2010-12-01",22.7996
"2010-12-02",22.9291
"2010-12-03",22.5319
"2010-12-04",22.7024
"2010-12-05",22.23
"2010-12-06",23.0328
"2010-12-07",22.0926
"2010-12-08",22.8379
"2010-12-09",21.4138
"2010-12-10",23.0029
"2010-12-11",23.4264
"2010-12-12",23.5992
"2010-12-13",22.7179
"2010-12-14",23.4983
"2010-12-15",23.9394
"2010-12-16",23.2596
"2010-12-17",23.5878
"2010-12-18",23.6531
"2010-12-19",23.3712
"2010-12-20",23.1785
"2010-12-21",23.1316
"2010-12-22",22.2061
"2010-12-23",21.9479
"2010-12-24",21.4456
"2010-12-25",22.4509
"2010-12-26",22.7603
"2010-12-27",22.7605
"2010-12-28",23.162
"2010-12-29",23.059
"2010-12-30",22.5399
"2010-12-31",22.8465
"2011-01-01",23.1862
"2011-01-02",23.2501
"2011-01-03",23.4107
"2011-01-04",23.2382
"2011-01-05",23.0595
"2011-01-06",23.38
"2011-01-07",22.7725
"2011-01-08",23.0171
"2011-01-09",20.4639
"2011-01-10",21.748
"2011-01-11",21.3729
"2011-01-12",19.557
"2011-01-13",19.208
"2011-01-14",22.2015
"2011-01-15",23.0039
"2011-01-16",23.4219
"2011-01-17",23.926
"2011-01-18",23.4756
"2011-01-19",22.7655
"2011-01-20",22.4712
"2011-01-21",22.3556
"2011-01-22",22.6673
"2011-01-23",22.6492
"2011-01-24",23.4431
"2011-01-25",23.4615
"2011-01-26",23.1462
"2011-01-27",23.2619
"2011-01-28",23.2556
"2011-01-29",23.5144
"2011-01-30",23.53
"2011-01-31",22.7654
"2011-02-01",21.9725
"2011-02-02",21.7726
"2011-02-03",22.0729
"2011-02-04",22.2047
"2011-02-05",23.512
"2011-02-06",23.3365
"2011-02-07",22.6125
"2011-02-08",23.4831
"2011-02-09",23.8932
"2011-02-10",23.0444
"2011-02-11",23.6532
"2011-02-12",23.627
"2011-02-13",23.9247
"2011-02-14",24.2717
"2011-02-15",24.1258
"2011-02-16",24.5436
"2011-02-17",25.013
"2011-02-18",24.5818
"2011-02-19",24.176
"2011-02-20",24.3415
"2011-02-21",23.6536
"2011-02-22",23.7017
"2011-02-23",23.9767
"2011-02-24",23.9177
"2011-02-25",23.5089
"2011-02-26",23.6084
"2011-02-27",23.4927
"2011-02-28",23.702
"2011-03-01",23.715
"2011-03-02",24.126
"2011-03-03",23.3721
"2011-03-04",23.7196
"2011-03-05",23.3903
"2011-03-06",24.3227
"2011-03-07",23.9035
"2011-03-08",23.3417
"2011-03-09",23.9685
"2011-03-10",23.8573
"2011-03-11",23.6736
"2011-03-12",24.2295
"2011-03-13",24.4699
"2011-03-14",24.382
"2011-03-15",24.6413
"2011-03-16",24.6063
"2011-03-17",24.6687
"2011-03-18",24.8408
"2011-03-19",25.1168
"2011-03-20",24.4138
"2011-03-21",24.476
"2011-03-22",24.3733
"2011-03-23",24.0756
"2011-03-24",23.9799
"2011-03-25",24.4409
"2011-03-26",24.5464
"2011-03-27",24.826
"2011-03-28",24.4463
"2011-03-29",24.4535
"2011-03-30",24.0026
"2011-03-31",24.1384
"2011-04-01",24.4968
"2011-04-02",24.5295
"2011-04-03",24.2493
"2011-04-04",24.0786
"2011-04-05",23.9918
"2011-04-06",24.2432
"2011-04-07",24.3289
"2011-04-08",24.5398
"2011-04-09",24.1265
"2011-04-10",24.8177
"2011-04-11",24.1845
"2011-04-12",23.0547
"2011-04-13",23.8012
"2011-04-14",23.4929
"2011-04-15",24.3383
"2011-04-16",24.1798
"2011-04-17",23.6993
"2011-04-18",23.7135
"2011-04-19",23.6979
"2011-04-20",23.7659
"2011-04-21",24.2376
"2011-04-22",24.2838
"2011-04-23",23.1576
"2011-04-24",24.2703
"2011-04-25",23.6756
"2011-04-26",24.6544
"2011-04-27",24.333
"2011-04-28",23.292
"2011-04-29",25.3562
"2011-04-30",25.1195
"2011-05-01",24.9045
"2011-05-02",24.4784
"2011-05-03",25.3073
"2011-05-04",25.3879
"2011-05-05",25.6269
"2011-05-06",25.8123
"2011-05-07",25.3472
"2011-05-08",25.1949
"2011-05-09",24.5709
"2011-05-10",24.7097
"2011-05-11",25.2133
"2011-05-12",25.1399
"2011-05-13",24.797
"2011-05-14",25.1976
"2011-05-15",25.0449
"2011-05-16",25.6176
"2011-05-17",24.6622
"2011-05-18",24.4512
"2011-05-19",25.1013
"2011-05-20",25.5281
"2011-05-21",25.2074
"2011-05-22",25.1639
"2011-05-23",25.2988
"2011-05-24",25.5468
"2011-05-25",25.215
"2011-05-26",24.9109
"2011-05-27",24.3881
"2011-05-28",24.2912
"2011-05-29",24.3915
"2011-05-30",24.6082
"2011-05-31",24.2166
"2011-06-01",23.6529
"2011-06-02",24.4871
"2011-06-03",25.218
"2011-06-04",24.5537
"2011-06-05",25.008
"2011-06-06",23.8959
"2011-06-07",24.055
"2011-06-08",24.6925
"2011-06-09",24.4846
"2011-06-10",24.5475
"2011-06-11",24.7537
"2011-06-12",24.7655
"2011-06-13",24.4447
"2011-06-14",23.427
"2011-06-15",24.1151
"2011-06-16",24.3066
"2011-06-17",24.7406
"2011-06-18",24.6877
"2011-06-19",24.4664
"2011-06-20",24.3686
"2011-06-21",24.4129
"2011-06-22",24.2026
"2011-06-23",24.1377
"2011-06-24",24.3695
"2011-06-25",24.4265
"2011-06-26",24.6375
"2011-06-27",24.5866
"2011-06-28",24.3786
"2011-06-29",24.3188
"2011-06-30",24.5254
"2011-07-01",23.9109
"2011-07-02",24.287
"2011-07-03",24.2409
"2011-07-04",24.6326
"2011-07-05",23.8868
"2011-07-06",23.8076
"2011-07-07",24.7618
"2011-07-08",24.4464
"2011-07-09",24.1161
"2011-07-10",24.206
"2011-07-11",23.8649
"2011-07-12",23.5581
"2011-07-13",23.6694
"2011-07-14",23.9951
"2011-07-15",24.442
"2011-07-16",22.6944
"2011-07-17",23.3171
"2011-07-18",23.8134
"2011-07-19",24.3506
"2011-07-20",23.7271
"2011-07-21",23.9821
"2011-07-22",24.229
"2011-07-23",23.7021
"2011-07-24",24.3632
"2011-07-25",23.7053
"2011-07-26",23.7017
"2011-07-27",23.8656
"2011-07-28",23.9768
"2011-07-29",24.0542
"2011-07-30",23.9927
"2011-07-31",24.2425
"2011-08-01",24.4507
"2011-08-02",24.2014
"2011-08-03",23.7671
"2011-08-04",24.0945
"2011-08-05",23.8841
"2011-08-06",23.3238
"2011-08-07",24.3342
"2011-08-08",24.3086
"2011-08-09",24.4002
"2011-08-10",24.105
"2011-08-11",24.1318
"2011-08-12",24.0917
"2011-08-13",23.9739
"2011-08-14",24.47
"2011-08-15",23.8146
"2011-08-16",23.7056
"2011-08-17",23.5276
"2011-08-18",24.1597
"2011-08-19",24.0093
"2011-08-20",24.4121
"2011-08-21",24.5293
"2011-08-22",23.3198
"2011-08-23",24.1592
"2011-08-24",22.9567
"2011-08-25",23.6547
"2011-08-26",24.4528
"2011-08-27",24.3181
"2011-08-28",24.2282
"2011-08-29",24.5464
"2011-08-30",23.8364
"2011-08-31",24.1546
"2011-09-01",24.2966
"2011-09-02",24.4405
"2011-09-03",24.0442
"2011-09-04",24.692
"2011-09-05",24.2837
"2011-09-06",24.4081
"2011-09-07",24.3134
"2011-09-08",24.4377
"2011-09-09",24.1058
"2011-09-10",23.0593
"2011-09-11",23.6151
"2011-09-12",22.8416
"2011-09-13",23.0881
"2011-09-14",23.6064
"2011-09-15",23.6718
"2011-09-16",24.0319
"2011-09-17",24.0402
"2011-09-18",24.2346
"2011-09-19",24.0935
"2011-09-20",23.9777
"2011-09-21",23.7562
"2011-09-22",24.156
"2011-09-23",24.2787
"2011-09-24",23.9361
"2011-09-25",24.1964
"2011-09-26",24.062
"2011-09-27",24.1944
"2011-09-28",24.0592
"2011-09-29",24.1767
"2011-09-30",24.2375
"2011-10-01",24.3227
"2011-10-02",24.3939
"2011-10-03",24.7435
"2011-10-04",24.476
"2011-10-05",24.6772
"2011-10-06",24.5402
"2011-10-07",24.707
"2011-10-08",24.7895
"2011-10-09",24.5869
"2011-10-10",24.2205
"2011-10-11",23.7694
"2011-10-12",23.7448
"2011-10-13",24.8319
"2011-10-14",24.9152
"2011-10-15",24.8998
"2011-10-16",24.7465
"2011-10-17",24.321
"2011-10-18",24.4372
"2011-10-19",24.0967
"2011-10-20",23.8559
"2011-10-21",24.2613
"2011-10-22",23.7127
"2011-10-23",23.411
"2011-10-24",23.0728
"2011-10-25",23.2643
"2011-10-26",23.6963
"2011-10-27",23.309
"2011-10-28",23.6954
"2011-10-29",23.4972
"2011-10-30",23.3782
"2011-10-31",23.933
"2011-11-01",22.934
"2011-11-02",23.635
"2011-11-03",23.4469
"2011-11-04",24.8048
"2011-11-05",24.1948
"2011-11-06",23.9071
"2011-11-07",23.4685
"2011-11-08",23.4391
"2011-11-09",23.7367
"2011-11-10",23.3509
"2011-11-11",23.7645
"2011-11-12",24.2709
"2011-11-13",24.4773
"2011-11-14",24.2058
"2011-11-15",24.3501
"2011-11-16",24.488
"2011-11-17",24.4603
"2011-11-18",24.3422
"2011-11-19",24.4878
"2011-11-20",24.1123
"2011-11-21",23.159
"2011-11-22",24.2732
"2011-11-23",23.9556
"2011-11-24",23.4469
"2011-11-25",22.6128
"2011-11-26",23.8006
"2011-11-27",23.2706
"2011-11-28",23.8146
"2011-11-29",24.4501
"2011-11-30",23.339
"2011-12-01",23.9635
"2011-12-02",23.8538
"2011-12-03",24.1292
"2011-12-04",24.1016
"2011-12-05",24.1074
"2011-12-06",24.3869
"2011-12-07",24.02
"2011-12-08",23.4355
"2011-12-09",24.1273
"2011-12-10",24.2167
"2011-12-11",23.9296
"2011-12-12",23.4185
"2011-12-13",24.0595
"2011-12-14",23.1741
"2011-12-15",22.5523
"2011-12-16",23.2338
"2011-12-17",24.1422
"2011-12-18",24.1993
"2011-12-19",23.4136
"2011-12-20",22.6724
"2011-12-21",23.0038
"2011-12-22",22.7113
"2011-12-23",22.2756
"2011-12-24",23.5016
"2011-12-25",23.6257
"2011-12-26",22.9556
"2011-12-27",21.0325
"2011-12-28",20.8835
"2011-12-29",22.69
"2011-12-30",23.1451
"2011-12-31",23.3847
"2012-01-01",22.4781
"2012-01-02",23.0471
"2012-01-03",24.14
"2012-01-04",24.1131
"2012-01-05",23.4021
"2012-01-06",22.8855
"2012-01-07",23.6495
"2012-01-08",23.9221
"2012-01-09",23.7229
"2012-01-10",23.9024
"2012-01-11",23.5691
"2012-01-12",23.3247
"2012-01-13",23.3878
"2012-01-14",23.1377
"2012-01-15",22.27
"2012-01-16",22.6222
"2012-01-17",22.6568
"2012-01-18",23.0094
"2012-01-19",23.3465
"2012-01-20",23.7444
"2012-01-21",23.4164
"2012-01-22",23.0674
"2012-01-23",23.3498
"2012-01-24",22.6494
"2012-01-25",23.3609
"2012-01-26",23.759
"2012-01-27",23.9738
"2012-01-28",23.9472
"2012-01-29",23.4635
"2012-01-30",23.3308
"2012-01-31",23.2333
"2012-02-01",23.6284
"2012-02-02",24.362
"2012-02-03",25.0121
"2012-02-04",24.4631
"2012-02-05",23.7181
"2012-02-06",23.3477
"2012-02-07",23.2903
"2012-02-08",24.1025
"2012-02-09",23.9654
"2012-02-10",23.9201
"2012-02-11",23.987
"2012-02-12",24.1862
"2012-02-13",24.2347
"2012-02-14",23.1886
"2012-02-15",23.1803
"2012-02-16",23.6843
"2012-02-17",23.8279
"2012-02-18",23.8744
"2012-02-19",23.5486
"2012-02-20",23.4781
"2012-02-21",23.3151
"2012-02-22",22.6894
"2012-02-23",23.1313
"2012-02-24",23.7479
"2012-02-25",24.4069
"2012-02-26",24.4166
"2012-02-27",23.7179
"2012-02-28",23.1157
"2012-02-29",24.5582
"2012-03-01",24.7695
"2012-03-02",25.0375
"2012-03-03",25.0368
"2012-03-04",24.7178
"2012-03-05",24.4107
"2012-03-06",25.1667
"2012-03-07",24.0629
"2012-03-08",24.0182
"2012-03-09",24.4687
"2012-03-10",23.7038
"2012-03-11",23.7017
"2012-03-12",24.193
"2012-03-13",24.3072
"2012-03-14",24.7851
"2012-03-15",23.8071
"2012-03-16",24.0736
"2012-03-17",23.7974
"2012-03-18",24.6665
"2012-03-19",24.2385
"2012-03-20",23.9383
"2012-03-21",23.6543
"2012-03-22",23.5953
"2012-03-23",24.401
"2012-03-24",24.1735
"2012-03-25",23.7964
"2012-03-26",23.8839
"2012-03-27",24.0189
"2012-03-28",23.6283
"2012-03-29",23.3517
"2012-03-30",24.5153
"2012-03-31",24.4873
"2012-04-01",24.1129
"2012-04-02",23.8227
"2012-04-03",23.9768
"2012-04-04",23.78
"2012-04-05",24.8693
"2012-04-06",24.7807
"2012-04-07",24.8182
"2012-04-08",23.6201
"2012-04-09",23.1829
"2012-04-10",23.6155
"2012-04-11",24.6304
"2012-04-12",23.5345
"2012-04-13",23.9725
"2012-04-14",23.7893
"2012-04-15",23.3485
"2012-04-16",24.0089
"2012-04-17",24.0111
"2012-04-18",24.3668
"2012-04-19",24.9071
"2012-04-20",23.8916
"2012-04-21",24.595
"2012-04-22",23.8529
"2012-04-23",23.6049
"2012-04-24",23.5879
"2012-04-25",23.8143
"2012-04-26",24.0646
"2012-04-27",24.6796
"2012-04-28",25.0765
"2012-04-29",25.2816
"2012-04-30",24.8
"2012-05-01",24.8652
"2012-05-02",24.1903
"2012-05-03",24.1019
"2012-05-04",24.371
"2012-05-05",24.5413
"2012-05-06",25.0961
"2012-05-07",25.7368
"2012-05-08",25.2452
"2012-05-09",24.9384
"2012-05-10",24.8177
"2012-05-11",25.2212
"2012-05-12",24.6186
"2012-05-13",25.2365
"2012-05-14",25.3769
"2012-05-15",25.0485
"2012-05-16",24.7065
"2012-05-17",24.9261
"2012-05-18",25.7501
"2012-05-19",25.8606
"2012-05-20",25.7001
"2012-05-21",25.3233
"2012-05-22",25.3638
"2012-05-23",25.4949
"2012-05-24",25.126
"2012-05-25",24.271
"2012-05-26",23.9244
"2012-05-27",24.2952
"2012-05-28",24.6699
"2012-05-29",24.6675
"2012-05-30",24.6748
"2012-05-31",24.775
"2012-06-01",25.2325
"2012-06-02",25.4248
"2012-06-03",24.7151
"2012-06-04",24.9718
"2012-06-05",24.8114
"2012-06-06",23.6987
"2012-06-07",24.4456
"2012-06-08",25.0635
"2012-06-09",24.8919
"2012-06-10",24.7766
"2012-06-11",24.4288
"2012-06-12",24.4848
"2012-06-13",23.4789
"2012-06-14",23.5249
"2012-06-15",24.6888
"2012-06-16",24.7496
"2012-06-17",24.3314
"2012-06-18",24.0864
"2012-06-19",24.1198
"2012-06-20",23.9691
"2012-06-21",23.9983
"2012-06-22",24.394
"2012-06-23",23.704
"2012-06-24",24.0525
"2012-06-25",23.5307
"2012-06-26",24.0505
"2012-06-27",24.0741
"2012-06-28",23.4833
"2012-06-29",24.3666
"2012-06-30",23.9917
"2012-07-01",23.383
"2012-07-02",22.9055
"2012-07-03",24.1583
"2012-07-04",24.233
"2012-07-05",24.354
"2012-07-06",24.1663
"2012-07-07",24.0648
"2012-07-08",23.7774
"2012-07-09",22.8042
"2012-07-10",23.5761
"2012-07-11",24.391
"2012-07-12",24.7929
"2012-07-13",24.5145
"2012-07-14",23.9478
"2012-07-15",24.1166
"2012-07-16",24.4986
"2012-07-17",24.4134
"2012-07-18",24.2394
"2012-07-19",24.4095
"2012-07-20",24.6233
"2012-07-21",24.3975
"2012-07-22",24.2227
"2012-07-23",23.7059
"2012-07-24",23.9259
"2012-07-25",24.0813
"2012-07-26",24.439
"2012-07-27",24.6081
"2012-07-28",24.4747
"2012-07-29",24.4583
"2012-07-30",24.619
"2012-07-31",24.5732
"2012-08-01",24.323
"2012-08-02",24.1679
"2012-08-03",24.2503
"2012-08-04",24.2971
"2012-08-05",24.5785
"2012-08-06",24.0352
"2012-08-07",24.063
"2012-08-08",24.2564
"2012-08-09",24.4107
"2012-08-10",23.8064
"2012-08-11",23.7483
"2012-08-12",23.8669
"2012-08-13",24.5894
"2012-08-14",24.6125
"2012-08-15",24.3306
"2012-08-16",23.9171
"2012-08-17",23.5301
"2012-08-18",24.0149
"2012-08-19",23.9021
"2012-08-20",24.0377
"2012-08-21",23.4115
"2012-08-22",24.2042
"2012-08-23",24.5884
"2012-08-24",23.5373
"2012-08-25",23.4306
"2012-08-26",24.2021
"2012-08-27",23.7346
"2012-08-28",23.6905
"2012-08-29",22.7269
"2012-08-30",23.1007
"2012-08-31",24.1913
"2012-09-01",24.3322
"2012-09-02",24.1835
"2012-09-03",23.9376
"2012-09-04",22.7635
"2012-09-05",24.6009
"2012-09-06",24.3687
"2012-09-07",23.6245
"2012-09-08",24.4924
"2012-09-09",24.1895
"2012-09-10",24.1334
"2012-09-11",24.6056
"2012-09-12",24.6367
"2012-09-13",24.6345
"2012-09-14",24.4256
"2012-09-15",24.6361
"2012-09-16",23.9026
"2012-09-17",24.1251
"2012-09-18",23.7306
"2012-09-19",24.3148
"2012-09-20",24.0191
"2012-09-21",24.6849
"2012-09-22",23.6599
"2012-09-23",23.7891
"2012-09-24",23.3634
"2012-09-25",24.2328
"2012-09-26",24.5198
"2012-09-27",23.9204
"2012-09-28",24.8601
"2012-09-29",24.5132
"2012-09-30",24.4009
"2012-10-01",24.3184
"2012-10-02",24.2746
"2012-10-03",24.3889
"2012-10-04",24.2735
"2012-10-05",24.3824
"2012-10-06",24.6862
"2012-10-07",24.2203
"2012-10-08",24.1272
"2012-10-09",23.8871
"2012-10-10",24.0563
"2012-10-11",24.5398
"2012-10-12",24.3483
"2012-10-13",24.5576
"2012-10-14",23.7823
"2012-10-15",22.9535
"2012-10-16",23.084
"2012-10-17",22.7553
"2012-10-18",23.4104
"2012-10-19",23.3249
"2012-10-20",23.7329
"2012-10-21",23.8868
"2012-10-22",23.1719
"2012-10-23",23.2423
"2012-10-24",23.6705
"2012-10-25",23.8188
"2012-10-26",24.4401
"2012-10-27",24.6313
"2012-10-28",23.3099
"2012-10-29",21.7753
"2012-10-30",22.6214
"2012-10-31",23.0522
"2012-11-01",21.9656
"2012-11-02",24.2261
"2012-11-03",23.8197
"2012-11-04",24.378
"2012-11-05",23.6633
"2012-11-06",23.4153
"2012-11-07",23.5284
"2012-11-08",22.9907
"2012-11-09",23.6863
"2012-11-10",23.3877
"2012-11-11",23.0083
"2012-11-12",23.5486
"2012-11-13",23.8304
"2012-11-14",24.3093
"2012-11-15",23.1234
"2012-11-16",22.8401
"2012-11-17",24.5903
"2012-11-18",24.893
