,"(deg C) Mean Temperature (ERA5) at Polonnaruwa, 2007-01-01 to 2025-12-31"
"2012-11-21",27.0696
"2012-11-22",27.2217
"2012-11-23",26.6288
"2012-11-24",26.7276
"2012-11-25",25.028
"2012-11-26",24.9464
"2012-11-27",24.5348
"2012-11-28",24.8308
"2012-11-29",24.937
"2012-11-30",24.6178
"2012-12-01",24.4243
"2012-12-02",25.1802
"2012-12-03",26.1214
"2012-12-04",26.1042
"2012-12-05",26.2766
"2012-12-06",25.0947
"2012-12-07",26.0243
"2012-12-08",26.1014
"2012-12-09",24.8165
"2012-12-10",24.8604
"2012-12-11",25.1196
"2012-12-12",24.8737
"2012-12-13",24.8921
"2012-12-14",25.3378
"2012-12-15",24.2308
"2012-12-16",24.5132
"2012-12-17",23.7474
"2012-12-18",23.5708
"2012-12-19",24.0206
"2012-12-20",25.0107
"2012-12-21",24.5665
"2012-12-22",23.4565
"2012-12-23",24.384
"2012-12-24",24.7234
"2012-12-25",24.6811
"2012-12-26",24.8962
"2012-12-27",24.5462
"2012-12-28",25.8776
"2012-12-29",26.0889
"2012-12-30",26.152
"2012-12-31",26.0336
"2013-01-01",25.6782
"2013-01-02",25.6786
"2013-01-03",23.8531
"2013-01-04",24.413
"2013-01-05",25.4831
"2013-01-06",25.3645
"2013-01-07",23.8114
"2013-01-08",24.7868
"2013-01-09",24.7824
"2013-01-10",24.0516
"2013-01-11",24.861
"2013-01-12",24.2189
"2013-01-13",23.049
"2013-01-14",23.8922
"2013-01-15",24.7227
"2013-01-16",24.6559
"2013-01-17",24.0938
"2013-01-18",23.835
"2013-01-19",24.8059
"2013-01-20",25.2373
"2013-01-21",25.079
"2013-01-22",25.2158
"2013-01-23",24.332
"2013-01-24",24.1972
"2013-01-25",24.3368
"2013-01-26",25.1567
"2013-01-27",25.0145
"2013-01-28",24.6717
"2013-01-29",24.0315
"2013-01-30",24.2403
"2013-01-31",24.4415
"2013-02-01",25.08
"2013-02-02",25.2564
"2013-02-03",25.0746
"2013-02-04",24.168
"2013-02-05",25.058
"2013-02-06",25.2296
"2013-02-07",25.6337
"2013-02-08",25.7146
"2013-02-09",25.9849
"2013-02-10",25.8798
"2013-02-11",23.8181
"2013-02-12",24.0868
"2013-02-13",24.7319
"2013-02-14",24.7283
"2013-02-15",25.6291
"2013-02-16",26.3912
"2013-02-17",26.6583
"2013-02-18",26.4976
"2013-02-19",26.0467
"2013-02-20",26.0159
"2013-02-21",25.8206
"2013-02-22",25.426
"2013-02-23",24.9706
"2013-02-24",25.3694
"2013-02-25",25.476
"2013-02-26",25.0993
"2013-02-27",25.3813
"2013-02-28",26.0409
"2013-03-01",25.8799
"2013-03-02",25.9144
"2013-03-03",26.0305
"2013-03-04",24.5889
"2013-03-05",26.1955
"2013-03-06",27.0131
"2013-03-07",26.3611
"2013-03-08",25.7458
"2013-03-09",26.2656
"2013-03-10",27.4524
"2013-03-11",27.1998
"2013-03-12",27.6875
"2013-03-13",27.434
"2013-03-14",26.9463
"2013-03-15",26.1729
"2013-03-16",27.369
"2013-03-17",27.1062
"2013-03-18",26.6891
"2013-03-19",27.3702
"2013-03-20",27.1602
"2013-03-21",26.5316
"2013-03-22",25.6836
"2013-03-23",26.7725
"2013-03-24",26.2256
"2013-03-25",26.2571
"2013-03-26",27.4235
"2013-03-27",28.0541
"2013-03-28",28.4071
"2013-03-29",28.1728
"2013-03-30",28.9851
"2013-03-31",29.102
"2013-04-01",29.0915
"2013-04-02",28.2046
"2013-04-03",27.7824
"2013-04-04",28.5249
"2013-04-05",29.6643
"2013-04-06",28.8717
"2013-04-07",29.9924
"2013-04-08",29.9442
"2013-04-09",29.8364
"2013-04-10",28.0251
"2013-04-11",28.5021
"2013-04-12",28.0054
"2013-04-13",27.7007
"2013-04-14",28.4505
"2013-04-15",28.2437
"2013-04-16",29.6458
"2013-04-17",29.7259
"2013-04-18",29.8915
"2013-04-19",30.1292
"2013-04-20",29.8929
"2013-04-21",29.4108
"2013-04-22",29.0385
"2013-04-23",27.9685
"2013-04-24",28.7123
"2013-04-25",28.1017
"2013-04-26",28.42
"2013-04-27",29.5167
"2013-04-28",29.1432
"2013-04-29",29.401
"2013-04-30",29.1856
"2013-05-01",28.1506
"2013-05-02",28.6589
"2013-05-03",27.7714
"2013-05-04",28.9188
"2013-05-05",28.4976
"2013-05-06",27.9183
"2013-05-07",28.0835
"2013-05-08",29.1746
"2013-05-09",29.5899
"2013-05-10",29.5465
"2013-05-11",29.8788
"2013-05-12",29.6664
"2013-05-13",27.2183
"2013-05-14",29.2812
"2013-05-15",29.2772
"2013-05-16",29.5688
"2013-05-17",30.1002
"2013-05-18",29.9481
"2013-05-19",29.4417
"2013-05-20",28.05
"2013-05-21",28.8816
"2013-05-22",29.2809
"2013-05-23",29.4089
"2013-05-24",29.5868
"2013-05-25",29.0602
"2013-05-26",29.441
"2013-05-27",29.5933
"2013-05-28",29.1903
"2013-05-29",29.0475
"2013-05-30",28.6888
"2013-05-31",27.3688
"2013-06-01",26.8553
"2013-06-02",27.8771
"2013-06-03",28.0557
"2013-06-04",28.9681
"2013-06-05",28.5454
"2013-06-06",28.6237
"2013-06-07",28.7188
"2013-06-08",26.1714
"2013-06-09",28.412
"2013-06-10",29.179
"2013-06-11",28.5845
"2013-06-12",27.4248
"2013-06-13",27.9652
"2013-06-14",29.2342
"2013-06-15",28.4188
"2013-06-16",27.9613
"2013-06-17",27.1247
"2013-06-18",27.9612
"2013-06-19",28.2758
"2013-06-20",28.5785
"2013-06-21",28.6734
"2013-06-22",27.411
"2013-06-23",27.5401
"2013-06-24",28.3718
"2013-06-25",27.955
"2013-06-26",28.2412
"2013-06-27",28.799
"2013-06-28",28.1797
"2013-06-29",28.4475
"2013-06-30",28.2273
"2013-07-01",28.2322
"2013-07-02",27.7367
"2013-07-03",28.3212
"2013-07-04",28.8719
"2013-07-05",28.6595
"2013-07-06",27.3013
"2013-07-07",27.7855
"2013-07-08",28.0601
"2013-07-09",27.555
"2013-07-10",27.0469
"2013-07-11",27.6394
"2013-07-12",28.688
"2013-07-13",28.9337
"2013-07-14",28.9443
"2013-07-15",28.4608
"2013-07-16",27.9212
"2013-07-17",28.0994
"2013-07-18",27.936
"2013-07-19",28.3793
"2013-07-20",28.4495
"2013-07-21",28.6356
"2013-07-22",27.7148
"2013-07-23",27.717
"2013-07-24",27.5239
"2013-07-25",27.6806
"2013-07-26",27.4222
"2013-07-27",29.2113
"2013-07-28",29.4925
"2013-07-29",29.3829
"2013-07-30",28.8183
"2013-07-31",29.1111
"2013-08-01",29.1901
"2013-08-02",28.5464
"2013-08-03",29.2097
"2013-08-04",26.8426
"2013-08-05",27.5173
"2013-08-06",28.4747
"2013-08-07",28.7121
"2013-08-08",28.0337
"2013-08-09",27.1424
"2013-08-10",26.968
"2013-08-11",27.4629
"2013-08-12",27.6796
"2013-08-13",27.8554
"2013-08-14",27.655
"2013-08-15",27.8629
"2013-08-16",28.302
"2013-08-17",28.635
"2013-08-18",28.5214
"2013-08-19",28.6729
"2013-08-20",28.6339
"2013-08-21",28.4271
"2013-08-22",28.9193
"2013-08-23",28.7584
"2013-08-24",29.15
"2013-08-25",29.0652
"2013-08-26",28.9165
"2013-08-27",29.5131
"2013-08-28",28.55
"2013-08-29",28.2095
"2013-08-30",29.862
"2013-08-31",28.1182
"2013-09-01",28.4758
"2013-09-02",27.9436
"2013-09-03",28.1944
"2013-09-04",27.8968
"2013-09-05",27.017
"2013-09-06",25.7066
"2013-09-07",25.6186
"2013-09-08",26.9625
"2013-09-09",27.2826
"2013-09-10",27.1055
"2013-09-11",27.0137
"2013-09-12",26.216
"2013-09-13",27.296
"2013-09-14",27.8545
"2013-09-15",28.3769
"2013-09-16",27.9054
"2013-09-17",27.4185
"2013-09-18",27.2048
"2013-09-19",28.587
"2013-09-20",28.6682
"2013-09-21",28.9177
"2013-09-22",28.9519
"2013-09-23",28.855
"2013-09-24",28.6712
"2013-09-25",28.8004
"2013-09-26",29.0514
"2013-09-27",29.2304
"2013-09-28",28.8952
"2013-09-29",28.6225
"2013-09-30",28.6995
"2013-10-01",28.7163
"2013-10-02",28.7148
"2013-10-03",28.7514
"2013-10-04",28.6813
"2013-10-05",28.5775
"2013-10-06",28.7265
"2013-10-07",29.0914
"2013-10-08",28.9741
"2013-10-09",28.226
"2013-10-10",28.1113
"2013-10-11",28.4969
"2013-10-12",28.5826
"2013-10-13",28.8374
"2013-10-14",29.6673
"2013-10-15",29.4927
"2013-10-16",27.7466
"2013-10-17",26.8879
"2013-10-18",25.5096
"2013-10-19",25.1322
"2013-10-20",24.8697
"2013-10-21",26.5171
"2013-10-22",27.3432
"2013-10-23",27.4824
"2013-10-24",27.8106
"2013-10-25",27.981
"2013-10-26",27.9773
"2013-10-27",27.8467
"2013-10-28",27.8112
"2013-10-29",28.0363
"2013-10-30",26.9375
"2013-10-31",25.9763
"2013-11-01",26.8021
"2013-11-02",26.1842
"2013-11-03",26.2729
"2013-11-04",26.5472
"2013-11-05",26.4212
"2013-11-06",26.0972
"2013-11-07",26.0435
"2013-11-08",26.0396
"2013-11-09",25.9254
"2013-11-10",26.2345
"2013-11-11",25.5261
"2013-11-12",26.407
"2013-11-13",26.4884
"2013-11-14",25.9997
"2013-11-15",24.5174
"2013-11-16",25.7395
"2013-11-17",26.3598
"2013-11-18",25.5426
"2013-11-19",25.4292
"2013-11-20",26.4034
"2013-11-21",26.5983
"2013-11-22",26.95
"2013-11-23",26.0615
"2013-11-24",25.3054
"2013-11-25",25.9083
"2013-11-26",25.8003
"2013-11-27",25.3825
"2013-11-28",24.8146
"2013-11-29",25.3181
"2013-11-30",25.1427
"2013-12-01",24.3726
"2013-12-02",24.0079
"2013-12-03",23.9338
"2013-12-04",23.9917
"2013-12-05",23.9332
"2013-12-06",25.2254
"2013-12-07",25.5555
"2013-12-08",25.5548
"2013-12-09",25.3838
"2013-12-10",25.1485
"2013-12-11",25.6058
"2013-12-12",26.3154
"2013-12-13",25.8652
"2013-12-14",24.8934
"2013-12-15",24.7571
"2013-12-16",24.2044
"2013-12-17",23.9802
"2013-12-18",24.8397
"2013-12-19",24.4429
"2013-12-20",24.8725
"2013-12-21",24.8637
"2013-12-22",24.5276
"2013-12-23",25.2988
"2013-12-24",25.0518
"2013-12-25",24.1244
"2013-12-26",23.8326
"2013-12-27",24.3094
"2013-12-28",24.2025
"2013-12-29",23.9653
"2013-12-30",24.0385
"2013-12-31",24.4287
"2014-01-01",24.4069
"2014-01-02",24.4121
"2014-01-03",24.2287
"2014-01-04",22.8686
"2014-01-05",23.2043
"2014-01-06",24.4672
"2014-01-07",24.744
"2014-01-08",25.4085
"2014-01-09",24.8755
"2014-01-10",24.6045
"2014-01-11",24.7748
"2014-01-12",24.2087
"2014-01-13",24.6161
"2014-01-14",24.9059
"2014-01-15",23.7161
"2014-01-16",24.3581
"2014-01-17",24.3643
"2014-01-18",24.441
"2014-01-19",24.4084
"2014-01-20",24.4444
"2014-01-21",24.6128
"2014-01-22",24.8757
"2014-01-23",24.9131
"2014-01-24",24.4071
"2014-01-25",24.0047
"2014-01-26",24.3254
"2014-01-27",24.0771
"2014-01-28",23.8946
"2014-01-29",24.2853
"2014-01-30",24.4875
"2014-01-31",25.1903
"2014-02-01",25.4018
"2014-02-02",25.247
"2014-02-03",24.833
"2014-02-04",23.9738
"2014-02-05",23.1116
"2014-02-06",23.5135
"2014-02-07",23.7299
"2014-02-08",24.1063
"2014-02-09",23.6927
"2014-02-10",23.1189
"2014-02-11",23.0929
"2014-02-12",23.3313
"2014-02-13",24.5378
"2014-02-14",25.1305
"2014-02-15",25.62
"2014-02-16",26.5383
"2014-02-17",26.3339
"2014-02-18",26.2022
"2014-02-19",25.3402
"2014-02-20",25.3015
"2014-02-21",25.9376
"2014-02-22",25.9354
"2014-02-23",25.1684
"2014-02-24",26.4485
"2014-02-25",26.0276
"2014-02-26",25.2939
"2014-02-27",24.6354
"2014-02-28",26.253
"2014-03-01",25.9195
"2014-03-02",26.0631
"2014-03-03",26.476
"2014-03-04",26.8892
"2014-03-05",26.4971
"2014-03-06",26.5859
"2014-03-07",26.3327
"2014-03-08",26.6497
"2014-03-09",26.1601
"2014-03-10",26.2751
"2014-03-11",26.2298
"2014-03-12",25.9029
"2014-03-13",25.8976
"2014-03-14",25.6704
"2014-03-15",26.0474
"2014-03-16",26.8721
"2014-03-17",27.4186
"2014-03-18",26.5045
"2014-03-19",25.9773
"2014-03-20",27.3777
"2014-03-21",28.1263
"2014-03-22",27.9243
"2014-03-23",27.5041
"2014-03-24",27.0665
"2014-03-25",27.7106
"2014-03-26",27.7519
"2014-03-27",27.3518
"2014-03-28",27.3193
"2014-03-29",26.7398
"2014-03-30",26.6602
"2014-03-31",27.7929
"2014-04-01",28.9728
"2014-04-02",29.5573
"2014-04-03",28.6375
"2014-04-04",28.6614
"2014-04-05",27.7201
"2014-04-06",27.8129
"2014-04-07",28.1995
"2014-04-08",27.1895
"2014-04-09",28.8057
"2014-04-10",28.7296
"2014-04-11",28.8337
"2014-04-12",29.4693
"2014-04-13",28.8119
"2014-04-14",29.3404
"2014-04-15",29.0712
"2014-04-16",28.4645
"2014-04-17",27.8702
"2014-04-18",28.4579
"2014-04-19",29.0863
"2014-04-20",29.505
"2014-04-21",29.2093
"2014-04-22",27.5513
"2014-04-23",27.9576
"2014-04-24",28.3696
"2014-04-25",29.4106
"2014-04-26",30.3416
"2014-04-27",29.1217
"2014-04-28",27.911
"2014-04-29",26.4582
"2014-04-30",26.6388
"2014-05-01",27.1102
"2014-05-02",26.7815
"2014-05-03",26.539
"2014-05-04",26.7013
"2014-05-05",26.0944
"2014-05-06",27.0173
"2014-05-07",27.0962
"2014-05-08",27.4211
"2014-05-09",27.6527
"2014-05-10",28.5491
"2014-05-11",28.8341
"2014-05-12",28.4484
"2014-05-13",28.8336
"2014-05-14",28.7487
"2014-05-15",29.14
"2014-05-16",29.2778
"2014-05-17",28.5282
"2014-05-18",28.7115
"2014-05-19",29.0767
"2014-05-20",28.9498
"2014-05-21",28.0633
"2014-05-22",29.2434
"2014-05-23",29.6446
"2014-05-24",29.5676
"2014-05-25",28.9453
"2014-05-26",29.6771
"2014-05-27",29.6326
"2014-05-28",28.8561
"2014-05-29",28.7129
"2014-05-30",29.3165
"2014-05-31",29.5898
"2014-06-01",29.6854
"2014-06-02",28.2946
"2014-06-03",27.3756
"2014-06-04",28.7209
"2014-06-05",29.2708
"2014-06-06",29.578
"2014-06-07",30.2584
"2014-06-08",29.5581
"2014-06-09",29.3418
"2014-06-10",29.3963
"2014-06-11",29.2811
"2014-06-12",28.6371
"2014-06-13",29.0337
"2014-06-14",29.9584
"2014-06-15",30.1316
"2014-06-16",29.5665
"2014-06-17",29.4705
"2014-06-18",29.6895
"2014-06-19",29.2872
"2014-06-20",29.5496
"2014-06-21",29.5722
"2014-06-22",29.5069
"2014-06-23",29.6167
"2014-06-24",29.3282
"2014-06-25",29.063
"2014-06-26",29.1703
"2014-06-27",29.5285
"2014-06-28",29.0031
"2014-06-29",28.8811
"2014-06-30",27.7736
"2014-07-01",28.3146
"2014-07-02",29.2876
"2014-07-03",29.5134
"2014-07-04",29.6356
"2014-07-05",28.7672
"2014-07-06",28.5005
"2014-07-07",28.7242
"2014-07-08",29.1396
"2014-07-09",28.8679
"2014-07-10",27.7252
"2014-07-11",28.6597
"2014-07-12",29.0702
"2014-07-13",29.4155
"2014-07-14",28.667
"2014-07-15",28.9069
"2014-07-16",29.0036
"2014-07-17",29.5393
"2014-07-18",29.4244
"2014-07-19",29.1962
"2014-07-20",29.1608
"2014-07-21",29.3873
"2014-07-22",29.0095
"2014-07-23",29.3496
"2014-07-24",29.7801
"2014-07-25",29.901
"2014-07-26",29.4573
"2014-07-27",28.4257
"2014-07-28",28.9519
"2014-07-29",29.479
"2014-07-30",28.837
"2014-07-31",29.1928
"2014-08-01",28.4288
"2014-08-02",28.6175
"2014-08-03",28.744
"2014-08-04",28.9781
"2014-08-05",28.9578
"2014-08-06",29.0217
"2014-08-07",29.2307
"2014-08-08",27.9524
"2014-08-09",28.5655
"2014-08-10",28.7307
"2014-08-11",28.0088
"2014-08-12",28.3375
"2014-08-13",28.4097
"2014-08-14",28.6133
"2014-08-15",28.3928
"2014-08-16",27.8914
"2014-08-17",26.8997
"2014-08-18",27.3005
"2014-08-19",27.8325
"2014-08-20",28.4077
"2014-08-21",27.8348
"2014-08-22",26.4409
"2014-08-23",27.2942
"2014-08-24",28.5136
"2014-08-25",28.7896
"2014-08-26",28.6388
"2014-08-27",28.4934
"2014-08-28",28.5284
"2014-08-29",28.7139
"2014-08-30",28.8517
"2014-08-31",29.0135
"2014-09-01",28.7776
"2014-09-02",28.2352
"2014-09-03",27.4513
"2014-09-04",27.6921
"2014-09-05",28.0085
"2014-09-06",28.3124
"2014-09-07",28.4994
"2014-09-08",28.484
"2014-09-09",28.733
"2014-09-10",28.51
"2014-09-11",28.8511
"2014-09-12",28.8636
"2014-09-13",28.661
"2014-09-14",28.5172
"2014-09-15",28.4904
"2014-09-16",28.8488
"2014-09-17",28.8096
"2014-09-18",28.7354
"2014-09-19",29.1911
"2014-09-20",29.238
"2014-09-21",29.6284
"2014-09-22",29.9299
"2014-09-23",29.5829
"2014-09-24",28.8634
"2014-09-25",27.7049
"2014-09-26",26.8536
"2014-09-27",27.0545
"2014-09-28",27.479
"2014-09-29",27.2019
"2014-09-30",26.3063
"2014-10-01",26.4112
"2014-10-02",26.3893
"2014-10-03",27.0452
"2014-10-04",27.4033
"2014-10-05",28.3928
"2014-10-06",28.0948
"2014-10-07",27.4953
"2014-10-08",27.5711
"2014-10-09",27.5185
"2014-10-10",27.7331
"2014-10-11",28.2599
"2014-10-12",28.1099
"2014-10-13",28.6282
"2014-10-14",28.2576
"2014-10-15",26.7692
"2014-10-16",26.3631
"2014-10-17",25.7736
"2014-10-18",25.1915
"2014-10-19",25.9958
"2014-10-20",26.1892
"2014-10-21",25.8454
"2014-10-22",26.4188
"2014-10-23",25.9901
"2014-10-24",26.6717
"2014-10-25",26.8861
"2014-10-26",26.7447
"2014-10-27",26.6887
"2014-10-28",26.7779
"2014-10-29",26.043
"2014-10-30",25.239
"2014-10-31",24.8757
"2014-11-01",26.5499
"2014-11-02",25.3396
"2014-11-03",24.2611
"2014-11-04",24.4494
"2014-11-05",26.2668
"2014-11-06",26.5313
"2014-11-07",25.9759
"2014-11-08",26.7962
"2014-11-09",26.8299
"2014-11-10",26.7484
"2014-11-11",25.8935
"2014-11-12",25.9123
"2014-11-13",25.9706
"2014-11-14",25.8684
"2014-11-15",26.4638
"2014-11-16",25.4137
"2014-11-17",25.1303
"2014-11-18",24.6458
"2014-11-19",24.0744
"2014-11-20",24.8059
"2014-11-21",24.5284
"2014-11-22",24.2071
"2014-11-23",24.8197
"2014-11-24",25.3174
"2014-11-25",23.9992
"2014-11-26",23.4551
"2014-11-27",24.4829
"2014-11-28",24.7315
"2014-11-29",24.2088
"2014-11-30",24.4397
"2014-12-01",25.8329
"2014-12-02",25.5689
"2014-12-03",24.2967
"2014-12-04",25.0004
"2014-12-05",24.8504
"2014-12-06",24.8109
"2014-12-07",25.5667
"2014-12-08",25.1525
"2014-12-09",25.705
"2014-12-10",25.156
"2014-12-11",26.1624
"2014-12-12",25.5661
"2014-12-13",25.8262
"2014-12-14",26.106
"2014-12-15",26.2411
"2014-12-16",25.6432
"2014-12-17",24.2663
"2014-12-18",25.2339
"2014-12-19",24.701
"2014-12-20",23.0322
"2014-12-21",24.2843
"2014-12-22",23.5627
"2014-12-23",24.1219
"2014-12-24",24.3222
"2014-12-25",24.0108
"2014-12-26",22.9175
"2014-12-27",23.1414
"2014-12-28",24.1412
"2014-12-29",24.5542
"2014-12-30",25.2126
"2014-12-31",26.7027
"2015-01-01",26.559
"2015-01-02",26.1201
"2015-01-03",26.5724
"2015-01-04",26.386
"2015-01-05",25.9528
"2015-01-06",24.8885
"2015-01-07",24.8793
"2015-01-08",24.4795
"2015-01-09",24.6387
"2015-01-10",24.1727
"2015-01-11",24.1632
"2015-01-12",23.6978
"2015-01-13",24.1647
"2015-01-14",24.3823
"2015-01-15",24.9846
"2015-01-16",25.4846
"2015-01-17",25.7075
"2015-01-18",25.2576
"2015-01-19",24.4125
"2015-01-20",24.9849
"2015-01-21",24.3826
"2015-01-22",24.9649
"2015-01-23",25.3078
"2015-01-24",25.4461
"2015-01-25",24.6758
"2015-01-26",24.1097
"2015-01-27",25.201
"2015-01-28",25.2826
"2015-01-29",25.1582
"2015-01-30",25.5359
"2015-01-31",25.065
"2015-02-01",25.3906
"2015-02-02",25.0337
"2015-02-03",23.7992
"2015-02-04",25.0611
"2015-02-05",25.0344
"2015-02-06",25.1148
"2015-02-07",25.3903
"2015-02-08",25.3407
"2015-02-09",24.1552
"2015-02-10",24.7367
"2015-02-11",24.8948
"2015-02-12",25.4622
"2015-02-13",25.6114
"2015-02-14",25.5939
"2015-02-15",24.1692
"2015-02-16",24.1075
"2015-02-17",23.6798
"2015-02-18",23.6991
"2015-02-19",24.0253
"2015-02-20",24.8272
"2015-02-21",25.2373
"2015-02-22",25.1718
"2015-02-23",24.7757
"2015-02-24",25.0682
"2015-02-25",26.0007
"2015-02-26",25.7735
"2015-02-27",25.6458
"2015-02-28",26.398
"2015-03-01",26.4188
"2015-03-02",26.4676
"2015-03-03",26.7262
"2015-03-04",26.185
"2015-03-05",26.9288
"2015-03-06",26.9681
"2015-03-07",26.565
"2015-03-08",26.5177
"2015-03-09",25.9185
"2015-03-10",25.6013
"2015-03-11",26.0126
"2015-03-12",25.7528
"2015-03-13",25.4028
"2015-03-14",25.1129
"2015-03-15",26.0582
"2015-03-16",26.8198
"2015-03-17",25.93
"2015-03-18",25.306
"2015-03-19",25.5307
"2015-03-20",26.2616
"2015-03-21",26.4759
"2015-03-22",26.5727
"2015-03-23",26.8076
"2015-03-24",26.4888
"2015-03-25",26.8827
"2015-03-26",27.0173
"2015-03-27",26.2728
"2015-03-28",26.987
"2015-03-29",27.2841
"2015-03-30",27.5325
"2015-03-31",27.5071
"2015-04-01",27.3271
"2015-04-02",27.4952
"2015-04-03",28.2264
"2015-04-04",29.4514
"2015-04-05",29.0537
"2015-04-06",29.2166
"2015-04-07",27.6445
"2015-04-08",26.9818
"2015-04-09",27.9734
"2015-04-10",27.7825
"2015-04-11",28.0912
"2015-04-12",27.9408
"2015-04-13",25.3841
"2015-04-14",27.0835
"2015-04-15",27.0238
"2015-04-16",26.8346
"2015-04-17",27.9335
"2015-04-18",28.071
"2015-04-19",27.9344
"2015-04-20",26.8883
"2015-04-21",27.1486
"2015-04-22",29.0263
"2015-04-23",28.3417
"2015-04-24",28.5121
"2015-04-25",27.2061
"2015-04-26",27.5352
"2015-04-27",27.8956
"2015-04-28",28.2571
"2015-04-29",27.525
"2015-04-30",27.8839
"2015-05-01",28.606
"2015-05-02",29.5131
"2015-05-03",28.9567
"2015-05-04",27.6656
"2015-05-05",27.4869
"2015-05-06",27.5731
"2015-05-07",27.573
"2015-05-08",27.9217
"2015-05-09",27.052
"2015-05-10",27.264
"2015-05-11",26.0957
"2015-05-12",27.3268
"2015-05-13",27.482
"2015-05-14",27.5806
"2015-05-15",28.5301
"2015-05-16",28.0886
"2015-05-17",27.3313
"2015-05-18",27.8952
"2015-05-19",28.247
"2015-05-20",28.958
"2015-05-21",29.1194
"2015-05-22",29.194
"2015-05-23",28.5512
"2015-05-24",29.1649
"2015-05-25",29.3372
"2015-05-26",29.3227
"2015-05-27",29.3539
"2015-05-28",29.5506
"2015-05-29",29.7013
"2015-05-30",29.5394
"2015-05-31",29.1774
"2015-06-01",28.5325
"2015-06-02",29.2188
"2015-06-03",29.8079
"2015-06-04",28.4964
"2015-06-05",27.3078
"2015-06-06",28.9598
"2015-06-07",29.7371
"2015-06-08",29.3749
"2015-06-09",29.3572
"2015-06-10",29.6476
"2015-06-11",29.2337
"2015-06-12",28.7378
"2015-06-13",29.2124
"2015-06-14",29.829
"2015-06-15",29.0015
"2015-06-16",28.1776
"2015-06-17",28.5846
"2015-06-18",28.5083
"2015-06-19",28.6602
"2015-06-20",29.4305
"2015-06-21",29.4303
"2015-06-22",29.9202
"2015-06-23",29.9176
"2015-06-24",29.9623
"2015-06-25",29.704
"2015-06-26",29.3043
"2015-06-27",28.3057
"2015-06-28",28.7954
"2015-06-29",27.8257
"2015-06-30",28.6834
"2015-07-01",29.2938
"2015-07-02",29.629
"2015-07-03",29.6634
"2015-07-04",29.387
"2015-07-05",29.5915
"2015-07-06",29.2743
"2015-07-07",29.2765
"2015-07-08",29.2241
"2015-07-09",29.5963
"2015-07-10",29.1323
"2015-07-11",28.7711
"2015-07-12",29.3869
"2015-07-13",29.9506
"2015-07-14",29.6266
"2015-07-15",29.2909
"2015-07-16",29.3664
"2015-07-17",28.7215
"2015-07-18",28.7728
"2015-07-19",28.981
"2015-07-20",28.789
"2015-07-21",28.8809
"2015-07-22",28.0356
"2015-07-23",28.2292
"2015-07-24",28.704
"2015-07-25",28.7702
"2015-07-26",28.6045
"2015-07-27",29.2189
"2015-07-28",29.2763
"2015-07-29",29.3856
"2015-07-30",29.1211
"2015-07-31",29.1876
"2015-08-01",29.4002
"2015-08-02",29.6735
"2015-08-03",29.0425
"2015-08-04",28.842
"2015-08-05",28.6418
"2015-08-06",29.9485
"2015-08-07",29.8221
"2015-08-08",29.5376
"2015-08-09",29.4938
"2015-08-10",29.1829
"2015-08-11",29.3406
"2015-08-12",29.5093
"2015-08-13",30.2346
"2015-08-14",29.6984
"2015-08-15",28.1398
"2015-08-16",26.5332
"2015-08-17",27.6225
"2015-08-18",28.1674
"2015-08-19",29.2219
"2015-08-20",29.1034
"2015-08-21",29.1116
"2015-08-22",28.9935
"2015-08-23",29.0175
"2015-08-24",28.8106
"2015-08-25",28.9739
"2015-08-26",29.0103
"2015-08-27",28.7122
"2015-08-28",28.0561
"2015-08-29",29.1422
"2015-08-30",29.2419
"2015-08-31",29.7371
"2015-09-01",30.0419
"2015-09-02",30.265
"2015-09-03",28.3958
"2015-09-04",27.8525
"2015-09-05",27.4112
"2015-09-06",28.6627
"2015-09-07",27.0399
"2015-09-08",27.9376
"2015-09-09",28.7872
"2015-09-10",27.3208
"2015-09-11",27.2857
"2015-09-12",28.2299
"2015-09-13",29.0595
"2015-09-14",28.8601
"2015-09-15",28.6657
"2015-09-16",28.4305
"2015-09-17",29.0566
"2015-09-18",28.9296
"2015-09-19",28.8905
"2015-09-20",28.724
"2015-09-21",29.4224
"2015-09-22",29.4537
"2015-09-23",28.8154
"2015-09-24",27.7068
"2015-09-25",28.0115
"2015-09-26",27.621
"2015-09-27",27.5957
"2015-09-28",27.2159
"2015-09-29",27.1738
"2015-09-30",26.8431
"2015-10-01",27.8195
"2015-10-02",28.2477
"2015-10-03",28.6987
"2015-10-04",28.102
"2015-10-05",27.0247
"2015-10-06",28.5429
"2015-10-07",28.8738
"2015-10-08",28.8926
"2015-10-09",27.6219
"2015-10-10",28.3467
"2015-10-11",28.4383
"2015-10-12",27.8186
"2015-10-13",27.3948
"2015-10-14",26.696
"2015-10-15",26.9315
"2015-10-16",26.8952
"2015-10-17",27.0936
"2015-10-18",26.7993
"2015-10-19",27.6782
"2015-10-20",27.1914
"2015-10-21",27.4611
"2015-10-22",27.783
"2015-10-23",26.4509
"2015-10-24",25.5541
"2015-10-25",24.848
"2015-10-26",24.4529
"2015-10-27",24.4392
"2015-10-28",24.9294
"2015-10-29",24.9734
"2015-10-30",26.2126
"2015-10-31",26.2351
"2015-11-01",26.3826
"2015-11-02",25.8403
"2015-11-03",25.7162
"2015-11-04",26.3035
"2015-11-05",25.7183
"2015-11-06",25.257
