,"(deg C) Mean Temperature (ERA5) at Polonnaruwa, 2007-01-01 to 2025-12-31"
"2009-12-05",26.0214
"2009-12-06",25.7253
"2009-12-07",25.4956
"2009-12-08",24.4197
"2009-12-09",25.3182
"2009-12-10",25.0437
"2009-12-11",25.1628
"2009-12-12",24.8676
"2009-12-13",24.2659
"2009-12-14",25.3394
"2009-12-15",25.1066
"2009-12-16",25.4464
"2009-12-17",25.79
"2009-12-18",26.0735
"2009-12-19",25.82
"2009-12-20",25.9879
"2009-12-21",25.0101
"2009-12-22",24.3755
"2009-12-23",24.333
"2009-12-24",24.6495
"2009-12-25",24.2483
"2009-12-26",24.8921
"2009-12-27",24.2733
"2009-12-28",24.9218
"2009-12-29",25.1871
"2009-12-30",25.0052
"2009-12-31",24.9295
"2010-01-01",25.3534
"2010-01-02",25.3308
"2010-01-03",24.7361
"2010-01-04",23.6742
"2010-01-05",22.9459
"2010-01-06",23.6952
"2010-01-07",24.3442
"2010-01-08",24.7804
"2010-01-09",26.0383
"2010-01-10",26.5293
"2010-01-11",26.2925
"2010-01-12",25.6936
"2010-01-13",26.1599
"2010-01-14",25.8785
"2010-01-15",25.0189
"2010-01-16",24.9136
"2010-01-17",25.3654
"2010-01-18",24.9098
"2010-01-19",24.8611
"2010-01-20",24.718
"2010-01-21",24.0781
"2010-01-22",23.4422
"2010-01-23",24.0794
"2010-01-24",24.2619
"2010-01-25",24.5752
"2010-01-26",24.9591
"2010-01-27",24.8736
"2010-01-28",25.6145
"2010-01-29",25.4645
"2010-01-30",24.7532
"2010-01-31",25.3576
"2010-02-01",25.3934
"2010-02-02",24.9172
"2010-02-03",24.5293
"2010-02-04",24.4954
"2010-02-05",25.0683
"2010-02-06",25.3339
"2010-02-07",24.5653
"2010-02-08",24.5035
"2010-02-09",25.1999
"2010-02-10",26.2928
"2010-02-11",25.8243
"2010-02-12",25.9236
"2010-02-13",26.5826
"2010-02-14",25.9644
"2010-02-15",25.9772
"2010-02-16",25.2377
"2010-02-17",26.69
"2010-02-18",26.5148
"2010-02-19",26.3904
"2010-02-20",26.7477
"2010-02-21",26.4865
"2010-02-22",26.5991
"2010-02-23",25.6701
"2010-02-24",26.0953
"2010-02-25",26.687
"2010-02-26",26.7996
"2010-02-27",25.7125
"2010-02-28",26.2611
"2010-03-01",25.5468
"2010-03-02",25.1046
"2010-03-03",25.9656
"2010-03-04",27.4779
"2010-03-05",28.2636
"2010-03-06",28.8729
"2010-03-07",29.1807
"2010-03-08",28.3522
"2010-03-09",27.8329
"2010-03-10",27.6753
"2010-03-11",27.7947
"2010-03-12",28.467
"2010-03-13",28.2826
"2010-03-14",27.9974
"2010-03-15",27.723
"2010-03-16",27.2218
"2010-03-17",27.2949
"2010-03-18",27.1204
"2010-03-19",27.9922
"2010-03-20",28.2929
"2010-03-21",27.9723
"2010-03-22",28.798
"2010-03-23",29.05
"2010-03-24",27.812
"2010-03-25",29.0578
"2010-03-26",29.3639
"2010-03-27",26.4102
"2010-03-28",27.1844
"2010-03-29",27.1985
"2010-03-30",27.2708
"2010-03-31",28.4129
"2010-04-01",29.5908
"2010-04-02",29.5534
"2010-04-03",29.5417
"2010-04-04",28.4995
"2010-04-05",27.9015
"2010-04-06",27.9408
"2010-04-07",27.7242
"2010-04-08",28.4163
"2010-04-09",28.6115
"2010-04-10",29.2045
"2010-04-11",29.8799
"2010-04-12",30.1349
"2010-04-13",30.3852
"2010-04-14",28.6705
"2010-04-15",29.9514
"2010-04-16",28.0991
"2010-04-17",27.47
"2010-04-18",28.279
"2010-04-19",28.983
"2010-04-20",29.8402
"2010-04-21",29.884
"2010-04-22",29.6142
"2010-04-23",28.105
"2010-04-24",27.2945
"2010-04-25",28.7781
"2010-04-26",27.5497
"2010-04-27",28.328
"2010-04-28",28.2763
"2010-04-29",28.1626
"2010-04-30",27.3766
"2010-05-01",28.0818
"2010-05-02",28.7527
"2010-05-03",28.1386
"2010-05-04",28.656
"2010-05-05",28.9027
"2010-05-06",29.0869
"2010-05-07",28.7417
"2010-05-08",28.3723
"2010-05-09",28.3709
"2010-05-10",29.1627
"2010-05-11",29.5701
"2010-05-12",29.7078
"2010-05-13",29.9221
"2010-05-14",29.2012
"2010-05-15",29.5577
"2010-05-16",29.3595
"2010-05-17",28.1515
"2010-05-18",27.7862
"2010-05-19",28.1607
"2010-05-20",27.5832
"2010-05-21",27.8485
"2010-05-22",28.9295
"2010-05-23",28.977
"2010-05-24",28.916
"2010-05-25",29.0367
"2010-05-26",29.5901
"2010-05-27",29.6883
"2010-05-28",29.413
"2010-05-29",29.7174
"2010-05-30",29.6395
"2010-05-31",29.4508
"2010-06-01",30.3474
"2010-06-02",30.342
"2010-06-03",30.5315
"2010-06-04",30.3088
"2010-06-05",29.6522
"2010-06-06",28.5872
"2010-06-07",28.704
"2010-06-08",28.4531
"2010-06-09",28.7435
"2010-06-10",27.7894
"2010-06-11",27.8863
"2010-06-12",28.1897
"2010-06-13",28.1366
"2010-06-14",28.7347
"2010-06-15",29.5869
"2010-06-16",29.4663
"2010-06-17",29.4001
"2010-06-18",29.05
"2010-06-19",29.7171
"2010-06-20",29.339
"2010-06-21",29.2325
"2010-06-22",29.3068
"2010-06-23",28.4555
"2010-06-24",29.0644
"2010-06-25",29.6801
"2010-06-26",29.8753
"2010-06-27",29.9409
"2010-06-28",28.7589
"2010-06-29",29.1326
"2010-06-30",28.6796
"2010-07-01",27.5995
"2010-07-02",28.6002
"2010-07-03",29.2276
"2010-07-04",29.3328
"2010-07-05",28.6367
"2010-07-06",28.6261
"2010-07-07",28.5787
"2010-07-08",27.9552
"2010-07-09",28.129
"2010-07-10",28.3876
"2010-07-11",28.7657
"2010-07-12",28.7007
"2010-07-13",28.1833
"2010-07-14",27.7819
"2010-07-15",28.312
"2010-07-16",28.0547
"2010-07-17",27.9872
"2010-07-18",28.4673
"2010-07-19",27.7844
"2010-07-20",28.2271
"2010-07-21",28.9971
"2010-07-22",28.9206
"2010-07-23",28.6578
"2010-07-24",29.296
"2010-07-25",29.1289
"2010-07-26",29.3815
"2010-07-27",28.8856
"2010-07-28",28.8881
"2010-07-29",28.8822
"2010-07-30",28.3483
"2010-07-31",29.173
"2010-08-01",29.8586
"2010-08-02",29.1884
"2010-08-03",28.3877
"2010-08-04",28.6144
"2010-08-05",29.2593
"2010-08-06",29.466
"2010-08-07",29.4832
"2010-08-08",29.2606
"2010-08-09",28.7881
"2010-08-10",29.7597
"2010-08-11",29.1308
"2010-08-12",28.3967
"2010-08-13",28.7761
"2010-08-14",28.6096
"2010-08-15",27.3639
"2010-08-16",28.1452
"2010-08-17",28.5527
"2010-08-18",28.6387
"2010-08-19",27.4327
"2010-08-20",26.069
"2010-08-21",24.2953
"2010-08-22",27.2673
"2010-08-23",27.5615
"2010-08-24",26.9311
"2010-08-25",27.9625
"2010-08-26",27.0704
"2010-08-27",27.6522
"2010-08-28",28.1527
"2010-08-29",26.8579
"2010-08-30",26.555
"2010-08-31",27.8074
"2010-09-01",28.5934
"2010-09-02",28.698
"2010-09-03",28.5221
"2010-09-04",28.1976
"2010-09-05",28.4523
"2010-09-06",28.6278
"2010-09-07",28.7885
"2010-09-08",28.8017
"2010-09-09",28.8543
"2010-09-10",28.0818
"2010-09-11",27.2221
"2010-09-12",27.5608
"2010-09-13",28.0807
"2010-09-14",27.3632
"2010-09-15",28.2635
"2010-09-16",28.6905
"2010-09-17",29.0538
"2010-09-18",28.0103
"2010-09-19",28.018
"2010-09-20",27.6175
"2010-09-21",26.5797
"2010-09-22",27.563
"2010-09-23",27.3364
"2010-09-24",26.449
"2010-09-25",27.6529
"2010-09-26",26.9602
"2010-09-27",26.7664
"2010-09-28",26.1243
"2010-09-29",25.5818
"2010-09-30",25.3876
"2010-10-01",26.1789
"2010-10-02",25.3483
"2010-10-03",26.1962
"2010-10-04",27.9104
"2010-10-05",27.5954
"2010-10-06",27.428
"2010-10-07",27.2275
"2010-10-08",27.7286
"2010-10-09",27.5263
"2010-10-10",27.4078
"2010-10-11",28.0138
"2010-10-12",27.5472
"2010-10-13",27.7533
"2010-10-14",27.7615
"2010-10-15",28.1287
"2010-10-16",27.9803
"2010-10-17",27.7973
"2010-10-18",27.7269
"2010-10-19",28.0271
"2010-10-20",27.9915
"2010-10-21",27.7748
"2010-10-22",27.7778
"2010-10-23",27.9336
"2010-10-24",28.3169
"2010-10-25",28.4133
"2010-10-26",28.7849
"2010-10-27",27.2158
"2010-10-28",25.3984
"2010-10-29",25.8341
"2010-10-30",26.3719
"2010-10-31",26.5135
"2010-11-01",26.9462
"2010-11-02",27.0321
"2010-11-03",28.1024
"2010-11-04",25.6996
"2010-11-05",25.1071
"2010-11-06",24.7403
"2010-11-07",26.6081
"2010-11-08",27.2778
"2010-11-09",26.645
"2010-11-10",26.1886
"2010-11-11",25.8475
"2010-11-12",26.9757
"2010-11-13",26.9232
"2010-11-14",27.1143
"2010-11-15",27.0289
"2010-11-16",26.1398
"2010-11-17",25.5331
"2010-11-18",26.2796
"2010-11-19",25.445
"2010-11-20",25.2036
"2010-11-21",24.4809
"2010-11-22",25.1292
"2010-11-23",24.9849
"2010-11-24",24.6773
"2010-11-25",25.0043
"2010-11-26",24.9411
"2010-11-27",25.4702
"2010-11-28",25.1764
"2010-11-29",25.5117
"2010-11-30",24.5031
"2010-12-01",24.5091
"2010-12-02",24.3154
"2010-12-03",23.8592
"2010-12-04",24.4946
"2010-12-05",23.0647
"2010-12-06",24.8707
"2010-12-07",24.58
"2010-12-08",24.9632
"2010-12-09",24.2931
"2010-12-10",26.2353
"2010-12-11",26.6646
"2010-12-12",25.7534
"2010-12-13",26.3747
"2010-12-14",26.0154
"2010-12-15",25.632
"2010-12-16",25.6966
"2010-12-17",25.5962
"2010-12-18",25.1781
"2010-12-19",25.1305
"2010-12-20",24.978
"2010-12-21",24.2102
"2010-12-22",23.6763
"2010-12-23",24.0276
"2010-12-24",23.6012
"2010-12-25",23.8159
"2010-12-26",23.2494
"2010-12-27",22.8439
"2010-12-28",23.708
"2010-12-29",24.1206
"2010-12-30",23.5207
"2010-12-31",23.8881
"2011-01-01",24.3421
"2011-01-02",24.8166
"2011-01-03",24.0969
"2011-01-04",24.1357
"2011-01-05",23.4321
"2011-01-06",23.9122
"2011-01-07",24.4995
"2011-01-08",24.7355
"2011-01-09",22.8182
"2011-01-10",23.4811
"2011-01-11",23.2758
"2011-01-12",22.3664
"2011-01-13",21.482
"2011-01-14",23.3393
"2011-01-15",24.9227
"2011-01-16",24.4781
"2011-01-17",25.243
"2011-01-18",24.7294
"2011-01-19",23.9236
"2011-01-20",23.8188
"2011-01-21",24.521
"2011-01-22",24.1567
"2011-01-23",24.2331
"2011-01-24",24.6239
"2011-01-25",24.8019
"2011-01-26",23.9336
"2011-01-27",24.585
"2011-01-28",24.3943
"2011-01-29",24.3254
"2011-01-30",24.4264
"2011-01-31",23.7924
"2011-02-01",23.2099
"2011-02-02",22.7288
"2011-02-03",23.3112
"2011-02-04",23.1316
"2011-02-05",23.7508
"2011-02-06",24.3856
"2011-02-07",23.6577
"2011-02-08",24.6288
"2011-02-09",24.9135
"2011-02-10",24.5778
"2011-02-11",24.6017
"2011-02-12",24.6783
"2011-02-13",24.6331
"2011-02-14",25.4171
"2011-02-15",25.0498
"2011-02-16",26.0628
"2011-02-17",26.6257
"2011-02-18",26.9389
"2011-02-19",27.0272
"2011-02-20",26.9228
"2011-02-21",26.2839
"2011-02-22",26.1743
"2011-02-23",26.21
"2011-02-24",25.8984
"2011-02-25",25.578
"2011-02-26",25.3564
"2011-02-27",25.701
"2011-02-28",24.8763
"2011-03-01",24.2112
"2011-03-02",24.6414
"2011-03-03",25.0208
"2011-03-04",25.8004
"2011-03-05",25.865
"2011-03-06",26.2823
"2011-03-07",25.5067
"2011-03-08",25.3103
"2011-03-09",25.4404
"2011-03-10",25.3437
"2011-03-11",25.8747
"2011-03-12",26.2408
"2011-03-13",26.6131
"2011-03-14",25.9352
"2011-03-15",26.4543
"2011-03-16",26.2822
"2011-03-17",26.1107
"2011-03-18",25.6344
"2011-03-19",27.2198
"2011-03-20",27.1951
"2011-03-21",26.8485
"2011-03-22",27.6726
"2011-03-23",27.7986
"2011-03-24",27.3375
"2011-03-25",27.6401
"2011-03-26",27.7469
"2011-03-27",28.2616
"2011-03-28",27.8868
"2011-03-29",28.0559
"2011-03-30",27.551
"2011-03-31",27.7071
"2011-04-01",28.4423
"2011-04-02",28.9594
"2011-04-03",28.8379
"2011-04-04",28.9849
"2011-04-05",28.3765
"2011-04-06",27.7262
"2011-04-07",27.3595
"2011-04-08",28.029
"2011-04-09",28.0435
"2011-04-10",27.689
"2011-04-11",27.4034
"2011-04-12",26.6954
"2011-04-13",27.2372
"2011-04-14",26.7068
"2011-04-15",28.0857
"2011-04-16",27.4101
"2011-04-17",26.9073
"2011-04-18",26.8388
"2011-04-19",26.8736
"2011-04-20",27.0186
"2011-04-21",26.8079
"2011-04-22",26.4874
"2011-04-23",25.7484
"2011-04-24",26.9427
"2011-04-25",26.5463
"2011-04-26",27.0587
"2011-04-27",26.6779
"2011-04-28",26.6908
"2011-04-29",29.0001
"2011-04-30",28.6973
"2011-05-01",28.4953
"2011-05-02",27.7336
"2011-05-03",28.7017
"2011-05-04",28.9015
"2011-05-05",29.3225
"2011-05-06",29.483
"2011-05-07",29.4632
"2011-05-08",29.1422
"2011-05-09",28.639
"2011-05-10",28.7175
"2011-05-11",28.8482
"2011-05-12",28.9023
"2011-05-13",28.7516
"2011-05-14",29.0741
"2011-05-15",28.9585
"2011-05-16",29.55
"2011-05-17",28.4213
"2011-05-18",28.4797
"2011-05-19",29.5247
"2011-05-20",29.7799
"2011-05-21",29.5158
"2011-05-22",29.3184
"2011-05-23",29.5281
"2011-05-24",29.9348
"2011-05-25",29.6599
"2011-05-26",29.3134
"2011-05-27",29.1346
"2011-05-28",28.8908
"2011-05-29",29.0965
"2011-05-30",29.0272
"2011-05-31",28.6953
"2011-06-01",27.7493
"2011-06-02",28.4381
"2011-06-03",29.2641
"2011-06-04",29.133
"2011-06-05",29.5791
"2011-06-06",28.7062
"2011-06-07",28.9281
"2011-06-08",29.247
"2011-06-09",29.1906
"2011-06-10",29.4428
"2011-06-11",29.5285
"2011-06-12",29.3747
"2011-06-13",29.3288
"2011-06-14",28.1581
"2011-06-15",28.7975
"2011-06-16",29.0418
"2011-06-17",29.3686
"2011-06-18",29.3278
"2011-06-19",29.4681
"2011-06-20",29.5276
"2011-06-21",29.5616
"2011-06-22",29.0983
"2011-06-23",29.1371
"2011-06-24",29.6118
"2011-06-25",29.2516
"2011-06-26",29.4403
"2011-06-27",29.5924
"2011-06-28",29.3195
"2011-06-29",29.3467
"2011-06-30",29.681
"2011-07-01",28.9803
"2011-07-02",29.6029
"2011-07-03",29.1883
"2011-07-04",29.7802
"2011-07-05",28.4992
"2011-07-06",28.4026
"2011-07-07",29.2574
"2011-07-08",29.4164
"2011-07-09",28.5401
"2011-07-10",28.8044
"2011-07-11",28.4411
"2011-07-12",27.9986
"2011-07-13",28.2905
"2011-07-14",28.6454
"2011-07-15",28.7214
"2011-07-16",26.9755
"2011-07-17",28.0958
"2011-07-18",28.3442
"2011-07-19",29.1862
"2011-07-20",28.7425
"2011-07-21",28.7515
"2011-07-22",29.2105
"2011-07-23",28.7753
"2011-07-24",29.183
"2011-07-25",28.2731
"2011-07-26",28.8771
"2011-07-27",28.7291
"2011-07-28",28.6726
"2011-07-29",28.2261
"2011-07-30",28.3251
"2011-07-31",28.9552
"2011-08-01",29.3025
"2011-08-02",29.2582
"2011-08-03",28.5284
"2011-08-04",29.2718
"2011-08-05",28.7976
"2011-08-06",28.3732
"2011-08-07",29.3748
"2011-08-08",29.1961
"2011-08-09",29.1657
"2011-08-10",29.2486
"2011-08-11",29.1127
"2011-08-12",28.5919
"2011-08-13",28.7105
"2011-08-14",28.8788
"2011-08-15",28.0239
"2011-08-16",27.7667
"2011-08-17",27.046
"2011-08-18",28.4373
"2011-08-19",28.7053
"2011-08-20",28.9674
"2011-08-21",28.9435
"2011-08-22",28.0695
"2011-08-23",28.801
"2011-08-24",28.0113
"2011-08-25",28.3967
"2011-08-26",28.5947
"2011-08-27",28.384
"2011-08-28",28.6561
"2011-08-29",29.2699
"2011-08-30",28.7352
"2011-08-31",28.7139
"2011-09-01",28.5018
"2011-09-02",28.8967
"2011-09-03",28.9322
"2011-09-04",29.5614
"2011-09-05",29.0068
"2011-09-06",29.0169
"2011-09-07",29.1345
"2011-09-08",29.2751
"2011-09-09",28.7621
"2011-09-10",27.7009
"2011-09-11",27.9992
"2011-09-12",27.414
"2011-09-13",27.5313
"2011-09-14",28.208
"2011-09-15",28.473
"2011-09-16",28.7639
"2011-09-17",29.0724
"2011-09-18",29.0662
"2011-09-19",29.1696
"2011-09-20",28.9222
"2011-09-21",27.9206
"2011-09-22",29.1086
"2011-09-23",29.4435
"2011-09-24",29.2235
"2011-09-25",29.3371
"2011-09-26",29.212
"2011-09-27",29.2972
"2011-09-28",29.0575
"2011-09-29",28.4423
"2011-09-30",28.7844
"2011-10-01",29.0878
"2011-10-02",29.3652
"2011-10-03",29.6228
"2011-10-04",28.8339
"2011-10-05",28.5489
"2011-10-06",29.2467
"2011-10-07",28.7916
"2011-10-08",28.9211
"2011-10-09",29.0212
"2011-10-10",28.9783
"2011-10-11",27.0987
"2011-10-12",27.0002
"2011-10-13",28.0526
"2011-10-14",27.7374
"2011-10-15",27.5799
"2011-10-16",27.8695
"2011-10-17",27.9555
"2011-10-18",27.501
"2011-10-19",27.3822
"2011-10-20",27.2708
"2011-10-21",27.0691
"2011-10-22",26.8189
"2011-10-23",25.937
"2011-10-24",25.4373
"2011-10-25",25.3498
"2011-10-26",25.5133
"2011-10-27",25.8595
"2011-10-28",25.0499
"2011-10-29",24.9549
"2011-10-30",25.4127
"2011-10-31",26.0075
"2011-11-01",25.6221
"2011-11-02",26.1114
"2011-11-03",25.6547
"2011-11-04",26.8896
"2011-11-05",26.891
"2011-11-06",26.4157
"2011-11-07",25.9842
"2011-11-08",25.6533
"2011-11-09",25.3173
"2011-11-10",25.6772
"2011-11-11",26.4919
"2011-11-12",26.5025
"2011-11-13",26.6908
"2011-11-14",26.3612
"2011-11-15",26.1593
"2011-11-16",25.9098
"2011-11-17",26.7661
"2011-11-18",25.7997
"2011-11-19",25.7468
"2011-11-20",24.9005
"2011-11-21",24.5735
"2011-11-22",25.0706
"2011-11-23",24.6051
"2011-11-24",24.5139
"2011-11-25",24.1811
"2011-11-26",25.5305
"2011-11-27",25.5889
"2011-11-28",25.7632
"2011-11-29",26.5584
"2011-11-30",25.7682
"2011-12-01",25.91
"2011-12-02",26.3051
"2011-12-03",26.5319
"2011-12-04",26.0359
"2011-12-05",26.0488
"2011-12-06",25.7812
"2011-12-07",25.2638
"2011-12-08",25.1824
"2011-12-09",26.1382
"2011-12-10",26.2971
"2011-12-11",25.5033
"2011-12-12",25.2154
"2011-12-13",24.9828
"2011-12-14",25.7584
"2011-12-15",25.4313
"2011-12-16",25.253
"2011-12-17",24.8899
"2011-12-18",24.71
"2011-12-19",24.4454
"2011-12-20",23.7697
"2011-12-21",24.674
"2011-12-22",24.4511
"2011-12-23",23.6949
"2011-12-24",25.0631
"2011-12-25",24.8151
"2011-12-26",24.0184
"2011-12-27",22.8026
"2011-12-28",23.2902
"2011-12-29",25.1939
"2011-12-30",25.8868
"2011-12-31",24.7681
"2012-01-01",24.0994
"2012-01-02",25.5323
"2012-01-03",26.2876
"2012-01-04",25.9141
"2012-01-05",25.524
"2012-01-06",25.0561
"2012-01-07",24.9401
"2012-01-08",25.5282
"2012-01-09",25.5702
"2012-01-10",25.5032
"2012-01-11",25.351
"2012-01-12",25.0466
"2012-01-13",24.9781
"2012-01-14",24.1699
"2012-01-15",23.2441
"2012-01-16",23.2565
"2012-01-17",23.5034
"2012-01-18",23.8415
"2012-01-19",24.197
"2012-01-20",24.8505
"2012-01-21",24.1831
"2012-01-22",24.2494
"2012-01-23",23.9039
"2012-01-24",23.6411
"2012-01-25",23.6175
"2012-01-26",24.3872
"2012-01-27",25.3547
"2012-01-28",25.0779
"2012-01-29",24.1507
"2012-01-30",24.2174
"2012-01-31",24.4174
"2012-02-01",24.393
"2012-02-02",24.6555
"2012-02-03",25.5066
"2012-02-04",25.2898
"2012-02-05",24.7806
"2012-02-06",24.9466
"2012-02-07",24.6194
"2012-02-08",25.1323
"2012-02-09",25.9202
"2012-02-10",26.3659
"2012-02-11",25.3603
"2012-02-12",25.7732
"2012-02-13",25.7659
"2012-02-14",24.633
"2012-02-15",24.8008
"2012-02-16",25.8724
"2012-02-17",25.7447
"2012-02-18",24.9693
"2012-02-19",25.4296
"2012-02-20",25.0465
"2012-02-21",24.878
"2012-02-22",24.2057
"2012-02-23",24.2432
"2012-02-24",25.4011
"2012-02-25",25.545
"2012-02-26",25.9696
"2012-02-27",26.3014
"2012-02-28",25.7233
"2012-02-29",26.8115
"2012-03-01",27.2997
"2012-03-02",27.3346
"2012-03-03",27.8537
"2012-03-04",27.5394
"2012-03-05",27.4417
"2012-03-06",26.7985
"2012-03-07",26.9473
"2012-03-08",27.7326
"2012-03-09",27.9469
"2012-03-10",27.0908
"2012-03-11",26.1497
"2012-03-12",26.2871
"2012-03-13",26.6285
"2012-03-14",27.1156
"2012-03-15",26.7454
"2012-03-16",27.3117
"2012-03-17",27.2764
"2012-03-18",27.5629
"2012-03-19",27.8649
"2012-03-20",27.9435
"2012-03-21",27.6176
"2012-03-22",28.1049
"2012-03-23",27.556
"2012-03-24",26.429
"2012-03-25",26.12
"2012-03-26",27.0357
"2012-03-27",27.478
"2012-03-28",27.3231
"2012-03-29",27.0763
"2012-03-30",27.8854
"2012-03-31",28.1579
"2012-04-01",27.2187
"2012-04-02",26.7608
"2012-04-03",27.4423
"2012-04-04",27.0206
"2012-04-05",28.6271
"2012-04-06",28.3424
"2012-04-07",28.6992
"2012-04-08",27.1966
"2012-04-09",26.6858
"2012-04-10",27.1314
"2012-04-11",28.0085
"2012-04-12",27.3908
"2012-04-13",28.7098
"2012-04-14",26.9441
"2012-04-15",26.2686
"2012-04-16",27.1868
"2012-04-17",27.6662
"2012-04-18",28.3936
"2012-04-19",28.4527
"2012-04-20",26.3432
"2012-04-21",28.5465
"2012-04-22",26.2833
"2012-04-23",26.7386
"2012-04-24",26.6103
"2012-04-25",27.4035
"2012-04-26",27.3805
"2012-04-27",28.551
"2012-04-28",29.057
"2012-04-29",28.761
"2012-04-30",28.7989
"2012-05-01",28.6204
"2012-05-02",28.3729
"2012-05-03",28.285
"2012-05-04",28.9003
"2012-05-05",29.1394
"2012-05-06",29.5119
"2012-05-07",29.5299
"2012-05-08",29.3859
"2012-05-09",29.1962
"2012-05-10",29.176
"2012-05-11",29.4466
"2012-05-12",29.5552
"2012-05-13",29.4412
"2012-05-14",29.9067
"2012-05-15",29.6658
"2012-05-16",29.6729
"2012-05-17",29.6536
"2012-05-18",30.5279
"2012-05-19",30.4241
"2012-05-20",30.2119
"2012-05-21",30.1127
"2012-05-22",30.105
"2012-05-23",30.0856
"2012-05-24",29.9619
"2012-05-25",29.2362
"2012-05-26",28.7585
"2012-05-27",29.1594
"2012-05-28",30.0386
"2012-05-29",30.0244
"2012-05-30",29.6642
"2012-05-31",29.9763
"2012-06-01",30.1597
"2012-06-02",30.5358
"2012-06-03",29.8829
"2012-06-04",29.9557
"2012-06-05",29.8065
"2012-06-06",28.5787
"2012-06-07",29.5617
"2012-06-08",29.9803
"2012-06-09",29.7279
"2012-06-10",29.9011
"2012-06-11",29.0856
"2012-06-12",29.4258
"2012-06-13",28.5083
"2012-06-14",28.565
"2012-06-15",29.2313
"2012-06-16",29.6296
"2012-06-17",28.4734
"2012-06-18",28.311
"2012-06-19",28.0793
"2012-06-20",28.311
"2012-06-21",28.512
"2012-06-22",29.1944
"2012-06-23",28.7922
"2012-06-24",28.8744
"2012-06-25",28.6389
"2012-06-26",29.1668
"2012-06-27",28.7627
"2012-06-28",28.3973
"2012-06-29",29.3195
"2012-06-30",29.0692
"2012-07-01",28.023
"2012-07-02",27.1945
"2012-07-03",28.5085
"2012-07-04",29.266
"2012-07-05",29.4683
"2012-07-06",29.3028
"2012-07-07",29.1309
"2012-07-08",29.0412
"2012-07-09",27.7847
"2012-07-10",28.4098
"2012-07-11",29.7574
"2012-07-12",29.2825
"2012-07-13",28.7693
"2012-07-14",27.9177
"2012-07-15",27.6744
"2012-07-16",28.3277
"2012-07-17",28.7685
"2012-07-18",28.8379
"2012-07-19",28.8183
"2012-07-20",29.3468
"2012-07-21",29.4614
"2012-07-22",29.3469
"2012-07-23",28.8805
"2012-07-24",28.9694
"2012-07-25",29.0577
"2012-07-26",29.3106
"2012-07-27",29.6131
"2012-07-28",29.4643
"2012-07-29",29.3264
"2012-07-30",29.6813
"2012-07-31",29.6214
"2012-08-01",29.5213
"2012-08-02",29.4297
"2012-08-03",28.9791
"2012-08-04",29.0297
"2012-08-05",29.6597
"2012-08-06",29.024
"2012-08-07",29.4587
"2012-08-08",29.272
"2012-08-09",29.3976
"2012-08-10",28.7285
"2012-08-11",28.8297
"2012-08-12",29.297
"2012-08-13",29.9604
"2012-08-14",29.5298
"2012-08-15",29.0095
"2012-08-16",28.4261
"2012-08-17",28.4849
"2012-08-18",29.1685
"2012-08-19",29.4143
"2012-08-20",29.1275
"2012-08-21",28.883
"2012-08-22",29.8207
"2012-08-23",29.8958
"2012-08-24",28.4839
"2012-08-25",28.6077
"2012-08-26",29.0989
"2012-08-27",28.8926
"2012-08-28",28.848
"2012-08-29",27.6919
"2012-08-30",28.0664
"2012-08-31",29.2517
"2012-09-01",29.4924
"2012-09-02",29.3154
"2012-09-03",28.961
"2012-09-04",28.272
"2012-09-05",30.1017
"2012-09-06",29.5797
"2012-09-07",28.6458
"2012-09-08",28.874
"2012-09-09",29.1399
"2012-09-10",29.2129
"2012-09-11",29.5914
"2012-09-12",29.7359
"2012-09-13",29.576
"2012-09-14",29.4668
"2012-09-15",29.375
"2012-09-16",29.2297
"2012-09-17",29.6586
"2012-09-18",29.2712
"2012-09-19",29.8018
"2012-09-20",28.9145
"2012-09-21",29.611
"2012-09-22",28.3163
"2012-09-23",29.1477
"2012-09-24",28.2475
"2012-09-25",29.252
"2012-09-26",29.3465
"2012-09-27",28.0969
"2012-09-28",28.9306
"2012-09-29",29.3961
"2012-09-30",29.3769
"2012-10-01",29.4128
"2012-10-02",29.7579
"2012-10-03",29.8325
"2012-10-04",29.7318
"2012-10-05",30.1221
"2012-10-06",30.475
"2012-10-07",28.8515
"2012-10-08",28.4069
"2012-10-09",27.4483
"2012-10-10",26.9777
"2012-10-11",27.7763
"2012-10-12",27.3489
"2012-10-13",27.1327
"2012-10-14",26.2894
"2012-10-15",26.0731
"2012-10-16",25.5403
"2012-10-17",25.0609
"2012-10-18",25.1315
"2012-10-19",25.3925
"2012-10-20",25.8798
"2012-10-21",26.0615
"2012-10-22",25.2171
"2012-10-23",24.8631
"2012-10-24",26.0734
"2012-10-25",26.5707
"2012-10-26",27.0883
"2012-10-27",26.2728
"2012-10-28",25.255
"2012-10-29",23.657
"2012-10-30",24.5583
"2012-10-31",25.6098
"2012-11-01",24.7102
"2012-11-02",26.6258
"2012-11-03",26.8546
"2012-11-04",27.1704
"2012-11-05",26.3254
"2012-11-06",25.708
"2012-11-07",25.9231
"2012-11-08",25.6525
"2012-11-09",25.9717
"2012-11-10",25.9765
"2012-11-11",25.0154
"2012-11-12",25.8605
"2012-11-13",25.6417
"2012-11-14",25.6819
"2012-11-15",24.7371
"2012-11-16",25.9128
"2012-11-17",26.1914
"2012-11-18",26.1416
"2012-11-19",26.684
"2012-11-20",26.4556
