,"(deg C) Mean Temperature (ERA5) at Matara, 2007-01-01 to 2025-12-31"
"2012-11-14",25.5518
"2012-11-15",24.5891
"2012-11-16",23.9993
"2012-11-17",26.1602
"2012-11-18",26.2908
"2012-11-19",26.1807
"2012-11-20",25.7264
"2012-11-21",25.9506
"2012-11-22",26.2498
"2012-11-23",25.702
"2012-11-24",25.0364
"2012-11-25",25.1203
"2012-11-26",25.4944
"2012-11-27",25.0051
"2012-11-28",25.5647
"2012-11-29",24.9358
"2012-11-30",25.019
"2012-12-01",25.3306
"2012-12-02",25.2441
"2012-12-03",25.7544
"2012-12-04",25.6897
"2012-12-05",25.8449
"2012-12-06",25.2478
"2012-12-07",25.4954
"2012-12-08",24.7516
"2012-12-09",24.7914
"2012-12-10",25.2199
"2012-12-11",25.0916
"2012-12-12",25.3733
"2012-12-13",24.9304
"2012-12-14",25.0584
"2012-12-15",24.0027
"2012-12-16",24.4015
"2012-12-17",23.6762
"2012-12-18",23.9078
"2012-12-19",23.9058
"2012-12-20",25.0372
"2012-12-21",24.8993
"2012-12-22",24.0852
"2012-12-23",25.1463
"2012-12-24",25.3488
"2012-12-25",25.4314
"2012-12-26",25.289
"2012-12-27",25.2128
"2012-12-28",25.5104
"2012-12-29",26.1327
"2012-12-30",25.5517
"2012-12-31",25.8301
"2013-01-01",25.6622
"2013-01-02",25.1233
"2013-01-03",24.5008
"2013-01-04",23.1549
"2013-01-05",24.6832
"2013-01-06",25.0732
"2013-01-07",23.417
"2013-01-08",25.339
"2013-01-09",25.6793
"2013-01-10",24.0572
"2013-01-11",24.6778
"2013-01-12",24.6402
"2013-01-13",24.6781
"2013-01-14",24.8254
"2013-01-15",24.5146
"2013-01-16",24.5186
"2013-01-17",24.7754
"2013-01-18",24.9714
"2013-01-19",25.4361
"2013-01-20",25.5287
"2013-01-21",25.4898
"2013-01-22",25.3332
"2013-01-23",24.6844
"2013-01-24",24.8644
"2013-01-25",25.0288
"2013-01-26",25.1316
"2013-01-27",25.4905
"2013-01-28",25.7892
"2013-01-29",25.674
"2013-01-30",25.0581
"2013-01-31",25.3719
"2013-02-01",25.7159
"2013-02-02",25.6713
"2013-02-03",25.5177
"2013-02-04",24.7505
"2013-02-05",25.9117
"2013-02-06",24.7829
"2013-02-07",24.6895
"2013-02-08",25.2668
"2013-02-09",25.1542
"2013-02-10",25.4241
"2013-02-11",24.4607
"2013-02-12",24.3542
"2013-02-13",24.7277
"2013-02-14",25.0805
"2013-02-15",25.7797
"2013-02-16",26.1075
"2013-02-17",25.949
"2013-02-18",25.5496
"2013-02-19",24.5659
"2013-02-20",25.8488
"2013-02-21",25.6034
"2013-02-22",25.5223
"2013-02-23",25.5901
"2013-02-24",25.7405
"2013-02-25",26.0935
"2013-02-26",25.5456
"2013-02-27",25.8449
"2013-02-28",25.6286
"2013-03-01",25.9266
"2013-03-02",25.9296
"2013-03-03",25.0745
"2013-03-04",24.9114
"2013-03-05",26.5781
"2013-03-06",26.3549
"2013-03-07",26.2277
"2013-03-08",25.6703
"2013-03-09",25.3548
"2013-03-10",27.0207
"2013-03-11",26.5807
"2013-03-12",26.6304
"2013-03-13",26.5515
"2013-03-14",26.1126
"2013-03-15",25.7412
"2013-03-16",26.6665
"2013-03-17",26.276
"2013-03-18",26.2987
"2013-03-19",26.2859
"2013-03-20",26.7335
"2013-03-21",26.2086
"2013-03-22",26.1987
"2013-03-23",26.0861
"2013-03-24",25.5617
"2013-03-25",25.0573
"2013-03-26",25.6048
"2013-03-27",26.3007
"2013-03-28",26.7491
"2013-03-29",26.4297
"2013-03-30",27.1205
"2013-03-31",27.2182
"2013-04-01",26.9969
"2013-04-02",27.1119
"2013-04-03",26.8203
"2013-04-04",26.1283
"2013-04-05",26.7493
"2013-04-06",27.4567
"2013-04-07",27.3669
"2013-04-08",27.4999
"2013-04-09",26.8565
"2013-04-10",25.4627
"2013-04-11",26.7173
"2013-04-12",26.9448
"2013-04-13",26.2651
"2013-04-14",27.0776
"2013-04-15",25.8131
"2013-04-16",27.3912
"2013-04-17",27.6244
"2013-04-18",27.0727
"2013-04-19",27.5851
"2013-04-20",27.402
"2013-04-21",27.41
"2013-04-22",26.7136
"2013-04-23",26.3902
"2013-04-24",26.9719
"2013-04-25",26.1026
"2013-04-26",26.2824
"2013-04-27",26.3201
"2013-04-28",26.2501
"2013-04-29",27.0891
"2013-04-30",26.2327
"2013-05-01",25.8578
"2013-05-02",26.6049
"2013-05-03",25.4883
"2013-05-04",25.8606
"2013-05-05",25.9729
"2013-05-06",25.3625
"2013-05-07",26.4999
"2013-05-08",27.2238
"2013-05-09",27.7855
"2013-05-10",27.725
"2013-05-11",27.6351
"2013-05-12",27.1201
"2013-05-13",25.1876
"2013-05-14",26.7321
"2013-05-15",26.8396
"2013-05-16",27.1019
"2013-05-17",27.3108
"2013-05-18",27.1026
"2013-05-19",26.1424
"2013-05-20",24.6373
"2013-05-21",25.6611
"2013-05-22",26.5478
"2013-05-23",26.4336
"2013-05-24",26.5313
"2013-05-25",26.1258
"2013-05-26",26.7277
"2013-05-27",26.6288
"2013-05-28",26.2253
"2013-05-29",25.9786
"2013-05-30",25.509
"2013-05-31",24.3495
"2013-06-01",24.5794
"2013-06-02",25.032
"2013-06-03",25.5944
"2013-06-04",25.7114
"2013-06-05",25.4498
"2013-06-06",25.9707
"2013-06-07",25.9282
"2013-06-08",23.7436
"2013-06-09",25.7623
"2013-06-10",26.0481
"2013-06-11",25.2657
"2013-06-12",24.7969
"2013-06-13",24.8944
"2013-06-14",25.7398
"2013-06-15",25.2306
"2013-06-16",25.3035
"2013-06-17",24.5426
"2013-06-18",24.8932
"2013-06-19",25.153
"2013-06-20",25.5668
"2013-06-21",25.6901
"2013-06-22",25.8416
"2013-06-23",25.6703
"2013-06-24",25.8186
"2013-06-25",24.5234
"2013-06-26",25.1187
"2013-06-27",25.6421
"2013-06-28",24.9288
"2013-06-29",24.7688
"2013-06-30",25.0186
"2013-07-01",25.2169
"2013-07-02",25.0651
"2013-07-03",25.8413
"2013-07-04",25.5168
"2013-07-05",25.5091
"2013-07-06",25.7396
"2013-07-07",25.1856
"2013-07-08",25.1314
"2013-07-09",25.0384
"2013-07-10",24.6671
"2013-07-11",25.5968
"2013-07-12",25.7354
"2013-07-13",25.9347
"2013-07-14",25.7769
"2013-07-15",25.3421
"2013-07-16",24.845
"2013-07-17",25.4281
"2013-07-18",24.7114
"2013-07-19",25.6306
"2013-07-20",25.5531
"2013-07-21",25.6673
"2013-07-22",24.3674
"2013-07-23",24.1096
"2013-07-24",24.352
"2013-07-25",24.4248
"2013-07-26",23.9298
"2013-07-27",25.7707
"2013-07-28",25.8196
"2013-07-29",25.818
"2013-07-30",26.1208
"2013-07-31",26.0423
"2013-08-01",25.9697
"2013-08-02",25.1215
"2013-08-03",25.7015
"2013-08-04",24.7345
"2013-08-05",24.8631
"2013-08-06",25.2258
"2013-08-07",25.5295
"2013-08-08",25.3153
"2013-08-09",25.3259
"2013-08-10",25.0267
"2013-08-11",25.0163
"2013-08-12",24.9626
"2013-08-13",25.0485
"2013-08-14",25.0015
"2013-08-15",25.3583
"2013-08-16",25.2942
"2013-08-17",25.2643
"2013-08-18",25.3415
"2013-08-19",25.2006
"2013-08-20",25.5066
"2013-08-21",24.9023
"2013-08-22",25.4529
"2013-08-23",25.5696
"2013-08-24",25.7332
"2013-08-25",25.6577
"2013-08-26",25.4603
"2013-08-27",25.7546
"2013-08-28",25.5265
"2013-08-29",25.0939
"2013-08-30",25.7823
"2013-08-31",25.8965
"2013-09-01",25.1849
"2013-09-02",24.9982
"2013-09-03",25.2425
"2013-09-04",25.4227
"2013-09-05",24.1369
"2013-09-06",23.3791
"2013-09-07",24.1034
"2013-09-08",24.6316
"2013-09-09",25.0648
"2013-09-10",24.7231
"2013-09-11",24.2455
"2013-09-12",24.0957
"2013-09-13",24.9203
"2013-09-14",25.0543
"2013-09-15",25.5477
"2013-09-16",25.0187
"2013-09-17",24.8488
"2013-09-18",24.8076
"2013-09-19",26.0684
"2013-09-20",25.975
"2013-09-21",26.3014
"2013-09-22",25.761
"2013-09-23",25.4882
"2013-09-24",25.4944
"2013-09-25",25.5766
"2013-09-26",25.7125
"2013-09-27",25.7893
"2013-09-28",25.7482
"2013-09-29",25.7436
"2013-09-30",25.723
"2013-10-01",25.1014
"2013-10-02",25.262
"2013-10-03",25.0934
"2013-10-04",24.917
"2013-10-05",24.9334
"2013-10-06",25.2132
"2013-10-07",25.6927
"2013-10-08",25.4408
"2013-10-09",25.3298
"2013-10-10",24.7957
"2013-10-11",25.3261
"2013-10-12",25.3354
"2013-10-13",25.5225
"2013-10-14",25.9131
"2013-10-15",25.8697
"2013-10-16",25.3216
"2013-10-17",24.3345
"2013-10-18",24.357
"2013-10-19",23.9931
"2013-10-20",24.6765
"2013-10-21",25.0217
"2013-10-22",25.0774
"2013-10-23",25.7364
"2013-10-24",25.3233
"2013-10-25",25.2977
"2013-10-26",25.6136
"2013-10-27",25.098
"2013-10-28",25.3045
"2013-10-29",24.9922
"2013-10-30",24.8703
"2013-10-31",24.385
"2013-11-01",25.1503
"2013-11-02",24.973
"2013-11-03",25.3737
"2013-11-04",25.2051
"2013-11-05",25.264
"2013-11-06",25.1677
"2013-11-07",24.8422
"2013-11-08",25.4736
"2013-11-09",25.5129
"2013-11-10",25.4015
"2013-11-11",25.3933
"2013-11-12",25.0803
"2013-11-13",25.0733
"2013-11-14",25.3818
"2013-11-15",25.4975
"2013-11-16",26.1627
"2013-11-17",25.3588
"2013-11-18",25.3975
"2013-11-19",24.9108
"2013-11-20",25.0167
"2013-11-21",25.3999
"2013-11-22",25.3538
"2013-11-23",24.8447
"2013-11-24",24.809
"2013-11-25",25.1851
"2013-11-26",24.8279
"2013-11-27",25.1837
"2013-11-28",25.0734
"2013-11-29",25.2343
"2013-11-30",24.9268
"2013-12-01",24.583
"2013-12-02",24.6779
"2013-12-03",24.5205
"2013-12-04",24.4035
"2013-12-05",24.6096
"2013-12-06",25.399
"2013-12-07",25.4692
"2013-12-08",25.3563
"2013-12-09",25.6486
"2013-12-10",24.9951
"2013-12-11",24.8203
"2013-12-12",25.2142
"2013-12-13",25.1313
"2013-12-14",24.7786
"2013-12-15",23.8302
"2013-12-16",23.9987
"2013-12-17",24.7933
"2013-12-18",25.6877
"2013-12-19",25.1102
"2013-12-20",25.3464
"2013-12-21",25.1815
"2013-12-22",25.3823
"2013-12-23",25.6515
"2013-12-24",25.7654
"2013-12-25",24.8141
"2013-12-26",24.7606
"2013-12-27",24.7231
"2013-12-28",24.4985
"2013-12-29",25.2076
"2013-12-30",25.1204
"2013-12-31",25.524
"2014-01-01",25.3992
"2014-01-02",25.5289
"2014-01-03",25.6309
"2014-01-04",25.1576
"2014-01-05",25.2748
"2014-01-06",25.137
"2014-01-07",25.5586
"2014-01-08",25.9624
"2014-01-09",25.6121
"2014-01-10",25.24
"2014-01-11",25.7533
"2014-01-12",24.5942
"2014-01-13",25.9185
"2014-01-14",25.9828
"2014-01-15",24.6814
"2014-01-16",24.9621
"2014-01-17",24.8628
"2014-01-18",24.9773
"2014-01-19",25.2576
"2014-01-20",25.4091
"2014-01-21",25.6314
"2014-01-22",25.7112
"2014-01-23",25.7543
"2014-01-24",25.8281
"2014-01-25",25.4026
"2014-01-26",25.5347
"2014-01-27",24.8687
"2014-01-28",24.446
"2014-01-29",24.8598
"2014-01-30",25.017
"2014-01-31",25.7151
"2014-02-01",26.0132
"2014-02-02",25.8888
"2014-02-03",25.5318
"2014-02-04",24.8262
"2014-02-05",25.1149
"2014-02-06",24.9317
"2014-02-07",24.5211
"2014-02-08",24.5325
"2014-02-09",24.8007
"2014-02-10",24.5219
"2014-02-11",24.5641
"2014-02-12",24.5739
"2014-02-13",25.0602
"2014-02-14",25.9371
"2014-02-15",26.4669
"2014-02-16",26.6002
"2014-02-17",26.6544
"2014-02-18",26.5467
"2014-02-19",27.2395
"2014-02-20",25.938
"2014-02-21",25.6736
"2014-02-22",26.1294
"2014-02-23",25.2439
"2014-02-24",26.4018
"2014-02-25",26.4706
"2014-02-26",26.2719
"2014-02-27",25.44
"2014-02-28",26.4941
"2014-03-01",26.8957
"2014-03-02",27.0482
"2014-03-03",26.7881
"2014-03-04",27.4866
"2014-03-05",27.3391
"2014-03-06",26.7825
"2014-03-07",25.1118
"2014-03-08",26.4885
"2014-03-09",26.7017
"2014-03-10",26.7877
"2014-03-11",26.6922
"2014-03-12",26.7798
"2014-03-13",27.1565
"2014-03-14",26.7833
"2014-03-15",26.6668
"2014-03-16",27.4793
"2014-03-17",27.3725
"2014-03-18",26.7189
"2014-03-19",26.4644
"2014-03-20",27.071
"2014-03-21",27.0389
"2014-03-22",27.5016
"2014-03-23",27.798
"2014-03-24",27.3448
"2014-03-25",27.9121
"2014-03-26",28.6978
"2014-03-27",27.3456
"2014-03-28",27.6392
"2014-03-29",28.0373
"2014-03-30",27.4388
"2014-03-31",27.2099
"2014-04-01",26.9758
"2014-04-02",27.0457
"2014-04-03",27.3423
"2014-04-04",26.116
"2014-04-05",25.9795
"2014-04-06",26.2229
"2014-04-07",26.0372
"2014-04-08",25.6886
"2014-04-09",26.7241
"2014-04-10",26.1668
"2014-04-11",26.2348
"2014-04-12",26.5632
"2014-04-13",26.0018
"2014-04-14",25.7106
"2014-04-15",26.2722
"2014-04-16",25.7126
"2014-04-17",25.9987
"2014-04-18",26.4339
"2014-04-19",26.2646
"2014-04-20",26.8572
"2014-04-21",26.2486
"2014-04-22",25.8063
"2014-04-23",26.1725
"2014-04-24",25.8456
"2014-04-25",26.8123
"2014-04-26",27.0652
"2014-04-27",26.1848
"2014-04-28",25.699
"2014-04-29",24.5678
"2014-04-30",25.6874
"2014-05-01",26.4318
"2014-05-02",25.7073
"2014-05-03",25.4743
"2014-05-04",25.7752
"2014-05-05",25.1981
"2014-05-06",25.6609
"2014-05-07",25.5313
"2014-05-08",26.3198
"2014-05-09",26.1307
"2014-05-10",26.3614
"2014-05-11",27.0776
"2014-05-12",26.8788
"2014-05-13",27.1497
"2014-05-14",26.9582
"2014-05-15",27.2778
"2014-05-16",27.7713
"2014-05-17",27.0787
"2014-05-18",27.3603
"2014-05-19",27.2534
"2014-05-20",26.6085
"2014-05-21",25.7938
"2014-05-22",27.0059
"2014-05-23",27.4375
"2014-05-24",27.068
"2014-05-25",26.6291
"2014-05-26",27.1014
"2014-05-27",26.6114
"2014-05-28",25.7938
"2014-05-29",26.5549
"2014-05-30",26.4156
"2014-05-31",26.5958
"2014-06-01",26.6806
"2014-06-02",25.2634
"2014-06-03",24.6851
"2014-06-04",26.47
"2014-06-05",26.6806
"2014-06-06",26.7376
"2014-06-07",27.2654
"2014-06-08",26.4183
"2014-06-09",26.7824
"2014-06-10",26.6866
"2014-06-11",26.3825
"2014-06-12",25.4412
"2014-06-13",26.4247
"2014-06-14",26.9625
"2014-06-15",26.8285
"2014-06-16",26.9039
"2014-06-17",27.0056
"2014-06-18",26.7669
"2014-06-19",26.1394
"2014-06-20",26.3939
"2014-06-21",26.4326
"2014-06-22",26.6319
"2014-06-23",26.6894
"2014-06-24",26.2571
"2014-06-25",26.1948
"2014-06-26",26.19
"2014-06-27",26.1405
"2014-06-28",25.6793
"2014-06-29",25.7622
"2014-06-30",24.7738
"2014-07-01",24.8094
"2014-07-02",25.8921
"2014-07-03",26.5607
"2014-07-04",26.218
"2014-07-05",25.7208
"2014-07-06",25.6462
"2014-07-07",25.8895
"2014-07-08",26.0635
"2014-07-09",25.654
"2014-07-10",25.0727
"2014-07-11",26.2685
"2014-07-12",26.237
"2014-07-13",26.434
"2014-07-14",25.4908
"2014-07-15",25.9361
"2014-07-16",26.0374
"2014-07-17",26.0493
"2014-07-18",25.9508
"2014-07-19",26.0079
"2014-07-20",26.2591
"2014-07-21",26.5524
"2014-07-22",26.121
"2014-07-23",25.9903
"2014-07-24",25.8622
"2014-07-25",26.5832
"2014-07-26",25.9773
"2014-07-27",25.0512
"2014-07-28",25.6117
"2014-07-29",25.9032
"2014-07-30",25.9213
"2014-07-31",25.846
"2014-08-01",24.852
"2014-08-02",25.2807
"2014-08-03",25.2185
"2014-08-04",25.2473
"2014-08-05",24.9997
"2014-08-06",25.6511
"2014-08-07",25.8927
"2014-08-08",24.5634
"2014-08-09",25.4792
"2014-08-10",25.0149
"2014-08-11",24.4896
"2014-08-12",24.7973
"2014-08-13",24.8255
"2014-08-14",25.058
"2014-08-15",24.8681
"2014-08-16",25.0608
"2014-08-17",24.3152
"2014-08-18",24.5
"2014-08-19",25.0854
"2014-08-20",25.6262
"2014-08-21",24.6072
"2014-08-22",23.8076
"2014-08-23",24.9154
"2014-08-24",25.5987
"2014-08-25",25.9273
"2014-08-26",25.9117
"2014-08-27",26.0326
"2014-08-28",26.4007
"2014-08-29",26.153
"2014-08-30",26.1343
"2014-08-31",26.4489
"2014-09-01",25.6179
"2014-09-02",24.7224
"2014-09-03",24.5558
"2014-09-04",25.1722
"2014-09-05",24.9812
"2014-09-06",25.5045
"2014-09-07",24.9334
"2014-09-08",25.5827
"2014-09-09",25.3345
"2014-09-10",24.683
"2014-09-11",25.5332
"2014-09-12",25.0509
"2014-09-13",25.2183
"2014-09-14",24.9481
"2014-09-15",25.3441
"2014-09-16",25.4416
"2014-09-17",25.4157
"2014-09-18",25.6166
"2014-09-19",25.7465
"2014-09-20",26.074
"2014-09-21",26.127
"2014-09-22",26.176
"2014-09-23",25.6165
"2014-09-24",25.1439
"2014-09-25",24.35
"2014-09-26",24.5732
"2014-09-27",25.4442
"2014-09-28",25.766
"2014-09-29",25.7187
"2014-09-30",25.1393
"2014-10-01",24.9499
"2014-10-02",24.6515
"2014-10-03",25.1213
"2014-10-04",25.6485
"2014-10-05",26.3679
"2014-10-06",25.7659
"2014-10-07",24.8207
"2014-10-08",25.0167
"2014-10-09",25.1593
"2014-10-10",25.3501
"2014-10-11",25.997
"2014-10-12",25.5551
"2014-10-13",25.794
"2014-10-14",25.8351
"2014-10-15",25.4037
"2014-10-16",24.7111
"2014-10-17",24.5835
"2014-10-18",24.1064
"2014-10-19",25.1973
"2014-10-20",25.353
"2014-10-21",24.981
"2014-10-22",25.4678
"2014-10-23",25.4419
"2014-10-24",25.2747
"2014-10-25",25.3854
"2014-10-26",25.7506
"2014-10-27",25.0331
"2014-10-28",24.8668
"2014-10-29",24.626
"2014-10-30",23.9111
"2014-10-31",24.4545
"2014-11-01",25.193
"2014-11-02",24.2218
"2014-11-03",24.0801
"2014-11-04",23.5561
"2014-11-05",25.0203
"2014-11-06",25.6596
"2014-11-07",25.5455
"2014-11-08",25.6176
"2014-11-09",25.5728
"2014-11-10",25.8169
"2014-11-11",24.8807
"2014-11-12",24.9494
"2014-11-13",25.1992
"2014-11-14",24.975
"2014-11-15",25.3641
"2014-11-16",24.7483
"2014-11-17",24.9988
"2014-11-18",24.9947
"2014-11-19",24.4022
"2014-11-20",24.9174
"2014-11-21",24.5345
"2014-11-22",24.3222
"2014-11-23",24.5071
"2014-11-24",24.4823
"2014-11-25",24.0019
"2014-11-26",23.6193
"2014-11-27",24.4949
"2014-11-28",25.0165
"2014-11-29",24.6349
"2014-11-30",24.6982
"2014-12-01",25.2952
"2014-12-02",25.2899
"2014-12-03",24.8774
"2014-12-04",25.1279
"2014-12-05",25.0641
"2014-12-06",25.154
"2014-12-07",25.6963
"2014-12-08",24.9456
"2014-12-09",25.5137
"2014-12-10",24.8435
"2014-12-11",25.1006
"2014-12-12",24.8572
"2014-12-13",25.3325
"2014-12-14",25.9604
"2014-12-15",25.6627
"2014-12-16",25.4318
"2014-12-17",24.7021
"2014-12-18",25.058
"2014-12-19",24.6956
"2014-12-20",23.48
"2014-12-21",25.0706
"2014-12-22",24.0529
"2014-12-23",23.6859
"2014-12-24",23.7187
"2014-12-25",22.9563
"2014-12-26",23.47
"2014-12-27",24.1189
"2014-12-28",23.6905
"2014-12-29",25.0046
"2014-12-30",24.7079
"2014-12-31",25.8586
"2015-01-01",25.4841
"2015-01-02",25.0307
"2015-01-03",25.7582
"2015-01-04",25.8
"2015-01-05",25.687
"2015-01-06",24.1832
"2015-01-07",24.8205
"2015-01-08",25.1457
"2015-01-09",25.1603
"2015-01-10",24.7589
"2015-01-11",24.6395
"2015-01-12",24.4949
"2015-01-13",24.3595
"2015-01-14",24.7859
"2015-01-15",24.7584
"2015-01-16",25.565
"2015-01-17",25.4715
"2015-01-18",25.7047
"2015-01-19",25.4149
"2015-01-20",25.2561
"2015-01-21",24.9779
"2015-01-22",24.6303
"2015-01-23",25.49
"2015-01-24",24.8913
"2015-01-25",24.3432
"2015-01-26",25.1357
"2015-01-27",25.5451
"2015-01-28",25.4347
"2015-01-29",24.8171
"2015-01-30",24.7893
"2015-01-31",25.4139
"2015-02-01",25.9242
"2015-02-02",25.3852
"2015-02-03",24.5576
"2015-02-04",25.455
"2015-02-05",25.6448
"2015-02-06",25.0996
"2015-02-07",25.3691
"2015-02-08",25.7557
"2015-02-09",24.9335
"2015-02-10",24.5393
"2015-02-11",24.8102
"2015-02-12",25.2734
"2015-02-13",25.0019
"2015-02-14",25.1145
"2015-02-15",25.0364
"2015-02-16",24.1893
"2015-02-17",23.3592
"2015-02-18",23.8368
"2015-02-19",24.1124
"2015-02-20",24.7755
"2015-02-21",25.4652
"2015-02-22",25.1175
"2015-02-23",25.1778
"2015-02-24",25.7193
"2015-02-25",26.7038
"2015-02-26",25.902
"2015-02-27",24.8559
"2015-02-28",25.0114
"2015-03-01",25.5003
"2015-03-02",25.8359
"2015-03-03",25.9198
"2015-03-04",25.0466
"2015-03-05",26.2151
"2015-03-06",26.3279
"2015-03-07",26.3519
"2015-03-08",26.6284
"2015-03-09",25.9151
"2015-03-10",25.4927
"2015-03-11",26.102
"2015-03-12",26.1488
"2015-03-13",24.7714
"2015-03-14",24.1198
"2015-03-15",26.0124
"2015-03-16",26.5958
"2015-03-17",26.287
"2015-03-18",25.6993
"2015-03-19",25.9393
"2015-03-20",26.4738
"2015-03-21",26.5571
"2015-03-22",26.7993
"2015-03-23",26.9306
"2015-03-24",26.6692
"2015-03-25",26.5268
"2015-03-26",26.3936
"2015-03-27",26.1121
"2015-03-28",26.1691
"2015-03-29",26.2613
"2015-03-30",26.388
"2015-03-31",26.0563
"2015-04-01",25.2469
"2015-04-02",25.9884
"2015-04-03",26.556
"2015-04-04",27.0245
"2015-04-05",27.2722
"2015-04-06",26.4149
"2015-04-07",25.667
"2015-04-08",25.6907
"2015-04-09",26.8737
"2015-04-10",25.9966
"2015-04-11",25.9112
"2015-04-12",25.8883
"2015-04-13",24.258
"2015-04-14",26.2161
"2015-04-15",26.0168
"2015-04-16",26.4469
"2015-04-17",26.6374
"2015-04-18",26.3737
"2015-04-19",26.3568
"2015-04-20",25.4304
"2015-04-21",24.7046
"2015-04-22",26.8911
"2015-04-23",26.6438
"2015-04-24",26.4752
"2015-04-25",25.6014
"2015-04-26",26.2331
"2015-04-27",26.581
"2015-04-28",26.7681
"2015-04-29",25.411
"2015-04-30",25.4393
"2015-05-01",26.4086
"2015-05-02",27.258
"2015-05-03",26.6707
"2015-05-04",26.0576
"2015-05-05",26.161
"2015-05-06",26.1324
"2015-05-07",26.2892
"2015-05-08",26.5092
"2015-05-09",25.3271
"2015-05-10",25.8023
"2015-05-11",25.9234
"2015-05-12",26.8026
"2015-05-13",26.8033
"2015-05-14",26.6751
"2015-05-15",27.0184
"2015-05-16",26.695
"2015-05-17",26.1978
"2015-05-18",26.0136
"2015-05-19",26.0796
"2015-05-20",26.7069
"2015-05-21",26.5474
"2015-05-22",27.1913
"2015-05-23",26.2598
"2015-05-24",27.0473
"2015-05-25",27.3848
"2015-05-26",27.1543
"2015-05-27",27.5158
"2015-05-28",27.4288
"2015-05-29",27.2461
"2015-05-30",26.9401
"2015-05-31",26.2849
"2015-06-01",26.1175
"2015-06-02",26.9126
"2015-06-03",27.2954
"2015-06-04",25.9374
"2015-06-05",25.2823
"2015-06-06",26.8622
"2015-06-07",27.1572
"2015-06-08",26.7831
"2015-06-09",26.8473
"2015-06-10",27.0732
"2015-06-11",26.2848
"2015-06-12",26.1767
"2015-06-13",26.802
"2015-06-14",27.2241
"2015-06-15",26.0691
"2015-06-16",25.6751
"2015-06-17",25.6946
"2015-06-18",25.6801
"2015-06-19",26.6268
"2015-06-20",26.9127
"2015-06-21",26.6709
"2015-06-22",26.9909
"2015-06-23",27.1231
"2015-06-24",27.0116
"2015-06-25",27.3519
"2015-06-26",26.6306
"2015-06-27",25.9748
"2015-06-28",25.1994
"2015-06-29",25.09
"2015-06-30",25.8674
"2015-07-01",26.4404
"2015-07-02",26.7161
"2015-07-03",26.7694
"2015-07-04",26.356
"2015-07-05",26.3746
"2015-07-06",26.7866
"2015-07-07",26.8677
"2015-07-08",26.6634
"2015-07-09",27.0043
"2015-07-10",26.2541
"2015-07-11",25.7696
"2015-07-12",26.611
"2015-07-13",27.0605
"2015-07-14",26.3534
"2015-07-15",26.0623
"2015-07-16",26.1526
"2015-07-17",25.5664
"2015-07-18",26.1476
"2015-07-19",25.941
"2015-07-20",26.1948
"2015-07-21",25.5337
"2015-07-22",25.5614
"2015-07-23",25.6466
"2015-07-24",26.2884
"2015-07-25",25.6009
"2015-07-26",25.4727
"2015-07-27",26.0039
"2015-07-28",26.1233
"2015-07-29",26.3002
"2015-07-30",26.2894
"2015-07-31",26.0554
"2015-08-01",26.0973
"2015-08-02",26.2323
"2015-08-03",25.6468
"2015-08-04",25.389
"2015-08-05",25.3531
"2015-08-06",26.3228
"2015-08-07",26.4702
"2015-08-08",26.1656
"2015-08-09",26.033
"2015-08-10",25.8728
"2015-08-11",26.4446
"2015-08-12",26.2707
"2015-08-13",26.9893
"2015-08-14",26.9578
"2015-08-15",26.0796
"2015-08-16",25.1035
"2015-08-17",25.4877
"2015-08-18",25.3024
"2015-08-19",26.5928
"2015-08-20",26.377
"2015-08-21",26.6985
"2015-08-22",26.7287
"2015-08-23",26.6391
"2015-08-24",25.8847
"2015-08-25",25.6771
"2015-08-26",25.987
"2015-08-27",25.5827
"2015-08-28",24.8545
"2015-08-29",26.1203
"2015-08-30",25.7148
"2015-08-31",26.233
"2015-09-01",26.3285
"2015-09-02",26.4987
"2015-09-03",25.3861
"2015-09-04",25.3627
"2015-09-05",25.7675
"2015-09-06",26.3203
"2015-09-07",24.857
"2015-09-08",25.424
"2015-09-09",26.1969
"2015-09-10",25.3222
"2015-09-11",25.3086
"2015-09-12",26.4116
"2015-09-13",26.2792
"2015-09-14",26.1365
"2015-09-15",25.652
"2015-09-16",25.7535
"2015-09-17",25.9926
"2015-09-18",25.9854
"2015-09-19",26.1894
"2015-09-20",26.286
"2015-09-21",26.1332
"2015-09-22",26.8858
"2015-09-23",26.2179
"2015-09-24",25.0472
"2015-09-25",25.133
"2015-09-26",24.4105
"2015-09-27",24.8535
"2015-09-28",24.9898
"2015-09-29",24.3982
"2015-09-30",24.5857
"2015-10-01",26.3744
"2015-10-02",26.0744
"2015-10-03",26.5073
"2015-10-04",25.9401
"2015-10-05",24.9812
"2015-10-06",26.1916
"2015-10-07",26.1669
"2015-10-08",26.4276
"2015-10-09",24.946
"2015-10-10",25.9748
"2015-10-11",26.4783
"2015-10-12",26.0074
"2015-10-13",25.5225
"2015-10-14",25.4564
"2015-10-15",25.5298
"2015-10-16",25.4868
"2015-10-17",25.3765
"2015-10-18",25.262
"2015-10-19",25.7042
"2015-10-20",25.3223
"2015-10-21",25.4564
"2015-10-22",25.9193
"2015-10-23",25.5155
"2015-10-24",24.6533
"2015-10-25",23.7802
"2015-10-26",24.9336
"2015-10-27",24.4764
"2015-10-28",24.8494
"2015-10-29",25.3003
"2015-10-30",25.4615
