,"(deg C) Mean Temperature (ERA5) at Matara, 2007-01-01 to 2025-12-31"
"2009-11-28",25.119
"2009-11-29",25.2718
"2009-11-30",25.1298
"2009-12-01",24.796
"2009-12-02",24.7925
"2009-12-03",25.1992
"2009-12-04",25.2851
"2009-12-05",24.8872
"2009-12-06",24.9678
"2009-12-07",25.4216
"2009-12-08",25.2166
"2009-12-09",25.2535
"2009-12-10",25.0171
"2009-12-11",25.8534
"2009-12-12",25.3892
"2009-12-13",24.8283
"2009-12-14",25.5521
"2009-12-15",25.1738
"2009-12-16",24.9206
"2009-12-17",25.5202
"2009-12-18",26.1163
"2009-12-19",25.938
"2009-12-20",25.7357
"2009-12-21",25.0408
"2009-12-22",24.8545
"2009-12-23",24.4277
"2009-12-24",24.9112
"2009-12-25",24.5191
"2009-12-26",24.7609
"2009-12-27",24.569
"2009-12-28",24.591
"2009-12-29",24.6922
"2009-12-30",24.8651
"2009-12-31",25.1663
"2010-01-01",25.654
"2010-01-02",25.4284
"2010-01-03",24.8614
"2010-01-04",24.3213
"2010-01-05",24.2609
"2010-01-06",24.4307
"2010-01-07",24.9936
"2010-01-08",25.3658
"2010-01-09",25.5866
"2010-01-10",26.0874
"2010-01-11",25.5458
"2010-01-12",25.3171
"2010-01-13",25.2534
"2010-01-14",25.2309
"2010-01-15",25.4458
"2010-01-16",25.1586
"2010-01-17",25.1826
"2010-01-18",24.974
"2010-01-19",24.5975
"2010-01-20",25.2471
"2010-01-21",25.0283
"2010-01-22",25.0254
"2010-01-23",24.9601
"2010-01-24",24.8664
"2010-01-25",25.061
"2010-01-26",25.4351
"2010-01-27",25.1302
"2010-01-28",25.5332
"2010-01-29",25.7429
"2010-01-30",24.9583
"2010-01-31",25.3072
"2010-02-01",25.0435
"2010-02-02",25.3745
"2010-02-03",25.5704
"2010-02-04",26.0727
"2010-02-05",26.0291
"2010-02-06",25.9572
"2010-02-07",25.6894
"2010-02-08",25.3943
"2010-02-09",25.6118
"2010-02-10",25.9055
"2010-02-11",25.4186
"2010-02-12",25.9824
"2010-02-13",25.7666
"2010-02-14",25.9036
"2010-02-15",25.6952
"2010-02-16",25.2019
"2010-02-17",26.3071
"2010-02-18",26.645
"2010-02-19",26.3318
"2010-02-20",26.5979
"2010-02-21",26.7807
"2010-02-22",26.7864
"2010-02-23",25.7953
"2010-02-24",25.7328
"2010-02-25",26.1064
"2010-02-26",26.7921
"2010-02-27",25.9281
"2010-02-28",26.1321
"2010-03-01",26.4377
"2010-03-02",26.1587
"2010-03-03",26.5428
"2010-03-04",26.3339
"2010-03-05",25.7978
"2010-03-06",25.9765
"2010-03-07",27.7093
"2010-03-08",27.2268
"2010-03-09",27.3794
"2010-03-10",27.2693
"2010-03-11",27.6477
"2010-03-12",27.1902
"2010-03-13",27.9087
"2010-03-14",27.2592
"2010-03-15",27.2583
"2010-03-16",26.7848
"2010-03-17",26.849
"2010-03-18",25.8303
"2010-03-19",26.8314
"2010-03-20",27.3487
"2010-03-21",26.7833
"2010-03-22",26.7583
"2010-03-23",26.7399
"2010-03-24",25.8318
"2010-03-25",27.3435
"2010-03-26",27.3616
"2010-03-27",25.5733
"2010-03-28",26.9509
"2010-03-29",26.5846
"2010-03-30",26.5035
"2010-03-31",26.2006
"2010-04-01",27.3452
"2010-04-02",27.7383
"2010-04-03",27.1594
"2010-04-04",26.1949
"2010-04-05",25.6545
"2010-04-06",26.068
"2010-04-07",26.4133
"2010-04-08",26.9336
"2010-04-09",26.5846
"2010-04-10",26.4125
"2010-04-11",27.3395
"2010-04-12",27.2571
"2010-04-13",27.5445
"2010-04-14",25.0296
"2010-04-15",27.2134
"2010-04-16",26.6296
"2010-04-17",25.9382
"2010-04-18",26.6565
"2010-04-19",26.634
"2010-04-20",27.6006
"2010-04-21",26.7453
"2010-04-22",26.8302
"2010-04-23",25.8722
"2010-04-24",25.3953
"2010-04-25",26.6842
"2010-04-26",26.2042
"2010-04-27",26.2348
"2010-04-28",26.6656
"2010-04-29",26.6091
"2010-04-30",26.5528
"2010-05-01",27.2602
"2010-05-02",27.4264
"2010-05-03",27.0814
"2010-05-04",27.2945
"2010-05-05",27.3668
"2010-05-06",27.4876
"2010-05-07",26.9015
"2010-05-08",26.3158
"2010-05-09",26.0246
"2010-05-10",27.5463
"2010-05-11",27.5753
"2010-05-12",27.4657
"2010-05-13",27.5051
"2010-05-14",26.057
"2010-05-15",26.7053
"2010-05-16",26.4528
"2010-05-17",25.2691
"2010-05-18",25.5951
"2010-05-19",25.8424
"2010-05-20",25.0514
"2010-05-21",25.3477
"2010-05-22",26.3258
"2010-05-23",26.3216
"2010-05-24",26.2186
"2010-05-25",26.2623
"2010-05-26",26.9315
"2010-05-27",27.2389
"2010-05-28",26.7018
"2010-05-29",27.0983
"2010-05-30",26.7867
"2010-05-31",26.8609
"2010-06-01",27.1806
"2010-06-02",27.2288
"2010-06-03",27.1952
"2010-06-04",27.0439
"2010-06-05",26.0077
"2010-06-06",25.568
"2010-06-07",25.5537
"2010-06-08",25.5742
"2010-06-09",25.7678
"2010-06-10",25.3623
"2010-06-11",25.0964
"2010-06-12",25.652
"2010-06-13",25.4156
"2010-06-14",25.7501
"2010-06-15",26.2501
"2010-06-16",26.1425
"2010-06-17",26.0205
"2010-06-18",25.3632
"2010-06-19",26.0059
"2010-06-20",25.8802
"2010-06-21",26.2442
"2010-06-22",26.3776
"2010-06-23",25.7292
"2010-06-24",25.8612
"2010-06-25",26.5448
"2010-06-26",26.725
"2010-06-27",26.388
"2010-06-28",25.2866
"2010-06-29",25.9906
"2010-06-30",26.0791
"2010-07-01",24.8354
"2010-07-02",25.7633
"2010-07-03",25.7825
"2010-07-04",25.6813
"2010-07-05",25.2952
"2010-07-06",25.9864
"2010-07-07",26.2861
"2010-07-08",25.6956
"2010-07-09",25.6735
"2010-07-10",25.3195
"2010-07-11",25.7955
"2010-07-12",25.0199
"2010-07-13",24.7887
"2010-07-14",24.9946
"2010-07-15",25.0113
"2010-07-16",25.2035
"2010-07-17",25.3931
"2010-07-18",25.2842
"2010-07-19",25.0387
"2010-07-20",25.3504
"2010-07-21",26.0093
"2010-07-22",25.8473
"2010-07-23",25.5784
"2010-07-24",25.9169
"2010-07-25",26.1985
"2010-07-26",26.3077
"2010-07-27",25.8459
"2010-07-28",25.7722
"2010-07-29",25.9658
"2010-07-30",25.5327
"2010-07-31",25.8709
"2010-08-01",26.3343
"2010-08-02",26.2495
"2010-08-03",25.1634
"2010-08-04",26.0794
"2010-08-05",26.1507
"2010-08-06",25.9861
"2010-08-07",26.1325
"2010-08-08",26.0138
"2010-08-09",25.8576
"2010-08-10",26.5872
"2010-08-11",26.3489
"2010-08-12",24.8771
"2010-08-13",25.4237
"2010-08-14",25.7954
"2010-08-15",25.0449
"2010-08-16",24.9491
"2010-08-17",25.7154
"2010-08-18",25.6706
"2010-08-19",25.3075
"2010-08-20",24.9292
"2010-08-21",24.1496
"2010-08-22",25.3937
"2010-08-23",25.7159
"2010-08-24",25.2727
"2010-08-25",25.5681
"2010-08-26",24.9333
"2010-08-27",25.7386
"2010-08-28",25.4633
"2010-08-29",24.141
"2010-08-30",24.5226
"2010-08-31",25.4318
"2010-09-01",25.6153
"2010-09-02",25.5125
"2010-09-03",25.6966
"2010-09-04",25.5254
"2010-09-05",25.8963
"2010-09-06",25.6759
"2010-09-07",25.7387
"2010-09-08",25.7047
"2010-09-09",25.9023
"2010-09-10",25.116
"2010-09-11",25.4568
"2010-09-12",25.7507
"2010-09-13",25.5335
"2010-09-14",25.4017
"2010-09-15",25.5193
"2010-09-16",25.6639
"2010-09-17",26.0337
"2010-09-18",24.8106
"2010-09-19",24.7073
"2010-09-20",25.6329
"2010-09-21",24.6475
"2010-09-22",25.1085
"2010-09-23",24.7078
"2010-09-24",23.8844
"2010-09-25",25.0253
"2010-09-26",25.658
"2010-09-27",25.3037
"2010-09-28",24.2319
"2010-09-29",23.2794
"2010-09-30",24.4908
"2010-10-01",24.8484
"2010-10-02",24.3177
"2010-10-03",24.5904
"2010-10-04",26.385
"2010-10-05",26.3419
"2010-10-06",26.3435
"2010-10-07",25.6602
"2010-10-08",25.5789
"2010-10-09",25.6055
"2010-10-10",25.9183
"2010-10-11",25.8186
"2010-10-12",25.7472
"2010-10-13",26.0422
"2010-10-14",25.8515
"2010-10-15",26.1685
"2010-10-16",25.6621
"2010-10-17",25.2646
"2010-10-18",25.2555
"2010-10-19",25.702
"2010-10-20",25.4896
"2010-10-21",25.5083
"2010-10-22",25.6648
"2010-10-23",25.6758
"2010-10-24",25.6861
"2010-10-25",25.4375
"2010-10-26",25.4007
"2010-10-27",25.4257
"2010-10-28",24.0761
"2010-10-29",24.6674
"2010-10-30",25.7848
"2010-10-31",25.0522
"2010-11-01",25.2158
"2010-11-02",25.4193
"2010-11-03",26.2415
"2010-11-04",24.6692
"2010-11-05",23.931
"2010-11-06",24.7133
"2010-11-07",25.295
"2010-11-08",25.9617
"2010-11-09",25.3324
"2010-11-10",24.7742
"2010-11-11",23.8433
"2010-11-12",25.8179
"2010-11-13",25.4197
"2010-11-14",25.1325
"2010-11-15",24.8084
"2010-11-16",24.8184
"2010-11-17",24.2668
"2010-11-18",24.9786
"2010-11-19",24.9659
"2010-11-20",24.405
"2010-11-21",23.9478
"2010-11-22",24.4406
"2010-11-23",23.9106
"2010-11-24",24.6799
"2010-11-25",24.5654
"2010-11-26",24.2366
"2010-11-27",24.9735
"2010-11-28",24.5102
"2010-11-29",25.0904
"2010-11-30",24.3552
"2010-12-01",24.2421
"2010-12-02",24.0967
"2010-12-03",23.8713
"2010-12-04",24.0424
"2010-12-05",24.0877
"2010-12-06",24.219
"2010-12-07",23.4983
"2010-12-08",24.301
"2010-12-09",22.8903
"2010-12-10",24.526
"2010-12-11",25.1087
"2010-12-12",25.3039
"2010-12-13",24.4299
"2010-12-14",24.8171
"2010-12-15",25.3236
"2010-12-16",24.7632
"2010-12-17",24.7848
"2010-12-18",24.9365
"2010-12-19",24.9137
"2010-12-20",24.7302
"2010-12-21",24.2677
"2010-12-22",23.772
"2010-12-23",23.2349
"2010-12-24",22.4207
"2010-12-25",24.0844
"2010-12-26",24.36
"2010-12-27",24.3724
"2010-12-28",24.7549
"2010-12-29",24.6088
"2010-12-30",23.9667
"2010-12-31",24.2856
"2011-01-01",24.5352
"2011-01-02",24.5529
"2011-01-03",24.9139
"2011-01-04",24.439
"2011-01-05",24.5829
"2011-01-06",24.8033
"2011-01-07",24.2116
"2011-01-08",24.4467
"2011-01-09",22.3426
"2011-01-10",23.568
"2011-01-11",22.937
"2011-01-12",21.5614
"2011-01-13",21.1677
"2011-01-14",23.8575
"2011-01-15",24.3525
"2011-01-16",24.8584
"2011-01-17",25.3309
"2011-01-18",24.8627
"2011-01-19",24.525
"2011-01-20",24.4091
"2011-01-21",24.367
"2011-01-22",24.2429
"2011-01-23",24.3572
"2011-01-24",25.0714
"2011-01-25",25.0472
"2011-01-26",24.6955
"2011-01-27",24.4344
"2011-01-28",24.5347
"2011-01-29",24.566
"2011-01-30",24.8966
"2011-01-31",24.0707
"2011-02-01",23.3162
"2011-02-02",23.6238
"2011-02-03",24.0066
"2011-02-04",23.9291
"2011-02-05",25.1889
"2011-02-06",24.5337
"2011-02-07",24.0261
"2011-02-08",24.6075
"2011-02-09",24.823
"2011-02-10",24.3047
"2011-02-11",25.0652
"2011-02-12",25.421
"2011-02-13",25.4647
"2011-02-14",25.8204
"2011-02-15",25.3921
"2011-02-16",25.9031
"2011-02-17",26.324
"2011-02-18",25.728
"2011-02-19",25.4463
"2011-02-20",25.8416
"2011-02-21",25.0767
"2011-02-22",25.361
"2011-02-23",25.6097
"2011-02-24",25.4093
"2011-02-25",24.6
"2011-02-26",24.779
"2011-02-27",24.8007
"2011-02-28",24.9017
"2011-03-01",24.9141
"2011-03-02",25.2631
"2011-03-03",24.8076
"2011-03-04",25.1775
"2011-03-05",24.9342
"2011-03-06",26.11
"2011-03-07",25.5836
"2011-03-08",25.1578
"2011-03-09",25.8845
"2011-03-10",25.726
"2011-03-11",25.3626
"2011-03-12",25.8021
"2011-03-13",25.5949
"2011-03-14",25.7031
"2011-03-15",25.8225
"2011-03-16",25.4254
"2011-03-17",25.6836
"2011-03-18",25.9835
"2011-03-19",26.3483
"2011-03-20",25.3568
"2011-03-21",25.898
"2011-03-22",25.5758
"2011-03-23",25.4036
"2011-03-24",25.3346
"2011-03-25",25.7841
"2011-03-26",25.8817
"2011-03-27",26.1595
"2011-03-28",25.7779
"2011-03-29",25.6758
"2011-03-30",25.2268
"2011-03-31",25.4938
"2011-04-01",25.9984
"2011-04-02",26.1699
"2011-04-03",26.0542
"2011-04-04",25.7914
"2011-04-05",25.2455
"2011-04-06",25.6347
"2011-04-07",25.6937
"2011-04-08",26.0269
"2011-04-09",25.5897
"2011-04-10",26.5302
"2011-04-11",25.6393
"2011-04-12",24.5054
"2011-04-13",25.1974
"2011-04-14",25.0927
"2011-04-15",25.6315
"2011-04-16",25.621
"2011-04-17",25.3097
"2011-04-18",25.1867
"2011-04-19",25.0283
"2011-04-20",25.3984
"2011-04-21",25.4257
"2011-04-22",25.617
"2011-04-23",24.6012
"2011-04-24",25.7598
"2011-04-25",25.0149
"2011-04-26",25.9926
"2011-04-27",25.7271
"2011-04-28",24.8404
"2011-04-29",26.8528
"2011-04-30",26.402
"2011-05-01",26.158
"2011-05-02",26.275
"2011-05-03",27.1451
"2011-05-04",27.0443
"2011-05-05",27.0063
"2011-05-06",27.1194
"2011-05-07",27.0025
"2011-05-08",26.7927
"2011-05-09",25.9388
"2011-05-10",26.0718
"2011-05-11",26.6386
"2011-05-12",26.4537
"2011-05-13",26.6171
"2011-05-14",26.555
"2011-05-15",26.3291
"2011-05-16",26.8141
"2011-05-17",25.9117
"2011-05-18",25.9735
"2011-05-19",26.3041
"2011-05-20",26.6268
"2011-05-21",26.6401
"2011-05-22",26.6793
"2011-05-23",26.6086
"2011-05-24",26.6351
"2011-05-25",26.3686
"2011-05-26",26.1172
"2011-05-27",25.6879
"2011-05-28",25.6072
"2011-05-29",26.1089
"2011-05-30",26.0387
"2011-05-31",25.8175
"2011-06-01",25.6373
"2011-06-02",26.3472
"2011-06-03",26.6418
"2011-06-04",25.8307
"2011-06-05",26.5323
"2011-06-06",25.1973
"2011-06-07",25.6615
"2011-06-08",26.1178
"2011-06-09",25.7277
"2011-06-10",26.1761
"2011-06-11",26.307
"2011-06-12",26.3158
"2011-06-13",25.7734
"2011-06-14",25.1696
"2011-06-15",25.6863
"2011-06-16",26.0299
"2011-06-17",26.6862
"2011-06-18",26.7566
"2011-06-19",26.5146
"2011-06-20",26.0875
"2011-06-21",26.29
"2011-06-22",26.133
"2011-06-23",26.0554
"2011-06-24",26.3504
"2011-06-25",26.1076
"2011-06-26",26.2396
"2011-06-27",26.1269
"2011-06-28",26.2236
"2011-06-29",25.9353
"2011-06-30",26.2094
"2011-07-01",25.6665
"2011-07-02",25.9982
"2011-07-03",26.0554
"2011-07-04",26.288
"2011-07-05",25.2674
"2011-07-06",25.4481
"2011-07-07",26.4322
"2011-07-08",25.8202
"2011-07-09",25.8092
"2011-07-10",26.0796
"2011-07-11",25.4672
"2011-07-12",25.1837
"2011-07-13",25.369
"2011-07-14",25.4614
"2011-07-15",26.0714
"2011-07-16",24.2496
"2011-07-17",24.6757
"2011-07-18",25.2184
"2011-07-19",25.792
"2011-07-20",25.2604
"2011-07-21",25.6009
"2011-07-22",25.6644
"2011-07-23",25.1917
"2011-07-24",25.6117
"2011-07-25",25.1071
"2011-07-26",25.0651
"2011-07-27",25.4277
"2011-07-28",25.4937
"2011-07-29",25.5242
"2011-07-30",25.4765
"2011-07-31",25.9525
"2011-08-01",26.2709
"2011-08-02",25.9308
"2011-08-03",25.3336
"2011-08-04",25.47
"2011-08-05",25.1484
"2011-08-06",25.1418
"2011-08-07",26.0015
"2011-08-08",25.7801
"2011-08-09",25.8385
"2011-08-10",25.4295
"2011-08-11",25.8522
"2011-08-12",25.7757
"2011-08-13",25.6897
"2011-08-14",26.1201
"2011-08-15",24.9829
"2011-08-16",25.1377
"2011-08-17",25.1123
"2011-08-18",25.838
"2011-08-19",25.763
"2011-08-20",26.0056
"2011-08-21",25.8067
"2011-08-22",24.5383
"2011-08-23",25.2052
"2011-08-24",24.2613
"2011-08-25",25.0402
"2011-08-26",26.2996
"2011-08-27",26.4751
"2011-08-28",26.1313
"2011-08-29",26.233
"2011-08-30",25.2713
"2011-08-31",25.4459
"2011-09-01",25.6277
"2011-09-02",25.7479
"2011-09-03",25.5371
"2011-09-04",26.307
"2011-09-05",25.7332
"2011-09-06",25.8204
"2011-09-07",25.6735
"2011-09-08",26.0352
"2011-09-09",25.3917
"2011-09-10",24.5836
"2011-09-11",25.0608
"2011-09-12",24.0209
"2011-09-13",24.5944
"2011-09-14",25.0495
"2011-09-15",25.2264
"2011-09-16",25.8494
"2011-09-17",25.7606
"2011-09-18",25.8744
"2011-09-19",25.7931
"2011-09-20",25.8555
"2011-09-21",25.233
"2011-09-22",25.8169
"2011-09-23",26.111
"2011-09-24",25.8527
"2011-09-25",26.0948
"2011-09-26",25.77
"2011-09-27",25.8728
"2011-09-28",25.8623
"2011-09-29",26.0767
"2011-09-30",26.0854
"2011-10-01",26.0369
"2011-10-02",26.0715
"2011-10-03",26.438
"2011-10-04",25.8623
"2011-10-05",26.1451
"2011-10-06",26.2233
"2011-10-07",26.6093
"2011-10-08",26.6256
"2011-10-09",26.4588
"2011-10-10",26.173
"2011-10-11",25.7864
"2011-10-12",25.2963
"2011-10-13",26.3726
"2011-10-14",26.3718
"2011-10-15",26.293
"2011-10-16",26.1587
"2011-10-17",25.9861
"2011-10-18",26.0047
"2011-10-19",25.6634
"2011-10-20",25.3019
"2011-10-21",25.4164
"2011-10-22",25.1508
"2011-10-23",24.8819
"2011-10-24",24.7479
"2011-10-25",24.7207
"2011-10-26",25.0892
"2011-10-27",24.9142
"2011-10-28",25.3283
"2011-10-29",24.8226
"2011-10-30",24.5522
"2011-10-31",25.1074
"2011-11-01",24.1981
"2011-11-02",25.0777
"2011-11-03",24.6071
"2011-11-04",26.2696
"2011-11-05",25.605
"2011-11-06",25.2858
"2011-11-07",24.8334
"2011-11-08",24.675
"2011-11-09",24.9289
"2011-11-10",25.1424
"2011-11-11",25.512
"2011-11-12",25.7941
"2011-11-13",25.5674
"2011-11-14",25.735
"2011-11-15",25.839
"2011-11-16",25.8492
"2011-11-17",25.9922
"2011-11-18",25.7779
"2011-11-19",25.9175
"2011-11-20",25.5622
"2011-11-21",24.6374
"2011-11-22",25.6736
"2011-11-23",25.3355
"2011-11-24",24.634
"2011-11-25",23.9762
"2011-11-26",25.0718
"2011-11-27",24.4632
"2011-11-28",25.0726
"2011-11-29",25.878
"2011-11-30",24.6325
"2011-12-01",25.2488
"2011-12-02",25.3389
"2011-12-03",25.4573
"2011-12-04",25.3735
"2011-12-05",25.5018
"2011-12-06",25.5144
"2011-12-07",25.279
"2011-12-08",25.2623
"2011-12-09",25.568
"2011-12-10",25.6162
"2011-12-11",25.2517
"2011-12-12",24.8014
"2011-12-13",25.3245
"2011-12-14",24.5818
"2011-12-15",23.8125
"2011-12-16",24.5973
"2011-12-17",25.5225
"2011-12-18",25.0768
"2011-12-19",24.6626
"2011-12-20",23.807
"2011-12-21",24.1903
"2011-12-22",24.1263
"2011-12-23",23.926
"2011-12-24",25.0971
"2011-12-25",25.2173
"2011-12-26",24.6843
"2011-12-27",22.9425
"2011-12-28",23.1189
"2011-12-29",24.4392
"2011-12-30",24.5555
"2011-12-31",24.2725
"2012-01-01",23.5928
"2012-01-02",24.1148
"2012-01-03",25.3869
"2012-01-04",25.4795
"2012-01-05",25.0509
"2012-01-06",24.1551
"2012-01-07",25.1899
"2012-01-08",25.6462
"2012-01-09",25.1039
"2012-01-10",25.6774
"2012-01-11",24.8704
"2012-01-12",24.7111
"2012-01-13",24.7814
"2012-01-14",24.8842
"2012-01-15",24.4576
"2012-01-16",24.4035
"2012-01-17",24.5594
"2012-01-18",24.565
"2012-01-19",24.8517
"2012-01-20",25.0574
"2012-01-21",24.6093
"2012-01-22",24.6519
"2012-01-23",24.6659
"2012-01-24",24.3278
"2012-01-25",24.9882
"2012-01-26",25.3661
"2012-01-27",25.3472
"2012-01-28",25.1354
"2012-01-29",24.9167
"2012-01-30",25.047
"2012-01-31",25.0777
"2012-02-01",24.9257
"2012-02-02",25.5763
"2012-02-03",26.3463
"2012-02-04",25.4861
"2012-02-05",24.6639
"2012-02-06",24.6482
"2012-02-07",24.7861
"2012-02-08",25.5006
"2012-02-09",25.2906
"2012-02-10",25.2792
"2012-02-11",25.6431
"2012-02-12",26.0308
"2012-02-13",25.8725
"2012-02-14",24.6048
"2012-02-15",24.6422
"2012-02-16",24.7288
"2012-02-17",25.689
"2012-02-18",25.7613
"2012-02-19",25.6118
"2012-02-20",25.5589
"2012-02-21",25.6166
"2012-02-22",24.8394
"2012-02-23",24.9523
"2012-02-24",25.6016
"2012-02-25",26.137
"2012-02-26",26.3586
"2012-02-27",25.4864
"2012-02-28",24.7525
"2012-02-29",26.0012
"2012-03-01",26.4686
"2012-03-02",26.706
"2012-03-03",26.6519
"2012-03-04",25.836
"2012-03-05",25.8395
"2012-03-06",26.683
"2012-03-07",25.834
"2012-03-08",26.0673
"2012-03-09",26.1741
"2012-03-10",25.3669
"2012-03-11",24.9386
"2012-03-12",25.4107
"2012-03-13",25.6568
"2012-03-14",26.051
"2012-03-15",25.4462
"2012-03-16",25.5069
"2012-03-17",25.1025
"2012-03-18",26.1306
"2012-03-19",25.8012
"2012-03-20",25.5316
"2012-03-21",25.165
"2012-03-22",25.0913
"2012-03-23",25.8383
"2012-03-24",25.4649
"2012-03-25",25.543
"2012-03-26",25.5364
"2012-03-27",25.5955
"2012-03-28",25.5912
"2012-03-29",24.8776
"2012-03-30",25.9804
"2012-03-31",26.0442
"2012-04-01",25.6231
"2012-04-02",24.9621
"2012-04-03",25.3518
"2012-04-04",25.3966
"2012-04-05",26.4835
"2012-04-06",26.4103
"2012-04-07",26.4647
"2012-04-08",25.2833
"2012-04-09",24.5451
"2012-04-10",25.0083
"2012-04-11",26.0584
"2012-04-12",24.935
"2012-04-13",25.4745
"2012-04-14",25.3052
"2012-04-15",24.8141
"2012-04-16",25.5105
"2012-04-17",25.7471
"2012-04-18",25.7012
"2012-04-19",26.453
"2012-04-20",25.3581
"2012-04-21",25.6546
"2012-04-22",25.3379
"2012-04-23",24.8281
"2012-04-24",24.9129
"2012-04-25",25.4778
"2012-04-26",25.6127
"2012-04-27",26.1007
"2012-04-28",26.5871
"2012-04-29",26.474
"2012-04-30",25.955
"2012-05-01",26.5943
"2012-05-02",26.2421
"2012-05-03",26.3376
"2012-05-04",26.7295
"2012-05-05",26.8646
"2012-05-06",27.1214
"2012-05-07",27.3148
"2012-05-08",26.7262
"2012-05-09",26.8351
"2012-05-10",26.5742
"2012-05-11",27.0064
"2012-05-12",26.1358
"2012-05-13",26.9402
"2012-05-14",26.9333
"2012-05-15",26.9022
"2012-05-16",26.5403
"2012-05-17",26.5297
"2012-05-18",27.5748
"2012-05-19",27.4839
"2012-05-20",27.109
"2012-05-21",26.4413
"2012-05-22",26.5958
"2012-05-23",26.7127
"2012-05-24",26.3497
"2012-05-25",25.5263
"2012-05-26",25.3614
"2012-05-27",25.6673
"2012-05-28",25.8303
"2012-05-29",25.8147
"2012-05-30",25.9151
"2012-05-31",26.136
"2012-06-01",26.6782
"2012-06-02",26.6967
"2012-06-03",26.0483
"2012-06-04",26.1506
"2012-06-05",26.0111
"2012-06-06",25.0699
"2012-06-07",26.0223
"2012-06-08",26.6842
"2012-06-09",26.6583
"2012-06-10",26.3979
"2012-06-11",26.292
"2012-06-12",25.8356
"2012-06-13",24.5777
"2012-06-14",24.812
"2012-06-15",26.3375
"2012-06-16",26.3606
"2012-06-17",26.3339
"2012-06-18",26.0566
"2012-06-19",25.8859
"2012-06-20",25.7701
"2012-06-21",25.5225
"2012-06-22",25.8122
"2012-06-23",25.0569
"2012-06-24",25.2581
"2012-06-25",24.8016
"2012-06-26",25.2581
"2012-06-27",25.3702
"2012-06-28",25.1665
"2012-06-29",25.9315
"2012-06-30",25.3243
"2012-07-01",24.8693
"2012-07-02",24.4958
"2012-07-03",25.8411
"2012-07-04",25.6378
"2012-07-05",25.8307
"2012-07-06",25.3593
"2012-07-07",25.356
"2012-07-08",25.1903
"2012-07-09",24.3862
"2012-07-10",25.1793
"2012-07-11",26.0389
"2012-07-12",26.5148
"2012-07-13",26.2201
"2012-07-14",25.6771
"2012-07-15",25.8993
"2012-07-16",25.9478
"2012-07-17",25.6904
"2012-07-18",25.9514
"2012-07-19",26.308
"2012-07-20",26.4369
"2012-07-21",25.9959
"2012-07-22",26.2316
"2012-07-23",25.7889
"2012-07-24",25.5493
"2012-07-25",25.779
"2012-07-26",26.1497
"2012-07-27",26.4123
"2012-07-28",26.2318
"2012-07-29",26.0377
"2012-07-30",26.4243
"2012-07-31",26.3027
"2012-08-01",25.8715
"2012-08-02",25.8835
"2012-08-03",26.1025
"2012-08-04",26.2367
"2012-08-05",25.7896
"2012-08-06",25.602
"2012-08-07",25.1598
"2012-08-08",25.7817
"2012-08-09",25.975
"2012-08-10",25.2973
"2012-08-11",24.885
"2012-08-12",25.121
"2012-08-13",25.8165
"2012-08-14",25.8571
"2012-08-15",25.6791
"2012-08-16",25.2858
"2012-08-17",25.2788
"2012-08-18",25.639
"2012-08-19",25.8761
"2012-08-20",25.5245
"2012-08-21",24.7198
"2012-08-22",25.4584
"2012-08-23",25.5673
"2012-08-24",24.6924
"2012-08-25",24.7471
"2012-08-26",25.8729
"2012-08-27",25.2092
"2012-08-28",25.3957
"2012-08-29",24.123
"2012-08-30",24.3537
"2012-08-31",25.3181
"2012-09-01",25.6708
"2012-09-02",25.3577
"2012-09-03",25.0729
"2012-09-04",24.2014
"2012-09-05",26.0343
"2012-09-06",25.4873
"2012-09-07",24.8725
"2012-09-08",25.7217
"2012-09-09",25.7359
"2012-09-10",25.3991
"2012-09-11",26.0256
"2012-09-12",25.9507
"2012-09-13",25.9569
"2012-09-14",25.8984
"2012-09-15",26.0253
"2012-09-16",25.4001
"2012-09-17",25.2878
"2012-09-18",24.6655
"2012-09-19",25.6959
"2012-09-20",25.1609
"2012-09-21",25.6798
"2012-09-22",24.7053
"2012-09-23",24.866
"2012-09-24",24.5045
"2012-09-25",25.7063
"2012-09-26",26.203
"2012-09-27",25.8957
"2012-09-28",26.4599
"2012-09-29",26.2728
"2012-09-30",26.2249
"2012-10-01",25.966
"2012-10-02",25.9019
"2012-10-03",25.9005
"2012-10-04",25.6763
"2012-10-05",25.9268
"2012-10-06",26.0774
"2012-10-07",25.6108
"2012-10-08",25.4222
"2012-10-09",25.0918
"2012-10-10",25.1679
"2012-10-11",25.8947
"2012-10-12",25.6293
"2012-10-13",25.6826
"2012-10-14",24.7392
"2012-10-15",24.3292
"2012-10-16",24.4226
"2012-10-17",24.3908
"2012-10-18",24.537
"2012-10-19",25.1208
"2012-10-20",25.0172
"2012-10-21",25.088
"2012-10-22",24.6164
"2012-10-23",24.7822
"2012-10-24",25.1756
"2012-10-25",25.3032
"2012-10-26",25.525
"2012-10-27",25.5293
"2012-10-28",24.62
"2012-10-29",23.6425
"2012-10-30",24.4177
"2012-10-31",24.8673
"2012-11-01",23.5359
"2012-11-02",25.5634
"2012-11-03",25.1702
"2012-11-04",25.8126
"2012-11-05",25.4251
"2012-11-06",24.6867
"2012-11-07",24.7822
"2012-11-08",24.3738
"2012-11-09",25.2187
"2012-11-10",24.7217
"2012-11-11",24.4205
"2012-11-12",25.0207
"2012-11-13",24.8344
