,"(deg C) Mean Temperature (ERA5) at Jaffna, 2007-01-01 to 2025-12-31"
"2009-12-06",26.9146
"2009-12-07",27.0649
"2009-12-08",26.5403
"2009-12-09",27.3661
"2009-12-10",27.3294
"2009-12-11",26.386
"2009-12-12",26.0396
"2009-12-13",25.5828
"2009-12-14",25.5998
"2009-12-15",25.3567
"2009-12-16",25.6121
"2009-12-17",25.3372
"2009-12-18",25.944
"2009-12-19",27.0227
"2009-12-20",25.813
"2009-12-21",25.5433
"2009-12-22",25.4141
"2009-12-23",25.6305
"2009-12-24",26.564
"2009-12-25",26.431
"2009-12-26",26.3282
"2009-12-27",26.1753
"2009-12-28",26.325
"2009-12-29",26.0348
"2009-12-30",26.4564
"2009-12-31",26.4788
"2010-01-01",26.8922
"2010-01-02",26.3233
"2010-01-03",25.6785
"2010-01-04",25.6529
"2010-01-05",25.5993
"2010-01-06",26.223
"2010-01-07",26.051
"2010-01-08",25.507
"2010-01-09",25.9799
"2010-01-10",26.0292
"2010-01-11",26.4199
"2010-01-12",26.055
"2010-01-13",26.4787
"2010-01-14",26.5141
"2010-01-15",26.3206
"2010-01-16",26.6183
"2010-01-17",26.5474
"2010-01-18",26.6574
"2010-01-19",26.2521
"2010-01-20",26.0453
"2010-01-21",25.4728
"2010-01-22",24.9528
"2010-01-23",26.0129
"2010-01-24",25.7271
"2010-01-25",25.6556
"2010-01-26",26.1332
"2010-01-27",26.1399
"2010-01-28",26.1706
"2010-01-29",26.0516
"2010-01-30",26.2298
"2010-01-31",26.1267
"2010-02-01",25.8063
"2010-02-02",25.8002
"2010-02-03",25.7359
"2010-02-04",25.9186
"2010-02-05",26.13
"2010-02-06",26.1608
"2010-02-07",25.8516
"2010-02-08",25.3816
"2010-02-09",25.7102
"2010-02-10",26.1774
"2010-02-11",26.6508
"2010-02-12",26.4762
"2010-02-13",26.2152
"2010-02-14",26.0886
"2010-02-15",26.4404
"2010-02-16",26.7601
"2010-02-17",26.8503
"2010-02-18",26.1959
"2010-02-19",26.4135
"2010-02-20",27.0136
"2010-02-21",27.0318
"2010-02-22",27.0287
"2010-02-23",26.9251
"2010-02-24",27.0086
"2010-02-25",27.2679
"2010-02-26",27.1528
"2010-02-27",26.9623
"2010-02-28",26.9936
"2010-03-01",26.4982
"2010-03-02",26.1794
"2010-03-03",26.0471
"2010-03-04",26.9376
"2010-03-05",27.6262
"2010-03-06",28.1595
"2010-03-07",28.291
"2010-03-08",27.8408
"2010-03-09",28.0487
"2010-03-10",28.1155
"2010-03-11",28.3802
"2010-03-12",28.2286
"2010-03-13",28.622
"2010-03-14",28.1857
"2010-03-15",27.9974
"2010-03-16",28.182
"2010-03-17",28.2111
"2010-03-18",28.4157
"2010-03-19",28.3247
"2010-03-20",28.3857
"2010-03-21",28.0402
"2010-03-22",28.3467
"2010-03-23",28.5609
"2010-03-24",28.5663
"2010-03-25",29.0386
"2010-03-26",29.1142
"2010-03-27",29.0489
"2010-03-28",29.1855
"2010-03-29",28.9008
"2010-03-30",29.3992
"2010-03-31",29.4702
"2010-04-01",29.8112
"2010-04-02",29.8863
"2010-04-03",29.5712
"2010-04-04",29.3856
"2010-04-05",29.3244
"2010-04-06",29.41
"2010-04-07",29.3342
"2010-04-08",29.3999
"2010-04-09",29.4303
"2010-04-10",30.0142
"2010-04-11",30.0875
"2010-04-12",29.9036
"2010-04-13",30.2805
"2010-04-14",30.3216
"2010-04-15",30.1042
"2010-04-16",29.2202
"2010-04-17",29.038
"2010-04-18",29.1133
"2010-04-19",29.8495
"2010-04-20",30.2338
"2010-04-21",30.1791
"2010-04-22",30.0751
"2010-04-23",29.5016
"2010-04-24",29.5279
"2010-04-25",29.8223
"2010-04-26",28.9745
"2010-04-27",29.2944
"2010-04-28",29.4289
"2010-04-29",29.4272
"2010-04-30",27.8334
"2010-05-01",28.4456
"2010-05-02",29.6432
"2010-05-03",28.9788
"2010-05-04",29.635
"2010-05-05",29.6474
"2010-05-06",30.1973
"2010-05-07",30.1421
"2010-05-08",29.6533
"2010-05-09",29.4818
"2010-05-10",30.2619
"2010-05-11",30.4884
"2010-05-12",30.6992
"2010-05-13",30.7053
"2010-05-14",30.5705
"2010-05-15",30.7997
"2010-05-16",30.6127
"2010-05-17",31.041
"2010-05-18",30.0877
"2010-05-19",30.2069
"2010-05-20",30.026
"2010-05-21",29.6205
"2010-05-22",29.7883
"2010-05-23",29.499
"2010-05-24",29.4641
"2010-05-25",29.5326
"2010-05-26",29.6164
"2010-05-27",29.4282
"2010-05-28",29.2646
"2010-05-29",29.2522
"2010-05-30",29.2635
"2010-05-31",29.4705
"2010-06-01",29.9472
"2010-06-02",29.9484
"2010-06-03",29.7704
"2010-06-04",29.7523
"2010-06-05",29.3468
"2010-06-06",29.3939
"2010-06-07",29.0349
"2010-06-08",29.5044
"2010-06-09",29.1676
"2010-06-10",29.4719
"2010-06-11",29.5843
"2010-06-12",29.2302
"2010-06-13",29.0331
"2010-06-14",29.0792
"2010-06-15",29.1385
"2010-06-16",29.0409
"2010-06-17",28.7782
"2010-06-18",28.6666
"2010-06-19",28.8166
"2010-06-20",28.8812
"2010-06-21",28.9567
"2010-06-22",28.8715
"2010-06-23",28.8166
"2010-06-24",28.9529
"2010-06-25",29.3165
"2010-06-26",29.0998
"2010-06-27",29.1238
"2010-06-28",28.9627
"2010-06-29",28.9617
"2010-06-30",28.8136
"2010-07-01",28.6849
"2010-07-02",28.573
"2010-07-03",28.4053
"2010-07-04",28.4486
"2010-07-05",28.4231
"2010-07-06",28.389
"2010-07-07",28.4624
"2010-07-08",28.0679
"2010-07-09",27.9665
"2010-07-10",28.5284
"2010-07-11",28.8016
"2010-07-12",28.5528
"2010-07-13",28.5749
"2010-07-14",28.7292
"2010-07-15",28.7822
"2010-07-16",28.794
"2010-07-17",28.7554
"2010-07-18",28.6952
"2010-07-19",28.5567
"2010-07-20",28.5857
"2010-07-21",28.6006
"2010-07-22",28.6681
"2010-07-23",28.8199
"2010-07-24",29.219
"2010-07-25",29.3177
"2010-07-26",29.0929
"2010-07-27",29.135
"2010-07-28",28.9472
"2010-07-29",28.7911
"2010-07-30",28.663
"2010-07-31",28.8469
"2010-08-01",29.2043
"2010-08-02",29.0846
"2010-08-03",28.9375
"2010-08-04",28.6132
"2010-08-05",28.6633
"2010-08-06",28.9133
"2010-08-07",28.9748
"2010-08-08",28.7838
"2010-08-09",28.8536
"2010-08-10",29.2788
"2010-08-11",29.4478
"2010-08-12",28.9366
"2010-08-13",28.7714
"2010-08-14",28.8175
"2010-08-15",28.2316
"2010-08-16",28.1124
"2010-08-17",28.5605
"2010-08-18",28.7657
"2010-08-19",28.9761
"2010-08-20",27.4968
"2010-08-21",26.8458
"2010-08-22",27.5565
"2010-08-23",27.8106
"2010-08-24",27.979
"2010-08-25",28.1313
"2010-08-26",28.2088
"2010-08-27",28.0648
"2010-08-28",27.7389
"2010-08-29",27.3929
"2010-08-30",27.5247
"2010-08-31",27.4488
"2010-09-01",27.8409
"2010-09-02",28.1217
"2010-09-03",28.1615
"2010-09-04",28.0384
"2010-09-05",27.9264
"2010-09-06",27.9611
"2010-09-07",28.1466
"2010-09-08",28.0069
"2010-09-09",28.0695
"2010-09-10",27.866
"2010-09-11",27.7262
"2010-09-12",28.0615
"2010-09-13",28.0277
"2010-09-14",27.5712
"2010-09-15",27.9879
"2010-09-16",28.2898
"2010-09-17",28.4127
"2010-09-18",28.3003
"2010-09-19",28.2639
"2010-09-20",28.3706
"2010-09-21",27.1772
"2010-09-22",27.4264
"2010-09-23",27.6449
"2010-09-24",27.9842
"2010-09-25",28.11
"2010-09-26",27.0566
"2010-09-27",27.1236
"2010-09-28",26.6558
"2010-09-29",26.9734
"2010-09-30",26.9849
"2010-10-01",26.9457
"2010-10-02",26.6986
"2010-10-03",27.3266
"2010-10-04",27.4756
"2010-10-05",28.124
"2010-10-06",28.4195
"2010-10-07",28.2183
"2010-10-08",28.0309
"2010-10-09",27.9235
"2010-10-10",28.2136
"2010-10-11",28.3113
"2010-10-12",28.3275
"2010-10-13",28.1535
"2010-10-14",28.205
"2010-10-15",28.3265
"2010-10-16",28.3368
"2010-10-17",28.3144
"2010-10-18",28.2196
"2010-10-19",28.125
"2010-10-20",27.6958
"2010-10-21",27.5964
"2010-10-22",28.0004
"2010-10-23",28.0183
"2010-10-24",28.1436
"2010-10-25",28.223
"2010-10-26",28.1178
"2010-10-27",27.3255
"2010-10-28",26.2631
"2010-10-29",26.1788
"2010-10-30",26.2075
"2010-10-31",26.7511
"2010-11-01",27.4423
"2010-11-02",27.7882
"2010-11-03",27.2955
"2010-11-04",26.546
"2010-11-05",26.3194
"2010-11-06",26.8432
"2010-11-07",27.5278
"2010-11-08",27.2514
"2010-11-09",27.116
"2010-11-10",26.4176
"2010-11-11",26.4983
"2010-11-12",27.3697
"2010-11-13",27.7097
"2010-11-14",27.9444
"2010-11-15",26.655
"2010-11-16",26.1428
"2010-11-17",26.4942
"2010-11-18",26.2885
"2010-11-19",26.4343
"2010-11-20",26.0781
"2010-11-21",26.168
"2010-11-22",27.0615
"2010-11-23",26.2834
"2010-11-24",25.8164
"2010-11-25",25.7751
"2010-11-26",25.579
"2010-11-27",25.8251
"2010-11-28",25.5889
"2010-11-29",26.8245
"2010-11-30",26.1869
"2010-12-01",25.8007
"2010-12-02",25.7768
"2010-12-03",25.3798
"2010-12-04",25.3304
"2010-12-05",24.4503
"2010-12-06",25.0013
"2010-12-07",25.8746
"2010-12-08",26.0987
"2010-12-09",26.3634
"2010-12-10",26.6724
"2010-12-11",26.653
"2010-12-12",26.7313
"2010-12-13",25.9591
"2010-12-14",26.2238
"2010-12-15",25.8187
"2010-12-16",25.6526
"2010-12-17",25.6027
"2010-12-18",25.9582
"2010-12-19",26.1158
"2010-12-20",25.4705
"2010-12-21",25.9059
"2010-12-22",25.4797
"2010-12-23",26.0076
"2010-12-24",25.626
"2010-12-25",26.4597
"2010-12-26",26.2461
"2010-12-27",25.887
"2010-12-28",24.8655
"2010-12-29",24.8552
"2010-12-30",25.7851
"2010-12-31",25.8284
"2011-01-01",25.6915
"2011-01-02",25.753
"2011-01-03",25.7827
"2011-01-04",25.2742
"2011-01-05",24.5838
"2011-01-06",25.7091
"2011-01-07",25.0301
"2011-01-08",25.5663
"2011-01-09",25.4402
"2011-01-10",25.2376
"2011-01-11",25.4564
"2011-01-12",25.1705
"2011-01-13",25.0683
"2011-01-14",25.6836
"2011-01-15",25.6634
"2011-01-16",25.8798
"2011-01-17",25.42
"2011-01-18",24.7512
"2011-01-19",24.5099
"2011-01-20",25.0374
"2011-01-21",25.7389
"2011-01-22",25.8147
"2011-01-23",26.1128
"2011-01-24",26.1104
"2011-01-25",26.2522
"2011-01-26",25.968
"2011-01-27",25.6383
"2011-01-28",25.8185
"2011-01-29",25.854
"2011-01-30",25.0764
"2011-01-31",25.8932
"2011-02-01",25.4471
"2011-02-02",25.7925
"2011-02-03",25.2248
"2011-02-04",24.9348
"2011-02-05",25.53
"2011-02-06",25.4367
"2011-02-07",25.5327
"2011-02-08",25.4332
"2011-02-09",24.8191
"2011-02-10",25.3001
"2011-02-11",26.0827
"2011-02-12",25.7087
"2011-02-13",25.66
"2011-02-14",25.8867
"2011-02-15",26.024
"2011-02-16",26.036
"2011-02-17",26.2525
"2011-02-18",26.6304
"2011-02-19",27.0047
"2011-02-20",27.0326
"2011-02-21",26.2653
"2011-02-22",26.1941
"2011-02-23",26.6033
"2011-02-24",26.5888
"2011-02-25",26.3281
"2011-02-26",26.3424
"2011-02-27",26.9944
"2011-02-28",26.5801
"2011-03-01",26.828
"2011-03-02",26.7675
"2011-03-03",27.1894
"2011-03-04",26.9689
"2011-03-05",26.8364
"2011-03-06",26.6465
"2011-03-07",26.3125
"2011-03-08",26.8011
"2011-03-09",27.3161
"2011-03-10",26.9046
"2011-03-11",26.6291
"2011-03-12",27.2323
"2011-03-13",26.9948
"2011-03-14",27.3971
"2011-03-15",26.9188
"2011-03-16",26.9735
"2011-03-17",26.9198
"2011-03-18",27.0729
"2011-03-19",27.455
"2011-03-20",27.6494
"2011-03-21",27.7273
"2011-03-22",27.9716
"2011-03-23",27.8545
"2011-03-24",28.0406
"2011-03-25",28.0194
"2011-03-26",28.0812
"2011-03-27",28.3769
"2011-03-28",28.4596
"2011-03-29",28.4934
"2011-03-30",28.2747
"2011-03-31",28.5977
"2011-04-01",29.076
"2011-04-02",29.1944
"2011-04-03",29.0795
"2011-04-04",29.0629
"2011-04-05",28.8177
"2011-04-06",28.443
"2011-04-07",28.2119
"2011-04-08",27.9011
"2011-04-09",28.4409
"2011-04-10",27.9435
"2011-04-11",27.9445
"2011-04-12",28.0398
"2011-04-13",28.3536
"2011-04-14",28.2211
"2011-04-15",28.7312
"2011-04-16",28.815
"2011-04-17",28.1504
"2011-04-18",28.1836
"2011-04-19",28.3387
"2011-04-20",28.0893
"2011-04-21",27.5847
"2011-04-22",27.0707
"2011-04-23",27.3413
"2011-04-24",28.0968
"2011-04-25",27.3976
"2011-04-26",27.2635
"2011-04-27",27.8346
"2011-04-28",28.7603
"2011-04-29",29.4163
"2011-04-30",29.3877
"2011-05-01",29.0714
"2011-05-02",28.9215
"2011-05-03",29.1709
"2011-05-04",29.2808
"2011-05-05",29.5476
"2011-05-06",29.5633
"2011-05-07",29.7262
"2011-05-08",29.5576
"2011-05-09",29.1597
"2011-05-10",29.1406
"2011-05-11",28.8704
"2011-05-12",28.6545
"2011-05-13",28.3707
"2011-05-14",28.7784
"2011-05-15",29.1561
"2011-05-16",29.1556
"2011-05-17",28.7513
"2011-05-18",28.8418
"2011-05-19",28.9153
"2011-05-20",28.9722
"2011-05-21",29.0479
"2011-05-22",28.9041
"2011-05-23",29.0701
"2011-05-24",29.2716
"2011-05-25",29.2644
"2011-05-26",29.4313
"2011-05-27",29.4532
"2011-05-28",29.2862
"2011-05-29",29.42
"2011-05-30",29.1673
"2011-05-31",29.1791
"2011-06-01",29.0656
"2011-06-02",29.1651
"2011-06-03",29.0353
"2011-06-04",28.9993
"2011-06-05",29.1094
"2011-06-06",29.1208
"2011-06-07",29.1628
"2011-06-08",29.1379
"2011-06-09",28.8947
"2011-06-10",28.9803
"2011-06-11",28.8784
"2011-06-12",29.0396
"2011-06-13",29.1257
"2011-06-14",29.1782
"2011-06-15",29.3098
"2011-06-16",29.5338
"2011-06-17",29.4911
"2011-06-18",29.1907
"2011-06-19",28.8614
"2011-06-20",28.8309
"2011-06-21",29.0868
"2011-06-22",29.2178
"2011-06-23",29.2636
"2011-06-24",29.4569
"2011-06-25",29.1849
"2011-06-26",29.1792
"2011-06-27",29.5132
"2011-06-28",29.4376
"2011-06-29",29.4299
"2011-06-30",29.4481
"2011-07-01",29.3358
"2011-07-02",29.3328
"2011-07-03",29.336
"2011-07-04",29.1219
"2011-07-05",28.0241
"2011-07-06",28.4723
"2011-07-07",28.814
"2011-07-08",28.8517
"2011-07-09",28.6794
"2011-07-10",29.1671
"2011-07-11",29.0644
"2011-07-12",28.8277
"2011-07-13",28.7713
"2011-07-14",28.9056
"2011-07-15",28.551
"2011-07-16",28.4827
"2011-07-17",28.5061
"2011-07-18",28.6403
"2011-07-19",28.6909
"2011-07-20",28.8193
"2011-07-21",28.5698
"2011-07-22",28.4626
"2011-07-23",28.4193
"2011-07-24",28.4487
"2011-07-25",27.8289
"2011-07-26",28.2035
"2011-07-27",28.3511
"2011-07-28",28.4633
"2011-07-29",28.2194
"2011-07-30",28.2753
"2011-07-31",28.4414
"2011-08-01",28.7466
"2011-08-02",28.6092
"2011-08-03",28.2943
"2011-08-04",28.3136
"2011-08-05",27.9782
"2011-08-06",28.2799
"2011-08-07",28.5771
"2011-08-08",28.566
"2011-08-09",28.2806
"2011-08-10",28.2025
"2011-08-11",28.6362
"2011-08-12",28.5859
"2011-08-13",28.6758
"2011-08-14",28.7335
"2011-08-15",28.4471
"2011-08-16",27.7054
"2011-08-17",27.6969
"2011-08-18",27.9398
"2011-08-19",28.3786
"2011-08-20",28.7067
"2011-08-21",28.39
"2011-08-22",27.964
"2011-08-23",27.989
"2011-08-24",27.7456
"2011-08-25",28.0088
"2011-08-26",28.0541
"2011-08-27",28.2258
"2011-08-28",28.2552
"2011-08-29",28.3315
"2011-08-30",28.15
"2011-08-31",28.015
"2011-09-01",28.4852
"2011-09-02",28.0151
"2011-09-03",28.3048
"2011-09-04",28.1984
"2011-09-05",28.1218
"2011-09-06",28.2052
"2011-09-07",28.4384
"2011-09-08",28.5829
"2011-09-09",28.3357
"2011-09-10",27.8216
"2011-09-11",28.1735
"2011-09-12",27.9721
"2011-09-13",28.3514
"2011-09-14",28.2981
"2011-09-15",28.2221
"2011-09-16",28.2863
"2011-09-17",28.3389
"2011-09-18",28.407
"2011-09-19",28.3437
"2011-09-20",28.0139
"2011-09-21",28.3189
"2011-09-22",28.6741
"2011-09-23",28.6923
"2011-09-24",28.594
"2011-09-25",28.5698
"2011-09-26",28.3758
"2011-09-27",28.3805
"2011-09-28",28.4328
"2011-09-29",28.381
"2011-09-30",28.2455
"2011-10-01",28.1471
"2011-10-02",28.2763
"2011-10-03",28.3342
"2011-10-04",27.9633
"2011-10-05",28.4445
"2011-10-06",28.4928
"2011-10-07",28.5443
"2011-10-08",28.4105
"2011-10-09",28.4335
"2011-10-10",28.3192
"2011-10-11",27.2103
"2011-10-12",26.9893
"2011-10-13",27.3661
"2011-10-14",27.4665
"2011-10-15",27.2795
"2011-10-16",27.0417
"2011-10-17",27.2164
"2011-10-18",27.5531
"2011-10-19",28.0265
"2011-10-20",28.2018
"2011-10-21",28.0778
"2011-10-22",27.1836
"2011-10-23",26.4191
"2011-10-24",26.4948
"2011-10-25",26.433
"2011-10-26",26.6096
"2011-10-27",26.5323
"2011-10-28",26.5896
"2011-10-29",26.2197
"2011-10-30",26.197
"2011-10-31",26.1751
"2011-11-01",26.2061
"2011-11-02",26.3256
"2011-11-03",26.0928
"2011-11-04",26.8233
"2011-11-05",26.5692
"2011-11-06",26.4402
"2011-11-07",27.0271
"2011-11-08",27.4708
"2011-11-09",27.2747
"2011-11-10",27.129
"2011-11-11",26.9908
"2011-11-12",26.7909
"2011-11-13",26.8
"2011-11-14",26.6621
"2011-11-15",26.3002
"2011-11-16",25.989
"2011-11-17",26.4828
"2011-11-18",26.2833
"2011-11-19",26.5028
"2011-11-20",27.3635
"2011-11-21",26.5551
"2011-11-22",27.0588
"2011-11-23",26.0382
"2011-11-24",25.7257
"2011-11-25",25.8309
"2011-11-26",26.3788
"2011-11-27",26.4591
"2011-11-28",26.3412
"2011-11-29",26.4613
"2011-11-30",25.9728
"2011-12-01",26.7954
"2011-12-02",26.7287
"2011-12-03",26.6811
"2011-12-04",26.7511
"2011-12-05",26.8878
"2011-12-06",26.9887
"2011-12-07",27.154
"2011-12-08",26.8852
"2011-12-09",26.7368
"2011-12-10",26.253
"2011-12-11",26.1975
"2011-12-12",26.1422
"2011-12-13",25.5299
"2011-12-14",25.3947
"2011-12-15",25.408
"2011-12-16",26.6297
"2011-12-17",26.7035
"2011-12-18",25.9335
"2011-12-19",25.5631
"2011-12-20",25.6184
"2011-12-21",26.1936
"2011-12-22",26.0984
"2011-12-23",25.9452
"2011-12-24",26.0439
"2011-12-25",25.9134
"2011-12-26",25.5579
"2011-12-27",25.5067
"2011-12-28",25.5178
"2011-12-29",25.7194
"2011-12-30",25.8205
"2011-12-31",25.8878
"2012-01-01",25.8366
"2012-01-02",25.887
"2012-01-03",26.1953
"2012-01-04",26.3726
"2012-01-05",26.3138
"2012-01-06",26.1255
"2012-01-07",26.0038
"2012-01-08",25.795
"2012-01-09",26.2367
"2012-01-10",25.8781
"2012-01-11",25.977
"2012-01-12",26.2515
"2012-01-13",25.8389
"2012-01-14",25.4872
"2012-01-15",25.0398
"2012-01-16",24.8215
"2012-01-17",24.5253
"2012-01-18",24.5471
"2012-01-19",25.1992
"2012-01-20",25.214
"2012-01-21",25.0718
"2012-01-22",24.956
"2012-01-23",25.7808
"2012-01-24",25.6276
"2012-01-25",25.6214
"2012-01-26",26.0938
"2012-01-27",25.7839
"2012-01-28",25.6841
"2012-01-29",25.458
"2012-01-30",25.762
"2012-01-31",25.226
"2012-02-01",25.946
"2012-02-02",26.0803
"2012-02-03",26.3154
"2012-02-04",25.9668
"2012-02-05",26.2017
"2012-02-06",26.323
"2012-02-07",26.4459
"2012-02-08",26.363
"2012-02-09",26.2767
"2012-02-10",26.2155
"2012-02-11",26.3339
"2012-02-12",26.423
"2012-02-13",26.6836
"2012-02-14",26.4769
"2012-02-15",26.5622
"2012-02-16",26.6615
"2012-02-17",26.5289
"2012-02-18",26.4898
"2012-02-19",26.6693
"2012-02-20",26.0554
"2012-02-21",26.2649
"2012-02-22",26.0547
"2012-02-23",26.143
"2012-02-24",26.3561
"2012-02-25",26.5746
"2012-02-26",26.6585
"2012-02-27",26.9982
"2012-02-28",27.0651
"2012-02-29",27.5365
"2012-03-01",27.6824
"2012-03-02",27.6055
"2012-03-03",27.9848
"2012-03-04",27.8487
"2012-03-05",27.3573
"2012-03-06",27.2225
"2012-03-07",27.1895
"2012-03-08",28.1324
"2012-03-09",28.0402
"2012-03-10",27.6607
"2012-03-11",27.5591
"2012-03-12",26.6219
"2012-03-13",27.6781
"2012-03-14",27.8586
"2012-03-15",27.5241
"2012-03-16",27.844
"2012-03-17",28.0272
"2012-03-18",27.7718
"2012-03-19",28.323
"2012-03-20",28.6767
"2012-03-21",28.488
"2012-03-22",28.3187
"2012-03-23",27.9966
"2012-03-24",27.7115
"2012-03-25",27.6237
"2012-03-26",27.8905
"2012-03-27",28.2311
"2012-03-28",28.5358
"2012-03-29",28.452
"2012-03-30",28.6094
"2012-03-31",28.606
"2012-04-01",28.3285
"2012-04-02",28.2259
"2012-04-03",28.3329
"2012-04-04",28.542
"2012-04-05",29.3326
"2012-04-06",29.1704
"2012-04-07",29.192
"2012-04-08",28.7873
"2012-04-09",28.5409
"2012-04-10",28.7544
"2012-04-11",28.8881
"2012-04-12",28.7815
"2012-04-13",29.0832
"2012-04-14",28.6992
"2012-04-15",27.8847
"2012-04-16",28.5932
"2012-04-17",29.1682
"2012-04-18",29.4031
"2012-04-19",29.4162
"2012-04-20",29.293
"2012-04-21",29.3834
"2012-04-22",28.7598
"2012-04-23",28.4127
"2012-04-24",27.7578
"2012-04-25",27.9861
"2012-04-26",27.9446
"2012-04-27",28.761
"2012-04-28",29.0745
"2012-04-29",29.0505
"2012-04-30",28.9894
"2012-05-01",29.0019
"2012-05-02",28.9905
"2012-05-03",29.0556
"2012-05-04",29.0019
"2012-05-05",29.0788
"2012-05-06",29.3482
"2012-05-07",29.4099
"2012-05-08",29.1722
"2012-05-09",29.0415
"2012-05-10",28.8723
"2012-05-11",28.9862
"2012-05-12",28.7274
"2012-05-13",28.8119
"2012-05-14",28.9898
"2012-05-15",29.1506
"2012-05-16",29.0537
"2012-05-17",29.1704
"2012-05-18",29.035
"2012-05-19",29.0154
"2012-05-20",29.1168
"2012-05-21",29.393
"2012-05-22",29.2917
"2012-05-23",29.3572
"2012-05-24",29.4706
"2012-05-25",29.4002
"2012-05-26",28.9146
"2012-05-27",28.978
"2012-05-28",29.272
"2012-05-29",29.3002
"2012-05-30",29.4306
"2012-05-31",29.0817
"2012-06-01",28.879
"2012-06-02",28.8724
"2012-06-03",29.1244
"2012-06-04",29.2258
"2012-06-05",29.4015
"2012-06-06",29.5783
"2012-06-07",29.8112
"2012-06-08",29.6089
"2012-06-09",29.6501
"2012-06-10",29.3807
"2012-06-11",28.9345
"2012-06-12",28.7582
"2012-06-13",28.3913
"2012-06-14",28.2986
"2012-06-15",28.6797
"2012-06-16",28.9117
"2012-06-17",28.5976
"2012-06-18",28.685
"2012-06-19",28.3861
"2012-06-20",28.3416
"2012-06-21",28.3245
"2012-06-22",28.2883
"2012-06-23",28.1991
"2012-06-24",28.3936
"2012-06-25",28.362
"2012-06-26",28.2047
"2012-06-27",28.2431
"2012-06-28",28.3299
"2012-06-29",28.6735
"2012-06-30",28.8433
"2012-07-01",28.6741
"2012-07-02",28.452
"2012-07-03",28.5963
"2012-07-04",28.6446
"2012-07-05",28.772
"2012-07-06",28.7236
"2012-07-07",28.7776
"2012-07-08",28.8199
"2012-07-09",29.0539
"2012-07-10",28.6668
"2012-07-11",29.2567
"2012-07-12",29.5302
"2012-07-13",29.5793
"2012-07-14",28.6612
"2012-07-15",28.2491
"2012-07-16",28.3595
"2012-07-17",28.4668
"2012-07-18",28.6003
"2012-07-19",28.7699
"2012-07-20",28.9914
"2012-07-21",29.062
"2012-07-22",28.9354
"2012-07-23",28.6946
"2012-07-24",28.7289
"2012-07-25",29.0504
"2012-07-26",28.938
"2012-07-27",28.7585
"2012-07-28",28.4257
"2012-07-29",28.4545
"2012-07-30",28.7218
"2012-07-31",28.786
"2012-08-01",28.6991
"2012-08-02",28.6673
"2012-08-03",28.5136
"2012-08-04",28.576
"2012-08-05",28.6339
"2012-08-06",28.486
"2012-08-07",28.0544
"2012-08-08",27.9786
"2012-08-09",28.1435
"2012-08-10",28.2763
"2012-08-11",28.0121
"2012-08-12",27.8464
"2012-08-13",28.0866
"2012-08-14",28.3164
"2012-08-15",28.1134
"2012-08-16",28.0137
"2012-08-17",27.7898
"2012-08-18",28.4316
"2012-08-19",28.5804
"2012-08-20",28.3292
"2012-08-21",28.1665
"2012-08-22",28.1003
"2012-08-23",28.2326
"2012-08-24",28.2211
"2012-08-25",28.3423
"2012-08-26",28.3782
"2012-08-27",28.4978
"2012-08-28",28.4607
"2012-08-29",28.2158
"2012-08-30",28.089
"2012-08-31",28.2551
"2012-09-01",28.1476
"2012-09-02",28.5651
"2012-09-03",28.7079
"2012-09-04",28.3604
"2012-09-05",28.3945
"2012-09-06",28.2848
"2012-09-07",28.2772
"2012-09-08",27.9769
"2012-09-09",28.3377
"2012-09-10",28.4852
"2012-09-11",28.5218
"2012-09-12",28.4984
"2012-09-13",28.4774
"2012-09-14",28.3468
"2012-09-15",28.2441
"2012-09-16",28.5305
"2012-09-17",28.8019
"2012-09-18",28.8096
"2012-09-19",28.5366
"2012-09-20",28.4875
"2012-09-21",28.4613
"2012-09-22",28.3334
"2012-09-23",28.6097
"2012-09-24",28.6776
"2012-09-25",28.8073
"2012-09-26",28.6502
"2012-09-27",28.1981
"2012-09-28",27.529
"2012-09-29",27.6264
"2012-09-30",28.2371
"2012-10-01",28.3079
"2012-10-02",28.2477
"2012-10-03",28.332
"2012-10-04",28.2596
"2012-10-05",28.3132
"2012-10-06",28.4631
"2012-10-07",28.5107
"2012-10-08",27.9817
"2012-10-09",27.5344
"2012-10-10",27.7092
"2012-10-11",28.2292
"2012-10-12",27.7335
"2012-10-13",27.0559
"2012-10-14",26.7437
"2012-10-15",26.7302
"2012-10-16",26.1059
"2012-10-17",26.2241
"2012-10-18",26.1609
"2012-10-19",26.0091
"2012-10-20",26.3358
"2012-10-21",26.706
"2012-10-22",26.3861
"2012-10-23",26.0884
"2012-10-24",26.8052
"2012-10-25",27.3193
"2012-10-26",27.0561
"2012-10-27",26.9819
"2012-10-28",26.2294
"2012-10-29",25.9366
"2012-10-30",25.757
"2012-10-31",26.837
"2012-11-01",27.2273
"2012-11-02",27.6552
"2012-11-03",27.6992
"2012-11-04",27.6078
"2012-11-05",27.587
"2012-11-06",26.8186
"2012-11-07",26.6074
"2012-11-08",26.4773
"2012-11-09",26.8974
"2012-11-10",27.8852
"2012-11-11",27.8384
"2012-11-12",26.995
"2012-11-13",26.9557
"2012-11-14",27.0748
"2012-11-15",27.1934
"2012-11-16",27.1104
"2012-11-17",26.6658
"2012-11-18",26.4336
"2012-11-19",26.7178
"2012-11-20",27.0215
"2012-11-21",27.3066
