,"(deg C) Mean Temperature (ERA5) at Jaffna, 2007-01-01 to 2025-12-31"
"2012-11-22",27.2815
"2012-11-23",26.4491
"2012-11-24",26.6174
"2012-11-25",26.4393
"2012-11-26",27.0441
"2012-11-27",27.1257
"2012-11-28",26.8599
"2012-11-29",26.4352
"2012-11-30",26.0708
"2012-12-01",26.2067
"2012-12-02",25.4889
"2012-12-03",25.9113
"2012-12-04",26.5143
"2012-12-05",26.8738
"2012-12-06",26.6718
"2012-12-07",26.4245
"2012-12-08",26.1124
"2012-12-09",25.7183
"2012-12-10",26.063
"2012-12-11",26.6058
"2012-12-12",26.5884
"2012-12-13",26.921
"2012-12-14",27.1627
"2012-12-15",26.4272
"2012-12-16",26.8741
"2012-12-17",27.0447
"2012-12-18",26.6955
"2012-12-19",26.4045
"2012-12-20",26.4339
"2012-12-21",26.625
"2012-12-22",26.4814
"2012-12-23",26.5375
"2012-12-24",26.1988
"2012-12-25",25.2882
"2012-12-26",25.43
"2012-12-27",25.5956
"2012-12-28",25.759
"2012-12-29",26.4848
"2012-12-30",26.3212
"2012-12-31",26.8336
"2013-01-01",26.5812
"2013-01-02",26.3732
"2013-01-03",26.79
"2013-01-04",26.8744
"2013-01-05",26.9656
"2013-01-06",26.8238
"2013-01-07",26.7116
"2013-01-08",25.841
"2013-01-09",25.9884
"2013-01-10",26.511
"2013-01-11",26.3784
"2013-01-12",25.8341
"2013-01-13",25.4958
"2013-01-14",25.8502
"2013-01-15",26.3353
"2013-01-16",26.2898
"2013-01-17",25.8484
"2013-01-18",25.9049
"2013-01-19",26.0847
"2013-01-20",25.8509
"2013-01-21",26.0185
"2013-01-22",26.1684
"2013-01-23",25.8632
"2013-01-24",26.0211
"2013-01-25",26.0429
"2013-01-26",26.1644
"2013-01-27",26.2435
"2013-01-28",25.9263
"2013-01-29",25.5831
"2013-01-30",25.7228
"2013-01-31",25.5736
"2013-02-01",25.7423
"2013-02-02",26.0839
"2013-02-03",26.329
"2013-02-04",25.9275
"2013-02-05",26.5709
"2013-02-06",26.4462
"2013-02-07",26.497
"2013-02-08",26.7033
"2013-02-09",26.6598
"2013-02-10",26.935
"2013-02-11",26.6647
"2013-02-12",26.8704
"2013-02-13",26.176
"2013-02-14",26.078
"2013-02-15",25.9811
"2013-02-16",26.8252
"2013-02-17",27.2583
"2013-02-18",26.7047
"2013-02-19",26.4218
"2013-02-20",27.0557
"2013-02-21",26.9744
"2013-02-22",26.7119
"2013-02-23",26.3419
"2013-02-24",26.3018
"2013-02-25",26.0631
"2013-02-26",26.3511
"2013-02-27",26.919
"2013-02-28",27.1276
"2013-03-01",26.9421
"2013-03-02",27.1263
"2013-03-03",27.1531
"2013-03-04",26.4885
"2013-03-05",26.4376
"2013-03-06",26.7908
"2013-03-07",27.0265
"2013-03-08",26.7844
"2013-03-09",27.7565
"2013-03-10",27.7919
"2013-03-11",27.4356
"2013-03-12",27.1405
"2013-03-13",27.2129
"2013-03-14",27.5474
"2013-03-15",27.1847
"2013-03-16",27.8119
"2013-03-17",27.4925
"2013-03-18",27.2404
"2013-03-19",27.9268
"2013-03-20",27.9241
"2013-03-21",27.2386
"2013-03-22",27.0194
"2013-03-23",27.7178
"2013-03-24",27.712
"2013-03-25",28.1016
"2013-03-26",28.6426
"2013-03-27",28.8587
"2013-03-28",28.7807
"2013-03-29",28.8498
"2013-03-30",29.0715
"2013-03-31",29.3411
"2013-04-01",29.3652
"2013-04-02",28.9723
"2013-04-03",28.6683
"2013-04-04",29.5003
"2013-04-05",30.11
"2013-04-06",29.823
"2013-04-07",29.9391
"2013-04-08",29.6804
"2013-04-09",29.3576
"2013-04-10",28.9673
"2013-04-11",29.2693
"2013-04-12",29.1314
"2013-04-13",28.787
"2013-04-14",29.3788
"2013-04-15",29.7323
"2013-04-16",30.2999
"2013-04-17",30.0884
"2013-04-18",29.9973
"2013-04-19",29.9216
"2013-04-20",29.7851
"2013-04-21",29.3116
"2013-04-22",29.1394
"2013-04-23",28.7405
"2013-04-24",28.8416
"2013-04-25",28.9861
"2013-04-26",29.0753
"2013-04-27",29.3212
"2013-04-28",30.132
"2013-04-29",30.2668
"2013-04-30",29.7624
"2013-05-01",28.7468
"2013-05-02",29.5059
"2013-05-03",29.8464
"2013-05-04",29.9404
"2013-05-05",29.2711
"2013-05-06",29.1221
"2013-05-07",29.5535
"2013-05-08",30.1466
"2013-05-09",30.3402
"2013-05-10",30.4656
"2013-05-11",30.4188
"2013-05-12",30.2458
"2013-05-13",29.7936
"2013-05-14",29.7325
"2013-05-15",29.8156
"2013-05-16",29.5612
"2013-05-17",29.5128
"2013-05-18",29.5075
"2013-05-19",29.587
"2013-05-20",29.3094
"2013-05-21",29.2716
"2013-05-22",29.1553
"2013-05-23",29.1127
"2013-05-24",29.0346
"2013-05-25",28.9616
"2013-05-26",28.9504
"2013-05-27",28.914
"2013-05-28",28.9355
"2013-05-29",29.1144
"2013-05-30",28.9179
"2013-05-31",28.124
"2013-06-01",28.6729
"2013-06-02",28.9407
"2013-06-03",28.9519
"2013-06-04",28.8656
"2013-06-05",28.8457
"2013-06-06",28.775
"2013-06-07",28.9518
"2013-06-08",28.4978
"2013-06-09",29.2379
"2013-06-10",29.4849
"2013-06-11",29.2263
"2013-06-12",28.9815
"2013-06-13",28.9052
"2013-06-14",29.3038
"2013-06-15",28.7231
"2013-06-16",28.6391
"2013-06-17",28.4081
"2013-06-18",28.5975
"2013-06-19",28.8764
"2013-06-20",29.001
"2013-06-21",28.6726
"2013-06-22",28.399
"2013-06-23",28.4192
"2013-06-24",28.6614
"2013-06-25",28.3839
"2013-06-26",28.328
"2013-06-27",28.2213
"2013-06-28",27.8922
"2013-06-29",28.0222
"2013-06-30",28.2467
"2013-07-01",28.2832
"2013-07-02",28.2624
"2013-07-03",28.2784
"2013-07-04",28.2448
"2013-07-05",28.3889
"2013-07-06",28.5505
"2013-07-07",28.4794
"2013-07-08",28.6923
"2013-07-09",28.3956
"2013-07-10",28.1853
"2013-07-11",28.3251
"2013-07-12",28.7111
"2013-07-13",28.7953
"2013-07-14",28.7521
"2013-07-15",28.5232
"2013-07-16",28.1244
"2013-07-17",28.1117
"2013-07-18",28.2398
"2013-07-19",28.1632
"2013-07-20",28.2562
"2013-07-21",28.2139
"2013-07-22",28.2889
"2013-07-23",27.9406
"2013-07-24",27.7022
"2013-07-25",27.9288
"2013-07-26",27.7765
"2013-07-27",28.1716
"2013-07-28",28.301
"2013-07-29",28.3544
"2013-07-30",28.848
"2013-07-31",28.6886
"2013-08-01",28.481
"2013-08-02",28.4
"2013-08-03",28.4447
"2013-08-04",27.3623
"2013-08-05",27.1941
"2013-08-06",27.2388
"2013-08-07",27.9903
"2013-08-08",28.0557
"2013-08-09",27.9452
"2013-08-10",27.599
"2013-08-11",27.667
"2013-08-12",27.6287
"2013-08-13",27.9224
"2013-08-14",27.7854
"2013-08-15",27.6509
"2013-08-16",27.5031
"2013-08-17",27.5148
"2013-08-18",27.7173
"2013-08-19",27.784
"2013-08-20",27.8631
"2013-08-21",28.1964
"2013-08-22",28.3682
"2013-08-23",28.2488
"2013-08-24",28.2269
"2013-08-25",28.2988
"2013-08-26",28.4543
"2013-08-27",28.1004
"2013-08-28",27.9482
"2013-08-29",27.7054
"2013-08-30",28.2036
"2013-08-31",28.4315
"2013-09-01",28.6389
"2013-09-02",28.4137
"2013-09-03",28.0711
"2013-09-04",27.986
"2013-09-05",27.8358
"2013-09-06",27.0917
"2013-09-07",26.9272
"2013-09-08",27.201
"2013-09-09",27.1532
"2013-09-10",27.6342
"2013-09-11",27.739
"2013-09-12",27.3217
"2013-09-13",27.44
"2013-09-14",27.7888
"2013-09-15",27.9821
"2013-09-16",27.8559
"2013-09-17",27.9575
"2013-09-18",28.185
"2013-09-19",28.4944
"2013-09-20",28.6706
"2013-09-21",28.5268
"2013-09-22",28.156
"2013-09-23",28.1708
"2013-09-24",28.1035
"2013-09-25",28.158
"2013-09-26",28.0362
"2013-09-27",28.1583
"2013-09-28",28.2226
"2013-09-29",28.3596
"2013-09-30",28.3812
"2013-10-01",28.4088
"2013-10-02",28.3541
"2013-10-03",28.1606
"2013-10-04",28.2675
"2013-10-05",27.9414
"2013-10-06",28.0093
"2013-10-07",28.1578
"2013-10-08",28.0548
"2013-10-09",27.7939
"2013-10-10",28.2444
"2013-10-11",28.4467
"2013-10-12",28.3085
"2013-10-13",28.3833
"2013-10-14",28.5527
"2013-10-15",28.5042
"2013-10-16",27.8484
"2013-10-17",27.2033
"2013-10-18",26.5732
"2013-10-19",26.2968
"2013-10-20",26.6435
"2013-10-21",27.4937
"2013-10-22",27.8603
"2013-10-23",27.9696
"2013-10-24",28.0439
"2013-10-25",27.9795
"2013-10-26",28.1135
"2013-10-27",28.1934
"2013-10-28",28.1534
"2013-10-29",28.1802
"2013-10-30",27.851
"2013-10-31",26.9599
"2013-11-01",27.6247
"2013-11-02",26.3051
"2013-11-03",26.6663
"2013-11-04",26.3156
"2013-11-05",25.9605
"2013-11-06",25.8935
"2013-11-07",26.0457
"2013-11-08",26.5152
"2013-11-09",26.9637
"2013-11-10",26.2502
"2013-11-11",27.3144
"2013-11-12",27.4547
"2013-11-13",27.1827
"2013-11-14",26.994
"2013-11-15",26.1593
"2013-11-16",25.6051
"2013-11-17",26.492
"2013-11-18",25.9821
"2013-11-19",26.7076
"2013-11-20",27.2172
"2013-11-21",27.3222
"2013-11-22",27.3146
"2013-11-23",26.4885
"2013-11-24",26.1802
"2013-11-25",26.8168
"2013-11-26",27.0227
"2013-11-27",26.8014
"2013-11-28",26.8617
"2013-11-29",26.9674
"2013-11-30",26.1965
"2013-12-01",26.0045
"2013-12-02",25.4333
"2013-12-03",25.2567
"2013-12-04",25.394
"2013-12-05",25.6676
"2013-12-06",26.2448
"2013-12-07",26.1084
"2013-12-08",26.3572
"2013-12-09",25.8311
"2013-12-10",26.0255
"2013-12-11",26.2236
"2013-12-12",25.536
"2013-12-13",26.1932
"2013-12-14",26.1053
"2013-12-15",26.1335
"2013-12-16",25.4671
"2013-12-17",25.9221
"2013-12-18",26.0401
"2013-12-19",25.5884
"2013-12-20",25.5947
"2013-12-21",25.5823
"2013-12-22",25.9892
"2013-12-23",25.5505
"2013-12-24",25.8284
"2013-12-25",25.7532
"2013-12-26",25.4299
"2013-12-27",25.6543
"2013-12-28",25.5766
"2013-12-29",25.3825
"2013-12-30",25.4835
"2013-12-31",25.4425
"2014-01-01",25.5398
"2014-01-02",25.746
"2014-01-03",25.5886
"2014-01-04",24.741
"2014-01-05",24.74
"2014-01-06",24.6611
"2014-01-07",24.6739
"2014-01-08",25.1849
"2014-01-09",25.413
"2014-01-10",25.2974
"2014-01-11",25.5713
"2014-01-12",25.5929
"2014-01-13",24.663
"2014-01-14",25.6785
"2014-01-15",25.8256
"2014-01-16",25.8519
"2014-01-17",25.3604
"2014-01-18",25.653
"2014-01-19",25.3682
"2014-01-20",25.918
"2014-01-21",25.2216
"2014-01-22",25.6757
"2014-01-23",24.8245
"2014-01-24",25.4981
"2014-01-25",25.7608
"2014-01-26",25.6941
"2014-01-27",25.8191
"2014-01-28",25.5426
"2014-01-29",25.6146
"2014-01-30",25.6065
"2014-01-31",25.5994
"2014-02-01",25.4667
"2014-02-02",25.6194
"2014-02-03",25.1826
"2014-02-04",24.9625
"2014-02-05",24.5704
"2014-02-06",25.0062
"2014-02-07",25.2371
"2014-02-08",25.6182
"2014-02-09",25.2546
"2014-02-10",25.0794
"2014-02-11",25.4533
"2014-02-12",26.0063
"2014-02-13",26.2973
"2014-02-14",26.3135
"2014-02-15",26.505
"2014-02-16",26.9173
"2014-02-17",26.8909
"2014-02-18",26.8773
"2014-02-19",25.9449
"2014-02-20",26.1616
"2014-02-21",26.3162
"2014-02-22",26.3264
"2014-02-23",26.623
"2014-02-24",26.4789
"2014-02-25",26.8988
"2014-02-26",26.4739
"2014-02-27",26.8506
"2014-02-28",27.2369
"2014-03-01",27.1897
"2014-03-02",27.4987
"2014-03-03",27.4007
"2014-03-04",27.3058
"2014-03-05",27.3615
"2014-03-06",27.2428
"2014-03-07",27.2839
"2014-03-08",27.4579
"2014-03-09",27.3737
"2014-03-10",27.7085
"2014-03-11",27.5041
"2014-03-12",26.9724
"2014-03-13",27.2926
"2014-03-14",27.0117
"2014-03-15",27.1341
"2014-03-16",27.2701
"2014-03-17",27.5809
"2014-03-18",27.7779
"2014-03-19",27.8035
"2014-03-20",28.2924
"2014-03-21",28.0662
"2014-03-22",28.0611
"2014-03-23",27.8698
"2014-03-24",27.8999
"2014-03-25",27.8903
"2014-03-26",27.7748
"2014-03-27",27.9771
"2014-03-28",27.6869
"2014-03-29",27.7231
"2014-03-30",27.8908
"2014-03-31",28.4889
"2014-04-01",28.9452
"2014-04-02",28.9775
"2014-04-03",28.5226
"2014-04-04",28.7482
"2014-04-05",28.7517
"2014-04-06",28.8632
"2014-04-07",28.897
"2014-04-08",29.2938
"2014-04-09",29.4479
"2014-04-10",29.3462
"2014-04-11",29.4907
"2014-04-12",29.5718
"2014-04-13",29.1486
"2014-04-14",28.8494
"2014-04-15",28.5818
"2014-04-16",28.955
"2014-04-17",29.3704
"2014-04-18",29.4577
"2014-04-19",29.0115
"2014-04-20",29.0608
"2014-04-21",29.2245
"2014-04-22",28.8707
"2014-04-23",28.8872
"2014-04-24",28.9274
"2014-04-25",29.6471
"2014-04-26",29.7281
"2014-04-27",29.5913
"2014-04-28",29.4279
"2014-04-29",28.5296
"2014-04-30",28.6423
"2014-05-01",28.9293
"2014-05-02",29.0655
"2014-05-03",28.1944
"2014-05-04",27.2424
"2014-05-05",27.2347
"2014-05-06",27.6437
"2014-05-07",27.3527
"2014-05-08",28.2927
"2014-05-09",28.7917
"2014-05-10",29.4535
"2014-05-11",29.546
"2014-05-12",29.6553
"2014-05-13",29.4295
"2014-05-14",29.6345
"2014-05-15",29.6019
"2014-05-16",29.7581
"2014-05-17",29.5961
"2014-05-18",29.5937
"2014-05-19",29.5596
"2014-05-20",29.478
"2014-05-21",29.3797
"2014-05-22",29.3713
"2014-05-23",29.4333
"2014-05-24",29.4333
"2014-05-25",29.3609
"2014-05-26",29.3424
"2014-05-27",29.5126
"2014-05-28",29.1098
"2014-05-29",29.249
"2014-05-30",29.1863
"2014-05-31",29.5433
"2014-06-01",29.4163
"2014-06-02",29.2237
"2014-06-03",29.0687
"2014-06-04",29.4976
"2014-06-05",29.6735
"2014-06-06",30.2034
"2014-06-07",30.5774
"2014-06-08",30.2193
"2014-06-09",29.9075
"2014-06-10",30.1409
"2014-06-11",30.0037
"2014-06-12",29.7993
"2014-06-13",29.8312
"2014-06-14",30.2186
"2014-06-15",30.5802
"2014-06-16",30.4297
"2014-06-17",29.9525
"2014-06-18",29.9478
"2014-06-19",29.5959
"2014-06-20",29.6161
"2014-06-21",29.5383
"2014-06-22",29.481
"2014-06-23",29.4448
"2014-06-24",29.5803
"2014-06-25",29.5228
"2014-06-26",28.9557
"2014-06-27",28.7067
"2014-06-28",28.6375
"2014-06-29",28.624
"2014-06-30",28.5239
"2014-07-01",28.939
"2014-07-02",29.4412
"2014-07-03",29.742
"2014-07-04",29.8338
"2014-07-05",29.6374
"2014-07-06",29.0642
"2014-07-07",29.1253
"2014-07-08",29.4199
"2014-07-09",29.262
"2014-07-10",29.1804
"2014-07-11",29.364
"2014-07-12",29.5197
"2014-07-13",29.1323
"2014-07-14",28.9793
"2014-07-15",28.6891
"2014-07-16",28.7981
"2014-07-17",28.8892
"2014-07-18",29.0766
"2014-07-19",29.0719
"2014-07-20",29.1674
"2014-07-21",29.02
"2014-07-22",28.9354
"2014-07-23",28.9866
"2014-07-24",29.3246
"2014-07-25",29.355
"2014-07-26",29.2373
"2014-07-27",28.9363
"2014-07-28",29.0151
"2014-07-29",29.1427
"2014-07-30",28.8035
"2014-07-31",28.8755
"2014-08-01",28.6981
"2014-08-02",28.522
"2014-08-03",28.878
"2014-08-04",29.0266
"2014-08-05",28.7711
"2014-08-06",28.5657
"2014-08-07",28.3243
"2014-08-08",28.3097
"2014-08-09",28.2766
"2014-08-10",28.1587
"2014-08-11",28.2277
"2014-08-12",27.8431
"2014-08-13",28.2455
"2014-08-14",28.3151
"2014-08-15",28.1771
"2014-08-16",28.4132
"2014-08-17",28.1446
"2014-08-18",27.9297
"2014-08-19",27.6892
"2014-08-20",27.8837
"2014-08-21",27.9222
"2014-08-22",27.3318
"2014-08-23",28.1619
"2014-08-24",28.3121
"2014-08-25",28.2927
"2014-08-26",28.2311
"2014-08-27",28.1388
"2014-08-28",28.074
"2014-08-29",28.3198
"2014-08-30",28.535
"2014-08-31",28.5636
"2014-09-01",28.3699
"2014-09-02",27.9797
"2014-09-03",27.7488
"2014-09-04",27.7982
"2014-09-05",28.0213
"2014-09-06",28.1883
"2014-09-07",28.5037
"2014-09-08",28.2811
"2014-09-09",28.3608
"2014-09-10",28.6363
"2014-09-11",28.8305
"2014-09-12",28.778
"2014-09-13",28.8047
"2014-09-14",28.7001
"2014-09-15",28.7211
"2014-09-16",28.7567
"2014-09-17",28.7562
"2014-09-18",28.8182
"2014-09-19",28.8675
"2014-09-20",28.6211
"2014-09-21",28.8137
"2014-09-22",28.5993
"2014-09-23",28.5814
"2014-09-24",28.2795
"2014-09-25",27.7168
"2014-09-26",26.9863
"2014-09-27",27.3179
"2014-09-28",27.3352
"2014-09-29",27.1205
"2014-09-30",27.0787
"2014-10-01",27.6536
"2014-10-02",27.9359
"2014-10-03",28.4399
"2014-10-04",28.9895
"2014-10-05",28.9333
"2014-10-06",28.4745
"2014-10-07",27.499
"2014-10-08",27.4551
"2014-10-09",27.4926
"2014-10-10",28.2377
"2014-10-11",28.8371
"2014-10-12",28.8696
"2014-10-13",28.5702
"2014-10-14",28.024
"2014-10-15",27.301
"2014-10-16",26.5365
"2014-10-17",26.1334
"2014-10-18",26.1068
"2014-10-19",26.0933
"2014-10-20",26.5014
"2014-10-21",26.4849
"2014-10-22",26.453
"2014-10-23",26.2302
"2014-10-24",27.1258
"2014-10-25",27.0191
"2014-10-26",27.3967
"2014-10-27",27.1829
"2014-10-28",27.241
"2014-10-29",26.8388
"2014-10-30",26.7638
"2014-10-31",27.1257
"2014-11-01",27.1916
"2014-11-02",26.4202
"2014-11-03",25.9563
"2014-11-04",27.1133
"2014-11-05",27.9289
"2014-11-06",27.9664
"2014-11-07",27.7977
"2014-11-08",27.6912
"2014-11-09",27.8187
"2014-11-10",27.3963
"2014-11-11",27.1191
"2014-11-12",26.1873
"2014-11-13",26.7039
"2014-11-14",26.2965
"2014-11-15",26.5433
"2014-11-16",26.9939
"2014-11-17",26.4265
"2014-11-18",25.8801
"2014-11-19",26.1764
"2014-11-20",26.3215
"2014-11-21",26.5147
"2014-11-22",26.5556
"2014-11-23",26.2201
"2014-11-24",26.3333
"2014-11-25",27.1014
"2014-11-26",27.0608
"2014-11-27",25.8604
"2014-11-28",25.0639
"2014-11-29",24.0771
"2014-11-30",25.6508
"2014-12-01",25.8443
"2014-12-02",26.1056
"2014-12-03",25.915
"2014-12-04",26.16
"2014-12-05",26.0853
"2014-12-06",26.1779
"2014-12-07",25.6654
"2014-12-08",25.5166
"2014-12-09",25.6368
"2014-12-10",25.769
"2014-12-11",26.2809
"2014-12-12",25.7093
"2014-12-13",26.1161
"2014-12-14",26.8003
"2014-12-15",26.2173
"2014-12-16",25.8742
"2014-12-17",25.5263
"2014-12-18",25.8824
"2014-12-19",25.4386
"2014-12-20",25.6352
"2014-12-21",25.9367
"2014-12-22",25.9804
"2014-12-23",25.6929
"2014-12-24",25.5678
"2014-12-25",25.2295
"2014-12-26",25.2908
"2014-12-27",24.4326
"2014-12-28",24.9787
"2014-12-29",24.8137
"2014-12-30",25.6926
"2014-12-31",25.8397
"2015-01-01",26.2425
"2015-01-02",26.3843
"2015-01-03",26.3462
"2015-01-04",26.5948
"2015-01-05",26.4928
"2015-01-06",26.1055
"2015-01-07",26.0641
"2015-01-08",26.1377
"2015-01-09",25.9142
"2015-01-10",26.2786
"2015-01-11",25.9528
"2015-01-12",25.966
"2015-01-13",25.8012
"2015-01-14",25.3295
"2015-01-15",25.6984
"2015-01-16",25.7479
"2015-01-17",25.7632
"2015-01-18",25.8184
"2015-01-19",25.9045
"2015-01-20",25.7683
"2015-01-21",25.7577
"2015-01-22",24.7314
"2015-01-23",25.2431
"2015-01-24",25.4923
"2015-01-25",25.3427
"2015-01-26",25.9318
"2015-01-27",25.6032
"2015-01-28",26.0393
"2015-01-29",26.0014
"2015-01-30",25.7407
"2015-01-31",26.2378
"2015-02-01",26.358
"2015-02-02",25.8672
"2015-02-03",26.0252
"2015-02-04",25.6707
"2015-02-05",25.8782
"2015-02-06",26.1547
"2015-02-07",25.8499
"2015-02-08",26.2115
"2015-02-09",26.2674
"2015-02-10",26.306
"2015-02-11",25.3293
"2015-02-12",25.9804
"2015-02-13",26.3234
"2015-02-14",26.0143
"2015-02-15",25.8805
"2015-02-16",25.9047
"2015-02-17",25.5685
"2015-02-18",25.8833
"2015-02-19",26.0994
"2015-02-20",26.6018
"2015-02-21",26.3994
"2015-02-22",26.3188
"2015-02-23",26.7608
"2015-02-24",26.5504
"2015-02-25",26.3669
"2015-02-26",26.5559
"2015-02-27",26.6185
"2015-02-28",27.1201
"2015-03-01",27.3512
"2015-03-02",27.5287
"2015-03-03",27.7836
"2015-03-04",27.5355
"2015-03-05",28.0182
"2015-03-06",28.0036
"2015-03-07",27.6824
"2015-03-08",28.1385
"2015-03-09",27.4947
"2015-03-10",27.29
"2015-03-11",27.9878
"2015-03-12",27.9453
"2015-03-13",27.7871
"2015-03-14",26.2974
"2015-03-15",26.9889
"2015-03-16",27.5723
"2015-03-17",27.3715
"2015-03-18",26.9483
"2015-03-19",27.2
"2015-03-20",27.6195
"2015-03-21",27.4975
"2015-03-22",27.5641
"2015-03-23",27.8879
"2015-03-24",27.8564
"2015-03-25",27.8863
"2015-03-26",28.4537
"2015-03-27",27.868
"2015-03-28",28.0883
"2015-03-29",28.4701
"2015-03-30",28.2316
"2015-03-31",28.3709
"2015-04-01",28.2508
"2015-04-02",28.4832
"2015-04-03",29.4678
"2015-04-04",29.5963
"2015-04-05",29.2859
"2015-04-06",29.0709
"2015-04-07",28.7692
"2015-04-08",28.1368
"2015-04-09",28.973
"2015-04-10",29.0546
"2015-04-11",28.9321
"2015-04-12",28.2789
"2015-04-13",27.0814
"2015-04-14",27.8
"2015-04-15",27.0723
"2015-04-16",27.5746
"2015-04-17",28.0536
"2015-04-18",28.7125
"2015-04-19",28.912
"2015-04-20",28.2601
"2015-04-21",27.5017
"2015-04-22",29.2004
"2015-04-23",29.4276
"2015-04-24",28.9063
"2015-04-25",28.6427
"2015-04-26",28.066
"2015-04-27",28.3292
"2015-04-28",28.9138
"2015-04-29",29.2249
"2015-04-30",29.3795
"2015-05-01",29.5594
"2015-05-02",29.5526
"2015-05-03",29.4899
"2015-05-04",29.1379
"2015-05-05",28.7608
"2015-05-06",28.6868
"2015-05-07",28.9873
"2015-05-08",29.5154
"2015-05-09",28.9062
"2015-05-10",28.744
"2015-05-11",27.4411
"2015-05-12",27.5806
"2015-05-13",27.5633
"2015-05-14",28.1178
"2015-05-15",28.1292
"2015-05-16",27.5807
"2015-05-17",28.1412
"2015-05-18",28.5865
"2015-05-19",29.051
"2015-05-20",29.6074
"2015-05-21",29.5001
"2015-05-22",29.3922
"2015-05-23",29.3232
"2015-05-24",29.1309
"2015-05-25",28.982
"2015-05-26",29.0894
"2015-05-27",28.9188
"2015-05-28",29.1705
"2015-05-29",29.2868
"2015-05-30",28.9879
"2015-05-31",28.6678
"2015-06-01",28.8571
"2015-06-02",29.0681
"2015-06-03",28.9462
"2015-06-04",28.2567
"2015-06-05",28.9417
"2015-06-06",29.3595
"2015-06-07",29.4507
"2015-06-08",29.0549
"2015-06-09",29.045
"2015-06-10",29.3291
"2015-06-11",29.0573
"2015-06-12",29.0732
"2015-06-13",29.3158
"2015-06-14",29.4305
"2015-06-15",29.6429
"2015-06-16",29.3324
"2015-06-17",29.287
"2015-06-18",29.1966
"2015-06-19",29.5566
"2015-06-20",29.4783
"2015-06-21",29.0672
"2015-06-22",29.1126
"2015-06-23",28.9846
"2015-06-24",28.9039
"2015-06-25",29.093
"2015-06-26",29.5234
"2015-06-27",29.1267
"2015-06-28",28.9267
"2015-06-29",28.7583
"2015-06-30",28.7382
"2015-07-01",28.8302
"2015-07-02",29.0211
"2015-07-03",29.2208
"2015-07-04",29.378
"2015-07-05",29.4454
"2015-07-06",29.3036
"2015-07-07",28.8944
"2015-07-08",28.8285
"2015-07-09",28.9521
"2015-07-10",29.0441
"2015-07-11",28.8877
"2015-07-12",29.1263
"2015-07-13",29.6536
"2015-07-14",29.5056
"2015-07-15",28.9221
"2015-07-16",29.0972
"2015-07-17",29.0482
"2015-07-18",29.2878
"2015-07-19",28.9125
"2015-07-20",29.0512
"2015-07-21",28.7152
"2015-07-22",28.5188
"2015-07-23",28.6035
"2015-07-24",28.5034
"2015-07-25",28.4598
"2015-07-26",28.528
"2015-07-27",28.4544
"2015-07-28",28.6072
"2015-07-29",28.5315
"2015-07-30",28.1473
"2015-07-31",28.2385
"2015-08-01",28.4037
"2015-08-02",28.4704
"2015-08-03",28.4358
"2015-08-04",28.295
"2015-08-05",28.516
"2015-08-06",28.789
"2015-08-07",28.8685
"2015-08-08",28.8965
"2015-08-09",29.2096
"2015-08-10",29.0336
"2015-08-11",28.8305
"2015-08-12",28.8692
"2015-08-13",29.2149
"2015-08-14",29.5868
"2015-08-15",29.1282
"2015-08-16",28.0267
"2015-08-17",27.7715
"2015-08-18",27.8709
"2015-08-19",28.5547
"2015-08-20",28.8802
"2015-08-21",28.7948
"2015-08-22",28.297
"2015-08-23",28.2397
"2015-08-24",28.7682
"2015-08-25",28.7577
"2015-08-26",28.7422
"2015-08-27",28.7129
"2015-08-28",28.5619
"2015-08-29",28.7908
"2015-08-30",28.8066
"2015-08-31",28.7617
"2015-09-01",28.8498
"2015-09-02",28.8618
"2015-09-03",28.4087
"2015-09-04",28.3154
"2015-09-05",28.2771
"2015-09-06",28.0279
"2015-09-07",28.1858
"2015-09-08",28.1605
"2015-09-09",28.3474
"2015-09-10",28.0954
"2015-09-11",27.9576
"2015-09-12",28.3642
"2015-09-13",28.5975
"2015-09-14",28.7262
"2015-09-15",28.7898
"2015-09-16",29.1046
"2015-09-17",29.2425
"2015-09-18",28.9008
"2015-09-19",28.8614
"2015-09-20",29.0224
"2015-09-21",29.1127
"2015-09-22",28.8614
"2015-09-23",28.9606
"2015-09-24",28.367
"2015-09-25",28.3108
"2015-09-26",28.6665
"2015-09-27",28.1961
"2015-09-28",27.3648
"2015-09-29",26.8149
"2015-09-30",26.569
"2015-10-01",27.1276
"2015-10-02",28.178
"2015-10-03",28.5935
"2015-10-04",28.2775
"2015-10-05",27.4082
"2015-10-06",27.9114
"2015-10-07",28.4477
"2015-10-08",28.6923
"2015-10-09",28.478
"2015-10-10",28.4717
"2015-10-11",28.3232
"2015-10-12",27.7198
"2015-10-13",27.8397
"2015-10-14",27.7526
"2015-10-15",28.1392
"2015-10-16",28.4307
"2015-10-17",27.9317
"2015-10-18",27.0592
"2015-10-19",28.2544
"2015-10-20",27.9438
"2015-10-21",28.5868
"2015-10-22",28.2974
"2015-10-23",27.2399
"2015-10-24",27.6603
"2015-10-25",28.433
"2015-10-26",26.5975
"2015-10-27",27.1085
"2015-10-28",26.7164
"2015-10-29",26.444
"2015-10-30",26.5083
"2015-10-31",26.7788
"2015-11-01",26.4304
"2015-11-02",26.6409
"2015-11-03",27.8033
"2015-11-04",27.4462
"2015-11-05",26.8946
"2015-11-06",26.6451
"2015-11-07",26.4127
