,"(deg C) Mean Temperature (ERA5) at Kandy, 2007-01-01 to 2025-12-31"
"2012-11-14",23.7418
"2012-11-15",22.6028
"2012-11-16",23.0697
"2012-11-17",24.2524
"2012-11-18",24.5168
"2012-11-19",24.4485
"2012-11-20",24.4676
"2012-11-21",24.8857
"2012-11-22",25.0551
"2012-11-23",24.6242
"2012-11-24",24.1096
"2012-11-25",23.597
"2012-11-26",23.629
"2012-11-27",22.8558
"2012-11-28",23.0039
"2012-11-29",23.2736
"2012-11-30",22.7711
"2012-12-01",22.9047
"2012-12-02",22.8803
"2012-12-03",23.87
"2012-12-04",24.065
"2012-12-05",24.5709
"2012-12-06",23.6935
"2012-12-07",23.8171
"2012-12-08",23.6473
"2012-12-09",23.4215
"2012-12-10",23.095
"2012-12-11",23.2775
"2012-12-12",23.3813
"2012-12-13",22.658
"2012-12-14",22.9494
"2012-12-15",22.4371
"2012-12-16",22.5055
"2012-12-17",21.755
"2012-12-18",21.6865
"2012-12-19",22.6609
"2012-12-20",23.6265
"2012-12-21",23.1586
"2012-12-22",21.7185
"2012-12-23",22.5899
"2012-12-24",23.4142
"2012-12-25",23.4669
"2012-12-26",23.3726
"2012-12-27",23.3097
"2012-12-28",23.9862
"2012-12-29",24.7256
"2012-12-30",24.7115
"2012-12-31",24.0183
"2013-01-01",23.6151
"2013-01-02",23.839
"2013-01-03",22.1887
"2013-01-04",21.4835
"2013-01-05",22.8932
"2013-01-06",23.3647
"2013-01-07",21.7523
"2013-01-08",23.5054
"2013-01-09",23.5213
"2013-01-10",22.2851
"2013-01-11",22.8448
"2013-01-12",22.4518
"2013-01-13",21.1297
"2013-01-14",21.7843
"2013-01-15",22.1132
"2013-01-16",22.232
"2013-01-17",22.3388
"2013-01-18",22.1429
"2013-01-19",22.9732
"2013-01-20",23.6315
"2013-01-21",23.2143
"2013-01-22",23.5257
"2013-01-23",22.6745
"2013-01-24",22.0906
"2013-01-25",22.3668
"2013-01-26",23.4084
"2013-01-27",23.0061
"2013-01-28",22.8095
"2013-01-29",22.2787
"2013-01-30",22.2049
"2013-01-31",22.5288
"2013-02-01",23.281
"2013-02-02",23.8531
"2013-02-03",23.8555
"2013-02-04",22.9084
"2013-02-05",23.7544
"2013-02-06",23.4952
"2013-02-07",23.7941
"2013-02-08",24.2556
"2013-02-09",24.3835
"2013-02-10",24.1616
"2013-02-11",22.0636
"2013-02-12",22.2702
"2013-02-13",23.2625
"2013-02-14",23.2479
"2013-02-15",24.1327
"2013-02-16",23.6415
"2013-02-17",24.4017
"2013-02-18",23.906
"2013-02-19",23.5412
"2013-02-20",24.2908
"2013-02-21",23.9345
"2013-02-22",23.2434
"2013-02-23",22.9449
"2013-02-24",23.4491
"2013-02-25",23.708
"2013-02-26",23.5814
"2013-02-27",23.5219
"2013-02-28",24.1687
"2013-03-01",24.2875
"2013-03-02",24.4104
"2013-03-03",24.253
"2013-03-04",22.636
"2013-03-05",24.8967
"2013-03-06",24.8351
"2013-03-07",24.6373
"2013-03-08",24.0273
"2013-03-09",23.9352
"2013-03-10",25.635
"2013-03-11",25.5988
"2013-03-12",24.9447
"2013-03-13",25.3278
"2013-03-14",24.7152
"2013-03-15",23.8781
"2013-03-16",24.9879
"2013-03-17",24.9954
"2013-03-18",25.1711
"2013-03-19",25.202
"2013-03-20",25.5346
"2013-03-21",25.0801
"2013-03-22",24.4085
"2013-03-23",24.6663
"2013-03-24",24.1538
"2013-03-25",23.7105
"2013-03-26",24.1647
"2013-03-27",25.0972
"2013-03-28",25.6146
"2013-03-29",25.2797
"2013-03-30",25.9932
"2013-03-31",25.9685
"2013-04-01",25.553
"2013-04-02",25.7417
"2013-04-03",25.564
"2013-04-04",25.0174
"2013-04-05",25.7158
"2013-04-06",25.6977
"2013-04-07",26.1887
"2013-04-08",26.3641
"2013-04-09",26.5686
"2013-04-10",24.7425
"2013-04-11",25.289
"2013-04-12",25.3726
"2013-04-13",24.5833
"2013-04-14",25.4092
"2013-04-15",24.7431
"2013-04-16",25.9141
"2013-04-17",25.9705
"2013-04-18",25.8853
"2013-04-19",26.2409
"2013-04-20",26.15
"2013-04-21",26.2367
"2013-04-22",26.0468
"2013-04-23",24.9462
"2013-04-24",25.7284
"2013-04-25",24.7874
"2013-04-26",25.0728
"2013-04-27",25.2926
"2013-04-28",25.2669
"2013-04-29",25.7046
"2013-04-30",25.625
"2013-05-01",24.8606
"2013-05-02",25.6048
"2013-05-03",24.4676
"2013-05-04",25.6491
"2013-05-05",25.2349
"2013-05-06",24.5613
"2013-05-07",24.965
"2013-05-08",25.7649
"2013-05-09",25.9334
"2013-05-10",25.9227
"2013-05-11",26.1072
"2013-05-12",25.9407
"2013-05-13",23.6683
"2013-05-14",25.4419
"2013-05-15",25.2665
"2013-05-16",25.7625
"2013-05-17",26.2588
"2013-05-18",26.0314
"2013-05-19",25.8672
"2013-05-20",24.171
"2013-05-21",25.155
"2013-05-22",25.574
"2013-05-23",25.5485
"2013-05-24",25.8647
"2013-05-25",25.0137
"2013-05-26",25.2994
"2013-05-27",25.5963
"2013-05-28",24.971
"2013-05-29",24.9773
"2013-05-30",24.8477
"2013-05-31",23.5611
"2013-06-01",23.3686
"2013-06-02",23.4685
"2013-06-03",23.7042
"2013-06-04",24.5825
"2013-06-05",24.2355
"2013-06-06",24.6921
"2013-06-07",24.481
"2013-06-08",21.9637
"2013-06-09",24.0336
"2013-06-10",24.6109
"2013-06-11",23.7723
"2013-06-12",23.1909
"2013-06-13",23.3036
"2013-06-14",24.5082
"2013-06-15",23.8801
"2013-06-16",23.7439
"2013-06-17",22.944
"2013-06-18",23.5417
"2013-06-19",23.757
"2013-06-20",23.8883
"2013-06-21",24.36
"2013-06-22",23.7753
"2013-06-23",23.5844
"2013-06-24",24.0988
"2013-06-25",23.649
"2013-06-26",23.9601
"2013-06-27",24.6934
"2013-06-28",24.07
"2013-06-29",24.0998
"2013-06-30",24.1208
"2013-07-01",23.6819
"2013-07-02",23.3754
"2013-07-03",23.9119
"2013-07-04",24.2018
"2013-07-05",24.2618
"2013-07-06",23.8045
"2013-07-07",23.5804
"2013-07-08",23.6821
"2013-07-09",23.3574
"2013-07-10",22.8709
"2013-07-11",23.7502
"2013-07-12",24.2945
"2013-07-13",24.6625
"2013-07-14",24.6159
"2013-07-15",23.932
"2013-07-16",23.7791
"2013-07-17",23.9277
"2013-07-18",23.4617
"2013-07-19",24.3429
"2013-07-20",24.3661
"2013-07-21",24.2615
"2013-07-22",23.1862
"2013-07-23",23.1787
"2013-07-24",23.2251
"2013-07-25",23.3287
"2013-07-26",23.0949
"2013-07-27",24.6216
"2013-07-28",24.8288
"2013-07-29",24.8036
"2013-07-30",24.4212
"2013-07-31",24.6019
"2013-08-01",24.809
"2013-08-02",23.8202
"2013-08-03",24.486
"2013-08-04",22.7973
"2013-08-05",22.6244
"2013-08-06",23.6038
"2013-08-07",23.9819
"2013-08-08",23.5838
"2013-08-09",23.3236
"2013-08-10",23.3592
"2013-08-11",23.5699
"2013-08-12",23.6309
"2013-08-13",23.3991
"2013-08-14",23.6722
"2013-08-15",23.8154
"2013-08-16",24.1286
"2013-08-17",24.3552
"2013-08-18",24.347
"2013-08-19",24.0687
"2013-08-20",24.3278
"2013-08-21",23.9964
"2013-08-22",24.3162
"2013-08-23",24.3321
"2013-08-24",24.3892
"2013-08-25",24.445
"2013-08-26",24.3672
"2013-08-27",24.8648
"2013-08-28",24.3661
"2013-08-29",24.0009
"2013-08-30",25.6378
"2013-08-31",24.5741
"2013-09-01",24.7415
"2013-09-02",24.2085
"2013-09-03",23.9912
"2013-09-04",24.0435
"2013-09-05",22.898
"2013-09-06",21.6206
"2013-09-07",22.1075
"2013-09-08",23.1658
"2013-09-09",23.227
"2013-09-10",23.3759
"2013-09-11",23.0631
"2013-09-12",22.481
"2013-09-13",23.2992
"2013-09-14",23.8181
"2013-09-15",24.4418
"2013-09-16",24.0984
"2013-09-17",23.4352
"2013-09-18",23.2911
"2013-09-19",24.3813
"2013-09-20",24.627
"2013-09-21",24.6692
"2013-09-22",24.6563
"2013-09-23",24.2486
"2013-09-24",23.9727
"2013-09-25",24.3935
"2013-09-26",24.5701
"2013-09-27",24.6128
"2013-09-28",24.2789
"2013-09-29",24.1721
"2013-09-30",24.1964
"2013-10-01",24.1083
"2013-10-02",24.1472
"2013-10-03",24.6529
"2013-10-04",24.5771
"2013-10-05",24.0759
"2013-10-06",23.821
"2013-10-07",24.4271
"2013-10-08",24.5113
"2013-10-09",23.9126
"2013-10-10",23.9079
"2013-10-11",24.0045
"2013-10-12",24.1766
"2013-10-13",24.3204
"2013-10-14",24.8752
"2013-10-15",24.7478
"2013-10-16",24.3949
"2013-10-17",23.2933
"2013-10-18",22.7554
"2013-10-19",22.3543
"2013-10-20",22.5779
"2013-10-21",23.2963
"2013-10-22",23.9094
"2013-10-23",24.1258
"2013-10-24",24.6248
"2013-10-25",24.4641
"2013-10-26",24.5086
"2013-10-27",24.5717
"2013-10-28",24.2953
"2013-10-29",24.0759
"2013-10-30",23.4394
"2013-10-31",22.7642
"2013-11-01",24.1771
"2013-11-02",23.8487
"2013-11-03",24.5074
"2013-11-04",24.3949
"2013-11-05",24.208
"2013-11-06",23.897
"2013-11-07",23.6015
"2013-11-08",24.2604
"2013-11-09",24.2933
"2013-11-10",24.1333
"2013-11-11",23.5881
"2013-11-12",23.4444
"2013-11-13",22.7239
"2013-11-14",22.961
"2013-11-15",22.8328
"2013-11-16",23.4248
"2013-11-17",23.8424
"2013-11-18",23.2878
"2013-11-19",23.1252
"2013-11-20",23.8367
"2013-11-21",24.3341
"2013-11-22",24.1996
"2013-11-23",23.6007
"2013-11-24",23.1594
"2013-11-25",23.5037
"2013-11-26",23.5601
"2013-11-27",23.3041
"2013-11-28",22.6088
"2013-11-29",22.7884
"2013-11-30",23.2201
"2013-12-01",22.4294
"2013-12-02",22.7916
"2013-12-03",22.6786
"2013-12-04",22.5838
"2013-12-05",21.5342
"2013-12-06",22.4511
"2013-12-07",23.0247
"2013-12-08",22.9531
"2013-12-09",22.8837
"2013-12-10",22.9086
"2013-12-11",23.0692
"2013-12-12",23.7423
"2013-12-13",22.9698
"2013-12-14",22.9874
"2013-12-15",22.4413
"2013-12-16",21.8877
"2013-12-17",21.7592
"2013-12-18",22.8567
"2013-12-19",22.4796
"2013-12-20",23.2608
"2013-12-21",23.3309
"2013-12-22",22.1365
"2013-12-23",22.8989
"2013-12-24",22.991
"2013-12-25",21.7566
"2013-12-26",21.9435
"2013-12-27",22.4754
"2013-12-28",22.4484
"2013-12-29",22.3417
"2013-12-30",22.4547
"2013-12-31",22.7312
"2014-01-01",22.6454
"2014-01-02",22.5356
"2014-01-03",22.8195
"2014-01-04",21.3979
"2014-01-05",21.8556
"2014-01-06",22.6963
"2014-01-07",23.5263
"2014-01-08",24.2784
"2014-01-09",23.5977
"2014-01-10",23.3041
"2014-01-11",23.5627
"2014-01-12",22.5742
"2014-01-13",23.1447
"2014-01-14",23.6734
"2014-01-15",22.5435
"2014-01-16",22.4198
"2014-01-17",22.8657
"2014-01-18",23.0997
"2014-01-19",22.7127
"2014-01-20",22.6512
"2014-01-21",23.2779
"2014-01-22",23.4213
"2014-01-23",23.5617
"2014-01-24",22.6405
"2014-01-25",21.9631
"2014-01-26",22.0753
"2014-01-27",22.0352
"2014-01-28",22.1562
"2014-01-29",22.4375
"2014-01-30",23.2798
"2014-01-31",23.7906
"2014-02-01",24.2463
"2014-02-02",23.5536
"2014-02-03",23.2308
"2014-02-04",22.5857
"2014-02-05",22.2
"2014-02-06",21.7252
"2014-02-07",21.707
"2014-02-08",21.9976
"2014-02-09",22.0457
"2014-02-10",21.7784
"2014-02-11",21.99
"2014-02-12",22.1334
"2014-02-13",23.1019
"2014-02-14",24.0948
"2014-02-15",24.6134
"2014-02-16",25.0307
"2014-02-17",25.259
"2014-02-18",24.7935
"2014-02-19",24.4006
"2014-02-20",23.9288
"2014-02-21",24.5038
"2014-02-22",24.5766
"2014-02-23",23.9674
"2014-02-24",24.845
"2014-02-25",24.691
"2014-02-26",24.4426
"2014-02-27",23.9309
"2014-02-28",24.8665
"2014-03-01",24.9019
"2014-03-02",25.0393
"2014-03-03",25.4243
"2014-03-04",25.5081
"2014-03-05",25.127
"2014-03-06",25.4471
"2014-03-07",24.1434
"2014-03-08",24.947
"2014-03-09",24.8182
"2014-03-10",25.1664
"2014-03-11",24.4633
"2014-03-12",24.5521
"2014-03-13",24.714
"2014-03-14",24.146
"2014-03-15",24.4948
"2014-03-16",25.3791
"2014-03-17",25.8874
"2014-03-18",25.2949
"2014-03-19",24.7642
"2014-03-20",25.298
"2014-03-21",26.3056
"2014-03-22",26.2088
"2014-03-23",26.4005
"2014-03-24",25.7827
"2014-03-25",26.0056
"2014-03-26",26.3311
"2014-03-27",25.2834
"2014-03-28",26.2863
"2014-03-29",26.1615
"2014-03-30",26.3895
"2014-03-31",26.0378
"2014-04-01",26.1645
"2014-04-02",26.3266
"2014-04-03",27.14
"2014-04-04",25.8896
"2014-04-05",24.5846
"2014-04-06",24.5662
"2014-04-07",24.9427
"2014-04-08",24.2409
"2014-04-09",25.238
"2014-04-10",24.6066
"2014-04-11",25.2386
"2014-04-12",25.6756
"2014-04-13",25.3334
"2014-04-14",25.6039
"2014-04-15",25.8985
"2014-04-16",24.9368
"2014-04-17",24.7432
"2014-04-18",25.2013
"2014-04-19",25.7508
"2014-04-20",26.7006
"2014-04-21",25.6664
"2014-04-22",24.6529
"2014-04-23",25.2662
"2014-04-24",24.7739
"2014-04-25",25.7789
"2014-04-26",26.4792
"2014-04-27",25.6789
"2014-04-28",24.5295
"2014-04-29",23.348
"2014-04-30",23.9886
"2014-05-01",24.2866
"2014-05-02",24.0375
"2014-05-03",23.9771
"2014-05-04",24.6234
"2014-05-05",23.7218
"2014-05-06",24.2581
"2014-05-07",24.4935
"2014-05-08",24.9988
"2014-05-09",25.065
"2014-05-10",25.5765
"2014-05-11",25.6176
"2014-05-12",25.2909
"2014-05-13",25.7482
"2014-05-14",25.6819
"2014-05-15",25.7609
"2014-05-16",25.7095
"2014-05-17",24.8983
"2014-05-18",25.4211
"2014-05-19",25.788
"2014-05-20",25.7388
"2014-05-21",24.8282
"2014-05-22",26.0314
"2014-05-23",26.3596
"2014-05-24",26.3885
"2014-05-25",25.7358
"2014-05-26",26.3722
"2014-05-27",26.3383
"2014-05-28",25.5846
"2014-05-29",25.3975
"2014-05-30",25.796
"2014-05-31",26.1374
"2014-06-01",26.0638
"2014-06-02",24.586
"2014-06-03",23.526
"2014-06-04",24.9713
"2014-06-05",25.2723
"2014-06-06",25.3787
"2014-06-07",25.9265
"2014-06-08",24.9435
"2014-06-09",24.8754
"2014-06-10",24.8683
"2014-06-11",24.8021
"2014-06-12",23.9841
"2014-06-13",24.8169
"2014-06-14",25.7839
"2014-06-15",25.6153
"2014-06-16",25.1742
"2014-06-17",24.966
"2014-06-18",25.1589
"2014-06-19",24.7684
"2014-06-20",24.892
"2014-06-21",24.9718
"2014-06-22",24.9877
"2014-06-23",25.1456
"2014-06-24",24.7227
"2014-06-25",24.4409
"2014-06-26",24.8662
"2014-06-27",25.3913
"2014-06-28",25.1497
"2014-06-29",24.9713
"2014-06-30",23.8981
"2014-07-01",24.0133
"2014-07-02",24.7764
"2014-07-03",25.0358
"2014-07-04",24.9858
"2014-07-05",24.1769
"2014-07-06",24.4421
"2014-07-07",24.6408
"2014-07-08",24.5972
"2014-07-09",24.4094
"2014-07-10",23.2036
"2014-07-11",24.2672
"2014-07-12",24.4031
"2014-07-13",24.544
"2014-07-14",24.0005
"2014-07-15",24.4808
"2014-07-16",24.5845
"2014-07-17",24.8648
"2014-07-18",24.8457
"2014-07-19",24.5554
"2014-07-20",24.47
"2014-07-21",24.9519
"2014-07-22",24.6137
"2014-07-23",24.7372
"2014-07-24",25.0463
"2014-07-25",25.2085
"2014-07-26",24.9089
"2014-07-27",23.6705
"2014-07-28",24.0351
"2014-07-29",24.404
"2014-07-30",24.1661
"2014-07-31",24.5034
"2014-08-01",23.619
"2014-08-02",24.0435
"2014-08-03",23.8023
"2014-08-04",23.9642
"2014-08-05",24.046
"2014-08-06",24.4253
"2014-08-07",24.872
"2014-08-08",23.5509
"2014-08-09",24.3734
"2014-08-10",24.4492
"2014-08-11",23.4182
"2014-08-12",23.9244
"2014-08-13",23.8272
"2014-08-14",24.2672
"2014-08-15",24.2555
"2014-08-16",23.7862
"2014-08-17",23.2924
"2014-08-18",23.8873
"2014-08-19",24.2077
"2014-08-20",24.6775
"2014-08-21",23.974
"2014-08-22",22.6907
"2014-08-23",23.5606
"2014-08-24",24.6292
"2014-08-25",24.8642
"2014-08-26",24.5292
"2014-08-27",24.2691
"2014-08-28",24.7626
"2014-08-29",24.902
"2014-08-30",24.7465
"2014-08-31",24.97
"2014-09-01",24.8742
"2014-09-02",24.0632
"2014-09-03",23.6585
"2014-09-04",23.9536
"2014-09-05",24.1638
"2014-09-06",24.5609
"2014-09-07",24.0929
"2014-09-08",24.3668
"2014-09-09",24.224
"2014-09-10",24.1375
"2014-09-11",24.4556
"2014-09-12",24.4879
"2014-09-13",24.4725
"2014-09-14",24.2079
"2014-09-15",24.2808
"2014-09-16",24.3542
"2014-09-17",24.3578
"2014-09-18",24.2749
"2014-09-19",24.6046
"2014-09-20",24.4557
"2014-09-21",24.9984
"2014-09-22",25.5569
"2014-09-23",25.169
"2014-09-24",24.9074
"2014-09-25",24.0513
"2014-09-26",23.5581
"2014-09-27",23.9439
"2014-09-28",24.1905
"2014-09-29",24.5184
"2014-09-30",23.3604
"2014-10-01",23.4688
"2014-10-02",23.404
"2014-10-03",24.2899
"2014-10-04",24.1461
"2014-10-05",25.0315
"2014-10-06",24.7786
"2014-10-07",23.9954
"2014-10-08",24.0276
"2014-10-09",24.334
"2014-10-10",24.1194
"2014-10-11",24.7437
"2014-10-12",24.3479
"2014-10-13",24.925
"2014-10-14",25.0781
"2014-10-15",24.0668
"2014-10-16",23.4217
"2014-10-17",22.9542
"2014-10-18",22.6299
"2014-10-19",23.7671
"2014-10-20",23.8324
"2014-10-21",23.4107
"2014-10-22",23.7455
"2014-10-23",23.4396
"2014-10-24",23.8246
"2014-10-25",24.1376
"2014-10-26",23.8291
"2014-10-27",23.4932
"2014-10-28",23.784
"2014-10-29",23.6473
"2014-10-30",22.6949
"2014-10-31",22.4253
"2014-11-01",23.5486
"2014-11-02",22.6526
"2014-11-03",22.4214
"2014-11-04",21.8362
"2014-11-05",23.3247
"2014-11-06",23.6045
"2014-11-07",23.3614
"2014-11-08",23.7816
"2014-11-09",23.8079
"2014-11-10",23.9533
"2014-11-11",23.6279
"2014-11-12",23.5746
"2014-11-13",23.4481
"2014-11-14",23.6885
"2014-11-15",24.2667
"2014-11-16",23.2617
"2014-11-17",23.5515
"2014-11-18",23.2402
"2014-11-19",22.3109
"2014-11-20",23.3628
"2014-11-21",23.1887
"2014-11-22",22.6077
"2014-11-23",22.8275
"2014-11-24",22.5937
"2014-11-25",21.6669
"2014-11-26",21.7127
"2014-11-27",22.9371
"2014-11-28",23.1602
"2014-11-29",22.3966
"2014-11-30",22.1564
"2014-12-01",23.8234
"2014-12-02",23.9498
"2014-12-03",22.9809
"2014-12-04",23.0546
"2014-12-05",23.0622
"2014-12-06",23.29
"2014-12-07",23.9674
"2014-12-08",23.4611
"2014-12-09",23.9348
"2014-12-10",23.3043
"2014-12-11",23.7964
"2014-12-12",23.5471
"2014-12-13",23.8559
"2014-12-14",24.3575
"2014-12-15",24.3365
"2014-12-16",24.081
"2014-12-17",22.8012
"2014-12-18",23.5427
"2014-12-19",22.9749
"2014-12-20",20.9687
"2014-12-21",22.4537
"2014-12-22",21.7207
"2014-12-23",21.9746
"2014-12-24",22.2504
"2014-12-25",21.4711
"2014-12-26",20.9655
"2014-12-27",21.4857
"2014-12-28",21.905
"2014-12-29",22.5376
"2014-12-30",22.5057
"2014-12-31",24.1818
"2015-01-01",23.8756
"2015-01-02",23.6005
"2015-01-03",24.3188
"2015-01-04",24.4546
"2015-01-05",24.147
"2015-01-06",23.0036
"2015-01-07",23.1063
"2015-01-08",23.0112
"2015-01-09",22.6132
"2015-01-10",21.9467
"2015-01-11",21.7956
"2015-01-12",21.288
"2015-01-13",21.8229
"2015-01-14",22.9549
"2015-01-15",23.4689
"2015-01-16",24.0857
"2015-01-17",23.9795
"2015-01-18",23.6931
"2015-01-19",23.1203
"2015-01-20",23.1083
"2015-01-21",23.0454
"2015-01-22",23.3813
"2015-01-23",23.9768
"2015-01-24",23.7198
"2015-01-25",23.0904
"2015-01-26",23.2922
"2015-01-27",24.1079
"2015-01-28",23.8703
"2015-01-29",23.4058
"2015-01-30",23.898
"2015-01-31",23.6401
"2015-02-01",23.8822
"2015-02-02",23.5615
"2015-02-03",22.5138
"2015-02-04",23.6002
"2015-02-05",23.9178
"2015-02-06",23.7075
"2015-02-07",24.024
"2015-02-08",24.2782
"2015-02-09",23.4686
"2015-02-10",23.2746
"2015-02-11",23.748
"2015-02-12",24.3453
"2015-02-13",23.7784
"2015-02-14",23.8373
"2015-02-15",22.543
"2015-02-16",21.8174
"2015-02-17",21.4157
"2015-02-18",22.1685
"2015-02-19",22.4546
"2015-02-20",23.2576
"2015-02-21",23.9583
"2015-02-22",23.8856
"2015-02-23",23.4315
"2015-02-24",23.7984
"2015-02-25",24.4727
"2015-02-26",23.9545
"2015-02-27",22.9483
"2015-02-28",24.2013
"2015-03-01",24.4256
"2015-03-02",24.2879
"2015-03-03",24.6765
"2015-03-04",23.3747
"2015-03-05",24.7736
"2015-03-06",24.9302
"2015-03-07",24.6272
"2015-03-08",24.4418
"2015-03-09",23.9381
"2015-03-10",23.6871
"2015-03-11",23.9371
"2015-03-12",24.5189
"2015-03-13",23.7961
"2015-03-14",23.1924
"2015-03-15",24.4174
"2015-03-16",25.1804
"2015-03-17",24.939
"2015-03-18",24.4366
"2015-03-19",24.5018
"2015-03-20",24.824
"2015-03-21",24.9092
"2015-03-22",25.5495
"2015-03-23",25.5776
"2015-03-24",25.2356
"2015-03-25",25.4693
"2015-03-26",25.1894
"2015-03-27",24.9109
"2015-03-28",25.0491
"2015-03-29",25.2977
"2015-03-30",25.2116
"2015-03-31",25.082
"2015-04-01",24.4306
"2015-04-02",24.4363
"2015-04-03",25.2525
"2015-04-04",25.8787
"2015-04-05",26.3675
"2015-04-06",25.9873
"2015-04-07",24.4779
"2015-04-08",23.8489
"2015-04-09",25.4827
"2015-04-10",24.8285
"2015-04-11",24.5226
"2015-04-12",24.4279
"2015-04-13",22.7349
"2015-04-14",24.7486
"2015-04-15",24.4856
"2015-04-16",24.6978
"2015-04-17",25.1344
"2015-04-18",25.4233
"2015-04-19",24.8691
"2015-04-20",24.178
"2015-04-21",23.5828
"2015-04-22",25.8886
"2015-04-23",24.9997
"2015-04-24",25.0863
"2015-04-25",24.1077
"2015-04-26",24.5674
"2015-04-27",24.9669
"2015-04-28",24.9293
"2015-04-29",24.1542
"2015-04-30",24.5341
"2015-05-01",25.172
"2015-05-02",26.21
"2015-05-03",25.5649
"2015-05-04",25.124
"2015-05-05",24.8991
"2015-05-06",24.5726
"2015-05-07",24.8543
"2015-05-08",25.2239
"2015-05-09",24.2626
"2015-05-10",24.7756
"2015-05-11",24.2814
"2015-05-12",24.9671
"2015-05-13",25.5231
"2015-05-14",25.1824
"2015-05-15",26.1057
"2015-05-16",25.3631
"2015-05-17",24.6244
"2015-05-18",25.0072
"2015-05-19",25.2664
"2015-05-20",26.0263
"2015-05-21",25.9061
"2015-05-22",26.1632
"2015-05-23",25.3042
"2015-05-24",25.8244
"2015-05-25",25.9675
"2015-05-26",26.1219
"2015-05-27",26.2826
"2015-05-28",26.4346
"2015-05-29",26.3965
"2015-05-30",26.506
"2015-05-31",25.9853
"2015-06-01",25.0733
"2015-06-02",25.7058
"2015-06-03",26.7667
"2015-06-04",25.4679
"2015-06-05",24.2261
"2015-06-06",25.661
"2015-06-07",26.3043
"2015-06-08",25.9583
"2015-06-09",25.7148
"2015-06-10",26.0638
"2015-06-11",25.7277
"2015-06-12",25.1111
"2015-06-13",25.5766
"2015-06-14",26.1086
"2015-06-15",25.0323
"2015-06-16",24.3741
"2015-06-17",24.5294
"2015-06-18",24.4918
"2015-06-19",24.6706
"2015-06-20",26.0143
"2015-06-21",25.8086
"2015-06-22",26.3746
"2015-06-23",26.5379
"2015-06-24",26.342
"2015-06-25",26.2257
"2015-06-26",25.356
"2015-06-27",24.3973
"2015-06-28",24.6764
"2015-06-29",24.0353
"2015-06-30",24.9769
"2015-07-01",25.3877
"2015-07-02",25.7893
"2015-07-03",25.8504
"2015-07-04",25.4514
"2015-07-05",25.1348
"2015-07-06",24.9545
"2015-07-07",25.1492
"2015-07-08",25.1244
"2015-07-09",25.4062
"2015-07-10",24.9391
"2015-07-11",24.4605
"2015-07-12",25.2715
"2015-07-13",25.6469
"2015-07-14",25.2157
"2015-07-15",25.1833
"2015-07-16",24.8969
"2015-07-17",24.1056
"2015-07-18",24.4048
"2015-07-19",24.4309
"2015-07-20",24.5375
"2015-07-21",24.7983
"2015-07-22",24.3094
"2015-07-23",24.3591
"2015-07-24",24.6242
"2015-07-25",24.6368
"2015-07-26",24.357
"2015-07-27",24.7218
"2015-07-28",24.8875
"2015-07-29",25.1718
"2015-07-30",24.9153
"2015-07-31",24.845
"2015-08-01",25.0719
"2015-08-02",25.5607
"2015-08-03",24.8666
"2015-08-04",24.7758
"2015-08-05",24.3975
"2015-08-06",25.3917
"2015-08-07",25.3397
"2015-08-08",25.2969
"2015-08-09",24.8986
"2015-08-10",24.632
"2015-08-11",24.6066
"2015-08-12",24.8013
"2015-08-13",25.7658
"2015-08-14",25.5979
"2015-08-15",24.6201
"2015-08-16",23.6752
"2015-08-17",24.3491
"2015-08-18",24.5632
"2015-08-19",25.4795
"2015-08-20",25.355
"2015-08-21",25.2328
"2015-08-22",25.4031
"2015-08-23",25.4313
"2015-08-24",24.8538
"2015-08-25",24.8177
"2015-08-26",25.0948
"2015-08-27",24.8018
"2015-08-28",23.9443
"2015-08-29",25.21
"2015-08-30",25.3795
"2015-08-31",25.6779
"2015-09-01",26.1279
"2015-09-02",25.9432
"2015-09-03",24.9813
"2015-09-04",24.7078
"2015-09-05",24.7041
"2015-09-06",25.3027
"2015-09-07",23.3674
"2015-09-08",24.3886
"2015-09-09",24.8291
"2015-09-10",23.8282
"2015-09-11",23.7577
"2015-09-12",24.7484
"2015-09-13",25.2381
"2015-09-14",25.0937
"2015-09-15",24.9205
"2015-09-16",24.4098
"2015-09-17",25.1358
"2015-09-18",25.4454
"2015-09-19",25.0312
"2015-09-20",25.1681
"2015-09-21",25.6345
"2015-09-22",25.7788
"2015-09-23",25.4331
"2015-09-24",24.5558
"2015-09-25",24.789
"2015-09-26",23.7919
"2015-09-27",24.1225
"2015-09-28",24.1942
"2015-09-29",24.017
"2015-09-30",23.7739
"2015-10-01",25.3472
"2015-10-02",25.2007
"2015-10-03",25.1753
"2015-10-04",24.4136
"2015-10-05",23.7595
"2015-10-06",24.9621
"2015-10-07",25.3831
"2015-10-08",25.3642
"2015-10-09",23.7666
"2015-10-10",25.1601
"2015-10-11",25.5514
"2015-10-12",25.2529
"2015-10-13",24.682
"2015-10-14",24.0165
"2015-10-15",24.204
"2015-10-16",24.2889
"2015-10-17",24.2599
"2015-10-18",24.1345
"2015-10-19",24.5249
"2015-10-20",24.2855
"2015-10-21",24.6663
"2015-10-22",24.5586
"2015-10-23",24.3222
"2015-10-24",23.5786
"2015-10-25",22.2745
"2015-10-26",22.4962
"2015-10-27",22.0513
"2015-10-28",23.0504
"2015-10-29",23.1297
"2015-10-30",23.5733
"2015-10-31",24.2552
