,"(deg C) Mean Temperature (ERA5) at Kandy, 2007-01-01 to 2025-12-31"
"2009-11-29",24.0841
"2009-11-30",23.6426
"2009-12-01",23.3598
"2009-12-02",23.3986
"2009-12-03",23.9685
"2009-12-04",24.127
"2009-12-05",23.4327
"2009-12-06",23.883
"2009-12-07",23.4034
"2009-12-08",23.2368
"2009-12-09",23.4611
"2009-12-10",22.7536
"2009-12-11",23.3249
"2009-12-12",23.1569
"2009-12-13",23.0474
"2009-12-14",23.5371
"2009-12-15",23.6076
"2009-12-16",23.3591
"2009-12-17",24.1079
"2009-12-18",24.6383
"2009-12-19",24.4001
"2009-12-20",24.364
"2009-12-21",23.5823
"2009-12-22",22.8362
"2009-12-23",22.8547
"2009-12-24",23.3457
"2009-12-25",22.8751
"2009-12-26",23.3733
"2009-12-27",22.863
"2009-12-28",23.1561
"2009-12-29",23.0993
"2009-12-30",23.4539
"2009-12-31",22.7356
"2010-01-01",23.2046
"2010-01-02",23.2686
"2010-01-03",23.1125
"2010-01-04",22.1467
"2010-01-05",21.13
"2010-01-06",21.1063
"2010-01-07",22.29
"2010-01-08",23.1511
"2010-01-09",23.8757
"2010-01-10",23.8628
"2010-01-11",24.0891
"2010-01-12",23.9119
"2010-01-13",24.2397
"2010-01-14",24.3098
"2010-01-15",23.0569
"2010-01-16",23.3109
"2010-01-17",23.0519
"2010-01-18",23.2769
"2010-01-19",23.2246
"2010-01-20",22.8255
"2010-01-21",22.4164
"2010-01-22",22.2142
"2010-01-23",22.432
"2010-01-24",22.9542
"2010-01-25",23.2401
"2010-01-26",23.5853
"2010-01-27",23.6062
"2010-01-28",23.8162
"2010-01-29",23.4435
"2010-01-30",22.2533
"2010-01-31",23.5657
"2010-02-01",23.6699
"2010-02-02",23.5516
"2010-02-03",23.5324
"2010-02-04",23.5467
"2010-02-05",23.7207
"2010-02-06",23.7876
"2010-02-07",22.9498
"2010-02-08",23.0904
"2010-02-09",23.3543
"2010-02-10",24.4914
"2010-02-11",24.3087
"2010-02-12",24.3798
"2010-02-13",25.3848
"2010-02-14",24.7604
"2010-02-15",24.3339
"2010-02-16",23.3097
"2010-02-17",25.2375
"2010-02-18",25.4847
"2010-02-19",25.2275
"2010-02-20",25.4606
"2010-02-21",25.183
"2010-02-22",25.3451
"2010-02-23",24.4717
"2010-02-24",25.009
"2010-02-25",25.5848
"2010-02-26",25.904
"2010-02-27",25.0656
"2010-02-28",25.366
"2010-03-01",24.9914
"2010-03-02",24.9748
"2010-03-03",25.7649
"2010-03-04",25.3961
"2010-03-05",25.7808
"2010-03-06",26.0185
"2010-03-07",27.2712
"2010-03-08",27.0976
"2010-03-09",26.7471
"2010-03-10",25.9392
"2010-03-11",26.1772
"2010-03-12",26.5933
"2010-03-13",26.6107
"2010-03-14",26.5486
"2010-03-15",26.9586
"2010-03-16",26.2104
"2010-03-17",25.856
"2010-03-18",25.1224
"2010-03-19",26.4055
"2010-03-20",26.6608
"2010-03-21",27.0517
"2010-03-22",27.0701
"2010-03-23",26.5012
"2010-03-24",25.0806
"2010-03-25",26.1041
"2010-03-26",25.7934
"2010-03-27",23.6291
"2010-03-28",25.3782
"2010-03-29",24.4487
"2010-03-30",24.3945
"2010-03-31",24.9004
"2010-04-01",26.1065
"2010-04-02",26.4641
"2010-04-03",26.5066
"2010-04-04",25.0669
"2010-04-05",24.2906
"2010-04-06",25.0308
"2010-04-07",25.107
"2010-04-08",25.7469
"2010-04-09",25.466
"2010-04-10",25.77
"2010-04-11",26.3123
"2010-04-12",26.3861
"2010-04-13",26.7111
"2010-04-14",24.7171
"2010-04-15",26.3935
"2010-04-16",24.9827
"2010-04-17",24.2392
"2010-04-18",25.2158
"2010-04-19",25.744
"2010-04-20",26.5486
"2010-04-21",26.5222
"2010-04-22",26.413
"2010-04-23",24.9368
"2010-04-24",24.0748
"2010-04-25",25.6727
"2010-04-26",24.6368
"2010-04-27",24.7752
"2010-04-28",24.9973
"2010-04-29",25.0213
"2010-04-30",24.7562
"2010-05-01",25.8827
"2010-05-02",26.3753
"2010-05-03",25.6304
"2010-05-04",25.9779
"2010-05-05",26.1312
"2010-05-06",26.1898
"2010-05-07",25.9707
"2010-05-08",25.5988
"2010-05-09",25.4051
"2010-05-10",25.9317
"2010-05-11",25.8458
"2010-05-12",26.7077
"2010-05-13",26.4613
"2010-05-14",25.5989
"2010-05-15",26.0868
"2010-05-16",25.8873
"2010-05-17",24.4319
"2010-05-18",24.3936
"2010-05-19",24.7845
"2010-05-20",24.0674
"2010-05-21",24.4401
"2010-05-22",25.4672
"2010-05-23",25.5061
"2010-05-24",25.3242
"2010-05-25",25.3721
"2010-05-26",25.6859
"2010-05-27",25.8176
"2010-05-28",25.6051
"2010-05-29",25.8256
"2010-05-30",25.6941
"2010-05-31",25.3781
"2010-06-01",26.2457
"2010-06-02",26.1964
"2010-06-03",26.3523
"2010-06-04",26.3746
"2010-06-05",25.6428
"2010-06-06",24.3932
"2010-06-07",24.4765
"2010-06-08",24.3696
"2010-06-09",24.3917
"2010-06-10",23.8781
"2010-06-11",23.5495
"2010-06-12",24.4968
"2010-06-13",24.4333
"2010-06-14",24.5907
"2010-06-15",25.3421
"2010-06-16",25.4001
"2010-06-17",25.5663
"2010-06-18",25.1144
"2010-06-19",25.5439
"2010-06-20",25.0919
"2010-06-21",25.4149
"2010-06-22",25.569
"2010-06-23",24.5787
"2010-06-24",24.4669
"2010-06-25",24.921
"2010-06-26",25.5848
"2010-06-27",25.5151
"2010-06-28",24.4961
"2010-06-29",24.864
"2010-06-30",24.508
"2010-07-01",23.3479
"2010-07-02",24.3763
"2010-07-03",24.795
"2010-07-04",24.9248
"2010-07-05",24.1772
"2010-07-06",24.4357
"2010-07-07",25.0007
"2010-07-08",24.2755
"2010-07-09",24.7156
"2010-07-10",24.3476
"2010-07-11",24.9295
"2010-07-12",24.8297
"2010-07-13",24.049
"2010-07-14",23.793
"2010-07-15",24.1085
"2010-07-16",23.5066
"2010-07-17",23.8611
"2010-07-18",23.9034
"2010-07-19",23.5098
"2010-07-20",24.111
"2010-07-21",24.7351
"2010-07-22",24.5789
"2010-07-23",24.2328
"2010-07-24",24.6678
"2010-07-25",24.8143
"2010-07-26",24.9042
"2010-07-27",24.5179
"2010-07-28",24.4036
"2010-07-29",24.6632
"2010-07-30",24.0931
"2010-07-31",24.7019
"2010-08-01",25.2073
"2010-08-02",24.9235
"2010-08-03",23.8301
"2010-08-04",24.4452
"2010-08-05",24.7115
"2010-08-06",24.8264
"2010-08-07",24.9033
"2010-08-08",24.6786
"2010-08-09",24.6599
"2010-08-10",25.6736
"2010-08-11",25.0986
"2010-08-12",23.7924
"2010-08-13",24.1298
"2010-08-14",24.4832
"2010-08-15",23.3296
"2010-08-16",23.7897
"2010-08-17",23.9625
"2010-08-18",23.9642
"2010-08-19",24.1167
"2010-08-20",23.162
"2010-08-21",21.7766
"2010-08-22",23.598
"2010-08-23",23.9109
"2010-08-24",23.1146
"2010-08-25",23.6431
"2010-08-26",23.0993
"2010-08-27",23.7857
"2010-08-28",24.4497
"2010-08-29",22.8517
"2010-08-30",22.5991
"2010-08-31",23.3091
"2010-09-01",24.1353
"2010-09-02",24.4275
"2010-09-03",24.4321
"2010-09-04",24.0422
"2010-09-05",24.3109
"2010-09-06",24.4955
"2010-09-07",24.4318
"2010-09-08",24.4394
"2010-09-09",24.863
"2010-09-10",24.0529
"2010-09-11",24.2899
"2010-09-12",24.4789
"2010-09-13",24.1871
"2010-09-14",23.9545
"2010-09-15",24.448
"2010-09-16",24.6286
"2010-09-17",24.668
"2010-09-18",23.5457
"2010-09-19",23.67
"2010-09-20",23.9721
"2010-09-21",23.456
"2010-09-22",23.9797
"2010-09-23",23.7441
"2010-09-24",22.6036
"2010-09-25",23.6033
"2010-09-26",23.9962
"2010-09-27",23.7425
"2010-09-28",22.9881
"2010-09-29",22.4534
"2010-09-30",22.8293
"2010-10-01",23.5682
"2010-10-02",22.59
"2010-10-03",22.8359
"2010-10-04",24.5597
"2010-10-05",24.0515
"2010-10-06",23.8603
"2010-10-07",23.8028
"2010-10-08",24.3625
"2010-10-09",24.0472
"2010-10-10",24.0272
"2010-10-11",24.2277
"2010-10-12",23.7255
"2010-10-13",23.8935
"2010-10-14",23.7458
"2010-10-15",24.1638
"2010-10-16",23.5946
"2010-10-17",23.5697
"2010-10-18",23.8469
"2010-10-19",24.3362
"2010-10-20",24.3632
"2010-10-21",23.8478
"2010-10-22",23.5539
"2010-10-23",23.5223
"2010-10-24",24.32
"2010-10-25",24.2753
"2010-10-26",24.3023
"2010-10-27",23.5673
"2010-10-28",23.0847
"2010-10-29",23.5243
"2010-10-30",23.9379
"2010-10-31",23.6392
"2010-11-01",23.8245
"2010-11-02",24.0377
"2010-11-03",24.7828
"2010-11-04",23.1672
"2010-11-05",22.4657
"2010-11-06",22.4354
"2010-11-07",23.2353
"2010-11-08",24.2999
"2010-11-09",23.9813
"2010-11-10",23.7275
"2010-11-11",23.0065
"2010-11-12",24.4055
"2010-11-13",24.0486
"2010-11-14",24.192
"2010-11-15",23.5544
"2010-11-16",23.5391
"2010-11-17",22.7021
"2010-11-18",23.463
"2010-11-19",23.1611
"2010-11-20",23.0451
"2010-11-21",22.1988
"2010-11-22",23.0376
"2010-11-23",22.7215
"2010-11-24",22.9684
"2010-11-25",23.0697
"2010-11-26",22.8603
"2010-11-27",23.6059
"2010-11-28",23.1988
"2010-11-29",23.8739
"2010-11-30",22.7937
"2010-12-01",22.3885
"2010-12-02",22.8971
"2010-12-03",21.8985
"2010-12-04",22.1864
"2010-12-05",21.1063
"2010-12-06",22.5872
"2010-12-07",22.2628
"2010-12-08",22.8735
"2010-12-09",21.5746
"2010-12-10",23.0529
"2010-12-11",23.3236
"2010-12-12",23.399
"2010-12-13",23.1006
"2010-12-14",23.627
"2010-12-15",23.5814
"2010-12-16",23.2035
"2010-12-17",23.4183
"2010-12-18",23.4194
"2010-12-19",23.0529
"2010-12-20",23.157
"2010-12-21",22.8117
"2010-12-22",21.5297
"2010-12-23",21.7244
"2010-12-24",21.4553
"2010-12-25",21.5653
"2010-12-26",21.5877
"2010-12-27",21.5062
"2010-12-28",22.2026
"2010-12-29",22.6464
"2010-12-30",22.1797
"2010-12-31",22.3507
"2011-01-01",22.6948
"2011-01-02",22.9984
"2011-01-03",22.5022
"2011-01-04",22.3649
"2011-01-05",22.0366
"2011-01-06",22.1278
"2011-01-07",22.1934
"2011-01-08",22.5911
"2011-01-09",20.0476
"2011-01-10",21.0652
"2011-01-11",20.9239
"2011-01-12",19.5427
"2011-01-13",18.5898
"2011-01-14",21.2247
"2011-01-15",23.2897
"2011-01-16",23.5305
"2011-01-17",23.9544
"2011-01-18",23.304
"2011-01-19",22.5021
"2011-01-20",21.8861
"2011-01-21",22.1376
"2011-01-22",22.2359
"2011-01-23",22.4607
"2011-01-24",22.7653
"2011-01-25",22.9212
"2011-01-26",22.6519
"2011-01-27",22.7424
"2011-01-28",22.8457
"2011-01-29",22.8599
"2011-01-30",23.4067
"2011-01-31",22.1991
"2011-02-01",21.3343
"2011-02-02",20.649
"2011-02-03",21.0939
"2011-02-04",21.1377
"2011-02-05",22.2272
"2011-02-06",22.9425
"2011-02-07",21.9546
"2011-02-08",22.8333
"2011-02-09",23.4508
"2011-02-10",22.7484
"2011-02-11",22.6852
"2011-02-12",22.667
"2011-02-13",22.8274
"2011-02-14",24.016
"2011-02-15",23.8041
"2011-02-16",24.4569
"2011-02-17",24.8081
"2011-02-18",24.8283
"2011-02-19",24.6059
"2011-02-20",24.4083
"2011-02-21",23.8487
"2011-02-22",24.0433
"2011-02-23",23.8631
"2011-02-24",24.0662
"2011-02-25",24.0158
"2011-02-26",23.7767
"2011-02-27",23.5105
"2011-02-28",23.4553
"2011-03-01",22.9992
"2011-03-02",23.3388
"2011-03-03",23.4891
"2011-03-04",23.7667
"2011-03-05",23.7703
"2011-03-06",24.7099
"2011-03-07",24.2203
"2011-03-08",23.9474
"2011-03-09",24.0979
"2011-03-10",24.1437
"2011-03-11",24.1316
"2011-03-12",24.3878
"2011-03-13",24.5612
"2011-03-14",24.3717
"2011-03-15",24.7788
"2011-03-16",24.7122
"2011-03-17",24.1863
"2011-03-18",24.3819
"2011-03-19",25.7157
"2011-03-20",24.8227
"2011-03-21",24.723
"2011-03-22",25.1253
"2011-03-23",24.9622
"2011-03-24",24.4091
"2011-03-25",24.7548
"2011-03-26",24.8583
"2011-03-27",25.1146
"2011-03-28",24.6938
"2011-03-29",24.9942
"2011-03-30",25.1951
"2011-03-31",25.4094
"2011-04-01",25.8719
"2011-04-02",25.9238
"2011-04-03",25.2961
"2011-04-04",25.3941
"2011-04-05",25.8596
"2011-04-06",25.9517
"2011-04-07",25.1372
"2011-04-08",25.2335
"2011-04-09",24.8648
"2011-04-10",25.2892
"2011-04-11",24.5657
"2011-04-12",23.4593
"2011-04-13",23.9478
"2011-04-14",23.6428
"2011-04-15",24.4402
"2011-04-16",24.246
"2011-04-17",24.0456
"2011-04-18",23.9356
"2011-04-19",23.9465
"2011-04-20",23.8198
"2011-04-21",24.295
"2011-04-22",24.1334
"2011-04-23",23.3125
"2011-04-24",24.2951
"2011-04-25",23.8862
"2011-04-26",24.566
"2011-04-27",24.3809
"2011-04-28",23.5836
"2011-04-29",25.5852
"2011-04-30",25.5966
"2011-05-01",25.4014
"2011-05-02",24.5641
"2011-05-03",25.5953
"2011-05-04",25.6177
"2011-05-05",26.0441
"2011-05-06",26.2253
"2011-05-07",25.7587
"2011-05-08",25.586
"2011-05-09",25.1732
"2011-05-10",25.3011
"2011-05-11",25.6022
"2011-05-12",25.5557
"2011-05-13",25.1669
"2011-05-14",25.7794
"2011-05-15",25.6632
"2011-05-16",26.2356
"2011-05-17",25.4792
"2011-05-18",25.0691
"2011-05-19",25.9346
"2011-05-20",26.4233
"2011-05-21",25.9664
"2011-05-22",25.8497
"2011-05-23",25.8892
"2011-05-24",26.2693
"2011-05-25",25.9019
"2011-05-26",25.63
"2011-05-27",25.2208
"2011-05-28",24.8379
"2011-05-29",24.7986
"2011-05-30",25.0683
"2011-05-31",24.7707
"2011-06-01",24.0602
"2011-06-02",24.8159
"2011-06-03",25.8492
"2011-06-04",25.369
"2011-06-05",25.6815
"2011-06-06",24.7796
"2011-06-07",25.0546
"2011-06-08",25.5981
"2011-06-09",25.451
"2011-06-10",25.5501
"2011-06-11",25.7864
"2011-06-12",25.8568
"2011-06-13",25.3924
"2011-06-14",24.0259
"2011-06-15",24.6682
"2011-06-16",24.6567
"2011-06-17",24.9546
"2011-06-18",24.9536
"2011-06-19",25.0742
"2011-06-20",25.053
"2011-06-21",25.0999
"2011-06-22",24.8832
"2011-06-23",24.8762
"2011-06-24",24.9654
"2011-06-25",24.9319
"2011-06-26",25.116
"2011-06-27",24.9748
"2011-06-28",24.8051
"2011-06-29",25.0109
"2011-06-30",25.3053
"2011-07-01",24.6013
"2011-07-02",25.1385
"2011-07-03",24.8758
"2011-07-04",25.43
"2011-07-05",24.6092
"2011-07-06",24.1289
"2011-07-07",25.1552
"2011-07-08",25.0503
"2011-07-09",24.5697
"2011-07-10",24.5854
"2011-07-11",24.1243
"2011-07-12",23.8006
"2011-07-13",23.9324
"2011-07-14",24.3669
"2011-07-15",24.9346
"2011-07-16",23.2808
"2011-07-17",24.0708
"2011-07-18",24.373
"2011-07-19",24.9185
"2011-07-20",24.4456
"2011-07-21",24.7703
"2011-07-22",24.9839
"2011-07-23",24.486
"2011-07-24",24.9028
"2011-07-25",24.2058
"2011-07-26",24.5012
"2011-07-27",24.4502
"2011-07-28",24.5014
"2011-07-29",24.5165
"2011-07-30",24.3332
"2011-07-31",24.6986
"2011-08-01",24.9829
"2011-08-02",24.9364
"2011-08-03",24.5349
"2011-08-04",25.1461
"2011-08-05",24.8128
"2011-08-06",23.925
"2011-08-07",24.8833
"2011-08-08",25.0559
"2011-08-09",25.0073
"2011-08-10",24.9103
"2011-08-11",24.7019
"2011-08-12",24.6501
"2011-08-13",24.5465
"2011-08-14",24.8357
"2011-08-15",24.1285
"2011-08-16",24.0691
"2011-08-17",23.971
"2011-08-18",24.5315
"2011-08-19",24.5797
"2011-08-20",24.8487
"2011-08-21",25.1192
"2011-08-22",24.2437
"2011-08-23",25.043
"2011-08-24",24.03
"2011-08-25",24.4542
"2011-08-26",24.9137
"2011-08-27",24.5722
"2011-08-28",24.7543
"2011-08-29",25.2734
"2011-08-30",24.7026
"2011-08-31",25.1454
"2011-09-01",24.6757
"2011-09-02",25.1676
"2011-09-03",24.6845
"2011-09-04",25.4427
"2011-09-05",25.0485
"2011-09-06",25.1278
"2011-09-07",24.9557
"2011-09-08",25.1344
"2011-09-09",24.7327
"2011-09-10",23.7082
"2011-09-11",23.9929
"2011-09-12",23.2882
"2011-09-13",23.344
"2011-09-14",23.9284
"2011-09-15",24.1307
"2011-09-16",24.5729
"2011-09-17",24.5588
"2011-09-18",24.7086
"2011-09-19",24.5251
"2011-09-20",24.5594
"2011-09-21",24.1526
"2011-09-22",24.7525
"2011-09-23",24.8948
"2011-09-24",24.6612
"2011-09-25",24.8606
"2011-09-26",24.7025
"2011-09-27",24.9936
"2011-09-28",24.8246
"2011-09-29",24.977
"2011-09-30",24.6993
"2011-10-01",25.1121
"2011-10-02",25.0971
"2011-10-03",25.459
"2011-10-04",25.0829
"2011-10-05",25.3106
"2011-10-06",25.3648
"2011-10-07",25.503
"2011-10-08",25.4739
"2011-10-09",25.217
"2011-10-10",24.8493
"2011-10-11",24.0761
"2011-10-12",24.148
"2011-10-13",25.3454
"2011-10-14",25.1674
"2011-10-15",25.3966
"2011-10-16",25.4458
"2011-10-17",24.9564
"2011-10-18",24.9928
"2011-10-19",24.4083
"2011-10-20",24.339
"2011-10-21",24.5497
"2011-10-22",23.8516
"2011-10-23",23.5163
"2011-10-24",23.25
"2011-10-25",23.1897
"2011-10-26",23.4923
"2011-10-27",23.4784
"2011-10-28",23.5668
"2011-10-29",23.3854
"2011-10-30",23.2774
"2011-10-31",23.4381
"2011-11-01",23.0425
"2011-11-02",23.6063
"2011-11-03",23.5922
"2011-11-04",24.5653
"2011-11-05",24.1732
"2011-11-06",23.7965
"2011-11-07",23.3935
"2011-11-08",23.5833
"2011-11-09",23.6493
"2011-11-10",23.4172
"2011-11-11",23.9917
"2011-11-12",24.3284
"2011-11-13",24.7896
"2011-11-14",24.0555
"2011-11-15",24.1944
"2011-11-16",24.0746
"2011-11-17",24.3053
"2011-11-18",24.2531
"2011-11-19",24.4895
"2011-11-20",23.9955
"2011-11-21",23.1938
"2011-11-22",23.3297
"2011-11-23",23.0568
"2011-11-24",22.9095
"2011-11-25",22.318
"2011-11-26",23.7028
"2011-11-27",23.1694
"2011-11-28",23.8594
"2011-11-29",24.3076
"2011-11-30",23.5651
"2011-12-01",23.8841
"2011-12-02",23.9142
"2011-12-03",24.1208
"2011-12-04",24.1282
"2011-12-05",24.0836
"2011-12-06",24.0068
"2011-12-07",23.1636
"2011-12-08",23.3674
"2011-12-09",24.1304
"2011-12-10",24.3226
"2011-12-11",23.9611
"2011-12-12",23.3502
"2011-12-13",23.3216
"2011-12-14",22.8053
"2011-12-15",22.231
"2011-12-16",22.7805
"2011-12-17",23.0695
"2011-12-18",23.3598
"2011-12-19",22.8303
"2011-12-20",22.134
"2011-12-21",22.3562
"2011-12-22",22.1886
"2011-12-23",21.5572
"2011-12-24",22.7221
"2011-12-25",22.8123
"2011-12-26",21.6435
"2011-12-27",20.2343
"2011-12-28",20.1055
"2011-12-29",22.5695
"2011-12-30",23.3553
"2011-12-31",23.3128
"2012-01-01",22.4951
"2012-01-02",23.3642
"2012-01-03",24.1403
"2012-01-04",24.162
"2012-01-05",23.6859
"2012-01-06",23.1874
"2012-01-07",23.3602
"2012-01-08",23.7602
"2012-01-09",24.0046
"2012-01-10",23.9767
"2012-01-11",23.6605
"2012-01-12",23.4654
"2012-01-13",23.0886
"2012-01-14",22.0693
"2012-01-15",20.7332
"2012-01-16",21.4165
"2012-01-17",21.5281
"2012-01-18",22.3484
"2012-01-19",22.9737
"2012-01-20",23.2603
"2012-01-21",23.0221
"2012-01-22",23.0113
"2012-01-23",22.5234
"2012-01-24",21.7958
"2012-01-25",22.461
"2012-01-26",23.0535
"2012-01-27",23.994
"2012-01-28",23.7646
"2012-01-29",23.3038
"2012-01-30",23.061
"2012-01-31",23.1489
"2012-02-01",23.1964
"2012-02-02",23.3986
"2012-02-03",24.115
"2012-02-04",23.9452
"2012-02-05",23.4853
"2012-02-06",23.5816
"2012-02-07",23.0256
"2012-02-08",24.0549
"2012-02-09",24.1048
"2012-02-10",24.6684
"2012-02-11",23.565
"2012-02-12",23.9594
"2012-02-13",24.3257
"2012-02-14",23.1339
"2012-02-15",22.8173
"2012-02-16",23.7265
"2012-02-17",24.1794
"2012-02-18",23.414
"2012-02-19",23.3229
"2012-02-20",23.3302
"2012-02-21",22.8721
"2012-02-22",22.029
"2012-02-23",22.6171
"2012-02-24",23.7123
"2012-02-25",24.0114
"2012-02-26",24.7452
"2012-02-27",24.0936
"2012-02-28",23.2575
"2012-02-29",24.2864
"2012-03-01",25.0973
"2012-03-02",25.351
"2012-03-03",25.3347
"2012-03-04",25.2653
"2012-03-05",25.0084
"2012-03-06",25.0065
"2012-03-07",24.4756
"2012-03-08",24.3027
"2012-03-09",25.3516
"2012-03-10",24.65
"2012-03-11",24.7729
"2012-03-12",25.477
"2012-03-13",25.0236
"2012-03-14",25.1587
"2012-03-15",24.4079
"2012-03-16",24.5602
"2012-03-17",24.9602
"2012-03-18",25.6008
"2012-03-19",25.3315
"2012-03-20",25.0964
"2012-03-21",25.0395
"2012-03-22",25.1975
"2012-03-23",25.7286
"2012-03-24",25.6331
"2012-03-25",25.1001
"2012-03-26",25.4721
"2012-03-27",25.1107
"2012-03-28",24.1799
"2012-03-29",24.0189
"2012-03-30",24.9104
"2012-03-31",25.4327
"2012-04-01",25.1054
"2012-04-02",24.5206
"2012-04-03",24.2116
"2012-04-04",23.9473
"2012-04-05",25.2812
"2012-04-06",25.0919
"2012-04-07",25.3906
"2012-04-08",23.8662
"2012-04-09",23.4982
"2012-04-10",23.9639
"2012-04-11",24.7207
"2012-04-12",23.9857
"2012-04-13",24.4483
"2012-04-14",24.0481
"2012-04-15",23.5445
"2012-04-16",24.0266
"2012-04-17",24.0901
"2012-04-18",24.3273
"2012-04-19",25.0366
"2012-04-20",23.6013
"2012-04-21",25.2057
"2012-04-22",23.9186
"2012-04-23",23.9122
"2012-04-24",24.1654
"2012-04-25",24.1762
"2012-04-26",24.5626
"2012-04-27",25.2518
"2012-04-28",25.4626
"2012-04-29",25.8936
"2012-04-30",25.4519
"2012-05-01",25.2533
"2012-05-02",24.6874
"2012-05-03",24.462
"2012-05-04",24.8302
"2012-05-05",25.0131
"2012-05-06",25.5371
"2012-05-07",26.1999
"2012-05-08",25.8442
"2012-05-09",25.5365
"2012-05-10",25.5454
"2012-05-11",25.8393
"2012-05-12",25.7062
"2012-05-13",25.918
"2012-05-14",26.3221
"2012-05-15",25.9124
"2012-05-16",25.74
"2012-05-17",26.0068
"2012-05-18",26.6895
"2012-05-19",26.6078
"2012-05-20",26.4305
"2012-05-21",26.4522
"2012-05-22",26.3834
"2012-05-23",26.6027
"2012-05-24",26.3256
"2012-05-25",25.4683
"2012-05-26",24.9998
"2012-05-27",25.4116
"2012-05-28",25.989
"2012-05-29",26.0438
"2012-05-30",25.8621
"2012-05-31",26.181
"2012-06-01",26.2648
"2012-06-02",26.6974
"2012-06-03",25.9613
"2012-06-04",26.0409
"2012-06-05",25.8164
"2012-06-06",24.3211
"2012-06-07",24.9696
"2012-06-08",25.4369
"2012-06-09",25.408
"2012-06-10",25.4666
"2012-06-11",24.8768
"2012-06-12",25.5673
"2012-06-13",24.6064
"2012-06-14",24.5217
"2012-06-15",25.2094
"2012-06-16",25.5129
"2012-06-17",24.7302
"2012-06-18",24.3878
"2012-06-19",24.487
"2012-06-20",24.5099
"2012-06-21",24.8531
"2012-06-22",25.2653
"2012-06-23",24.7317
"2012-06-24",25.1157
"2012-06-25",24.8973
"2012-06-26",25.3359
"2012-06-27",25.2417
"2012-06-28",24.4602
"2012-06-29",25.0677
"2012-06-30",24.8276
"2012-07-01",24.0852
"2012-07-02",23.0609
"2012-07-03",24.4275
"2012-07-04",24.8488
"2012-07-05",25.1209
"2012-07-06",25.1195
"2012-07-07",24.8568
"2012-07-08",24.5236
"2012-07-09",23.322
"2012-07-10",24.021
"2012-07-11",24.8778
"2012-07-12",25.5241
"2012-07-13",25.1681
"2012-07-14",24.4161
"2012-07-15",24.6108
"2012-07-16",25.2064
"2012-07-17",25.1922
"2012-07-18",25.0865
"2012-07-19",24.9364
"2012-07-20",25.2678
"2012-07-21",25.089
"2012-07-22",24.7526
"2012-07-23",24.35
"2012-07-24",24.4674
"2012-07-25",24.6311
"2012-07-26",25.0136
"2012-07-27",25.2455
"2012-07-28",25.2241
"2012-07-29",25.2577
"2012-07-30",25.5137
"2012-07-31",25.5314
"2012-08-01",25.2852
"2012-08-02",25.3627
"2012-08-03",25.1459
"2012-08-04",25.145
"2012-08-05",25.6728
"2012-08-06",25.146
"2012-08-07",25.6193
"2012-08-08",25.3314
"2012-08-09",25.3355
"2012-08-10",24.8433
"2012-08-11",24.8188
"2012-08-12",25.2137
"2012-08-13",25.8754
"2012-08-14",25.7591
"2012-08-15",25.4018
"2012-08-16",24.8107
"2012-08-17",23.8537
"2012-08-18",24.4078
"2012-08-19",24.7539
"2012-08-20",24.8159
"2012-08-21",24.4267
"2012-08-22",25.4344
"2012-08-23",25.6981
"2012-08-24",24.646
"2012-08-25",24.2519
"2012-08-26",24.7056
"2012-08-27",24.0107
"2012-08-28",24.2947
"2012-08-29",23.523
"2012-08-30",24.1759
"2012-08-31",25.2258
"2012-09-01",25.5241
"2012-09-02",25.1724
"2012-09-03",24.904
"2012-09-04",23.9117
"2012-09-05",25.5564
"2012-09-06",25.6163
"2012-09-07",24.8066
"2012-09-08",25.4435
"2012-09-09",24.7115
"2012-09-10",24.7518
"2012-09-11",25.2409
"2012-09-12",25.5817
"2012-09-13",25.5297
"2012-09-14",25.4734
"2012-09-15",25.6414
"2012-09-16",24.9069
"2012-09-17",25.3741
"2012-09-18",25.1325
"2012-09-19",25.6075
"2012-09-20",25.2534
"2012-09-21",26.0379
"2012-09-22",24.8221
"2012-09-23",25.3334
"2012-09-24",24.6274
"2012-09-25",25.2145
"2012-09-26",25.5143
"2012-09-27",24.7445
"2012-09-28",25.6846
"2012-09-29",25.5246
"2012-09-30",25.4461
"2012-10-01",25.7287
"2012-10-02",26.0366
"2012-10-03",26.1797
"2012-10-04",26.2387
"2012-10-05",26.5108
"2012-10-06",26.7281
"2012-10-07",25.7388
"2012-10-08",25.6497
"2012-10-09",25.2261
"2012-10-10",24.9912
"2012-10-11",25.5126
"2012-10-12",24.5305
"2012-10-13",24.5072
"2012-10-14",23.723
"2012-10-15",23.038
"2012-10-16",23.2945
"2012-10-17",22.694
"2012-10-18",23.3231
"2012-10-19",23.1287
"2012-10-20",23.6627
"2012-10-21",23.7857
"2012-10-22",23.0913
"2012-10-23",22.9335
"2012-10-24",23.7241
"2012-10-25",24.1879
"2012-10-26",24.818
"2012-10-27",24.5182
"2012-10-28",23.1764
"2012-10-29",21.3361
"2012-10-30",22.1388
"2012-10-31",23.0253
"2012-11-01",21.9093
"2012-11-02",24.1671
"2012-11-03",23.8488
"2012-11-04",24.4723
"2012-11-05",23.3115
"2012-11-06",23.4598
"2012-11-07",23.5873
"2012-11-08",23.389
"2012-11-09",23.6125
"2012-11-10",23.5593
"2012-11-11",22.7224
"2012-11-12",23.6787
"2012-11-13",23.6387
