,"(deg C) Mean Temperature (ERA5) at Colombo, 2007-01-01 to 2025-12-31"
"2013-03-26",27.3468
"2013-03-27",28.1692
"2013-03-28",28.1545
"2013-03-29",28.0682
"2013-03-30",28.8484
"2013-03-31",28.7044
"2013-04-01",28.6301
"2013-04-02",28.8213
"2013-04-03",28.9419
"2013-04-04",28.2975
"2013-04-05",28.3893
"2013-04-06",29.0022
"2013-04-07",29.2269
"2013-04-08",29.3314
"2013-04-09",28.9187
"2013-04-10",27.2315
"2013-04-11",28.4755
"2013-04-12",28.6206
"2013-04-13",27.7896
"2013-04-14",28.6378
"2013-04-15",27.5147
"2013-04-16",29.3017
"2013-04-17",29.19
"2013-04-18",29.2993
"2013-04-19",29.4721
"2013-04-20",29.437
"2013-04-21",29.516
"2013-04-22",28.894
"2013-04-23",28.0742
"2013-04-24",28.3318
"2013-04-25",27.8075
"2013-04-26",27.992
"2013-04-27",28.1069
"2013-04-28",28.662
"2013-04-29",28.7291
"2013-04-30",28.1791
"2013-05-01",27.5338
"2013-05-02",28.3305
"2013-05-03",27.0084
"2013-05-04",27.6002
"2013-05-05",27.3912
"2013-05-06",26.8737
"2013-05-07",27.7929
"2013-05-08",28.8355
"2013-05-09",29.2156
"2013-05-10",29.3416
"2013-05-11",29.053
"2013-05-12",28.4574
"2013-05-13",26.6038
"2013-05-14",28.1946
"2013-05-15",28.4607
"2013-05-16",28.6144
"2013-05-17",28.7028
"2013-05-18",28.4946
"2013-05-19",27.7917
"2013-05-20",26.3735
"2013-05-21",27.2931
"2013-05-22",28.1283
"2013-05-23",28.0209
"2013-05-24",27.9644
"2013-05-25",27.4609
"2013-05-26",27.9816
"2013-05-27",28.0636
"2013-05-28",27.9097
"2013-05-29",27.6416
"2013-05-30",27.1249
"2013-05-31",25.93
"2013-06-01",25.9198
"2013-06-02",26.6162
"2013-06-03",27.1757
"2013-06-04",27.8368
"2013-06-05",27.2491
"2013-06-06",27.2887
"2013-06-07",27.2227
"2013-06-08",25.3269
"2013-06-09",27.3944
"2013-06-10",27.7055
"2013-06-11",26.8329
"2013-06-12",26.4699
"2013-06-13",26.5414
"2013-06-14",27.3296
"2013-06-15",26.7659
"2013-06-16",26.6081
"2013-06-17",25.9388
"2013-06-18",26.5892
"2013-06-19",26.7828
"2013-06-20",27.2109
"2013-06-21",27.2548
"2013-06-22",27.3247
"2013-06-23",27.169
"2013-06-24",27.1095
"2013-06-25",26.1186
"2013-06-26",26.7025
"2013-06-27",26.9931
"2013-06-28",26.5462
"2013-06-29",26.469
"2013-06-30",26.6364
"2013-07-01",26.7873
"2013-07-02",26.531
"2013-07-03",27.1253
"2013-07-04",27.2694
"2013-07-05",27.364
"2013-07-06",27.2221
"2013-07-07",27.0385
"2013-07-08",26.984
"2013-07-09",26.6111
"2013-07-10",26.1847
"2013-07-11",26.8682
"2013-07-12",27.0749
"2013-07-13",27.3636
"2013-07-14",27.3938
"2013-07-15",27.1222
"2013-07-16",26.4171
"2013-07-17",26.6155
"2013-07-18",26.1784
"2013-07-19",26.9265
"2013-07-20",26.9055
"2013-07-21",27.0424
"2013-07-22",26.0416
"2013-07-23",25.7809
"2013-07-24",25.7714
"2013-07-25",26.1222
"2013-07-26",25.4872
"2013-07-27",27.1606
"2013-07-28",27.5261
"2013-07-29",27.4943
"2013-07-30",27.5109
"2013-07-31",27.6691
"2013-08-01",27.4196
"2013-08-02",26.8884
"2013-08-03",27.2113
"2013-08-04",26.2371
"2013-08-05",26.4885
"2013-08-06",26.7242
"2013-08-07",26.9167
"2013-08-08",26.7107
"2013-08-09",26.621
"2013-08-10",26.4211
"2013-08-11",26.6808
"2013-08-12",26.6439
"2013-08-13",26.6575
"2013-08-14",26.5288
"2013-08-15",26.6526
"2013-08-16",26.7426
"2013-08-17",26.8869
"2013-08-18",26.8464
"2013-08-19",26.995
"2013-08-20",27.0842
"2013-08-21",27.0263
"2013-08-22",27.043
"2013-08-23",27.2673
"2013-08-24",27.4558
"2013-08-25",27.3445
"2013-08-26",27.0588
"2013-08-27",27.1116
"2013-08-28",26.9546
"2013-08-29",26.6533
"2013-08-30",27.1512
"2013-08-31",27.1574
"2013-09-01",26.6932
"2013-09-02",26.6086
"2013-09-03",26.7577
"2013-09-04",26.8634
"2013-09-05",25.6386
"2013-09-06",24.9918
"2013-09-07",25.9146
"2013-09-08",26.2683
"2013-09-09",26.6467
"2013-09-10",26.4681
"2013-09-11",25.8924
"2013-09-12",25.4488
"2013-09-13",26.3333
"2013-09-14",26.7853
"2013-09-15",27.2019
"2013-09-16",26.3996
"2013-09-17",26.2653
"2013-09-18",26.4126
"2013-09-19",27.3592
"2013-09-20",27.2887
"2013-09-21",27.7583
"2013-09-22",27.3755
"2013-09-23",27.0997
"2013-09-24",27.2474
"2013-09-25",27.1294
"2013-09-26",27.3131
"2013-09-27",27.5203
"2013-09-28",27.5148
"2013-09-29",27.5732
"2013-09-30",27.3898
"2013-10-01",27.1364
"2013-10-02",27.2787
"2013-10-03",27.2482
"2013-10-04",26.4671
"2013-10-05",26.8219
"2013-10-06",27.197
"2013-10-07",27.3205
"2013-10-08",27.5267
"2013-10-09",26.9101
"2013-10-10",26.5626
"2013-10-11",27.2906
"2013-10-12",27.2523
"2013-10-13",27.1663
"2013-10-14",27.7878
"2013-10-15",27.5967
"2013-10-16",27.1615
"2013-10-17",26.0521
"2013-10-18",26.0031
"2013-10-19",25.5165
"2013-10-20",26.4076
"2013-10-21",26.642
"2013-10-22",26.8912
"2013-10-23",27.2988
"2013-10-24",26.7343
"2013-10-25",27.0742
"2013-10-26",27.4695
"2013-10-27",26.827
"2013-10-28",27.0173
"2013-10-29",26.7441
"2013-10-30",26.2418
"2013-10-31",25.7802
"2013-11-01",26.5373
"2013-11-02",26.2885
"2013-11-03",26.8528
"2013-11-04",27.1147
"2013-11-05",26.7913
"2013-11-06",26.5127
"2013-11-07",26.7139
"2013-11-08",27.3787
"2013-11-09",26.957
"2013-11-10",26.8596
"2013-11-11",26.8175
"2013-11-12",26.8206
"2013-11-13",26.0876
"2013-11-14",26.6093
"2013-11-15",26.542
"2013-11-16",26.8014
"2013-11-17",26.7923
"2013-11-18",26.4203
"2013-11-19",26.2458
"2013-11-20",27.1143
"2013-11-21",27.3057
"2013-11-22",27.2505
"2013-11-23",26.4219
"2013-11-24",25.9401
"2013-11-25",26.8386
"2013-11-26",26.8126
"2013-11-27",26.8348
"2013-11-28",26.5073
"2013-11-29",26.7229
"2013-11-30",26.4749
"2013-12-01",25.4954
"2013-12-02",25.9398
"2013-12-03",26.1338
"2013-12-04",26.0779
"2013-12-05",25.5297
"2013-12-06",26.1683
"2013-12-07",26.517
"2013-12-08",26.4405
"2013-12-09",26.3798
"2013-12-10",26.3606
"2013-12-11",26.6477
"2013-12-12",26.6558
"2013-12-13",25.7899
"2013-12-14",26.3985
"2013-12-15",25.7025
"2013-12-16",25.6861
"2013-12-17",25.6518
"2013-12-18",26.5648
"2013-12-19",26.0197
"2013-12-20",26.8029
"2013-12-21",26.6667
"2013-12-22",26.4019
"2013-12-23",26.4287
"2013-12-24",26.8573
"2013-12-25",26.1061
"2013-12-26",25.9718
"2013-12-27",26.4294
"2013-12-28",26.1789
"2013-12-29",26.4383
"2013-12-30",26.6992
"2013-12-31",26.8706
"2014-01-01",27.0751
"2014-01-02",27.0441
"2014-01-03",26.9204
"2014-01-04",25.7918
"2014-01-05",26.0402
"2014-01-06",26.1545
"2014-01-07",26.4363
"2014-01-08",27.151
"2014-01-09",26.9642
"2014-01-10",26.983
"2014-01-11",26.92
"2014-01-12",26.3836
"2014-01-13",26.472
"2014-01-14",27.151
"2014-01-15",25.8292
"2014-01-16",26.3568
"2014-01-17",26.8483
"2014-01-18",27.0073
"2014-01-19",27.1451
"2014-01-20",27.2024
"2014-01-21",27.5506
"2014-01-22",27.8556
"2014-01-23",27.831
"2014-01-24",27.5945
"2014-01-25",27.1243
"2014-01-26",27.003
"2014-01-27",27.0723
"2014-01-28",26.9015
"2014-01-29",26.0865
"2014-01-30",27.1905
"2014-01-31",27.8518
"2014-02-01",28.5001
"2014-02-02",28.5026
"2014-02-03",28.0762
"2014-02-04",27.3623
"2014-02-05",27.3569
"2014-02-06",27.0893
"2014-02-07",27.2122
"2014-02-08",27.4164
"2014-02-09",26.9005
"2014-02-10",26.5912
"2014-02-11",26.6907
"2014-02-12",26.8045
"2014-02-13",27.4145
"2014-02-14",28.1166
"2014-02-15",28.3256
"2014-02-16",28.3265
"2014-02-17",28.6762
"2014-02-18",29.2522
"2014-02-19",28.6291
"2014-02-20",27.804
"2014-02-21",28.561
"2014-02-22",29.0284
"2014-02-23",28.0716
"2014-02-24",29.1184
"2014-02-25",29.522
"2014-02-26",29.129
"2014-02-27",28.1203
"2014-02-28",28.3987
"2014-03-01",29.1155
"2014-03-02",28.9417
"2014-03-03",28.6994
"2014-03-04",29.1099
"2014-03-05",28.3592
"2014-03-06",28.4214
"2014-03-07",28.0426
"2014-03-08",29.0224
"2014-03-09",29.0195
"2014-03-10",29.0353
"2014-03-11",29.2162
"2014-03-12",28.9918
"2014-03-13",29.2166
"2014-03-14",28.891
"2014-03-15",28.8706
"2014-03-16",29.6539
"2014-03-17",29.5862
"2014-03-18",28.3492
"2014-03-19",27.3298
"2014-03-20",27.9488
"2014-03-21",28.668
"2014-03-22",28.6511
"2014-03-23",28.8556
"2014-03-24",28.7121
"2014-03-25",29.3584
"2014-03-26",29.7138
"2014-03-27",29.2337
"2014-03-28",29.2935
"2014-03-29",29.8495
"2014-03-30",29.3449
"2014-03-31",28.8971
"2014-04-01",29.0188
"2014-04-02",28.7295
"2014-04-03",29.0346
"2014-04-04",27.7944
"2014-04-05",27.1585
"2014-04-06",27.239
"2014-04-07",27.6629
"2014-04-08",27.5345
"2014-04-09",28.5519
"2014-04-10",27.5808
"2014-04-11",27.9003
"2014-04-12",28.3307
"2014-04-13",27.9079
"2014-04-14",27.5406
"2014-04-15",28.148
"2014-04-16",27.1496
"2014-04-17",27.4571
"2014-04-18",28.5024
"2014-04-19",28.4982
"2014-04-20",28.9249
"2014-04-21",28.1925
"2014-04-22",26.9473
"2014-04-23",27.6265
"2014-04-24",27.2264
"2014-04-25",28.4332
"2014-04-26",28.7388
"2014-04-27",27.5808
"2014-04-28",27.3411
"2014-04-29",26.148
"2014-04-30",26.9137
"2014-05-01",27.7617
"2014-05-02",27.1954
"2014-05-03",26.873
"2014-05-04",27.0171
"2014-05-05",25.9509
"2014-05-06",26.5312
"2014-05-07",26.7553
"2014-05-08",27.4311
"2014-05-09",27.6168
"2014-05-10",28.3822
"2014-05-11",28.8001
"2014-05-12",28.2592
"2014-05-13",28.5728
"2014-05-14",28.3931
"2014-05-15",29.2735
"2014-05-16",29.3478
"2014-05-17",28.6395
"2014-05-18",28.9377
"2014-05-19",29.0221
"2014-05-20",28.1913
"2014-05-21",27.6973
"2014-05-22",28.6024
"2014-05-23",28.8363
"2014-05-24",28.3369
"2014-05-25",28.2416
"2014-05-26",28.5581
"2014-05-27",28.1446
"2014-05-28",27.2945
"2014-05-29",27.682
"2014-05-30",28.0475
"2014-05-31",28.2629
"2014-06-01",28.1174
"2014-06-02",27.0686
"2014-06-03",26.7155
"2014-06-04",28.0301
"2014-06-05",28.4494
"2014-06-06",28.382
"2014-06-07",28.811
"2014-06-08",28.0428
"2014-06-09",28.2865
"2014-06-10",28.0415
"2014-06-11",27.8818
"2014-06-12",26.9439
"2014-06-13",28.0569
"2014-06-14",28.6329
"2014-06-15",28.4403
"2014-06-16",28.2898
"2014-06-17",28.4705
"2014-06-18",28.3042
"2014-06-19",27.5863
"2014-06-20",27.9739
"2014-06-21",28.1538
"2014-06-22",28.1678
"2014-06-23",28.2669
"2014-06-24",28.0273
"2014-06-25",27.7907
"2014-06-26",27.8335
"2014-06-27",27.6859
"2014-06-28",27.2864
"2014-06-29",27.4208
"2014-06-30",26.3173
"2014-07-01",26.6574
"2014-07-02",27.8827
"2014-07-03",27.9963
"2014-07-04",27.7751
"2014-07-05",27.3571
"2014-07-06",27.4495
"2014-07-07",27.6482
"2014-07-08",27.7289
"2014-07-09",27.281
"2014-07-10",26.7319
"2014-07-11",27.5733
"2014-07-12",27.5749
"2014-07-13",27.8586
"2014-07-14",27.2495
"2014-07-15",27.4791
"2014-07-16",27.5287
"2014-07-17",27.6374
"2014-07-18",27.6119
"2014-07-19",27.4226
"2014-07-20",27.7107
"2014-07-21",27.807
"2014-07-22",27.4365
"2014-07-23",27.4101
"2014-07-24",27.7212
"2014-07-25",28.054
"2014-07-26",27.7877
"2014-07-27",26.7911
"2014-07-28",27.3234
"2014-07-29",27.6798
"2014-07-30",27.4123
"2014-07-31",27.1489
"2014-08-01",26.3544
"2014-08-02",26.8982
"2014-08-03",26.7968
"2014-08-04",27.0003
"2014-08-05",26.94
"2014-08-06",27.3036
"2014-08-07",27.5231
"2014-08-08",26.4214
"2014-08-09",27.1198
"2014-08-10",26.9575
"2014-08-11",26.3812
"2014-08-12",26.754
"2014-08-13",26.8898
"2014-08-14",26.9088
"2014-08-15",26.7065
"2014-08-16",26.8402
"2014-08-17",25.8901
"2014-08-18",26.0153
"2014-08-19",26.4557
"2014-08-20",26.9064
"2014-08-21",26.0919
"2014-08-22",25.1403
"2014-08-23",26.5586
"2014-08-24",27.2359
"2014-08-25",27.5186
"2014-08-26",27.5389
"2014-08-27",27.8248
"2014-08-28",27.917
"2014-08-29",27.3817
"2014-08-30",27.3091
"2014-08-31",27.8787
"2014-09-01",26.869
"2014-09-02",25.9973
"2014-09-03",25.7344
"2014-09-04",26.4203
"2014-09-05",26.491
"2014-09-06",27.1883
"2014-09-07",26.6492
"2014-09-08",27.1712
"2014-09-09",27.1516
"2014-09-10",26.5957
"2014-09-11",27.2805
"2014-09-12",27.2582
"2014-09-13",27.0986
"2014-09-14",26.7935
"2014-09-15",27.1399
"2014-09-16",27.592
"2014-09-17",27.1057
"2014-09-18",27.5828
"2014-09-19",27.6483
"2014-09-20",27.6554
"2014-09-21",27.4999
"2014-09-22",27.4269
"2014-09-23",26.9044
"2014-09-24",26.4989
"2014-09-25",25.9065
"2014-09-26",25.863
"2014-09-27",27.0005
"2014-09-28",26.9483
"2014-09-29",27.0086
"2014-09-30",26.197
"2014-10-01",26.2278
"2014-10-02",26.2172
"2014-10-03",26.7978
"2014-10-04",26.9551
"2014-10-05",27.6015
"2014-10-06",27.3003
"2014-10-07",26.3726
"2014-10-08",26.5148
"2014-10-09",26.8056
"2014-10-10",27.0462
"2014-10-11",28.0714
"2014-10-12",27.2484
"2014-10-13",27.3563
"2014-10-14",27.5466
"2014-10-15",26.6743
"2014-10-16",25.9617
"2014-10-17",25.6048
"2014-10-18",25.1361
"2014-10-19",26.2955
"2014-10-20",26.534
"2014-10-21",26.2565
"2014-10-22",26.6721
"2014-10-23",26.2737
"2014-10-24",27.0098
"2014-10-25",26.9855
"2014-10-26",27.0792
"2014-10-27",26.4438
"2014-10-28",26.5254
"2014-10-29",26.4466
"2014-10-30",25.551
"2014-10-31",25.7341
"2014-11-01",26.7494
"2014-11-02",25.6229
"2014-11-03",25.617
"2014-11-04",25.3296
"2014-11-05",26.6916
"2014-11-06",27.1974
"2014-11-07",27.0513
"2014-11-08",27.3937
"2014-11-09",27.3258
"2014-11-10",27.2009
"2014-11-11",26.9671
"2014-11-12",26.64
"2014-11-13",26.6107
"2014-11-14",26.5035
"2014-11-15",27.1168
"2014-11-16",26.3788
"2014-11-17",26.7955
"2014-11-18",26.1714
"2014-11-19",25.8879
"2014-11-20",26.2599
"2014-11-21",26.0081
"2014-11-22",25.5318
"2014-11-23",25.7795
"2014-11-24",25.9675
"2014-11-25",25.0209
"2014-11-26",25.1031
"2014-11-27",25.7159
"2014-11-28",26.0714
"2014-11-29",25.5967
"2014-11-30",25.337
"2014-12-01",26.2083
"2014-12-02",26.2341
"2014-12-03",26.2421
"2014-12-04",26.2714
"2014-12-05",26.6208
"2014-12-06",26.4195
"2014-12-07",26.6914
"2014-12-08",26.1451
"2014-12-09",26.5649
"2014-12-10",25.8871
"2014-12-11",26.3997
"2014-12-12",26.422
"2014-12-13",26.7392
"2014-12-14",27.4806
"2014-12-15",27.0499
"2014-12-16",26.6831
"2014-12-17",25.852
"2014-12-18",26.328
"2014-12-19",26.2402
"2014-12-20",23.9934
"2014-12-21",25.6651
"2014-12-22",24.5237
"2014-12-23",24.8043
"2014-12-24",25.2007
"2014-12-25",24.6302
"2014-12-26",24.4994
"2014-12-27",24.8863
"2014-12-28",25.1084
"2014-12-29",26.2244
"2014-12-30",26.0916
"2014-12-31",26.7265
"2015-01-01",26.7627
"2015-01-02",26.5642
"2015-01-03",26.5339
"2015-01-04",27.201
"2015-01-05",27.3974
"2015-01-06",26.7822
"2015-01-07",26.5074
"2015-01-08",26.5176
"2015-01-09",26.482
"2015-01-10",26.186
"2015-01-11",26.0427
"2015-01-12",25.9429
"2015-01-13",26.049
"2015-01-14",26.6418
"2015-01-15",26.9443
"2015-01-16",27.5721
"2015-01-17",27.5841
"2015-01-18",27.9246
"2015-01-19",27.6334
"2015-01-20",27.3491
"2015-01-21",27.4466
"2015-01-22",27.1369
"2015-01-23",28.0977
"2015-01-24",27.831
"2015-01-25",27.5769
"2015-01-26",27.5992
"2015-01-27",28.2122
"2015-01-28",28.1341
"2015-01-29",26.8606
"2015-01-30",27.0496
"2015-01-31",27.3758
"2015-02-01",27.5949
"2015-02-02",27.7998
"2015-02-03",26.4681
"2015-02-04",27.4896
"2015-02-05",27.5378
"2015-02-06",27.3255
"2015-02-07",27.7946
"2015-02-08",28.0521
"2015-02-09",27.0038
"2015-02-10",26.8177
"2015-02-11",27.0061
"2015-02-12",27.5146
"2015-02-13",26.8127
"2015-02-14",27.3727
"2015-02-15",26.8346
"2015-02-16",27.1099
"2015-02-17",26.4729
"2015-02-18",26.4878
"2015-02-19",26.5223
"2015-02-20",27.7657
"2015-02-21",28.8581
"2015-02-22",28.4707
"2015-02-23",27.7772
"2015-02-24",27.6324
"2015-02-25",27.9647
"2015-02-26",27.436
"2015-02-27",26.8257
"2015-02-28",27.5738
"2015-03-01",28.1382
"2015-03-02",27.8892
"2015-03-03",27.9946
"2015-03-04",26.937
"2015-03-05",28.3351
"2015-03-06",29.0332
"2015-03-07",28.9834
"2015-03-08",28.8749
"2015-03-09",28.4705
"2015-03-10",28.404
"2015-03-11",28.4394
"2015-03-12",28.6913
"2015-03-13",27.1774
"2015-03-14",26.2747
"2015-03-15",27.4891
"2015-03-16",28.3085
"2015-03-17",28.2938
"2015-03-18",27.8239
"2015-03-19",28.2057
"2015-03-20",28.4796
"2015-03-21",28.7992
"2015-03-22",28.7789
"2015-03-23",28.9884
"2015-03-24",28.8831
"2015-03-25",29.1457
"2015-03-26",29.1979
"2015-03-27",28.0386
"2015-03-28",27.7024
"2015-03-29",27.5979
"2015-03-30",28.0348
"2015-03-31",27.6353
"2015-04-01",26.9494
"2015-04-02",27.6987
"2015-04-03",28.3165
"2015-04-04",28.6956
"2015-04-05",29.2542
"2015-04-06",28.4463
"2015-04-07",27.1036
"2015-04-08",26.9135
"2015-04-09",28.1581
"2015-04-10",27.7523
"2015-04-11",27.8906
"2015-04-12",27.4793
"2015-04-13",26.2524
"2015-04-14",27.7728
"2015-04-15",27.5735
"2015-04-16",28.0563
"2015-04-17",28.1704
"2015-04-18",28.4867
"2015-04-19",27.9842
"2015-04-20",26.8471
"2015-04-21",26.2318
"2015-04-22",28.7113
"2015-04-23",28.3215
"2015-04-24",27.9339
"2015-04-25",27.2832
"2015-04-26",27.868
"2015-04-27",28.0562
"2015-04-28",28.0814
"2015-04-29",27.3398
"2015-04-30",27.5214
"2015-05-01",28.1485
"2015-05-02",28.9589
"2015-05-03",28.3302
"2015-05-04",27.7834
"2015-05-05",27.651
"2015-05-06",27.7389
"2015-05-07",28.0613
"2015-05-08",27.8049
"2015-05-09",26.7757
"2015-05-10",27.0464
"2015-05-11",26.7672
"2015-05-12",27.7726
"2015-05-13",27.9415
"2015-05-14",27.944
"2015-05-15",28.577
"2015-05-16",27.6331
"2015-05-17",27.1737
"2015-05-18",27.8351
"2015-05-19",27.3505
"2015-05-20",28.742
"2015-05-21",27.9606
"2015-05-22",28.729
"2015-05-23",28.0234
"2015-05-24",28.4676
"2015-05-25",28.7846
"2015-05-26",28.504
"2015-05-27",29.0993
"2015-05-28",29.0111
"2015-05-29",28.7188
"2015-05-30",28.3592
"2015-05-31",27.7277
"2015-06-01",27.5656
"2015-06-02",28.3554
"2015-06-03",28.4116
"2015-06-04",27.1976
"2015-06-05",27.0121
"2015-06-06",28.5039
"2015-06-07",28.6932
"2015-06-08",27.9905
"2015-06-09",28.3923
"2015-06-10",28.5317
"2015-06-11",27.5387
"2015-06-12",27.6034
"2015-06-13",28.1251
"2015-06-14",28.5347
"2015-06-15",27.6373
"2015-06-16",27.1161
"2015-06-17",27.3242
"2015-06-18",27.4719
"2015-06-19",27.9709
"2015-06-20",28.3832
"2015-06-21",28.2481
"2015-06-22",28.4046
"2015-06-23",28.5158
"2015-06-24",28.4015
"2015-06-25",28.3644
"2015-06-26",27.8858
"2015-06-27",27.2036
"2015-06-28",26.7601
"2015-06-29",26.6636
"2015-06-30",27.3447
"2015-07-01",27.866
"2015-07-02",28.093
"2015-07-03",28.2104
"2015-07-04",27.8986
"2015-07-05",28.2372
"2015-07-06",28.2144
"2015-07-07",28.2797
"2015-07-08",28.2583
"2015-07-09",28.2286
"2015-07-10",27.7151
"2015-07-11",27.4457
"2015-07-12",28.2125
"2015-07-13",28.3338
"2015-07-14",28.1267
"2015-07-15",28.1327
"2015-07-16",27.914
"2015-07-17",27.314
"2015-07-18",27.7864
"2015-07-19",27.5565
"2015-07-20",27.4475
"2015-07-21",27.3926
"2015-07-22",27.0749
"2015-07-23",27.1962
"2015-07-24",27.6917
"2015-07-25",27.2642
"2015-07-26",26.9357
"2015-07-27",27.3842
"2015-07-28",27.4656
"2015-07-29",27.8562
"2015-07-30",27.8086
"2015-07-31",27.7014
"2015-08-01",27.8545
"2015-08-02",27.7211
"2015-08-03",27.5514
"2015-08-04",27.2281
"2015-08-05",27.0169
"2015-08-06",28.2041
"2015-08-07",28.2228
"2015-08-08",28.0054
"2015-08-09",27.8283
"2015-08-10",27.7895
"2015-08-11",27.7997
"2015-08-12",27.7818
"2015-08-13",28.1996
"2015-08-14",28.056
"2015-08-15",27.3589
"2015-08-16",26.5582
"2015-08-17",26.8797
"2015-08-18",27.1121
"2015-08-19",28.0858
"2015-08-20",27.857
"2015-08-21",28.1344
"2015-08-22",27.9881
"2015-08-23",27.9127
"2015-08-24",27.327
"2015-08-25",27.5966
"2015-08-26",27.6466
"2015-08-27",27.4044
"2015-08-28",26.6665
"2015-08-29",27.6258
"2015-08-30",27.3491
"2015-08-31",27.845
"2015-09-01",27.8697
"2015-09-02",28.0836
"2015-09-03",26.7215
"2015-09-04",26.6834
"2015-09-05",27.0149
"2015-09-06",27.5938
"2015-09-07",26.2
"2015-09-08",27.0624
"2015-09-09",27.6359
"2015-09-10",26.3364
"2015-09-11",26.4033
"2015-09-12",27.6477
"2015-09-13",27.7298
"2015-09-14",27.5977
"2015-09-15",27.1711
"2015-09-16",27.3257
"2015-09-17",27.4525
"2015-09-18",27.6367
"2015-09-19",27.4385
"2015-09-20",27.7473
"2015-09-21",27.9578
"2015-09-22",28.1642
"2015-09-23",27.353
"2015-09-24",26.8011
"2015-09-25",26.6282
"2015-09-26",26.1402
"2015-09-27",26.421
"2015-09-28",26.2831
"2015-09-29",25.66
"2015-09-30",25.6461
"2015-10-01",27.5402
"2015-10-02",27.7134
"2015-10-03",27.8802
"2015-10-04",27.2989
"2015-10-05",26.5816
"2015-10-06",27.6047
"2015-10-07",27.4007
"2015-10-08",27.5689
"2015-10-09",26.4998
"2015-10-10",27.3287
"2015-10-11",27.8343
"2015-10-12",27.3045
"2015-10-13",26.9174
"2015-10-14",26.6923
"2015-10-15",26.8698
"2015-10-16",26.9835
"2015-10-17",26.7879
"2015-10-18",26.6178
"2015-10-19",26.8169
"2015-10-20",26.8866
"2015-10-21",27.0854
"2015-10-22",27.1805
"2015-10-23",27.0899
"2015-10-24",26.3457
"2015-10-25",25.4441
"2015-10-26",26.0952
"2015-10-27",25.1941
"2015-10-28",26.2586
"2015-10-29",26.3877
"2015-10-30",26.5583
"2015-10-31",26.7226
"2015-11-01",26.411
"2015-11-02",26.2061
"2015-11-03",26.6967
"2015-11-04",26.822
"2015-11-05",26.8447
"2015-11-06",26.209
"2015-11-07",26.6714
"2015-11-08",26.3668
"2015-11-09",26.7145
"2015-11-10",27.3914
"2015-11-11",26.7406
"2015-11-12",26.9705
"2015-11-13",25.4587
"2015-11-14",25.5796
"2015-11-15",25.4987
"2015-11-16",26.4252
"2015-11-17",27.2554
"2015-11-18",27.7857
"2015-11-19",27.1592
"2015-11-20",27.4398
"2015-11-21",26.7098
"2015-11-22",26.9252
"2015-11-23",27.0981
"2015-11-24",27.348
"2015-11-25",27.9819
"2015-11-26",27.6064
"2015-11-27",27.7919
"2015-11-28",26.3669
"2015-11-29",26.2633
"2015-11-30",26.2235
"2015-12-01",26.4533
"2015-12-02",26.4204
"2015-12-03",27.0656
"2015-12-04",26.3998
"2015-12-05",26.5631
"2015-12-06",27.0099
"2015-12-07",26.7616
"2015-12-08",26.012
"2015-12-09",27.2983
"2015-12-10",26.7187
"2015-12-11",26.5557
"2015-12-12",26.757
"2015-12-13",27.4191
"2015-12-14",26.6405
"2015-12-15",27.5876
"2015-12-16",27.0926
"2015-12-17",27.3413
"2015-12-18",26.2808
"2015-12-19",25.9307
"2015-12-20",27.5576
"2015-12-21",27.3756
"2015-12-22",27.143
"2015-12-23",27.1927
"2015-12-24",27.0796
"2015-12-25",27.3428
"2015-12-26",27.722
"2015-12-27",27.0156
"2015-12-28",27.6451
"2015-12-29",26.8656
"2015-12-30",27.6455
"2015-12-31",27.9074
"2016-01-01",27.4501
"2016-01-02",26.7357
"2016-01-03",27.6838
"2016-01-04",28.0929
"2016-01-05",27.6449
"2016-01-06",27.3399
"2016-01-07",27.5091
"2016-01-08",27.5228
"2016-01-09",28.176
"2016-01-10",27.6723
"2016-01-11",27.8251
"2016-01-12",27.426
"2016-01-13",27.2989
"2016-01-14",26.5984
"2016-01-15",26.9117
"2016-01-16",27.4053
"2016-01-17",27.5817
"2016-01-18",27.7358
"2016-01-19",28.1782
"2016-01-20",28.6996
"2016-01-21",28.9839
"2016-01-22",28.7761
"2016-01-23",28.2956
"2016-01-24",28.2036
"2016-01-25",28.4796
"2016-01-26",28.6862
"2016-01-27",27.8905
"2016-01-28",27.5871
"2016-01-29",27.1497
"2016-01-30",27.5749
"2016-01-31",27.9307
"2016-02-01",28.2102
"2016-02-02",27.8141
"2016-02-03",28.0102
"2016-02-04",28.2051
"2016-02-05",28.3627
"2016-02-06",29.3187
"2016-02-07",28.7845
"2016-02-08",29.3635
"2016-02-09",28.8813
"2016-02-10",28.8447
"2016-02-11",28.7047
"2016-02-12",28.8597
"2016-02-13",28.8718
"2016-02-14",29.1459
"2016-02-15",27.6934
"2016-02-16",28.1346
"2016-02-17",28.4207
"2016-02-18",28.4961
"2016-02-19",28.3139
"2016-02-20",27.7113
"2016-02-21",29.1918
"2016-02-22",29.7444
"2016-02-23",28.586
"2016-02-24",29.2575
"2016-02-25",28.3502
"2016-02-26",29.4827
"2016-02-27",29.4097
"2016-02-28",29.9348
"2016-02-29",29.4546
"2016-03-01",29.6977
"2016-03-02",30.0071
"2016-03-03",30.0828
"2016-03-04",30.0084
"2016-03-05",29.7152
"2016-03-06",29.27
"2016-03-07",29.4097
"2016-03-08",28.6468
"2016-03-09",29.2349
"2016-03-10",29.6013
