,"(deg C) Mean Temperature (ERA5) at Colombo, 2007-01-01 to 2025-12-31"
"2010-04-09",28.2592
"2010-04-10",28.0471
"2010-04-11",28.6479
"2010-04-12",29.0644
"2010-04-13",28.9564
"2010-04-14",27.1165
"2010-04-15",28.795
"2010-04-16",28.1057
"2010-04-17",27.4019
"2010-04-18",28.1794
"2010-04-19",28.3069
"2010-04-20",29.1677
"2010-04-21",28.4178
"2010-04-22",28.4192
"2010-04-23",27.5114
"2010-04-24",26.7169
"2010-04-25",28.3425
"2010-04-26",27.4705
"2010-04-27",27.8694
"2010-04-28",27.9522
"2010-04-29",28.1018
"2010-04-30",27.6764
"2010-05-01",28.756
"2010-05-02",29.1236
"2010-05-03",28.5563
"2010-05-04",28.7841
"2010-05-05",28.8215
"2010-05-06",29.089
"2010-05-07",28.5174
"2010-05-08",27.9141
"2010-05-09",27.4237
"2010-05-10",29.0226
"2010-05-11",29.0026
"2010-05-12",29.0022
"2010-05-13",29.0263
"2010-05-14",27.7268
"2010-05-15",28.4666
"2010-05-16",28.0409
"2010-05-17",27.1592
"2010-05-18",27.1302
"2010-05-19",27.5356
"2010-05-20",26.8275
"2010-05-21",26.8272
"2010-05-22",27.6182
"2010-05-23",27.6101
"2010-05-24",27.726
"2010-05-25",27.9172
"2010-05-26",28.4214
"2010-05-27",28.5784
"2010-05-28",28.0973
"2010-05-29",28.1402
"2010-05-30",28.1397
"2010-05-31",28.4191
"2010-06-01",28.7228
"2010-06-02",28.6662
"2010-06-03",28.5972
"2010-06-04",28.4225
"2010-06-05",27.9548
"2010-06-06",27.4374
"2010-06-07",27.7087
"2010-06-08",27.7487
"2010-06-09",27.559
"2010-06-10",27.185
"2010-06-11",27.0456
"2010-06-12",27.3041
"2010-06-13",26.7773
"2010-06-14",27.2825
"2010-06-15",27.763
"2010-06-16",27.6562
"2010-06-17",27.3231
"2010-06-18",27.1195
"2010-06-19",27.5578
"2010-06-20",27.4891
"2010-06-21",27.6122
"2010-06-22",27.8351
"2010-06-23",27.1621
"2010-06-24",27.771
"2010-06-25",28.2044
"2010-06-26",28.1946
"2010-06-27",27.9579
"2010-06-28",26.7937
"2010-06-29",27.5955
"2010-06-30",27.3271
"2010-07-01",26.4315
"2010-07-02",27.1976
"2010-07-03",27.2487
"2010-07-04",27.2561
"2010-07-05",26.9588
"2010-07-06",27.3563
"2010-07-07",27.581
"2010-07-08",26.8556
"2010-07-09",27.0282
"2010-07-10",26.9994
"2010-07-11",27.3599
"2010-07-12",26.6477
"2010-07-13",26.7014
"2010-07-14",26.6195
"2010-07-15",26.7573
"2010-07-16",26.5606
"2010-07-17",26.8087
"2010-07-18",26.9875
"2010-07-19",26.7627
"2010-07-20",26.97
"2010-07-21",27.3925
"2010-07-22",27.4298
"2010-07-23",27.1946
"2010-07-24",27.4918
"2010-07-25",27.3084
"2010-07-26",27.5437
"2010-07-27",27.1367
"2010-07-28",27.203
"2010-07-29",27.1381
"2010-07-30",26.9154
"2010-07-31",27.1305
"2010-08-01",27.4455
"2010-08-02",27.4105
"2010-08-03",26.6109
"2010-08-04",27.242
"2010-08-05",27.319
"2010-08-06",27.4595
"2010-08-07",27.4897
"2010-08-08",27.3186
"2010-08-09",27.2992
"2010-08-10",27.8239
"2010-08-11",27.5258
"2010-08-12",26.4326
"2010-08-13",26.8006
"2010-08-14",27.078
"2010-08-15",26.5187
"2010-08-16",26.8564
"2010-08-17",27.1257
"2010-08-18",26.957
"2010-08-19",26.5278
"2010-08-20",26.1876
"2010-08-21",25.689
"2010-08-22",26.7056
"2010-08-23",26.8988
"2010-08-24",26.615
"2010-08-25",26.7652
"2010-08-26",26.3335
"2010-08-27",26.8752
"2010-08-28",26.6457
"2010-08-29",25.4912
"2010-08-30",25.8705
"2010-08-31",26.6093
"2010-09-01",26.8394
"2010-09-02",26.9068
"2010-09-03",27.0605
"2010-09-04",26.8598
"2010-09-05",27.1485
"2010-09-06",27.0464
"2010-09-07",27.2927
"2010-09-08",27.1227
"2010-09-09",27.1823
"2010-09-10",26.459
"2010-09-11",27.0083
"2010-09-12",27.365
"2010-09-13",27.039
"2010-09-14",26.8356
"2010-09-15",27.1209
"2010-09-16",27.3621
"2010-09-17",27.6087
"2010-09-18",26.5262
"2010-09-19",26.6125
"2010-09-20",26.925
"2010-09-21",26.1767
"2010-09-22",26.5767
"2010-09-23",26.1646
"2010-09-24",25.4352
"2010-09-25",26.6883
"2010-09-26",26.6873
"2010-09-27",26.5142
"2010-09-28",25.6383
"2010-09-29",25.1634
"2010-09-30",26.0886
"2010-10-01",26.3123
"2010-10-02",25.613
"2010-10-03",25.9409
"2010-10-04",27.7165
"2010-10-05",27.3546
"2010-10-06",27.1962
"2010-10-07",27.128
"2010-10-08",26.9212
"2010-10-09",27.1389
"2010-10-10",27.3827
"2010-10-11",27.3944
"2010-10-12",27.3099
"2010-10-13",27.488
"2010-10-14",27.3959
"2010-10-15",27.7242
"2010-10-16",27.1779
"2010-10-17",26.8876
"2010-10-18",26.7685
"2010-10-19",27.3976
"2010-10-20",26.8976
"2010-10-21",27.0316
"2010-10-22",27.2162
"2010-10-23",27.4407
"2010-10-24",27.4038
"2010-10-25",27.1765
"2010-10-26",27.1637
"2010-10-27",26.4105
"2010-10-28",25.8705
"2010-10-29",26.2292
"2010-10-30",26.7252
"2010-10-31",26.4403
"2010-11-01",27.1066
"2010-11-02",27.3093
"2010-11-03",27.5675
"2010-11-04",26.18
"2010-11-05",25.8608
"2010-11-06",26.0375
"2010-11-07",27.1197
"2010-11-08",27.5209
"2010-11-09",26.7297
"2010-11-10",26.2424
"2010-11-11",25.5114
"2010-11-12",27.3617
"2010-11-13",27.1236
"2010-11-14",26.8251
"2010-11-15",26.8121
"2010-11-16",26.3612
"2010-11-17",25.7469
"2010-11-18",26.5135
"2010-11-19",26.2492
"2010-11-20",26.2197
"2010-11-21",25.3585
"2010-11-22",25.7899
"2010-11-23",25.5195
"2010-11-24",25.7544
"2010-11-25",26.0096
"2010-11-26",25.6451
"2010-11-27",26.1966
"2010-11-28",25.8412
"2010-11-29",26.5067
"2010-11-30",25.9163
"2010-12-01",25.2823
"2010-12-02",25.5786
"2010-12-03",25.0011
"2010-12-04",25.2343
"2010-12-05",25.5866
"2010-12-06",25.8537
"2010-12-07",24.9443
"2010-12-08",25.2752
"2010-12-09",24.6601
"2010-12-10",26.1149
"2010-12-11",26.6148
"2010-12-12",27.003
"2010-12-13",26.2836
"2010-12-14",26.6661
"2010-12-15",26.7653
"2010-12-16",26.0265
"2010-12-17",26.7593
"2010-12-18",26.7308
"2010-12-19",26.8163
"2010-12-20",26.3321
"2010-12-21",26.0314
"2010-12-22",24.925
"2010-12-23",24.8866
"2010-12-24",24.0006
"2010-12-25",24.7648
"2010-12-26",25.2226
"2010-12-27",25.0649
"2010-12-28",25.329
"2010-12-29",25.8404
"2010-12-30",25.322
"2010-12-31",25.3024
"2011-01-01",25.4694
"2011-01-02",25.5022
"2011-01-03",25.9016
"2011-01-04",25.5717
"2011-01-05",24.9974
"2011-01-06",25.5882
"2011-01-07",25.3886
"2011-01-08",25.6315
"2011-01-09",24.0308
"2011-01-10",24.6621
"2011-01-11",24.7751
"2011-01-12",23.5174
"2011-01-13",21.947
"2011-01-14",24.3789
"2011-01-15",25.5543
"2011-01-16",26.0941
"2011-01-17",26.3428
"2011-01-18",26.2341
"2011-01-19",25.746
"2011-01-20",25.4461
"2011-01-21",25.6139
"2011-01-22",26.0783
"2011-01-23",26.1632
"2011-01-24",26.4815
"2011-01-25",26.6066
"2011-01-26",26.1029
"2011-01-27",26.1934
"2011-01-28",26.0432
"2011-01-29",26.2733
"2011-01-30",26.5624
"2011-01-31",25.5287
"2011-02-01",24.7588
"2011-02-02",23.7911
"2011-02-03",24.28
"2011-02-04",24.4418
"2011-02-05",25.0021
"2011-02-06",25.7979
"2011-02-07",25.0445
"2011-02-08",25.9859
"2011-02-09",26.4922
"2011-02-10",25.958
"2011-02-11",26.4034
"2011-02-12",26.4305
"2011-02-13",26.4973
"2011-02-14",26.808
"2011-02-15",26.9009
"2011-02-16",27.0737
"2011-02-17",27.2837
"2011-02-18",27.6614
"2011-02-19",27.2296
"2011-02-20",27.1406
"2011-02-21",26.503
"2011-02-22",26.9559
"2011-02-23",27.5471
"2011-02-24",27.4281
"2011-02-25",27.1023
"2011-02-26",26.9141
"2011-02-27",27.0876
"2011-02-28",27.0399
"2011-03-01",27.1638
"2011-03-02",27.5734
"2011-03-03",26.7979
"2011-03-04",26.6856
"2011-03-05",26.4435
"2011-03-06",27.4249
"2011-03-07",27.3623
"2011-03-08",26.9772
"2011-03-09",27.3937
"2011-03-10",27.4149
"2011-03-11",27.1447
"2011-03-12",27.5076
"2011-03-13",27.6972
"2011-03-14",27.652
"2011-03-15",28.2468
"2011-03-16",28.459
"2011-03-17",28.6114
"2011-03-18",28.4216
"2011-03-19",28.6306
"2011-03-20",27.9674
"2011-03-21",27.7958
"2011-03-22",28.0057
"2011-03-23",27.6575
"2011-03-24",27.4682
"2011-03-25",27.6483
"2011-03-26",27.3747
"2011-03-27",28.0815
"2011-03-28",27.6565
"2011-03-29",27.7278
"2011-03-30",27.832
"2011-03-31",28.1633
"2011-04-01",28.65
"2011-04-02",28.6769
"2011-04-03",28.5231
"2011-04-04",27.74
"2011-04-05",27.6217
"2011-04-06",28.2008
"2011-04-07",28.2134
"2011-04-08",28.048
"2011-04-09",27.5134
"2011-04-10",27.9539
"2011-04-11",27.292
"2011-04-12",26.1945
"2011-04-13",27.1414
"2011-04-14",26.9385
"2011-04-15",27.8376
"2011-04-16",27.2071
"2011-04-17",27.0978
"2011-04-18",26.7554
"2011-04-19",26.715
"2011-04-20",26.7139
"2011-04-21",27.3572
"2011-04-22",26.9339
"2011-04-23",25.9368
"2011-04-24",27.533
"2011-04-25",26.6773
"2011-04-26",27.3834
"2011-04-27",27.1012
"2011-04-28",26.6056
"2011-04-29",28.5845
"2011-04-30",27.9926
"2011-05-01",27.7406
"2011-05-02",27.5878
"2011-05-03",28.237
"2011-05-04",28.5653
"2011-05-05",28.319
"2011-05-06",28.5607
"2011-05-07",28.8699
"2011-05-08",28.6748
"2011-05-09",27.7278
"2011-05-10",27.5861
"2011-05-11",28.0161
"2011-05-12",27.9126
"2011-05-13",28.1633
"2011-05-14",28.4591
"2011-05-15",27.9705
"2011-05-16",28.3979
"2011-05-17",27.6047
"2011-05-18",27.9334
"2011-05-19",28.382
"2011-05-20",28.436
"2011-05-21",27.9188
"2011-05-22",28.1053
"2011-05-23",28.231
"2011-05-24",28.0883
"2011-05-25",27.7325
"2011-05-26",27.681
"2011-05-27",27.5677
"2011-05-28",27.4031
"2011-05-29",27.5893
"2011-05-30",27.4276
"2011-05-31",27.1685
"2011-06-01",26.9474
"2011-06-02",28.1003
"2011-06-03",27.7959
"2011-06-04",27.4571
"2011-06-05",27.8679
"2011-06-06",26.7968
"2011-06-07",27.2115
"2011-06-08",27.5636
"2011-06-09",27.25
"2011-06-10",27.8654
"2011-06-11",27.8787
"2011-06-12",27.8643
"2011-06-13",27.2548
"2011-06-14",26.6458
"2011-06-15",27.2207
"2011-06-16",27.3496
"2011-06-17",27.7559
"2011-06-18",28.1736
"2011-06-19",28.0894
"2011-06-20",27.8893
"2011-06-21",27.9523
"2011-06-22",27.9314
"2011-06-23",27.7588
"2011-06-24",27.8987
"2011-06-25",27.8167
"2011-06-26",27.9419
"2011-06-27",27.8373
"2011-06-28",27.7096
"2011-06-29",27.6577
"2011-06-30",27.6176
"2011-07-01",27.2596
"2011-07-02",27.7785
"2011-07-03",27.5475
"2011-07-04",27.7779
"2011-07-05",26.8108
"2011-07-06",27.2224
"2011-07-07",27.6491
"2011-07-08",27.4258
"2011-07-09",27.2109
"2011-07-10",27.4416
"2011-07-11",27.0597
"2011-07-12",26.9278
"2011-07-13",26.8036
"2011-07-14",27.071
"2011-07-15",27.1099
"2011-07-16",25.7877
"2011-07-17",26.2111
"2011-07-18",26.5049
"2011-07-19",27.2326
"2011-07-20",27.0633
"2011-07-21",27.1768
"2011-07-22",27.2145
"2011-07-23",26.8764
"2011-07-24",27.1411
"2011-07-25",26.8177
"2011-07-26",26.6867
"2011-07-27",26.9034
"2011-07-28",27.3219
"2011-07-29",27.1455
"2011-07-30",26.9732
"2011-07-31",27.4189
"2011-08-01",27.658
"2011-08-02",27.5682
"2011-08-03",26.543
"2011-08-04",26.8894
"2011-08-05",26.506
"2011-08-06",26.5414
"2011-08-07",27.5566
"2011-08-08",27.1712
"2011-08-09",27.2553
"2011-08-10",27.1448
"2011-08-11",27.354
"2011-08-12",27.3671
"2011-08-13",27.3083
"2011-08-14",27.384
"2011-08-15",26.5924
"2011-08-16",26.7246
"2011-08-17",26.6494
"2011-08-18",27.4321
"2011-08-19",27.4961
"2011-08-20",27.5066
"2011-08-21",27.6091
"2011-08-22",26.1638
"2011-08-23",26.7619
"2011-08-24",26.0926
"2011-08-25",26.699
"2011-08-26",27.4892
"2011-08-27",27.5076
"2011-08-28",27.3036
"2011-08-29",27.8112
"2011-08-30",26.6973
"2011-08-31",26.7569
"2011-09-01",27.1282
"2011-09-02",27.0287
"2011-09-03",26.9594
"2011-09-04",27.5623
"2011-09-05",27.1938
"2011-09-06",27.1652
"2011-09-07",27.2474
"2011-09-08",27.5172
"2011-09-09",26.8784
"2011-09-10",26.0272
"2011-09-11",26.6723
"2011-09-12",26.2294
"2011-09-13",26.2451
"2011-09-14",26.8629
"2011-09-15",26.5793
"2011-09-16",27.1526
"2011-09-17",27.4878
"2011-09-18",27.3886
"2011-09-19",27.4915
"2011-09-20",27.3728
"2011-09-21",26.9919
"2011-09-22",27.5403
"2011-09-23",27.9965
"2011-09-24",27.6533
"2011-09-25",27.6639
"2011-09-26",27.5153
"2011-09-27",27.6192
"2011-09-28",27.5929
"2011-09-29",27.6129
"2011-09-30",27.5696
"2011-10-01",27.6686
"2011-10-02",27.6579
"2011-10-03",27.8771
"2011-10-04",27.5063
"2011-10-05",27.8014
"2011-10-06",27.7144
"2011-10-07",27.3603
"2011-10-08",27.9271
"2011-10-09",27.8899
"2011-10-10",27.5097
"2011-10-11",26.7407
"2011-10-12",26.4094
"2011-10-13",27.5991
"2011-10-14",27.4004
"2011-10-15",27.4042
"2011-10-16",27.529
"2011-10-17",27.3109
"2011-10-18",27.5344
"2011-10-19",27.2389
"2011-10-20",26.9324
"2011-10-21",26.7357
"2011-10-22",26.2396
"2011-10-23",26.1074
"2011-10-24",25.9938
"2011-10-25",26.0106
"2011-10-26",26.5767
"2011-10-27",26.2018
"2011-10-28",26.595
"2011-10-29",26.2961
"2011-10-30",25.8991
"2011-10-31",26.3767
"2011-11-01",25.6558
"2011-11-02",26.2402
"2011-11-03",26.0442
"2011-11-04",27.2089
"2011-11-05",27.2341
"2011-11-06",26.7347
"2011-11-07",26.2295
"2011-11-08",26.91
"2011-11-09",27.0058
"2011-11-10",26.5605
"2011-11-11",27.1873
"2011-11-12",27.348
"2011-11-13",27.6102
"2011-11-14",27.633
"2011-11-15",27.7819
"2011-11-16",27.2211
"2011-11-17",27.1903
"2011-11-18",27.053
"2011-11-19",27.4946
"2011-11-20",26.7642
"2011-11-21",26.2132
"2011-11-22",27.317
"2011-11-23",26.8872
"2011-11-24",26.1875
"2011-11-25",25.7256
"2011-11-26",26.1188
"2011-11-27",25.5741
"2011-11-28",26.7536
"2011-11-29",27.2122
"2011-11-30",26.4181
"2011-12-01",26.9997
"2011-12-02",26.8344
"2011-12-03",27.1136
"2011-12-04",27.287
"2011-12-05",27.4476
"2011-12-06",27.4668
"2011-12-07",26.9986
"2011-12-08",26.98
"2011-12-09",27.154
"2011-12-10",27.2923
"2011-12-11",26.8902
"2011-12-12",26.0966
"2011-12-13",26.8271
"2011-12-14",26.1362
"2011-12-15",25.7483
"2011-12-16",26.7122
"2011-12-17",26.7984
"2011-12-18",26.7449
"2011-12-19",25.6353
"2011-12-20",25.4092
"2011-12-21",25.9115
"2011-12-22",25.581
"2011-12-23",24.8657
"2011-12-24",26.2277
"2011-12-25",25.9196
"2011-12-26",25.2452
"2011-12-27",24.1865
"2011-12-28",24.7753
"2011-12-29",26.5458
"2011-12-30",26.5099
"2011-12-31",26.5095
"2012-01-01",26.1217
"2012-01-02",26.0489
"2012-01-03",27.0955
"2012-01-04",27.0461
"2012-01-05",26.4448
"2012-01-06",26.3604
"2012-01-07",26.5038
"2012-01-08",26.6636
"2012-01-09",26.8942
"2012-01-10",26.862
"2012-01-11",26.7077
"2012-01-12",26.6862
"2012-01-13",26.7596
"2012-01-14",26.0997
"2012-01-15",25.0649
"2012-01-16",25.3341
"2012-01-17",25.3963
"2012-01-18",25.6544
"2012-01-19",26.0779
"2012-01-20",26.572
"2012-01-21",26.3424
"2012-01-22",26.3924
"2012-01-23",26.8284
"2012-01-24",26.3947
"2012-01-25",26.6623
"2012-01-26",27.0629
"2012-01-27",27.1698
"2012-01-28",27.5727
"2012-01-29",26.9737
"2012-01-30",27.0761
"2012-01-31",27.3635
"2012-02-01",27.7743
"2012-02-02",27.9115
"2012-02-03",28.5407
"2012-02-04",28.3072
"2012-02-05",27.1146
"2012-02-06",26.9391
"2012-02-07",26.9276
"2012-02-08",27.0808
"2012-02-09",26.8423
"2012-02-10",26.8874
"2012-02-11",27.5244
"2012-02-12",27.6414
"2012-02-13",27.9983
"2012-02-14",26.3337
"2012-02-15",25.92
"2012-02-16",26.7325
"2012-02-17",26.4163
"2012-02-18",26.9988
"2012-02-19",26.812
"2012-02-20",26.9576
"2012-02-21",26.5577
"2012-02-22",26.1344
"2012-02-23",26.5954
"2012-02-24",26.6306
"2012-02-25",27.476
"2012-02-26",27.4498
"2012-02-27",26.9026
"2012-02-28",26.2769
"2012-02-29",27.3823
"2012-03-01",27.3088
"2012-03-02",27.9833
"2012-03-03",27.8713
"2012-03-04",27.8122
"2012-03-05",27.6244
"2012-03-06",27.6606
"2012-03-07",27.542
"2012-03-08",27.6254
"2012-03-09",27.9005
"2012-03-10",27.5649
"2012-03-11",27.2695
"2012-03-12",27.6367
"2012-03-13",27.2555
"2012-03-14",27.4054
"2012-03-15",26.8983
"2012-03-16",26.8824
"2012-03-17",27.1137
"2012-03-18",28.1099
"2012-03-19",28.0413
"2012-03-20",27.8171
"2012-03-21",27.5255
"2012-03-22",27.4682
"2012-03-23",28.007
"2012-03-24",27.9719
"2012-03-25",27.8229
"2012-03-26",27.7629
"2012-03-27",27.8635
"2012-03-28",27.1132
"2012-03-29",26.7159
"2012-03-30",27.9664
"2012-03-31",28.1638
"2012-04-01",27.6366
"2012-04-02",27.2661
"2012-04-03",27.3387
"2012-04-04",27.4232
"2012-04-05",28.5153
"2012-04-06",28.8563
"2012-04-07",28.5369
"2012-04-08",27.3277
"2012-04-09",27.098
"2012-04-10",27.1808
"2012-04-11",28.0176
"2012-04-12",26.9784
"2012-04-13",27.8837
"2012-04-14",27.1343
"2012-04-15",26.394
"2012-04-16",27.1361
"2012-04-17",27.64
"2012-04-18",27.5171
"2012-04-19",27.9637
"2012-04-20",27.0977
"2012-04-21",27.9357
"2012-04-22",26.8024
"2012-04-23",26.588
"2012-04-24",26.2787
"2012-04-25",27.0535
"2012-04-26",26.988
"2012-04-27",27.8653
"2012-04-28",28.5358
"2012-04-29",27.7917
"2012-04-30",27.7474
"2012-05-01",28.4836
"2012-05-02",28.1691
"2012-05-03",28.4029
"2012-05-04",28.7762
"2012-05-05",28.9524
"2012-05-06",28.7501
"2012-05-07",28.7484
"2012-05-08",28.7895
"2012-05-09",28.7122
"2012-05-10",28.622
"2012-05-11",28.6747
"2012-05-12",28.5243
"2012-05-13",28.6868
"2012-05-14",28.7704
"2012-05-15",28.5135
"2012-05-16",28.7583
"2012-05-17",28.7448
"2012-05-18",29.2794
"2012-05-19",28.7728
"2012-05-20",28.5532
"2012-05-21",28.2134
"2012-05-22",28.2896
"2012-05-23",28.3544
"2012-05-24",28.0327
"2012-05-25",27.2306
"2012-05-26",26.9533
"2012-05-27",27.3198
"2012-05-28",27.8779
"2012-05-29",27.9997
"2012-05-30",28.1605
"2012-05-31",28.1273
"2012-06-01",28.2781
"2012-06-02",28.4477
"2012-06-03",27.6937
"2012-06-04",27.8458
"2012-06-05",27.6933
"2012-06-06",26.9032
"2012-06-07",27.8088
"2012-06-08",28.4036
"2012-06-09",28.4825
"2012-06-10",28.3842
"2012-06-11",28.0158
"2012-06-12",27.315
"2012-06-13",26.1982
"2012-06-14",26.5847
"2012-06-15",27.77
"2012-06-16",27.9094
"2012-06-17",27.625
"2012-06-18",27.3505
"2012-06-19",27.2331
"2012-06-20",27.0887
"2012-06-21",26.8552
"2012-06-22",27.3393
"2012-06-23",26.8752
"2012-06-24",26.9887
"2012-06-25",26.5684
"2012-06-26",26.9789
"2012-06-27",26.8246
"2012-06-28",26.5659
"2012-06-29",27.3267
"2012-06-30",27.15
"2012-07-01",26.5194
"2012-07-02",26.1426
"2012-07-03",27.1925
"2012-07-04",27.3447
"2012-07-05",27.4794
"2012-07-06",27.324
"2012-07-07",27.072
"2012-07-08",26.9654
"2012-07-09",26.2221
"2012-07-10",26.8901
"2012-07-11",27.6211
"2012-07-12",28.0257
"2012-07-13",27.5947
"2012-07-14",27.1212
"2012-07-15",27.1709
"2012-07-16",27.3825
"2012-07-17",27.1869
"2012-07-18",27.3359
"2012-07-19",27.6773
"2012-07-20",27.9014
"2012-07-21",27.6502
"2012-07-22",27.6379
"2012-07-23",27.1476
"2012-07-24",27.2302
"2012-07-25",27.3845
"2012-07-26",27.6957
"2012-07-27",27.7024
"2012-07-28",27.5382
"2012-07-29",27.3326
"2012-07-30",27.7004
"2012-07-31",27.7944
"2012-08-01",27.438
"2012-08-02",27.5234
"2012-08-03",27.6293
"2012-08-04",27.601
"2012-08-05",27.4774
"2012-08-06",27.0971
"2012-08-07",27.1225
"2012-08-08",27.3886
"2012-08-09",27.4503
"2012-08-10",26.9201
"2012-08-11",26.4094
"2012-08-12",26.6169
"2012-08-13",27.214
"2012-08-14",27.2439
"2012-08-15",27.0288
"2012-08-16",26.7984
"2012-08-17",26.8986
"2012-08-18",27.655
"2012-08-19",27.6869
"2012-08-20",27.4142
"2012-08-21",26.3018
"2012-08-22",26.9885
"2012-08-23",26.9348
"2012-08-24",26.3532
"2012-08-25",26.5183
"2012-08-26",27.4757
"2012-08-27",27.3354
"2012-08-28",27.2615
"2012-08-29",25.6885
"2012-08-30",26.0943
"2012-08-31",26.7947
"2012-09-01",27.1069
"2012-09-02",27.1209
"2012-09-03",26.752
"2012-09-04",26.1749
"2012-09-05",27.6783
"2012-09-06",26.9289
"2012-09-07",26.4257
"2012-09-08",27.3828
"2012-09-09",27.3819
"2012-09-10",27.3526
"2012-09-11",27.4666
"2012-09-12",27.6182
"2012-09-13",27.3092
"2012-09-14",27.504
"2012-09-15",27.4488
"2012-09-16",27.4541
"2012-09-17",27.4515
"2012-09-18",27.0648
"2012-09-19",27.5149
"2012-09-20",26.7252
"2012-09-21",27.4636
"2012-09-22",26.2165
"2012-09-23",26.8798
"2012-09-24",26.0916
"2012-09-25",27.5679
"2012-09-26",28.0786
"2012-09-27",27.5739
"2012-09-28",27.9945
"2012-09-29",28.0508
"2012-09-30",27.8123
"2012-10-01",27.5067
"2012-10-02",27.7588
"2012-10-03",27.798
"2012-10-04",27.7728
"2012-10-05",27.8437
"2012-10-06",27.8738
"2012-10-07",27.2198
"2012-10-08",27.4156
"2012-10-09",26.6415
"2012-10-10",27.0545
"2012-10-11",27.5263
"2012-10-12",27.1072
"2012-10-13",27.3708
"2012-10-14",26.6596
"2012-10-15",25.6102
"2012-10-16",26.3606
"2012-10-17",25.6938
"2012-10-18",26.3177
"2012-10-19",25.7682
"2012-10-20",26.2718
"2012-10-21",26.5668
"2012-10-22",25.9241
"2012-10-23",26.1005
"2012-10-24",26.3625
"2012-10-25",26.7895
"2012-10-26",27.2307
"2012-10-27",27.1184
"2012-10-28",26.1403
"2012-10-29",25.1433
"2012-10-30",26.1456
"2012-10-31",25.9312
"2012-11-01",24.8596
"2012-11-02",27.1456
"2012-11-03",27.0187
"2012-11-04",27.4766
"2012-11-05",27.1089
"2012-11-06",26.7435
"2012-11-07",26.1374
"2012-11-08",25.8621
"2012-11-09",26.6042
"2012-11-10",26.3576
"2012-11-11",26.3196
"2012-11-12",26.9975
"2012-11-13",26.8284
"2012-11-14",26.7208
"2012-11-15",25.997
"2012-11-16",25.8836
"2012-11-17",27.266
"2012-11-18",27.2275
"2012-11-19",27.4522
"2012-11-20",27.3922
"2012-11-21",27.726
"2012-11-22",27.9409
"2012-11-23",27.1401
"2012-11-24",26.2775
"2012-11-25",26.301
"2012-11-26",26.5691
"2012-11-27",25.935
"2012-11-28",26.722
"2012-11-29",26.6605
"2012-11-30",26.1291
"2012-12-01",26.0565
"2012-12-02",26.1231
"2012-12-03",26.629
"2012-12-04",26.6717
"2012-12-05",27.0657
"2012-12-06",26.7989
"2012-12-07",26.9086
"2012-12-08",26.7666
"2012-12-09",26.8224
"2012-12-10",26.8448
"2012-12-11",26.8037
"2012-12-12",26.9
"2012-12-13",26.6807
"2012-12-14",26.8801
"2012-12-15",26.0531
"2012-12-16",25.9445
"2012-12-17",25.0287
"2012-12-18",25.1888
"2012-12-19",25.8879
"2012-12-20",26.6781
"2012-12-21",26.305
"2012-12-22",25.019
"2012-12-23",25.924
"2012-12-24",26.6859
"2012-12-25",26.5178
"2012-12-26",26.3887
"2012-12-27",26.0532
"2012-12-28",26.2602
"2012-12-29",27.3181
"2012-12-30",26.7434
"2012-12-31",27.1692
"2013-01-01",27.1131
"2013-01-02",26.9998
"2013-01-03",25.5436
"2013-01-04",25.398
"2013-01-05",26.433
"2013-01-06",26.7432
"2013-01-07",24.4007
"2013-01-08",25.926
"2013-01-09",26.4198
"2013-01-10",25.7542
"2013-01-11",26.517
"2013-01-12",26.1567
"2013-01-13",24.9247
"2013-01-14",25.5597
"2013-01-15",26.0456
"2013-01-16",26.2245
"2013-01-17",26.1107
"2013-01-18",25.9252
"2013-01-19",26.3091
"2013-01-20",26.9741
"2013-01-21",27.3156
"2013-01-22",27.2346
"2013-01-23",26.4751
"2013-01-24",25.9394
"2013-01-25",26.2628
"2013-01-26",27.2087
"2013-01-27",27.3458
"2013-01-28",27.4902
"2013-01-29",26.912
"2013-01-30",26.9536
"2013-01-31",27.2996
"2013-02-01",27.6482
"2013-02-02",28.0898
"2013-02-03",27.9745
"2013-02-04",27.2131
"2013-02-05",27.8924
"2013-02-06",26.6923
"2013-02-07",27.1613
"2013-02-08",27.352
"2013-02-09",27.3831
"2013-02-10",28.0189
"2013-02-11",26.1982
"2013-02-12",25.7755
"2013-02-13",26.2616
"2013-02-14",26.0745
"2013-02-15",27.0128
"2013-02-16",27.2941
"2013-02-17",27.2841
"2013-02-18",27.2624
"2013-02-19",26.2671
"2013-02-20",27.4903
"2013-02-21",27.3588
"2013-02-22",27.2625
"2013-02-23",26.9053
"2013-02-24",27.32
"2013-02-25",27.3515
"2013-02-26",27.2098
"2013-02-27",27.1552
"2013-02-28",27.9272
"2013-03-01",28.3025
"2013-03-02",28.5106
"2013-03-03",28.5532
"2013-03-04",25.5354
"2013-03-05",27.6203
"2013-03-06",27.3166
"2013-03-07",27.7935
"2013-03-08",27.0954
"2013-03-09",27.1437
"2013-03-10",28.6071
"2013-03-11",28.3294
"2013-03-12",28.0808
"2013-03-13",28.1634
"2013-03-14",27.7748
"2013-03-15",27.0638
"2013-03-16",27.7617
"2013-03-17",27.9571
"2013-03-18",28.3387
"2013-03-19",27.9068
"2013-03-20",28.8411
"2013-03-21",28.3547
"2013-03-22",28.212
"2013-03-23",27.7385
"2013-03-24",27.0825
"2013-03-25",26.5295
