,"(mm) Precipitation (CHIRPS) at Kalutara, 2007-01-01 to 2025-12-31"
"2016-06-23",0
"2016-06-24",1.705
"2016-06-25",0
"2016-06-26",0
"2016-06-27",0
"2016-06-28",19.5865
"2016-06-29",41.8866
"2016-06-30",7.4727
"2016-07-01",0
"2016-07-02",0
"2016-07-03",0
"2016-07-04",0
"2016-07-05",0
"2016-07-06",0
"2016-07-07",0
"2016-07-08",0.2745
"2016-07-09",0
"2016-07-10",2.8816
"2016-07-11",0
"2016-07-12",0
"2016-07-13",0
"2016-07-14",0.7085
"2016-07-15",16.8314
"2016-07-16",6.1394
"2016-07-17",8.6515
"2016-07-18",0
"2016-07-19",0
"2016-07-20",0.0767
"2016-07-21",2.7107
"2016-07-22",0
"2016-07-23",0.4979
"2016-07-24",5.7151
"2016-07-25",13.3605
"2016-07-26",44.2197
"2016-07-27",29.3532
"2016-07-28",0
"2016-07-29",13.5851
"2016-07-30",18.1957
"2016-07-31",0.2049
"2016-08-01",0
"2016-08-02",0
"2016-08-03",0
"2016-08-04",0
"2016-08-05",0
"2016-08-06",0
"2016-08-07",0
"2016-08-08",8.1341
"2016-08-09",0.0144
"2016-08-10",0.1967
"2016-08-11",0
"2016-08-12",0
"2016-08-13",0.0214
"2016-08-14",0
"2016-08-15",0
"2016-08-16",0
"2016-08-17",0
"2016-08-18",0
"2016-08-19",0
"2016-08-20",0
"2016-08-21",0
"2016-08-22",6.2139
"2016-08-23",8.3535
"2016-08-24",0.8416
"2016-08-25",0
"2016-08-26",4.1819
"2016-08-27",5.2615
"2016-08-28",4.9047
"2016-08-29",2.4085
"2016-08-30",3.5676
"2016-08-31",0
"2016-09-01",0
"2016-09-02",2.3664
"2016-09-03",0
"2016-09-04",0
"2016-09-05",0
"2016-09-06",0
"2016-09-07",0
"2016-09-08",0.663
"2016-09-09",0
"2016-09-10",0
"2016-09-11",0
"2016-09-12",0
"2016-09-13",0
"2016-09-14",6.9418
"2016-09-15",5.2023
"2016-09-16",0
"2016-09-17",0
"2016-09-18",3.7651
"2016-09-19",19.1739
"2016-09-20",3.8877
"2016-09-21",0
"2016-09-22",0
"2016-09-23",0.6997
"2016-09-24",0
"2016-09-25",0
"2016-09-26",0
"2016-09-27",0
"2016-09-28",0
"2016-09-29",0.0581
"2016-09-30",32.7191
"2016-10-01",7.5305
"2016-10-02",0
"2016-10-03",0
"2016-10-04",0
"2016-10-05",0
"2016-10-06",0
"2016-10-07",0
"2016-10-08",0
"2016-10-09",0
"2016-10-10",0
"2016-10-11",0
"2016-10-12",0
"2016-10-13",0
"2016-10-14",2.784
"2016-10-15",4.3415
"2016-10-16",6.8267
"2016-10-17",23.8425
"2016-10-18",17.551
"2016-10-19",46.6239
"2016-10-20",0.3856
"2016-10-21",0.6653
"2016-10-22",0
"2016-10-23",1.5539
"2016-10-24",8.7353
"2016-10-25",17.7174
"2016-10-26",1.2161
"2016-10-27",0
"2016-10-28",0
"2016-10-29",0.1262
"2016-10-30",9.5971
"2016-10-31",27.2706
"2016-11-01",24.589
"2016-11-02",11.8264
"2016-11-03",25.0019
"2016-11-04",23.3871
"2016-11-05",23.7063
"2016-11-06",24.6559
"2016-11-07",1.2647
"2016-11-08",0.1137
"2016-11-09",0
"2016-11-10",0
"2016-11-11",2.7121
"2016-11-12",16.9961
"2016-11-13",20.4585
"2016-11-14",8.3451
"2016-11-15",12.5333
"2016-11-16",8.6091
"2016-11-17",14.3878
"2016-11-18",24.0626
"2016-11-19",19.2585
"2016-11-20",13.7357
"2016-11-21",20.9901
"2016-11-22",11.9923
"2016-11-23",15.6576
"2016-11-24",7.0531
"2016-11-25",22.1562
"2016-11-26",9.7608
"2016-11-27",5.4805
"2016-11-28",3.3421
"2016-11-29",0.5714
"2016-11-30",0
"2016-12-01",0
"2016-12-02",0
"2016-12-03",0
"2016-12-04",16.9564
"2016-12-05",13.3277
"2016-12-06",0
"2016-12-07",0.3541
"2016-12-08",12.3757
"2016-12-09",0
"2016-12-10",0.0034
"2016-12-11",0
"2016-12-12",0
"2016-12-13",6.2454
"2016-12-14",1.1275
"2016-12-15",0
"2016-12-16",12.8534
"2016-12-17",9.5815
"2016-12-18",4.3432
"2016-12-19",0
"2016-12-20",0.0431
"2016-12-21",0
"2016-12-22",0
"2016-12-23",0
"2016-12-24",0
"2016-12-25",0
"2016-12-26",0
"2016-12-27",22.5148
"2016-12-28",14.5611
"2016-12-29",0
"2016-12-30",0
"2016-12-31",9.6875
"2017-01-01",2.3136
"2017-01-02",0.9693
"2017-01-03",0
"2017-01-04",0
"2017-01-05",0
"2017-01-06",0
"2017-01-07",0
"2017-01-08",0
"2017-01-09",0
"2017-01-10",0
"2017-01-11",0
"2017-01-12",0
"2017-01-13",0
"2017-01-14",0
"2017-01-15",0
"2017-01-16",0
"2017-01-17",0
"2017-01-18",0
"2017-01-19",0
"2017-01-20",0.2042
"2017-01-21",6.2165
"2017-01-22",1.931
"2017-01-23",22.7011
"2017-01-24",15.7814
"2017-01-25",11.3448
"2017-01-26",22.4042
"2017-01-27",34.6137
"2017-01-28",13.979
"2017-01-29",8.2128
"2017-01-30",13.6563
"2017-01-31",0
"2017-02-01",0
"2017-02-02",0
"2017-02-03",0
"2017-02-04",0
"2017-02-05",0
"2017-02-06",0
"2017-02-07",0
"2017-02-08",0
"2017-02-09",0
"2017-02-10",0
"2017-02-11",0
"2017-02-12",0
"2017-02-13",0
"2017-02-14",18.5541
"2017-02-15",0
"2017-02-16",0
"2017-02-17",0
"2017-02-18",1.2634
"2017-02-19",29.4449
"2017-02-20",0
"2017-02-21",0
"2017-02-22",0
"2017-02-23",0.4969
"2017-02-24",1.3994
"2017-02-25",12.3571
"2017-02-26",14.5241
"2017-02-27",3.737
"2017-02-28",22.0852
"2017-03-01",34.3704
"2017-03-02",0.2627
"2017-03-03",9.7746
"2017-03-04",0.4732
"2017-03-05",0.0792
"2017-03-06",2.7638
"2017-03-07",9.2327
"2017-03-08",4.1423
"2017-03-09",4.2041
"2017-03-10",7.484
"2017-03-11",12.4398
"2017-03-12",13.1189
"2017-03-13",8.5945
"2017-03-14",22.5941
"2017-03-15",17.7948
"2017-03-16",11.6771
"2017-03-17",3.4082
"2017-03-18",0.391
"2017-03-19",5.4005
"2017-03-20",7.678
"2017-03-21",0
"2017-03-22",0
"2017-03-23",0
"2017-03-24",0
"2017-03-25",0
"2017-03-26",0
"2017-03-27",19.3108
"2017-03-28",10.4712
"2017-03-29",26.8005
"2017-03-30",13.2356
"2017-03-31",17.904
"2017-04-01",7.885
"2017-04-02",9.7208
"2017-04-03",17.7191
"2017-04-04",17.7245
"2017-04-05",18.0306
"2017-04-06",2.7429
"2017-04-07",0
"2017-04-08",0.5586
"2017-04-09",2.6624
"2017-04-10",0
"2017-04-11",28.4135
"2017-04-12",23.6272
"2017-04-13",31.4722
"2017-04-14",1.9316
"2017-04-15",0
"2017-04-16",0
"2017-04-17",0
"2017-04-18",0
"2017-04-19",0
"2017-04-20",0
"2017-04-21",0
"2017-04-22",0
"2017-04-23",0
"2017-04-24",11.5103
"2017-04-25",1.4898
"2017-04-26",1.2275
"2017-04-27",0
"2017-04-28",0
"2017-04-29",0
"2017-04-30",1.047
"2017-05-01",0
"2017-05-02",0.2935
"2017-05-03",10.5985
"2017-05-04",15.154
"2017-05-05",1.1263
"2017-05-06",24.7435
"2017-05-07",22.2168
"2017-05-08",19.3697
"2017-05-09",15.7041
"2017-05-10",34.1504
"2017-05-11",34.1514
"2017-05-12",17.5649
"2017-05-13",9.777
"2017-05-14",31.4088
"2017-05-15",7.7991
"2017-05-16",0.9577
"2017-05-17",3.8747
"2017-05-18",29.9937
"2017-05-19",0
"2017-05-20",5.7119
"2017-05-21",35.7362
"2017-05-22",6.5881
"2017-05-23",4.7413
"2017-05-24",58.5082
"2017-05-25",72.9476
"2017-05-26",142.7518
"2017-05-27",0.7453
"2017-05-28",0.415
"2017-05-29",27.6702
"2017-05-30",0
"2017-05-31",3.56
"2017-06-01",35.7252
"2017-06-02",4.9391
"2017-06-03",1.0422
"2017-06-04",1.5902
"2017-06-05",17.0436
"2017-06-06",0.4626
"2017-06-07",11.4293
"2017-06-08",8.8582
"2017-06-09",0
"2017-06-10",0.2111
"2017-06-11",5.558
"2017-06-12",0
"2017-06-13",0
"2017-06-14",6.8664
"2017-06-15",27.2503
"2017-06-16",7.5475
"2017-06-17",0.4968
"2017-06-18",13.5279
"2017-06-19",9.8412
"2017-06-20",14.5661
"2017-06-21",0.0152
"2017-06-22",0.3276
"2017-06-23",14.2319
"2017-06-24",0
"2017-06-25",23.6846
"2017-06-26",38.1168
"2017-06-27",0.0061
"2017-06-28",0
"2017-06-29",0
"2017-06-30",3.3234
"2017-07-01",9.3056
"2017-07-02",0.266
"2017-07-03",4.2633
"2017-07-04",0
"2017-07-05",0.1086
"2017-07-06",5.0015
"2017-07-07",11.1646
"2017-07-08",11.5068
"2017-07-09",20.6122
"2017-07-10",0.3985
"2017-07-11",0.1841
"2017-07-12",1.8268
"2017-07-13",1.3399
"2017-07-14",0.9462
"2017-07-15",0
"2017-07-16",0
"2017-07-17",0
"2017-07-18",2.7903
"2017-07-19",5.303
"2017-07-20",3.428
"2017-07-21",0
"2017-07-22",0
"2017-07-23",0
"2017-07-24",0.2578
"2017-07-25",14.9278
"2017-07-26",5.5352
"2017-07-27",11.7992
"2017-07-28",4.7798
"2017-07-29",21.9573
"2017-07-30",7.4272
"2017-07-31",6.725
"2017-08-01",2.372
"2017-08-02",1.1958
"2017-08-03",0
"2017-08-04",9.7543
"2017-08-05",2.0057
"2017-08-06",12.141
"2017-08-07",20.1021
"2017-08-08",5.3371
"2017-08-09",1.1558
"2017-08-10",18.7974
"2017-08-11",4.7735
"2017-08-12",9.5466
"2017-08-13",4.4401
"2017-08-14",22.3249
"2017-08-15",0
"2017-08-16",0
"2017-08-17",0.4481
"2017-08-18",74.8645
"2017-08-19",17.7602
"2017-08-20",0
"2017-08-21",0
"2017-08-22",0.0145
"2017-08-23",7.8254
"2017-08-24",14.0312
"2017-08-25",0.1315
"2017-08-26",0
"2017-08-27",0
"2017-08-28",3.7122
"2017-08-29",4.8831
"2017-08-30",8.4921
"2017-08-31",28.8632
"2017-09-01",23.3813
"2017-09-02",3.9175
"2017-09-03",35.092
"2017-09-04",29.4131
"2017-09-05",7.2262
"2017-09-06",32.8405
"2017-09-07",80.9769
"2017-09-08",36.7993
"2017-09-09",17.7945
"2017-09-10",0
"2017-09-11",1.3993
"2017-09-12",10.6912
"2017-09-13",35.7539
"2017-09-14",6.0415
"2017-09-15",0.004
"2017-09-16",25.794
"2017-09-17",5.8867
"2017-09-18",1.8053
"2017-09-19",0
"2017-09-20",0
"2017-09-21",0
"2017-09-22",0.074
"2017-09-23",0
"2017-09-24",4.4315
"2017-09-25",22.8068
"2017-09-26",59.1377
"2017-09-27",26.8084
"2017-09-28",0
"2017-09-29",0
"2017-09-30",2.4766
"2017-10-01",0.3977
"2017-10-02",0
"2017-10-03",3.7391
"2017-10-04",22.4969
"2017-10-05",13.7478
"2017-10-06",7.391
"2017-10-07",14.2309
"2017-10-08",12.338
"2017-10-09",11.8392
"2017-10-10",16.7053
"2017-10-11",30.9624
"2017-10-12",18.9877
"2017-10-13",25.2849
"2017-10-14",35.9716
"2017-10-15",21.1471
"2017-10-16",3.2653
"2017-10-17",0.1472
"2017-10-18",3.2069
"2017-10-19",7.8659
"2017-10-20",13.9451
"2017-10-21",0
"2017-10-22",0
"2017-10-23",10.6369
"2017-10-24",13.8365
"2017-10-25",11.1847
"2017-10-26",1.1397
"2017-10-27",0.0081
"2017-10-28",5.1666
"2017-10-29",13.7402
"2017-10-30",26.3027
"2017-10-31",37.9838
"2017-11-01",18.0028
"2017-11-02",24.9796
"2017-11-03",22.6358
"2017-11-04",15.5854
"2017-11-05",16.6265
"2017-11-06",19
"2017-11-07",15.2897
"2017-11-08",15.6709
"2017-11-09",6.4482
"2017-11-10",9.7771
"2017-11-11",1.2263
"2017-11-12",2.3075
"2017-11-13",0
"2017-11-14",0
"2017-11-15",0
"2017-11-16",0
"2017-11-17",0
"2017-11-18",11.7179
"2017-11-19",23.5138
"2017-11-20",22.9082
"2017-11-21",6.8579
"2017-11-22",9.2548
"2017-11-23",12.4162
"2017-11-24",7.292
"2017-11-25",21.3734
"2017-11-26",11.8361
"2017-11-27",34.4147
"2017-11-28",48.9378
"2017-11-29",57.2307
"2017-11-30",52.5327
"2017-12-01",20.9385
"2017-12-02",0.5621
"2017-12-03",10.9758
"2017-12-04",11.2292
"2017-12-05",0
"2017-12-06",15.7372
"2017-12-07",0
"2017-12-08",0
"2017-12-09",0
"2017-12-10",0
"2017-12-11",0.1064
"2017-12-12",0
"2017-12-13",21.6103
"2017-12-14",16.636
"2017-12-15",9.6069
"2017-12-16",0.1046
"2017-12-17",0
"2017-12-18",0
"2017-12-19",0
"2017-12-20",18.1403
"2017-12-21",12.7058
"2017-12-22",0
"2017-12-23",0
"2017-12-24",0.9472
"2017-12-25",11.1517
"2017-12-26",13.1857
"2017-12-27",7.3628
"2017-12-28",0.0046
"2017-12-29",2.3112
"2017-12-30",0.7884
"2017-12-31",0
"2018-01-01",0
"2018-01-02",0
"2018-01-03",0
"2018-01-04",0
"2018-01-05",0
"2018-01-06",0
"2018-01-07",0
"2018-01-08",0
"2018-01-09",0
"2018-01-10",0.3421
"2018-01-11",1.2454
"2018-01-12",10.9278
"2018-01-13",0.0469
"2018-01-14",0.3287
"2018-01-15",0.0451
"2018-01-16",3.5736
"2018-01-17",0
"2018-01-18",0
"2018-01-19",0
"2018-01-20",0
"2018-01-21",0
"2018-01-22",3.6245
"2018-01-23",1.339
"2018-01-24",1.4959
"2018-01-25",0
"2018-01-26",0
"2018-01-27",1.8872
"2018-01-28",0
"2018-01-29",5.2059
"2018-01-30",15.0943
"2018-01-31",9.0336
"2018-02-01",10.5142
"2018-02-02",0.0069
"2018-02-03",0
"2018-02-04",10.9295
"2018-02-05",5.2631
"2018-02-06",12.3191
"2018-02-07",7.5693
"2018-02-08",4.561
"2018-02-09",10.9206
"2018-02-10",0
"2018-02-11",0
"2018-02-12",0
"2018-02-13",0
"2018-02-14",0.6579
"2018-02-15",2.6798
"2018-02-16",0
"2018-02-17",0
"2018-02-18",0
"2018-02-19",0
"2018-02-20",0
"2018-02-21",0
"2018-02-22",0.5037
"2018-02-23",0
"2018-02-24",0
"2018-02-25",9.6756
"2018-02-26",17.0257
"2018-02-27",13.5212
"2018-02-28",6.7853
"2018-03-01",5.2306
"2018-03-02",15.1841
"2018-03-03",22.5026
"2018-03-04",8.7012
"2018-03-05",7.6257
"2018-03-06",3.1142
"2018-03-07",0
"2018-03-08",2.8203
"2018-03-09",10.8704
"2018-03-10",18.4456
"2018-03-11",21.2858
"2018-03-12",15.8859
"2018-03-13",14.631
"2018-03-14",1.8729
"2018-03-15",3.2478
"2018-03-16",4.9959
"2018-03-17",7.3103
"2018-03-18",6.5522
"2018-03-19",11.9412
"2018-03-20",0
"2018-03-21",0.3015
"2018-03-22",0
"2018-03-23",0
"2018-03-24",0
"2018-03-25",0.1081
"2018-03-26",20.5494
"2018-03-27",27.0831
"2018-03-28",11.9206
"2018-03-29",6.2315
"2018-03-30",0
"2018-03-31",0.1174
"2018-04-01",6.0851
"2018-04-02",5.8013
"2018-04-03",0.3794
"2018-04-04",5.6376
"2018-04-05",8.881
"2018-04-06",6.0225
"2018-04-07",16.7422
"2018-04-08",6.5066
"2018-04-09",17.7108
"2018-04-10",14.117
"2018-04-11",16.0541
"2018-04-12",22.2933
"2018-04-13",22.1103
"2018-04-14",19.504
"2018-04-15",11.1598
"2018-04-16",8.2561
"2018-04-17",2.7248
"2018-04-18",13.0428
"2018-04-19",4.739
"2018-04-20",7.1934
"2018-04-21",6.0214
"2018-04-22",7.2742
"2018-04-23",11.5399
"2018-04-24",13.7698
"2018-04-25",5.0646
"2018-04-26",20.0545
"2018-04-27",24.8536
"2018-04-28",22.0064
"2018-04-29",18.89
"2018-04-30",0.6901
"2018-05-01",3.9508
"2018-05-02",12.4624
"2018-05-03",19.5447
"2018-05-04",16.2533
"2018-05-05",19.8163
"2018-05-06",2.9249
"2018-05-07",26.9628
"2018-05-08",27.2198
"2018-05-09",33.8636
"2018-05-10",23.4989
"2018-05-11",17.276
"2018-05-12",26.8547
"2018-05-13",30.7902
"2018-05-14",26.7816
"2018-05-15",33.5628
"2018-05-16",38.1364
"2018-05-17",34.6916
"2018-05-18",34.485
"2018-05-19",27.2465
"2018-05-20",64.8166
"2018-05-21",29.7544
"2018-05-22",29.7738
"2018-05-23",45.1162
"2018-05-24",50.2413
"2018-05-25",16.9777
"2018-05-26",12.095
"2018-05-27",15.7084
"2018-05-28",15.0147
"2018-05-29",0
"2018-05-30",0.1689
"2018-05-31",0
"2018-06-01",4.696
"2018-06-02",32.072
"2018-06-03",19.3537
"2018-06-04",36.6457
"2018-06-05",5.5227
"2018-06-06",64.0596
"2018-06-07",34.7049
"2018-06-08",0
"2018-06-09",0
"2018-06-10",0
"2018-06-11",0
"2018-06-12",0
"2018-06-13",3.8097
"2018-06-14",22.1417
"2018-06-15",22.4644
"2018-06-16",41.135
"2018-06-17",1.0835
"2018-06-18",15.2369
"2018-06-19",0.3253
"2018-06-20",0.3099
"2018-06-21",9.4218
"2018-06-22",0.0316
"2018-06-23",1.8055
"2018-06-24",5.5985
"2018-06-25",0.7124
"2018-06-26",16.6551
"2018-06-27",0.648
"2018-06-28",0.0124
"2018-06-29",1.0947
"2018-06-30",34.6116
"2018-07-01",11.3604
"2018-07-02",9.8183
"2018-07-03",5.8589
"2018-07-04",0
"2018-07-05",1.1395
"2018-07-06",2.1151
"2018-07-07",2.378
"2018-07-08",0
"2018-07-09",12.4458
"2018-07-10",7.5068
"2018-07-11",23.8302
"2018-07-12",0.2558
"2018-07-13",0.0773
"2018-07-14",0
"2018-07-15",33.6829
"2018-07-16",23.3638
"2018-07-17",0
"2018-07-18",0
"2018-07-19",4.5468
"2018-07-20",3.1212
"2018-07-21",0
"2018-07-22",0
"2018-07-23",0
"2018-07-24",0.3654
"2018-07-25",0.4087
"2018-07-26",5.5771
"2018-07-27",0.9618
"2018-07-28",4.8225
"2018-07-29",0
"2018-07-30",21.2502
"2018-07-31",2.6055
"2018-08-01",9.7208
"2018-08-02",1.654
"2018-08-03",6.5559
"2018-08-04",3.4734
"2018-08-05",0.0066
"2018-08-06",0
"2018-08-07",0
"2018-08-08",11.6509
"2018-08-09",18.6022
"2018-08-10",10.1138
"2018-08-11",5.4181
"2018-08-12",5.4367
"2018-08-13",13.7866
"2018-08-14",21.0223
"2018-08-15",41.8429
"2018-08-16",8.9738
"2018-08-17",8.6519
"2018-08-18",8.1606
"2018-08-19",8.6374
"2018-08-20",4.9593
"2018-08-21",0
"2018-08-22",0
"2018-08-23",21.1348
"2018-08-24",13.3175
"2018-08-25",9.0612
"2018-08-26",0
"2018-08-27",2.3729
"2018-08-28",5.6195
"2018-08-29",0.8134
"2018-08-30",9.3078
"2018-08-31",7.0151
"2018-09-01",5.8212
"2018-09-02",0
"2018-09-03",3.7915
"2018-09-04",0
"2018-09-05",0
"2018-09-06",0
"2018-09-07",0
"2018-09-08",0
"2018-09-09",0
"2018-09-10",7.4323
"2018-09-11",0
"2018-09-12",0.1936
"2018-09-13",0.6289
"2018-09-14",0
"2018-09-15",0.0325
"2018-09-16",3.9059
"2018-09-17",19.8072
"2018-09-18",17.3919
"2018-09-19",5.3512
"2018-09-20",34.7368
"2018-09-21",35.8337
"2018-09-22",15.8178
"2018-09-23",16.9276
"2018-09-24",45.7252
"2018-09-25",51.831
"2018-09-26",16.565
"2018-09-27",15.0721
"2018-09-28",13.0158
"2018-09-29",16.0571
"2018-09-30",23.1076
"2018-10-01",28.3682
"2018-10-02",29.8511
"2018-10-03",43.3627
"2018-10-04",29.3805
"2018-10-05",37.315
"2018-10-06",36.7067
"2018-10-07",21.6544
"2018-10-08",28.5767
"2018-10-09",33.0163
"2018-10-10",21.4802
"2018-10-11",8.2435
"2018-10-12",5.837
"2018-10-13",14.9823
"2018-10-14",0.145
"2018-10-15",5.6821
"2018-10-16",18.8632
"2018-10-17",7.8847
"2018-10-18",15.5966
"2018-10-19",46.384
"2018-10-20",28.8495
"2018-10-21",9.1873
"2018-10-22",14.3589
"2018-10-23",18.0053
"2018-10-24",19.0164
"2018-10-25",13.2034
"2018-10-26",18.0715
"2018-10-27",19.8365
"2018-10-28",34.6227
"2018-10-29",0.7939
"2018-10-30",14.3847
"2018-10-31",35.241
"2018-11-01",35.0624
"2018-11-02",16.7807
"2018-11-03",6.6717
"2018-11-04",8.132
"2018-11-05",46.7631
"2018-11-06",31.0005
"2018-11-07",11.8289
"2018-11-08",19.334
"2018-11-09",9.2806
"2018-11-10",3.5828
"2018-11-11",0.5786
"2018-11-12",0.5679
"2018-11-13",0
"2018-11-14",0
"2018-11-15",0.3852
"2018-11-16",0
"2018-11-17",11.5891
"2018-11-18",13.332
"2018-11-19",32.1115
"2018-11-20",0
"2018-11-21",2.4172
"2018-11-22",18.3344
"2018-11-23",19.1051
"2018-11-24",14.528
"2018-11-25",19.8317
"2018-11-26",15.338
"2018-11-27",9.9617
"2018-11-28",28.6877
"2018-11-29",10.9025
"2018-11-30",10.4939
"2018-12-01",4.1122
"2018-12-02",0
"2018-12-03",15.0746
"2018-12-04",5.8198
"2018-12-05",7.1241
"2018-12-06",6.444
"2018-12-07",2.0836
"2018-12-08",0
"2018-12-09",3.5658
"2018-12-10",0.0753
"2018-12-11",3.1338
"2018-12-12",0.4509
"2018-12-13",1.9375
"2018-12-14",1.9409
"2018-12-15",2.0909
"2018-12-16",1.4311
"2018-12-17",1.0152
"2018-12-18",7.433
"2018-12-19",0.2972
"2018-12-20",3.8924
"2018-12-21",3.1808
"2018-12-22",1.8039
"2018-12-23",2.8365
"2018-12-24",6.8519
"2018-12-25",5.4081
"2018-12-26",10.6154
"2018-12-27",13.5424
"2018-12-28",0
"2018-12-29",0
"2018-12-30",0
"2018-12-31",0
"2019-01-01",0
"2019-01-02",0.41
"2019-01-03",0
"2019-01-04",0
"2019-01-05",0
"2019-01-06",0
"2019-01-07",0
"2019-01-08",0
"2019-01-09",0
"2019-01-10",1.3637
"2019-01-11",10.5824
"2019-01-12",0.7381
"2019-01-13",0.0631
"2019-01-14",14.1452
"2019-01-15",0.2014
"2019-01-16",1.2391
"2019-01-17",0.5737
"2019-01-18",0
"2019-01-19",2.298
"2019-01-20",4.3133
"2019-01-21",5.1589
"2019-01-22",0
"2019-01-23",0
"2019-01-24",0
"2019-01-25",0
"2019-01-26",0
"2019-01-27",0
"2019-01-28",0
"2019-01-29",0
"2019-01-30",0
"2019-01-31",0
"2019-02-01",0
"2019-02-02",0
"2019-02-03",15.127
"2019-02-04",13.9179
"2019-02-05",14.4534
"2019-02-06",12.2886
"2019-02-07",4.0901
"2019-02-08",18.1411
"2019-02-09",38.2821
"2019-02-10",1.3497
"2019-02-11",0
"2019-02-12",0
"2019-02-13",1.9811
"2019-02-14",10.1316
"2019-02-15",10.1847
"2019-02-16",21.6245
"2019-02-17",1.4281
"2019-02-18",0
"2019-02-19",6.7577
"2019-02-20",0
"2019-02-21",0
"2019-02-22",0
"2019-02-23",0
"2019-02-24",0
"2019-02-25",0
"2019-02-26",1.435
"2019-02-27",3.5046
"2019-02-28",0.3702
"2019-03-01",0.2824
"2019-03-02",0.2008
"2019-03-03",5.192
"2019-03-04",5.6953
"2019-03-05",5.5688
"2019-03-06",0
"2019-03-07",6.3926
"2019-03-08",0
"2019-03-09",6.9324
"2019-03-10",0
"2019-03-11",0.0239
"2019-03-12",0.3183
"2019-03-13",1.2264
"2019-03-14",0
"2019-03-15",0
"2019-03-16",9.4558
"2019-03-17",13.2287
"2019-03-18",9.9529
"2019-03-19",0
"2019-03-20",0
"2019-03-21",3.8642
"2019-03-22",4.7001
"2019-03-23",5.4618
"2019-03-24",0
"2019-03-25",0
"2019-03-26",0
"2019-03-27",0
"2019-03-28",0
"2019-03-29",0
"2019-03-30",0
"2019-03-31",0
"2019-04-01",0
"2019-04-02",0
"2019-04-03",0
"2019-04-04",0
"2019-04-05",0
"2019-04-06",0
"2019-04-07",0
"2019-04-08",0
"2019-04-09",0
"2019-04-10",6.0821
"2019-04-11",9.3851
"2019-04-12",7.2916
"2019-04-13",12.2644
"2019-04-14",8.1759
"2019-04-15",9.0397
"2019-04-16",13.6602
"2019-04-17",16.6735
"2019-04-18",8.4102
"2019-04-19",17.9305
"2019-04-20",20.6644
"2019-04-21",27.6677
"2019-04-22",8.523
"2019-04-23",5.4462
"2019-04-24",7.2136
"2019-04-25",6.9459
"2019-04-26",8.0077
"2019-04-27",14.5978
"2019-04-28",12.2551
"2019-04-29",20.0155
"2019-04-30",16.8705
"2019-05-01",0.8349
"2019-05-02",19.1097
"2019-05-03",32.1699
"2019-05-04",0.3536
"2019-05-05",0
"2019-05-06",0
"2019-05-07",0
"2019-05-08",0
"2019-05-09",0
"2019-05-10",0
"2019-05-11",0
"2019-05-12",1.157
"2019-05-13",5.4607
"2019-05-14",8.9068
"2019-05-15",0
"2019-05-16",2.7707
"2019-05-17",11.2313
"2019-05-18",2.1717
"2019-05-19",3.8185
"2019-05-20",5.3505
"2019-05-21",20.6704
"2019-05-22",30.9485
"2019-05-23",24.8545
"2019-05-24",29.1017
"2019-05-25",7.4125
"2019-05-26",0.1846
"2019-05-27",0
"2019-05-28",0
"2019-05-29",4.3335
"2019-05-30",28.2173
"2019-05-31",3.1436
"2019-06-01",8.5197
"2019-06-02",0.5309
"2019-06-03",24.8209
"2019-06-04",48.092
"2019-06-05",18.3936
"2019-06-06",35.144
"2019-06-07",56.1234
"2019-06-08",3.426
"2019-06-09",38.6373
"2019-06-10",34.0414
"2019-06-11",10.503
"2019-06-12",11.8995
"2019-06-13",10.4334
"2019-06-14",20.2355
"2019-06-15",19.9571
"2019-06-16",4.6189
"2019-06-17",21.318
"2019-06-18",0.0136
"2019-06-19",16.1096
"2019-06-20",25.9481
"2019-06-21",62.3127
"2019-06-22",25.8013
"2019-06-23",11.9203
"2019-06-24",14.3763
"2019-06-25",12.2642
"2019-06-26",1.1381
"2019-06-27",0
"2019-06-28",0
"2019-06-29",0
"2019-06-30",14.4928
"2019-07-01",7.8276
"2019-07-02",0.6646
"2019-07-03",0.3624
"2019-07-04",0
"2019-07-05",0
"2019-07-06",1.9574
"2019-07-07",0.1848
"2019-07-08",9.6245
"2019-07-09",15.0139
"2019-07-10",17.1371
"2019-07-11",0
"2019-07-12",26.4901
"2019-07-13",7.7882
"2019-07-14",6.4207
"2019-07-15",3.4318
"2019-07-16",1.4078
"2019-07-17",46.0756
"2019-07-18",33.0752
"2019-07-19",0
"2019-07-20",5.6242
"2019-07-21",12.6386
"2019-07-22",6.2721
"2019-07-23",0
"2019-07-24",0
"2019-07-25",0.084
"2019-07-26",0
"2019-07-27",0
"2019-07-28",0
"2019-07-29",0
"2019-07-30",0
"2019-07-31",10.1368
"2019-08-01",3.222
"2019-08-02",13.9195
"2019-08-03",0
"2019-08-04",13.5295
"2019-08-05",30.1567
"2019-08-06",0
"2019-08-07",1.766
"2019-08-08",77.7583
"2019-08-09",7.5464
"2019-08-10",19.4409
"2019-08-11",4.5345
"2019-08-12",7.7842
"2019-08-13",28.1056
"2019-08-14",5.4102
"2019-08-15",0.1031
"2019-08-16",6.2573
"2019-08-17",12.3531
"2019-08-18",8.8805
"2019-08-19",0.405
"2019-08-20",0
"2019-08-21",2.2386
"2019-08-22",36.4469
"2019-08-23",67.0962
"2019-08-24",4.8789
"2019-08-25",22.021
"2019-08-26",46.8264
"2019-08-27",29.3824
"2019-08-28",16.9395
