,"(mm) Precipitation (CHIRPS) at Matale, 2007-01-01 to 2025-12-31"
"2016-08-25",0
"2016-08-26",0.1181
"2016-08-27",12.2293
"2016-08-28",0
"2016-08-29",0
"2016-08-30",0.4319
"2016-08-31",0
"2016-09-01",0
"2016-09-02",4.4012
"2016-09-03",0
"2016-09-04",0.068
"2016-09-05",0
"2016-09-06",0
"2016-09-07",1.7141
"2016-09-08",0
"2016-09-09",0
"2016-09-10",0
"2016-09-11",0
"2016-09-12",0
"2016-09-13",0
"2016-09-14",1.5072
"2016-09-15",5.5397
"2016-09-16",0.4679
"2016-09-17",0.045
"2016-09-18",4.6699
"2016-09-19",0.6125
"2016-09-20",5.144
"2016-09-21",0
"2016-09-22",0.2111
"2016-09-23",0.0169
"2016-09-24",0
"2016-09-25",0
"2016-09-26",0
"2016-09-27",0
"2016-09-28",0.0236
"2016-09-29",0
"2016-09-30",0
"2016-10-01",0
"2016-10-02",3.7101
"2016-10-03",0
"2016-10-04",1.9863
"2016-10-05",1.9721
"2016-10-06",0.0494
"2016-10-07",0
"2016-10-08",0
"2016-10-09",0
"2016-10-10",0
"2016-10-11",0
"2016-10-12",0
"2016-10-13",5.4444
"2016-10-14",9.3912
"2016-10-15",0.066
"2016-10-16",0.6631
"2016-10-17",0
"2016-10-18",7.8767
"2016-10-19",5.1381
"2016-10-20",9.0264
"2016-10-21",2.2015
"2016-10-22",3.3456
"2016-10-23",5.6563
"2016-10-24",5.4711
"2016-10-25",14.8076
"2016-10-26",0
"2016-10-27",0
"2016-10-28",0
"2016-10-29",3.3428
"2016-10-30",10.0115
"2016-10-31",14.6926
"2016-11-01",22.7035
"2016-11-02",27.3508
"2016-11-03",15.9432
"2016-11-04",13.4608
"2016-11-05",0
"2016-11-06",2.4826
"2016-11-07",0
"2016-11-08",0
"2016-11-09",0.0799
"2016-11-10",0
"2016-11-11",0.0401
"2016-11-12",8.7675
"2016-11-13",5.8812
"2016-11-14",7.5191
"2016-11-15",2.023
"2016-11-16",10.3559
"2016-11-17",13.5824
"2016-11-18",44.8238
"2016-11-19",15.0174
"2016-11-20",32.8032
"2016-11-21",16.4361
"2016-11-22",4.2765
"2016-11-23",0
"2016-11-24",0
"2016-11-25",1.1117
"2016-11-26",6.5249
"2016-11-27",10.4468
"2016-11-28",1.5794
"2016-11-29",5.0189
"2016-11-30",11.3133
"2016-12-01",0
"2016-12-02",0
"2016-12-03",0
"2016-12-04",0
"2016-12-05",0
"2016-12-06",0
"2016-12-07",0.0729
"2016-12-08",7.1905
"2016-12-09",0.4609
"2016-12-10",12.4899
"2016-12-11",0
"2016-12-12",0
"2016-12-13",0
"2016-12-14",0
"2016-12-15",0.3655
"2016-12-16",0
"2016-12-17",2.865
"2016-12-18",1.1526
"2016-12-19",20.9812
"2016-12-20",0
"2016-12-21",0
"2016-12-22",0
"2016-12-23",0
"2016-12-24",0
"2016-12-25",0
"2016-12-26",0
"2016-12-27",37.0387
"2016-12-28",0.028
"2016-12-29",0
"2016-12-30",0
"2016-12-31",4.5115
"2017-01-01",0.3863
"2017-01-02",0
"2017-01-03",0
"2017-01-04",0
"2017-01-05",0
"2017-01-06",0
"2017-01-07",0
"2017-01-08",0
"2017-01-09",0
"2017-01-10",0
"2017-01-11",0
"2017-01-12",0
"2017-01-13",0
"2017-01-14",0
"2017-01-15",0
"2017-01-16",0
"2017-01-17",0
"2017-01-18",0
"2017-01-19",0
"2017-01-20",0.0007
"2017-01-21",8.149
"2017-01-22",5.3457
"2017-01-23",49.9139
"2017-01-24",39.0586
"2017-01-25",19.057
"2017-01-26",43.2408
"2017-01-27",50.9719
"2017-01-28",7.7443
"2017-01-29",0
"2017-01-30",0
"2017-01-31",0
"2017-02-01",0
"2017-02-02",0
"2017-02-03",0
"2017-02-04",0
"2017-02-05",0
"2017-02-06",0
"2017-02-07",0
"2017-02-08",0
"2017-02-09",0
"2017-02-10",0
"2017-02-11",0
"2017-02-12",0
"2017-02-13",0
"2017-02-14",0
"2017-02-15",0
"2017-02-16",0
"2017-02-17",0
"2017-02-18",0
"2017-02-19",14.392
"2017-02-20",0
"2017-02-21",0
"2017-02-22",0
"2017-02-23",0
"2017-02-24",3.9755
"2017-02-25",18.7933
"2017-02-26",19.8938
"2017-02-27",7.1435
"2017-02-28",20.9266
"2017-03-01",39.9247
"2017-03-02",2.6328
"2017-03-03",18.0473
"2017-03-04",18.6532
"2017-03-05",0
"2017-03-06",15.3808
"2017-03-07",22.2626
"2017-03-08",1.4792
"2017-03-09",9.5171
"2017-03-10",9.2351
"2017-03-11",15.6226
"2017-03-12",10.133
"2017-03-13",23.6739
"2017-03-14",23.1856
"2017-03-15",17.5209
"2017-03-16",2.933
"2017-03-17",0
"2017-03-18",0
"2017-03-19",0
"2017-03-20",0
"2017-03-21",0
"2017-03-22",0
"2017-03-23",0
"2017-03-24",0
"2017-03-25",0
"2017-03-26",0
"2017-03-27",0
"2017-03-28",2.5232
"2017-03-29",11.1748
"2017-03-30",4.452
"2017-03-31",0
"2017-04-01",1.2796
"2017-04-02",12.1359
"2017-04-03",7.5035
"2017-04-04",0.9602
"2017-04-05",0
"2017-04-06",0
"2017-04-07",0
"2017-04-08",0.0015
"2017-04-09",0
"2017-04-10",0.3111
"2017-04-11",9.2163
"2017-04-12",15.8273
"2017-04-13",10.3601
"2017-04-14",0
"2017-04-15",0
"2017-04-16",0
"2017-04-17",0
"2017-04-18",0
"2017-04-19",0
"2017-04-20",0
"2017-04-21",0
"2017-04-22",0
"2017-04-23",0
"2017-04-24",0
"2017-04-25",0
"2017-04-26",0
"2017-04-27",0
"2017-04-28",0
"2017-04-29",0.0712
"2017-04-30",0
"2017-05-01",0
"2017-05-02",2.5103
"2017-05-03",10.7923
"2017-05-04",0
"2017-05-05",0.2092
"2017-05-06",2.6276
"2017-05-07",13.0685
"2017-05-08",12.5015
"2017-05-09",14.0672
"2017-05-10",14.5389
"2017-05-11",12.2672
"2017-05-12",1.5588
"2017-05-13",7.1393
"2017-05-14",2.9998
"2017-05-15",0.9556
"2017-05-16",4.9212
"2017-05-17",0.458
"2017-05-18",3.8272
"2017-05-19",15.7373
"2017-05-20",4.3978
"2017-05-21",33.4788
"2017-05-22",12.2076
"2017-05-23",32.1543
"2017-05-24",21.1427
"2017-05-25",17.0696
"2017-05-26",21.5512
"2017-05-27",0.2336
"2017-05-28",0
"2017-05-29",1.9212
"2017-05-30",0.4064
"2017-05-31",0.6724
"2017-06-01",10.9438
"2017-06-02",0
"2017-06-03",0
"2017-06-04",0
"2017-06-05",1.9621
"2017-06-06",0
"2017-06-07",15.5546
"2017-06-08",0
"2017-06-09",0.3636
"2017-06-10",2.5396
"2017-06-11",2.8758
"2017-06-12",0
"2017-06-13",0
"2017-06-14",4.8001
"2017-06-15",4.0172
"2017-06-16",2.9659
"2017-06-17",1.2524
"2017-06-18",2.6028
"2017-06-19",10.4601
"2017-06-20",7.4244
"2017-06-21",0.1498
"2017-06-22",0.5498
"2017-06-23",0
"2017-06-24",0.3114
"2017-06-25",18.6569
"2017-06-26",8.5198
"2017-06-27",0.668
"2017-06-28",9.4826
"2017-06-29",0
"2017-06-30",0
"2017-07-01",0.436
"2017-07-02",1.3826
"2017-07-03",0.223
"2017-07-04",0
"2017-07-05",0
"2017-07-06",1.5103
"2017-07-07",0.5526
"2017-07-08",15.5393
"2017-07-09",2.7059
"2017-07-10",0.0442
"2017-07-11",0
"2017-07-12",5.2651
"2017-07-13",0.1207
"2017-07-14",0
"2017-07-15",0.2537
"2017-07-16",0
"2017-07-17",0.9055
"2017-07-18",5.2312
"2017-07-19",0.0813
"2017-07-20",0
"2017-07-21",0
"2017-07-22",0
"2017-07-23",0
"2017-07-24",1.2059
"2017-07-25",0.9656
"2017-07-26",0
"2017-07-27",13.7953
"2017-07-28",1.085
"2017-07-29",7.4075
"2017-07-30",10.7485
"2017-07-31",6.3987
"2017-08-01",2.8916
"2017-08-02",4.9463
"2017-08-03",0
"2017-08-04",0
"2017-08-05",0
"2017-08-06",2.6214
"2017-08-07",10.9079
"2017-08-08",13.6455
"2017-08-09",4.3374
"2017-08-10",15.6814
"2017-08-11",1.9336
"2017-08-12",11.605
"2017-08-13",6.856
"2017-08-14",19.1687
"2017-08-15",0.984
"2017-08-16",1.4426
"2017-08-17",0.3617
"2017-08-18",13.9472
"2017-08-19",0
"2017-08-20",0
"2017-08-21",0
"2017-08-22",0.2892
"2017-08-23",2.6095
"2017-08-24",10.123
"2017-08-25",0
"2017-08-26",0
"2017-08-27",0
"2017-08-28",0
"2017-08-29",0
"2017-08-30",13.0183
"2017-08-31",10.9205
"2017-09-01",2.6224
"2017-09-02",6.5688
"2017-09-03",27.679
"2017-09-04",8.1915
"2017-09-05",7.345
"2017-09-06",13.0006
"2017-09-07",12.628
"2017-09-08",26.2881
"2017-09-09",3.0264
"2017-09-10",0
"2017-09-11",11.2599
"2017-09-12",8.4526
"2017-09-13",13.5967
"2017-09-14",2.6551
"2017-09-15",0.4921
"2017-09-16",6.7307
"2017-09-17",0.123
"2017-09-18",0.6862
"2017-09-19",0.6381
"2017-09-20",0
"2017-09-21",0
"2017-09-22",0
"2017-09-23",0.9036
"2017-09-24",6.4163
"2017-09-25",4.4612
"2017-09-26",6.1161
"2017-09-27",2.7655
"2017-09-28",0
"2017-09-29",0
"2017-09-30",0
"2017-10-01",0.3694
"2017-10-02",1.1862
"2017-10-03",4.786
"2017-10-04",5.8563
"2017-10-05",7.1057
"2017-10-06",4.1589
"2017-10-07",4.0302
"2017-10-08",1.3129
"2017-10-09",2.5542
"2017-10-10",8.8565
"2017-10-11",15.7806
"2017-10-12",16.2416
"2017-10-13",14.9325
"2017-10-14",10.5623
"2017-10-15",1.0171
"2017-10-16",13.2055
"2017-10-17",0.8592
"2017-10-18",0
"2017-10-19",1.703
"2017-10-20",1.5318
"2017-10-21",0
"2017-10-22",0
"2017-10-23",10.7899
"2017-10-24",20.0428
"2017-10-25",1.2163
"2017-10-26",15.2876
"2017-10-27",9.8027
"2017-10-28",27.1067
"2017-10-29",15.2024
"2017-10-30",12.3387
"2017-10-31",22.2399
"2017-11-01",23.4552
"2017-11-02",19.1713
"2017-11-03",21.6152
"2017-11-04",43.0206
"2017-11-05",19.7278
"2017-11-06",12.5101
"2017-11-07",7.1954
"2017-11-08",9.1486
"2017-11-09",2.4967
"2017-11-10",5.1628
"2017-11-11",2.3079
"2017-11-12",2.7287
"2017-11-13",0
"2017-11-14",0
"2017-11-15",0
"2017-11-16",0
"2017-11-17",7.9381
"2017-11-18",0.0068
"2017-11-19",1.1755
"2017-11-20",12.3093
"2017-11-21",0.1738
"2017-11-22",4.5654
"2017-11-23",11.5902
"2017-11-24",12.4058
"2017-11-25",29.5792
"2017-11-26",30.116
"2017-11-27",28.7118
"2017-11-28",35.7578
"2017-11-29",23.8172
"2017-11-30",11.7257
"2017-12-01",12.7256
"2017-12-02",18.3221
"2017-12-03",6.797
"2017-12-04",2.7947
"2017-12-05",5.1214
"2017-12-06",0
"2017-12-07",0
"2017-12-08",0
"2017-12-09",0
"2017-12-10",0
"2017-12-11",0
"2017-12-12",19.7656
"2017-12-13",8.6718
"2017-12-14",0.3553
"2017-12-15",23.7464
"2017-12-16",1.8151
"2017-12-17",0
"2017-12-18",0
"2017-12-19",3.7298
"2017-12-20",55.64
"2017-12-21",0
"2017-12-22",0
"2017-12-23",0
"2017-12-24",0
"2017-12-25",7.6025
"2017-12-26",0.9698
"2017-12-27",0
"2017-12-28",0
"2017-12-29",0
"2017-12-30",0
"2017-12-31",0
"2018-01-01",0
"2018-01-02",0
"2018-01-03",0
"2018-01-04",0
"2018-01-05",0
"2018-01-06",0
"2018-01-07",0
"2018-01-08",0
"2018-01-09",0
"2018-01-10",0.1216
"2018-01-11",4.0109
"2018-01-12",1.031
"2018-01-13",0.6134
"2018-01-14",0
"2018-01-15",0
"2018-01-16",1.9847
"2018-01-17",0
"2018-01-18",0
"2018-01-19",0
"2018-01-20",0.1492
"2018-01-21",0
"2018-01-22",3.0566
"2018-01-23",4.9911
"2018-01-24",0
"2018-01-25",0
"2018-01-26",0
"2018-01-27",10.4474
"2018-01-28",0
"2018-01-29",8.8227
"2018-01-30",20.1355
"2018-01-31",0.9707
"2018-02-01",0
"2018-02-02",0
"2018-02-03",0
"2018-02-04",0
"2018-02-05",0
"2018-02-06",1.1232
"2018-02-07",13.226
"2018-02-08",2.1693
"2018-02-09",0
"2018-02-10",0
"2018-02-11",0
"2018-02-12",0
"2018-02-13",0
"2018-02-14",0.3735
"2018-02-15",4.7663
"2018-02-16",0
"2018-02-17",0
"2018-02-18",0
"2018-02-19",0
"2018-02-20",0
"2018-02-21",0
"2018-02-22",1.3647
"2018-02-23",0
"2018-02-24",0
"2018-02-25",34.8654
"2018-02-26",21.5392
"2018-02-27",9.774
"2018-02-28",0.3416
"2018-03-01",0
"2018-03-02",0.2399
"2018-03-03",0.3617
"2018-03-04",0
"2018-03-05",0
"2018-03-06",0
"2018-03-07",0
"2018-03-08",0.0511
"2018-03-09",16.9028
"2018-03-10",6.3449
"2018-03-11",25.7172
"2018-03-12",35.2457
"2018-03-13",0.0303
"2018-03-14",1.6919
"2018-03-15",3.6023
"2018-03-16",0.7031
"2018-03-17",0.1793
"2018-03-18",0
"2018-03-19",0
"2018-03-20",0
"2018-03-21",0
"2018-03-22",0
"2018-03-23",0
"2018-03-24",0
"2018-03-25",8.1029
"2018-03-26",2.2239
"2018-03-27",3.7694
"2018-03-28",6.0946
"2018-03-29",7.9885
"2018-03-30",0
"2018-03-31",0
"2018-04-01",5.7056
"2018-04-02",4.5832
"2018-04-03",0
"2018-04-04",1.3208
"2018-04-05",5.3093
"2018-04-06",6.5322
"2018-04-07",11.5884
"2018-04-08",4.4922
"2018-04-09",13.8998
"2018-04-10",10.5516
"2018-04-11",12.5872
"2018-04-12",11.3186
"2018-04-13",15.1892
"2018-04-14",1.5172
"2018-04-15",8.1227
"2018-04-16",0
"2018-04-17",0
"2018-04-18",2.9719
"2018-04-19",0
"2018-04-20",0.1232
"2018-04-21",0
"2018-04-22",2.8094
"2018-04-23",5.9598
"2018-04-24",1.5926
"2018-04-25",5.568
"2018-04-26",2.9162
"2018-04-27",3.3984
"2018-04-28",12.4851
"2018-04-29",4.7955
"2018-04-30",0.7098
"2018-05-01",0.3536
"2018-05-02",3.4352
"2018-05-03",7.6181
"2018-05-04",8.1478
"2018-05-05",19.454
"2018-05-06",13.8008
"2018-05-07",14.624
"2018-05-08",15.6456
"2018-05-09",14.6442
"2018-05-10",12.7766
"2018-05-11",11.7641
"2018-05-12",16.2536
"2018-05-13",12.7029
"2018-05-14",26.3476
"2018-05-15",16.6297
"2018-05-16",18.0984
"2018-05-17",13.4945
"2018-05-18",23.8112
"2018-05-19",15.317
"2018-05-20",27.396
"2018-05-21",31.5159
"2018-05-22",17.8559
"2018-05-23",16.5357
"2018-05-24",15.4182
"2018-05-25",8.8982
"2018-05-26",0.2661
"2018-05-27",7.7633
"2018-05-28",2.1636
"2018-05-29",3.3017
"2018-05-30",3.661
"2018-05-31",0
"2018-06-01",4.6562
"2018-06-02",6.4879
"2018-06-03",0.1169
"2018-06-04",5.2649
"2018-06-05",6.5565
"2018-06-06",10.7842
"2018-06-07",4.8184
"2018-06-08",0
"2018-06-09",0.8237
"2018-06-10",0
"2018-06-11",0
"2018-06-12",0.3326
"2018-06-13",0.262
"2018-06-14",3.8267
"2018-06-15",0
"2018-06-16",5.1623
"2018-06-17",5.1708
"2018-06-18",0.0918
"2018-06-19",0
"2018-06-20",0.0071
"2018-06-21",0
"2018-06-22",0
"2018-06-23",0
"2018-06-24",1.9291
"2018-06-25",0
"2018-06-26",0
"2018-06-27",0.2296
"2018-06-28",2.2471
"2018-06-29",6.1488
"2018-06-30",9.7262
"2018-07-01",2.9026
"2018-07-02",4.0798
"2018-07-03",0
"2018-07-04",0.1799
"2018-07-05",0.8128
"2018-07-06",3.7198
"2018-07-07",2.0375
"2018-07-08",0
"2018-07-09",3.6242
"2018-07-10",2.7291
"2018-07-11",0.1176
"2018-07-12",1.4513
"2018-07-13",0.0889
"2018-07-14",0
"2018-07-15",6.2823
"2018-07-16",11.1327
"2018-07-17",0
"2018-07-18",0
"2018-07-19",3.6196
"2018-07-20",1.2796
"2018-07-21",0
"2018-07-22",0
"2018-07-23",0
"2018-07-24",1.7615
"2018-07-25",2.9575
"2018-07-26",0
"2018-07-27",2.0478
"2018-07-28",2.1347
"2018-07-29",0
"2018-07-30",0.0282
"2018-07-31",0.611
"2018-08-01",1.0378
"2018-08-02",0
"2018-08-03",0
"2018-08-04",1.0063
"2018-08-05",0
"2018-08-06",0.1192
"2018-08-07",0
"2018-08-08",0
"2018-08-09",0.1286
"2018-08-10",0.8071
"2018-08-11",4.2097
"2018-08-12",6.6341
"2018-08-13",0.9414
"2018-08-14",11.765
"2018-08-15",9.6067
"2018-08-16",9.3053
"2018-08-17",3.0387
"2018-08-18",4.419
"2018-08-19",2.4162
"2018-08-20",1.3934
"2018-08-21",0
"2018-08-22",0
"2018-08-23",13.9242
"2018-08-24",13.7549
"2018-08-25",0
"2018-08-26",3.055
"2018-08-27",0.1398
"2018-08-28",13.7674
"2018-08-29",1.3646
"2018-08-30",8.0352
"2018-08-31",6.2924
"2018-09-01",0.8781
"2018-09-02",0
"2018-09-03",0
"2018-09-04",0.6023
"2018-09-05",0
"2018-09-06",0
"2018-09-07",0
"2018-09-08",0
"2018-09-09",1.7476
"2018-09-10",4.4819
"2018-09-11",2.7314
"2018-09-12",0.415
"2018-09-13",6.2376
"2018-09-14",5.7971
"2018-09-15",0
"2018-09-16",2.0704
"2018-09-17",3.518
"2018-09-18",12.1813
"2018-09-19",7.3791
"2018-09-20",0.1656
"2018-09-21",1.0087
"2018-09-22",3.3059
"2018-09-23",3.3452
"2018-09-24",12.6798
"2018-09-25",7.0268
"2018-09-26",11.3989
"2018-09-27",13.4855
"2018-09-28",13.9498
"2018-09-29",10.7705
"2018-09-30",4.9609
"2018-10-01",10.9897
"2018-10-02",20.2972
"2018-10-03",26.6703
"2018-10-04",31.9083
"2018-10-05",7.9501
"2018-10-06",6.2113
"2018-10-07",22.8171
"2018-10-08",20.2465
"2018-10-09",37.3685
"2018-10-10",2.9009
"2018-10-11",1.9085
"2018-10-12",2.2164
"2018-10-13",5.6205
"2018-10-14",5.5551
"2018-10-15",0.3079
"2018-10-16",4.0038
"2018-10-17",12.2558
"2018-10-18",1.9852
"2018-10-19",11.9778
"2018-10-20",23.3726
"2018-10-21",7.2535
"2018-10-22",7.9806
"2018-10-23",9.0403
"2018-10-24",7.4795
"2018-10-25",4.5256
"2018-10-26",17.5332
"2018-10-27",3.6595
"2018-10-28",30.9433
"2018-10-29",8.3328
"2018-10-30",0.2365
"2018-10-31",16.8061
"2018-11-01",13.4979
"2018-11-02",13.9201
"2018-11-03",8.7729
"2018-11-04",4.5342
"2018-11-05",35.3194
"2018-11-06",35.6371
"2018-11-07",19.4567
"2018-11-08",14.29
"2018-11-09",13.7657
"2018-11-10",0.0529
"2018-11-11",1.2534
"2018-11-12",0.0498
"2018-11-13",0
"2018-11-14",0
"2018-11-15",0
"2018-11-16",13.2645
"2018-11-17",3.1773
"2018-11-18",11.051
"2018-11-19",13.0209
"2018-11-20",7.1004
"2018-11-21",19.6436
"2018-11-22",31.1797
"2018-11-23",1.5189
"2018-11-24",0
"2018-11-25",2.4487
"2018-11-26",0.0201
"2018-11-27",4.9311
"2018-11-28",3.8537
"2018-11-29",1.165
"2018-11-30",0
"2018-12-01",0.3169
"2018-12-02",0
"2018-12-03",11.914
"2018-12-04",0
"2018-12-05",10.1074
"2018-12-06",12.0676
"2018-12-07",0.3695
"2018-12-08",2.2555
"2018-12-09",10.0532
"2018-12-10",5.4153
"2018-12-11",6.5266
"2018-12-12",1.217
"2018-12-13",8.2077
"2018-12-14",3.3704
"2018-12-15",12.0164
"2018-12-16",3.8424
"2018-12-17",0
"2018-12-18",1.6116
"2018-12-19",0
"2018-12-20",26.147
"2018-12-21",5.8635
"2018-12-22",3.6114
"2018-12-23",3.7385
"2018-12-24",6.508
"2018-12-25",3.5942
"2018-12-26",39.1098
"2018-12-27",0
"2018-12-28",0
"2018-12-29",0
"2018-12-30",0
"2018-12-31",0
"2019-01-01",0
"2019-01-02",0
"2019-01-03",0
"2019-01-04",0
"2019-01-05",0
"2019-01-06",0
"2019-01-07",0
"2019-01-08",0
"2019-01-09",0
"2019-01-10",0
"2019-01-11",0
"2019-01-12",0.0881
"2019-01-13",0.0005
"2019-01-14",28.4976
"2019-01-15",0
"2019-01-16",0.0008
"2019-01-17",0
"2019-01-18",0.4859
"2019-01-19",1.146
"2019-01-20",2.4302
"2019-01-21",0.0042
"2019-01-22",0
"2019-01-23",0
"2019-01-24",0
"2019-01-25",0.4239
"2019-01-26",0
"2019-01-27",0
"2019-01-28",0
"2019-01-29",0
"2019-01-30",0
"2019-01-31",0
"2019-02-01",0
"2019-02-02",0
"2019-02-03",3.1842
"2019-02-04",18.7879
"2019-02-05",1.2664
"2019-02-06",0
"2019-02-07",0
"2019-02-08",41.6669
"2019-02-09",46.67
"2019-02-10",0
"2019-02-11",0
"2019-02-12",0
"2019-02-13",0
"2019-02-14",0.4579
"2019-02-15",1.2359
"2019-02-16",17.7146
"2019-02-17",0
"2019-02-18",0
"2019-02-19",0
"2019-02-20",0
"2019-02-21",0
"2019-02-22",0
"2019-02-23",0
"2019-02-24",0
"2019-02-25",0
"2019-02-26",0.0561
"2019-02-27",1.7407
"2019-02-28",0.621
"2019-03-01",0
"2019-03-02",0
"2019-03-03",0
"2019-03-04",0.0498
"2019-03-05",1.2639
"2019-03-06",0
"2019-03-07",0
"2019-03-08",0
"2019-03-09",0
"2019-03-10",0
"2019-03-11",0
"2019-03-12",0
"2019-03-13",0
"2019-03-14",0
"2019-03-15",0
"2019-03-16",0
"2019-03-17",1.5517
"2019-03-18",1.4948
"2019-03-19",0
"2019-03-20",0
"2019-03-21",0.1067
"2019-03-22",0
"2019-03-23",9.1519
"2019-03-24",0
"2019-03-25",0
"2019-03-26",0
"2019-03-27",0
"2019-03-28",0
"2019-03-29",0
"2019-03-30",0
"2019-03-31",0
"2019-04-01",0
"2019-04-02",0
"2019-04-03",0
"2019-04-04",0
"2019-04-05",0.0977
"2019-04-06",0
"2019-04-07",0.8648
"2019-04-08",2.2361
"2019-04-09",3.7248
"2019-04-10",3.6414
"2019-04-11",6.7397
"2019-04-12",4.5373
"2019-04-13",8.3425
"2019-04-14",2.7413
"2019-04-15",6.4097
"2019-04-16",8.8968
"2019-04-17",14.3938
"2019-04-18",9.5174
"2019-04-19",10.6173
"2019-04-20",10.245
"2019-04-21",31.3264
"2019-04-22",7.0698
"2019-04-23",2.0331
"2019-04-24",0.6037
"2019-04-25",6.5553
"2019-04-26",3.3033
"2019-04-27",6.9619
"2019-04-28",1.5361
"2019-04-29",8.1292
"2019-04-30",4.1559
"2019-05-01",0.0094
"2019-05-02",3.1214
"2019-05-03",4.1618
"2019-05-04",3.8125
"2019-05-05",0.3613
"2019-05-06",0
"2019-05-07",0
"2019-05-08",0
"2019-05-09",0
"2019-05-10",0.4593
"2019-05-11",1.1454
"2019-05-12",1.14
"2019-05-13",0
"2019-05-14",0
"2019-05-15",2.8014
"2019-05-16",1.4949
"2019-05-17",2.4593
"2019-05-18",8.4535
"2019-05-19",3.9071
"2019-05-20",0
"2019-05-21",14.2041
"2019-05-22",4.1549
"2019-05-23",14.2041
"2019-05-24",0
"2019-05-25",11.3874
"2019-05-26",0
"2019-05-27",0.493
"2019-05-28",0
"2019-05-29",0.0425
"2019-05-30",4.0339
"2019-05-31",0.4611
"2019-06-01",3.4864
"2019-06-02",1.0591
"2019-06-03",12.2088
"2019-06-04",11.1788
"2019-06-05",12.9991
"2019-06-06",4.0587
"2019-06-07",4.4302
"2019-06-08",0
"2019-06-09",7.3317
"2019-06-10",2.6037
"2019-06-11",0.2216
"2019-06-12",1.3543
"2019-06-13",1.2736
"2019-06-14",2.4329
"2019-06-15",2.6558
"2019-06-16",3.6018
"2019-06-17",4.1172
"2019-06-18",0
"2019-06-19",0.1251
"2019-06-20",4.4839
"2019-06-21",1.7751
"2019-06-22",0.8321
"2019-06-23",0
"2019-06-24",0
"2019-06-25",11.9121
"2019-06-26",3.218
"2019-06-27",0
"2019-06-28",0
"2019-06-29",0
"2019-06-30",5.8878
"2019-07-01",1.6574
"2019-07-02",0.4894
"2019-07-03",0
"2019-07-04",0
"2019-07-05",0
"2019-07-06",0
"2019-07-07",0.0802
"2019-07-08",0
"2019-07-09",5.5434
"2019-07-10",3.9982
"2019-07-11",0
"2019-07-12",3.4016
"2019-07-13",1.2748
"2019-07-14",5.5898
"2019-07-15",3.38
"2019-07-16",5.2716
"2019-07-17",11.4673
"2019-07-18",1.3701
"2019-07-19",0.5759
"2019-07-20",2.7418
"2019-07-21",5.8794
"2019-07-22",6.0262
"2019-07-23",1.4249
"2019-07-24",0
"2019-07-25",0.1169
"2019-07-26",0
"2019-07-27",0
"2019-07-28",0
"2019-07-29",0.5857
"2019-07-30",0
"2019-07-31",0.1456
"2019-08-01",5.1079
"2019-08-02",5.5678
"2019-08-03",0
"2019-08-04",1.386
"2019-08-05",18.0245
"2019-08-06",9.6704
"2019-08-07",7.5944
"2019-08-08",8.1381
"2019-08-09",6.7907
"2019-08-10",0
"2019-08-11",0
"2019-08-12",0.7198
"2019-08-13",5.501
"2019-08-14",0
"2019-08-15",8.0662
"2019-08-16",23.9688
"2019-08-17",20.4864
"2019-08-18",14.4158
"2019-08-19",15.7489
"2019-08-20",1.3463
"2019-08-21",0
"2019-08-22",22.8827
"2019-08-23",3.7054
"2019-08-24",0.3625
"2019-08-25",0
"2019-08-26",0
"2019-08-27",0.2109
"2019-08-28",0.2977
"2019-08-29",0.3037
"2019-08-30",1.1313
"2019-08-31",0
"2019-09-01",0.0268
"2019-09-02",4.5112
"2019-09-03",0.1698
"2019-09-04",8.1384
"2019-09-05",2.4666
"2019-09-06",0
"2019-09-07",0
"2019-09-08",0
"2019-09-09",0
"2019-09-10",4.4058
"2019-09-11",9.3056
"2019-09-12",2.0017
"2019-09-13",16.1185
"2019-09-14",17.7498
"2019-09-15",14.0401
"2019-09-16",12.0097
"2019-09-17",0
"2019-09-18",0
"2019-09-19",16.0146
"2019-09-20",11.5141
"2019-09-21",6.772
"2019-09-22",19.1558
"2019-09-23",16.4728
"2019-09-24",3.1254
"2019-09-25",10.6079
"2019-09-26",0
"2019-09-27",1.03
"2019-09-28",24.4966
"2019-09-29",7.7746
"2019-09-30",6.0255
"2019-10-01",1.6122
"2019-10-02",0
"2019-10-03",6.0206
"2019-10-04",12.5452
"2019-10-05",12.3898
"2019-10-06",21.0418
"2019-10-07",9.4818
"2019-10-08",3.7668
"2019-10-09",13.7961
"2019-10-10",14.4024
"2019-10-11",23.1283
"2019-10-12",1.5541
"2019-10-13",10.4589
"2019-10-14",0
"2019-10-15",19.2316
"2019-10-16",31.5529
"2019-10-17",17.2943
"2019-10-18",6.6947
"2019-10-19",13.3901
"2019-10-20",17.9188
"2019-10-21",19.2569
"2019-10-22",2.1047
"2019-10-23",25.955
"2019-10-24",12.3465
"2019-10-25",3.4623
"2019-10-26",22.8778
"2019-10-27",30.9726
"2019-10-28",15.5197
"2019-10-29",8.8087
"2019-10-30",6.4527
"2019-10-31",5.1715
"2019-11-01",0.0104
"2019-11-02",4.6528
"2019-11-03",10.2958
"2019-11-04",0
"2019-11-05",8.2168
"2019-11-06",0
"2019-11-07",0
"2019-11-08",5.7818
"2019-11-09",11.3728
"2019-11-10",2.0422
"2019-11-11",5.4411
"2019-11-12",1.1207
"2019-11-13",2.9346
